RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL HIT,TOTAL ATTEMPTS,RTP SCORE
107,0,24925,Jonathan Byrd,69.74,703,1008,-178.00
108,0,23788,D.J. Trahan,69.71,778,1116,-157.00
109,0,20098,Stuart Appleby,69.66,815,1170,-173.00
110,0,20229,Stewart Cink,69.65,677,972,-157.00
111,0,08075,Jerry Kelly,69.63,915,1314,-208.00
112,0,32102,Rickie Fowler,69.61,827,1188,-216.00
113,0,06573,Brandt Jobe,69.51,563,810,-125.00
113,0,19970,Robert Karlsson,69.51,513,738,-124.00
115,0,12652,Cameron Beckman,69.48,863,1242,-185.00
115,0,23320,Ryan Palmer,69.48,888,1278,-248.00
117,0,01249,John Daly,69.44,475,684,-134.00
118,0,27141,J.B. Holmes,69.30,973,1404,-260.00
118,0,22378,Trevor Immelman,69.30,711,1026,-148.00
120,0,27120,Troy Matteson,69.21,1034,1494,-241.00
121,0,11123,Chris Couch,69.14,672,972,-172.00
122,0,21878,Mark Wilson,69.12,846,1224,-178.00
123,0,20848,Ángel Cabrera,69.07,460,666,-118.00
124,0,25345,Carl Pettersson,69.03,994,1440,-281.00
125,0,01810,Phil Mickelson,68.98,745,1080,-228.00
126,0,28500,Martin Flores,68.97,1018,1476,-268.00
127,0,20572,Rod Pampling,68.92,856,1242,-191.00
128,0,28093,Miguel Angel Carballo,68.91,707,1026,-145.00
129,0,21407,Arjun Atwal,68.86,818,1188,-176.00
129,0,24138,Ian Poulter,68.86,471,684,-123.00
131,0,27556,Ted Potter Jr.,68.85,756,1098,-153.00
132,0,20623,Gavin Coles,68.81,706,1026,-162.00
132,0,27644,Brian Harman,68.81,1090,1584,-286.00
132,0,27963,Chris Stroud,68.81,929,1350,-217.00
135,0,23541,Ben Crane,68.64,766,1116,-237.00
135,0,21753,Brian Davis,68.64,976,1422,-263.00
137,0,24604,Hunter Haas,68.59,642,936,-142.00
138,0,08725,Tom Gillis,68.52,851,1242,-223.00
138,0,28308,Troy Kelly,68.52,629,918,-136.00
138,0,23621,Rory Sabbatini,68.52,888,1296,-229.00
141,0,21731,Freddie Jacobson,68.43,542,792,-126.00
141,0,26300,Matt Jones,68.43,542,792,-120.00
143,0,27649,Brandt Snedeker,68.38,800,1170,-230.00
143,0,25632,Jimmy Walker,68.38,1120,1638,-310.00
145,0,28089,Jason Day,68.32,578,846,-165.00
146,0,01766,Billy Mayfair,68.30,959,1404,-201.00
147,0,22046,Geoff Ogilvy,68.28,676,990,-175.00
148,0,10213,Dicky Pride,68.25,602,882,-149.00
149,0,27895,Jonas Blixt,68.23,786,1152,-245.00
150,0,01797,Rocco Mediate,68.20,712,1044,-169.00
151,0,20766,Padraig Harrington,68.15,552,810,-151.00
152,0,06004,Stephen Ames,68.09,478,702,-89.00
153,0,21805,Harrison Frazar,68.06,588,864,-145.00
154,0,24490,George McNeill,67.92,868,1278,-201.00
155,0,26851,Marc Leishman,67.84,928,1368,-213.00
156,0,25396,Kevin Na,67.78,793,1170,-217.00
157,0,19846,Brian Gay,67.74,951,1404,-240.00
158,0,30750,Tommy Gainey,67.72,1097,1620,-274.00
159,0,29478,Kevin Kisner,67.71,646,954,-162.00
160,0,22348,Nick O'Hern,67.65,828,1224,-166.00
161,0,22961,David Mathis,67.55,839,1242,-205.00
162,0,32366,Kevin Chappell,67.36,873,1296,-198.00
162,0,24494,Erik Compton,67.36,776,1152,-192.00
164,0,33120,Mark Anderson,67.30,739,1098,-173.00
165,0,06034,Marco Dawson,67.15,556,828,-139.00
166,0,01320,Bob Estes,67.09,785,1170,-199.00
167,0,24940,Edward Loar,67.05,519,774,-124.00
168,0,22548,Patrick Sheehan,66.92,530,792,-103.00
169,0,23409,James Driscoll,66.83,842,1260,-229.00
169,0,30711,Colt Knost,66.83,806,1206,-173.00
169,0,10860,Justin Leonard,66.83,818,1224,-168.00
172,0,25562,Andres Romero,66.67,648,972,-155.00
173,0,23542,Tommy Biershenk,66.57,695,1044,-170.00
174,0,06251,Chris DiMarco,66.20,858,1296,-196.00
175,0,01941,Tom Pernice Jr.,65.81,616,936,-136.00
176,0,20160,Charlie Wi,65.45,860,1314,-221.00
177,0,27797,Derek Lamely,65.28,658,1008,-154.00
178,0,27466,Spencer Levin,65.24,775,1188,-204.00
179,0,31558,J.J. Killeen,65.15,985,1512,-211.00
180,0,23903,Stephen Gangluff,64.86,502,774,-94.00
181,0,21350,Ryuji Imada,64.57,802,1242,-183.00
182,0,20850,Daniel Chopra,64.47,499,774,-136.00
183,0,30927,Brendon Todd,64.46,731,1134,-167.00
184,0,22371,Aaron Baddeley,64.24,636,990,-179.00
185,0,20593,Greg Chalmers,64.15,866,1350,-238.00
186,0,30852,Ryo Ishikawa,63.96,426,666,-93.00
187,0,24663,Y.E. Yang,63.89,552,864,-146.00
188,0,28259,Sangmoon Bae,63.84,655,1026,-180.00
189,0,20070,Matt Bettencourt,63.70,688,1080,-166.00
190,0,29222,Billy Hurley III,63.65,653,1026,-137.00
191,0,27974,Sung Kang,61.38,685,1116,-138.00
