RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
1,0,25804,Bubba Watson,60.73,232,382
2,0,22405,Justin Rose,59.26,192,324
3,0,06036,Scott Dunlap,58.33,147,252
3,0,27770,Camilo Villegas,58.33,238,408
5,0,20574,Mathew Goggin,58.22,209,359
6,0,20691,Greg Owen,56.60,283,500
7,0,29221,Webb Simpson,56.34,231,410
8,0,29289,S.Y. Noh,56.26,310,551
9,0,29926,Danny Lee,55.87,219,392
10,0,24358,Robert Garrigus,55.58,299,538
11,0,23548,Bill Lunde,55.50,237,427
12,0,32334,Charlie Beljan,55.34,171,309
13,0,06567,Vijay Singh,55.28,293,530
14,0,30926,Chris Kirk,55.27,278,503
15,0,33122,Russell Knox,55.26,168,304
16,0,25834,Daniel Summerhays,55.12,226,410
17,0,28087,Kris Blanks,54.93,167,304
18,0,29420,Billy Horschel,54.86,141,257
18,0,24781,Hunter Mahan,54.86,203,370
20,0,30110,Kyle Stanley,54.83,261,476
21,0,25686,Jason Dufner,54.76,207,378
22,0,27064,Jhonattan Vegas,54.56,269,493
23,0,20396,Lee Westwood,54.55,156,286
24,0,28455,Will Claxton,54.47,250,459
25,0,23718,Nathan Green,54.42,203,373
26,0,30692,Scott Stallings,54.37,249,458
27,0,26758,David Hearn,54.29,272,501
28,0,30925,Dustin Johnson,54.28,222,409
29,0,28237,Rory McIlroy,54.27,178,328
30,0,20229,Stewart Cink,54.25,236,435
31,0,10809,Jim Furyk,54.23,186,343
32,0,28093,Miguel Angel Carballo,54.19,207,382
33,0,23353,J.J. Henry,54.13,236,436
34,0,27933,John Merrick,54.08,212,392
35,0,12782,Tim Herron,54.07,266,492
36,0,28500,Martin Flores,54.06,326,603
36,0,31202,William McGirt,54.06,273,505
38,0,23541,Ben Crane,53.89,194,360
39,0,27644,Brian Harman,53.80,262,487
40,0,12716,Charley Hoffman,53.78,249,463
41,0,23788,D.J. Trahan,53.76,200,372
42,0,34021,Bud Cauley,53.75,294,547
43,0,06527,Steve Stricker,53.74,194,361
44,0,27895,Jonas Blixt,53.73,216,402
44,0,27436,Graham DeLaet,53.73,223,415
46,0,06522,Ernie Els,53.72,253,471
46,0,24140,Sean O'Hair,53.72,253,471
48,0,24846,Ricky Barnes,53.59,276,515
48,0,27330,Josh Teater,53.59,269,502
50,0,25240,D.A. Points,53.56,233,435
50,0,23623,Bo Van Pelt,53.56,218,407
52,0,21961,Charles Howell III,53.54,333,622
