RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
1,0,01320,Bob Estes,66.34,341,514
2,0,10860,Justin Leonard,65.93,418,634
3,0,01326,Nick Faldo,65.33,211,323
4,0,01766,Billy Mayfair,65.06,391,601
5,0,02256,Tom Watson,64.96,152,234
6,0,01823,Larry Mize,64.76,226,349
7,0,01313,Steve Elkington,64.60,208,322
8,0,01475,Donnie Hammond,64.33,312,485
9,0,01418,Bill Glasson,64.25,230,358
10,0,02010,Loren Roberts,64.03,283,442
11,0,01306,David Edwards,63.96,236,369
11,0,02133,Craig Stadler,63.96,213,333
13,0,01378,David Frost,63.70,272,427
14,0,01783,Mark McCumber,63.42,215,339
15,0,01381,Fred Funk,63.36,403,636
16,0,02104,Jeff Sluman,63.35,325,513
17,0,01353,Bruce Fleisher,63.33,266,420
18,0,01414,Bob Gilder,63.16,360,570
19,0,02226,Tray Tyner,63.14,334,529
20,0,06088,Steve Gotsche,63.13,339,537
21,0,01098,Jay Don Blake,63.03,300,476
22,0,01876,Greg Norman,62.95,158,251
23,0,02146,Payne Stewart,62.92,353,561
24,0,01701,Bob Lohr,62.85,362,576
25,0,01175,Jim Carter,62.77,344,548
26,0,01161,Mark Calcavecchia,62.72,350,558
27,0,02099,Scott Simpson,62.68,262,418
28,0,01444,Ken Green,62.63,248,396
29,0,01569,Peter Jacobsen,62.62,258,412
30,0,06522,Ernie Els,62.54,202,323
31,0,01457,Jay Haas,62.50,280,448
32,0,01201,Lennie Clements,62.28,289,464
33,0,06012,Greg Kraft,62.24,422,678
34,0,01196,Brian Claar,62.12,364,586
35,0,02159,Curtis Strange,62.09,267,430
36,0,01887,Mark O'Meara,62.05,291,469
36,0,01928,Corey Pavin,62.05,242,390
38,0,01748,Doug Martin,61.81,327,529
39,0,06567,Vijay Singh,61.72,258,418
40,0,01707,Steve Lowery,61.70,348,564
41,0,02225,Howard Twitty,61.69,314,509
42,0,01040,Emlyn Aubrey,61.67,288,467
43,0,01920,Craig Parry,61.56,277,450
44,0,01510,Nolan Henke,61.54,320,520
45,0,01677,Tom Lehman,61.46,177,288
46,0,02223,Bob Tway,61.45,314,511
47,0,01945,Kenny Perry,61.43,317,516
48,0,01599,Steve Jones,61.42,269,438
49,0,09011,David Duval,61.37,286,466
50,0,01132,Mark Brooks,61.33,295,481
51,0,01329,Brad Faxon,61.32,279,455
52,0,01891,David Ogrin,61.24,335,547
53,0,02190,Doug Tewell,61.21,202,330
54,0,01527,Scott Hoch,61.19,320,523
55,0,06657,Steve Rintoul,60.96,392,643
56,0,01261,Jay Delsing,60.91,293,481
57,0,20094,Jonathan Kaye,60.88,249,409
58,0,02008,Lee Rinker,60.78,310,510
59,0,01996,Mike Reid,60.67,236,389
59,0,02214,Kirk Triplett,60.67,327,539
61,0,01724,Jeff Maggert,60.55,244,403
62,0,02239,Scott Verplank,60.53,273,451
63,0,01771,Blaine McCallister,60.38,317,525
64,0,01938,David Peoples,60.34,178,295
65,0,01968,Nick Price,60.31,196,325
66,0,02218,Ted Tryba,60.19,381,633
67,0,07867,Woody Austin,60.18,402,668
68,0,01219,John Cook,60.15,237,394
69,0,01975,Tom Purtzer,60.07,179,298
