RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
1,0,01766,Billy Mayfair,68.60,118,172,+33.00
2,0,01313,Steve Elkington,68.22,73,107,+11.00
3,0,01378,David Frost,66.90,95,142,+35.00
4,0,01330,David Feherty,64.14,93,145,+43.00
5,0,01891,David Ogrin,62.50,100,160,+41.00
6,0,01235,Ben Crenshaw,61.40,70,114,+41.00
7,0,01129,Bill Britton,61.29,57,93,+26.00
8,0,06522,Ernie Els,61.26,68,111,+15.00
9,0,01876,Greg Norman,60.98,50,82,+12.00
10,0,02104,Jeff Sluman,60.84,101,166,+26.00
11,0,01320,Bob Estes,60.74,82,135,+33.00
12,0,01381,Fred Funk,60.61,100,165,+51.00
13,0,02242,Lanny Wadkins,60.55,66,109,+40.00
14,0,01458,Jerry Haas,60.27,88,146,+37.00
15,0,01927,Dennis Paulson,59.73,89,149,+38.00
16,0,01329,Brad Faxon,59.72,86,144,+40.00
17,0,01510,Nolan Henke,59.62,93,156,+50.00
18,0,01006,John Adams,58.97,69,117,+33.00
19,0,02159,Curtis Strange,58.91,76,129,+28.00
20,0,01175,Jim Carter,58.86,93,158,+41.00
21,0,01040,Emlyn Aubrey,58.78,77,131,+42.00
22,0,02321,Fuzzy Zoeller,58.76,57,97,+15.00
23,0,01353,Bruce Fleisher,58.65,61,104,+23.00
24,0,06613,Tommy Tolles,58.60,92,157,+45.00
25,0,02226,Tray Tyner,58.57,82,140,+47.00
26,0,01444,Ken Green,58.18,64,110,+41.00
27,0,06044,Scott Gump,58.11,86,148,+38.00
27,0,01682,Wayne Levi,58.11,43,74,+25.00
29,0,01920,Craig Parry,58.00,87,150,+41.00
30,0,01196,Brian Claar,57.84,107,185,+57.00
31,0,01938,David Peoples,57.83,48,83,+29.00
32,0,10585,Scott McCarron,57.66,64,111,+30.00
33,0,01093,Ronnie Black,57.53,84,146,+33.00
34,0,02225,Howard Twitty,57.43,85,148,+45.00
35,0,09011,David Duval,57.42,89,155,+40.00
36,0,01096,Phil Blackmar,57.36,74,129,+39.00
36,0,06791,Mark Wurtz,57.36,74,129,+38.00
38,0,01797,Rocco Mediate,57.32,47,82,+28.00
39,0,10860,Justin Leonard,57.28,118,206,+52.00
40,0,02049,Gene Sauers,57.26,67,117,+36.00
41,0,01306,David Edwards,57.25,79,138,+38.00
42,0,01414,Bob Gilder,57.14,84,147,+37.00
43,0,02146,Payne Stewart,56.52,91,161,+46.00
44,0,01024,Billy Andrade,56.20,77,137,+54.00
45,0,01723,Andrew Magee,55.80,77,138,+36.00
46,0,10569,Mike Brisky,55.78,82,147,+51.00
47,0,01133,Billy Ray Brown,55.77,58,104,+32.00
48,0,02133,Craig Stadler,55.75,63,113,+18.00
49,0,01261,Jay Delsing,55.56,75,135,+44.00
50,0,01701,Bob Lohr,55.48,86,155,+53.00
51,0,06088,Steve Gotsche,55.45,61,110,+32.00
52,0,10809,Jim Furyk,55.36,93,168,+57.00
53,0,01161,Mark Calcavecchia,55.25,100,181,+40.00
54,0,01203,Russ Cochran,55.24,79,143,+41.00
54,0,20094,Jonathan Kaye,55.24,58,105,+34.00
56,0,02190,Doug Tewell,55.21,53,96,+25.00
57,0,01385,Jim Gallagher Jr.,55.17,96,174,+40.00
58,0,01249,John Daly,55.10,81,147,+45.00
59,0,02239,Scott Verplank,55.06,87,158,+49.00
60,0,01823,Larry Mize,55.00,77,140,+39.00
60,0,02245,Grant Waite,55.00,66,120,+33.00
62,0,01072,Chip Beck,54.91,95,173,+59.00
63,0,06809,Bob Burns,54.79,80,146,+54.00
64,0,01527,Scott Hoch,54.78,86,157,+51.00
65,0,02218,Ted Tryba,54.69,105,192,+69.00
66,0,01326,Nick Faldo,54.64,53,97,+32.00
67,0,01116,Michael Bradley,54.61,83,152,+48.00
68,0,07867,Woody Austin,54.35,100,184,+53.00
69,0,01971,Dillard Pruitt,54.21,58,107,+39.00
70,0,01374,Robin Freeman,53.94,89,165,+55.00
71,0,01185,Brandel Chamblee,53.91,69,128,+42.00
71,0,01725,John Mahaffey,53.91,69,128,+47.00
71,0,01992,Don Reese,53.91,69,128,+54.00
74,0,06575,Dudley Hart,53.85,91,169,+55.00
75,0,07101,Dave Stockton Jr.,53.80,92,171,+60.00
75,0,02241,Bobby Wadkins,53.80,85,158,+46.00
77,0,01042,Paul Azinger,53.66,66,123,+37.00
78,0,08717,Kawika Cotner,53.59,82,153,+52.00
79,0,07721,Pat Bates,53.38,79,148,+52.00
80,0,01553,John Huston,53.37,87,163,+56.00
81,0,01200,Keith Clearwater,53.33,72,135,+56.00
82,0,06197,Michael Allen,53.26,49,92,+39.00
83,0,01334,Keith Fergus,53.16,84,158,+47.00
84,0,01890,Brett Ogle,53.10,60,113,+35.00
85,0,02167,Mike Sullivan,53.05,87,164,+75.00
86,0,10425,Jay Williamson,53.04,61,115,+41.00
87,0,06048,Dicky Thompson,52.88,55,104,+46.00
88,0,01996,Mike Reid,52.87,46,87,+42.00
89,0,01685,J.L. Lewis,52.82,75,142,+46.00
90,0,01408,Kelly Gibson,52.80,85,161,+45.00
91,0,01457,Jay Haas,52.71,68,129,+41.00
92,0,01928,Corey Pavin,52.59,71,135,+52.00
93,0,01945,Kenny Perry,52.45,75,143,+39.00
94,0,01418,Bill Glasson,52.34,67,128,+35.00
95,0,01707,Steve Lowery,52.22,94,180,+47.00
96,0,01577,Lee Janzen,52.17,72,138,+47.00
97,0,06567,Vijay Singh,52.05,76,146,+33.00
98,0,01388,Robert Gamez,51.97,79,152,+56.00
99,0,06577,John Wilson,51.95,80,154,+52.00
100,0,01143,Brad Bryant,51.85,98,189,+52.00
101,0,01132,Mark Brooks,51.68,77,149,+44.00
102,0,02010,Loren Roberts,51.56,66,128,+49.00
103,0,01748,Doug Martin,51.52,68,132,+57.00
104,0,01266,Clark Dennis,51.37,94,183,+71.00
105,0,01968,Nick Price,51.30,59,115,+34.00
106,0,06657,Steve Rintoul,51.15,89,174,+61.00
107,0,01014,Fulton Allem,51.14,45,88,+33.00
108,0,02223,Bob Tway,51.09,70,137,+29.00
109,0,01549,Mike Hulbert,51.08,71,139,+47.00
110,0,02246,Duffy Waldorf,50.99,77,151,+35.00
111,0,06090,Jim McGovern,50.96,80,157,+51.00
112,0,01783,Mark McCumber,50.89,57,112,+36.00
113,0,06214,Guy Boros,50.87,88,173,+39.00
114,0,01810,Phil Mickelson,50.71,71,140,+51.00
115,0,01771,Blaine McCallister,50.63,80,158,+54.00
116,0,08375,Paul Stankowski,50.62,82,162,+62.00
117,0,02256,Tom Watson,50.60,42,83,+17.00
118,0,01905,Joe Ozaki,50.53,48,95,+26.00
119,0,01705,Tim Loustalot,50.52,49,97,+37.00
120,0,02094,Tony Sills,50.48,53,105,+38.00
121,0,01864,Larry Nelson,50.46,55,109,+44.00
122,0,06034,Marco Dawson,50.43,58,115,+47.00
123,0,02099,Scott Simpson,50.40,63,125,+34.00
124,0,01475,Donnie Hammond,50.38,67,133,+46.00
125,0,02214,Kirk Triplett,50.36,70,139,+43.00
126,0,01060,Dave Barr,50.00,64,128,+38.00
126,0,01633,Tom Kite,50.00,57,114,+43.00
126,0,06332,Neal Lancaster,50.00,85,170,+71.00
126,0,01677,Tom Lehman,50.00,44,88,+24.00
126,0,12660,Jesper Parnevik,50.00,51,102,+35.00
131,0,01837,Gil Morgan,49.56,56,113,+46.00
132,0,02180,Harry Taylor,49.29,69,140,+58.00
133,0,06012,Greg Kraft,48.96,94,192,+88.00
134,0,01098,Jay Don Blake,48.91,67,137,+63.00
135,0,01724,Jeff Maggert,48.78,60,123,+36.00
136,0,08385,Omar Uresti,48.75,78,160,+62.00
137,0,02267,D.A. Weibring,48.70,56,115,+48.00
138,0,01201,Lennie Clements,48.62,53,109,+36.00
139,0,01307,Joel Edwards,48.60,87,179,+68.00
140,0,02135,Mike Standly,48.55,84,173,+69.00
141,0,01569,Peter Jacobsen,48.48,64,132,+37.00
142,0,01607,Brian Kamm,48.20,67,139,+62.00
143,0,01035,Tommy Armour III,48.18,66,137,+49.00
144,0,20051,Joe Acosta Jr.,47.83,55,115,+49.00
144,0,07235,John Morse,47.83,55,115,+53.00
