RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 280-300,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,01161,Mark Calcavecchia,38.93,109,280,-0.147
2,0,21209,Sergio Garcia,37.23,102,274,-0.127
3,0,01685,J.L. Lewis,36.25,170,469,-0.153
4,0,01706,Davis Love III,35.11,138,393,-0.210
4,0,20572,Rod Pampling,35.11,138,393,-0.181
6,0,01810,Phil Mickelson,34.35,146,425,-0.110
7,0,08375,Paul Stankowski,34.21,143,418,-0.098
8,0,01035,Tommy Armour III,33.82,117,346,-0.094
9,0,08881,Tripp Isenhour,33.62,118,351,-0.068
10,0,10117,Bob Heintz,33.02,105,318,+0.010
11,0,06567,Vijay Singh,32.95,145,440,-0.186
12,0,23623,Bo Van Pelt,32.69,135,413,-0.007
13,0,01677,Tom Lehman,32.64,78,239,-0.218
14,0,12823,Carlos Franco,32.48,177,545,-0.147
15,0,01945,Kenny Perry,32.44,146,450,-0.144
16,0,20098,Stuart Appleby,32.43,132,407,-0.114
17,0,23614,Rich Beem,32.27,141,437,-0.099
18,0,10885,Robert Allenby,32.11,149,464,-0.081
18,0,11032,Frank Lickliter II,32.11,122,380,-0.115
20,0,21949,Joe Ogilvie,31.91,82,257,+0.012
21,0,12645,Brent Geiberger,31.41,131,417,-0.084
22,0,10107,Deane Pappas,31.22,123,394,-0.114
23,0,07457,Steve Flesch,31.20,127,407,-0.110
24,0,01577,Lee Janzen,31.19,121,388,-0.091
25,0,01927,Dennis Paulson,30.98,127,410,-0.071
26,0,20502,Michael Long,30.85,120,389,-0.108
27,0,12663,Phil Tataurangi,30.83,119,386,-0.059
28,0,26289,Boo Weekley,30.63,87,284,E
29,0,20634,Peter Lonard,30.55,117,383,-0.145
30,0,23322,Brett Wetterich,30.32,134,442,E
31,0,23541,Ben Crane,30.22,123,407,-0.089
32,0,06515,Shaun Micheel,30.11,143,475,-0.140
33,0,24357,K.J. Choi,30.10,124,412,-0.202
34,0,01226,Fred Couples,30.05,64,213,-0.125
35,0,01388,Robert Gamez,29.72,107,360,-0.093
35,0,23177,Kenneth Staton,29.72,151,508,-0.099
37,0,10962,Bradley Hughes,29.59,87,294,E
38,0,21633,Steve Allan,29.57,136,460,-0.066
39,0,23903,Stephen Gangluff,29.37,116,395,-0.155
40,0,20043,Edward Fryatt,29.30,121,413,-0.116
41,0,01723,Andrew Magee,29.16,107,367,-0.121
42,0,02106,Chris Smith,28.99,129,445,-0.240
43,0,01475,Donnie Hammond,28.94,79,273,-0.127
44,0,01514,Eduardo Herrera,28.85,90,312,-0.011
45,0,07223,Brian Bateman,28.76,132,459,-0.129
46,0,02002,John Riegger,28.54,125,438,-0.136
47,0,02170,Hal Sutton,28.47,80,281,-0.125
48,0,22046,Geoff Ogilvy,28.43,114,401,+0.018
49,0,20105,Jeff Gove,28.42,135,475,-0.185
50,0,06613,Tommy Tolles,28.40,94,331,-0.191
51,0,21259,Jason Hill,28.37,80,282,-0.013
52,0,06575,Dudley Hart,28.32,96,339,-0.031
53,0,10585,Scott McCarron,28.30,120,424,-0.225
54,0,20645,John Senden,28.28,112,396,-0.045
55,0,21806,Paul Gow,28.25,139,492,-0.079
56,0,21961,Charles Howell III,28.21,132,468,-0.091
57,0,23353,J.J. Henry,28.18,144,511,-0.160
58,0,20548,Hidemichi Tanaka,28.14,130,462,-0.185
59,0,07003,David Berganio Jr.,28.13,110,391,-0.045
60,0,01313,Steve Elkington,28.08,89,317,-0.191
