RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,25198,Francesco Molinari,83.19,94,113,-0.16
2,0,20229,Stewart Cink,82.38,159,193,-0.19
3,0,35541,John Peterson,81.11,219,270,-0.16
4,0,28132,Tyrone Van Aswegen,81.06,107,132,-0.28
5,0,25364,Paul Casey,79.55,175,220,-0.28
6,0,30852,Ryo Ishikawa,79.52,198,249,-0.27
7,0,23353,J.J. Henry,79.51,229,288,-0.18
8,0,12510,Chad Campbell,79.48,213,268,-0.15
9,0,31557,Jim Herman,79.40,212,267,-0.16
10,0,32200,Roberto Castro,78.57,88,112,-0.18
11,0,26329,Louis Oosthuizen,78.32,112,143,-0.14
12,0,23623,Bo Van Pelt,78.24,169,216,-0.20
13,0,27963,Chris Stroud,77.62,163,210,-0.20
14,0,21878,Mark Wilson,77.25,180,233,-0.28
15,0,28475,Jeff Overton,77.23,173,224,-0.28
16,0,23983,Luke Donald,76.81,106,138,-0.20
17,0,24507,Jason Bohn,76.75,175,228,-0.25
18,0,10809,Jim Furyk,76.64,105,137,-0.21
19,0,32448,James Hahn,76.59,193,252,-0.21
20,0,26951,Johnson Wagner,76.54,137,179,-0.26
21,0,24924,Bill Haas,76.02,149,196,-0.24
22,0,34265,Will Wilcox,75.97,117,154,-0.23
23,0,27466,Spencer Levin,75.88,195,257,-0.26
24,0,20472,Alex Cejka,75.79,191,252,-0.29
25,0,33122,Russell Knox,75.74,206,272,-0.26
26,0,24925,Jonathan Byrd,75.32,119,158,-0.26
27,0,34262,Jon Curran,75.29,131,174,-0.22
28,0,26476,Chez Reavie,75.14,130,173,-0.19
29,0,27436,Graham DeLaet,75.00,120,160,-0.24
30,0,28023,Byron Smith,74.85,125,167,-0.13
31,0,28780,Nicholas Thompson,74.80,187,250,-0.22
32,0,23800,Bryce Molder,74.78,172,230,-0.23
33,0,30946,Alex Prugh,74.77,166,222,-0.20
34,0,25900,Lucas Glover,74.73,207,277,-0.14
34,0,36801,Mark Hubbard,74.73,136,182,-0.15
36,0,34264,Hudson Swafford,74.62,194,260,-0.25
37,0,25240,D.A. Points,74.51,114,153,-0.30
38,0,27770,Camilo Villegas,74.41,157,211,-0.26
39,0,20691,Greg Owen,74.40,93,125,-0.24
40,0,25720,Chad Collins,74.23,144,194,-0.24
41,0,20771,Steven Alker,74.07,120,162,-0.25
42,0,34099,Harris English,74.05,214,289,-0.24
42,0,25562,Andres Romero,74.05,117,158,-0.31
44,0,22405,Justin Rose,74.00,111,150,-0.23
45,0,29223,Sam Saunders,73.76,149,202,-0.19
46,0,27933,John Merrick,73.74,132,179,-0.27
47,0,26758,David Hearn,73.68,196,266,-0.27
48,0,25818,Scott Piercy,73.64,190,258,-0.25
49,0,02206,David Toms,73.51,111,151,-0.25
50,0,29535,Brice Garnett,73.39,160,218,-0.23
51,0,24361,Pat Perez,73.36,179,244,-0.30
52,0,26289,Boo Weekley,73.25,167,228,-0.19
53,0,20848,Ángel Cabrera,73.02,92,126,-0.17
54,0,34431,Robert Streb,72.89,207,284,-0.26
55,0,25345,Carl Pettersson,72.85,212,291,-0.25
56,0,31202,William McGirt,72.78,230,316,-0.20
57,0,32839,Hideki Matsuyama,72.77,163,224,-0.29
58,0,25349,Tim Wilkinson,72.68,133,183,-0.18
59,0,25892,Steve Wheatcroft,72.57,164,226,-0.27
60,0,30927,Brendon Todd,72.55,148,204,-0.28
61,0,33399,Adam Hadwin,72.41,189,261,-0.23
62,0,34174,John Huh,72.36,178,246,-0.29
63,0,29926,Danny Lee,72.12,194,269,-0.30
64,0,23048,Eric Axley,72.03,103,143,-0.22
65,0,31323,Gary Woodland,72.00,108,150,-0.27
66,0,24024,Zach Johnson,71.96,154,214,-0.22
67,0,31193,Jim Renner,71.91,128,178,-0.21
68,0,34358,Jonathan Randolph,71.88,115,160,-0.23
69,0,23541,Ben Crane,71.83,102,142,-0.16
70,0,22892,Jason Gore,71.82,130,181,-0.32
71,0,35451,Scott Pinckney,71.78,173,241,-0.16
72,0,20104,Ken Duke,71.77,178,248,-0.22
73,0,27644,Brian Harman,71.74,165,230,-0.19
74,0,27214,Kevin Streelman,71.70,152,212,-0.21
75,0,28500,Martin Flores,71.60,179,250,-0.21
76,0,25369,Jamie Donaldson,71.55,83,116,-0.19
77,0,33419,Cameron Tringale,71.49,158,221,-0.20
78,0,29476,Kyle Reifers,71.43,180,252,-0.17
79,0,34130,Sung Joon Park,71.36,142,199,-0.16
79,0,22056,Cameron Percy,71.36,147,206,-0.20
81,0,23548,Bill Lunde,71.32,92,129,-0.15
82,0,34261,Scott Langley,71.30,159,223,-0.20
82,0,32640,Troy Merritt,71.30,159,223,-0.22
84,0,29478,Kevin Kisner,71.13,207,291,-0.26
84,0,10860,Justin Leonard,71.13,101,142,-0.35
86,0,20645,John Senden,70.95,105,148,-0.26
87,0,24490,George McNeill,70.89,168,237,-0.24
88,0,29725,Tony Finau,70.85,226,319,-0.18
89,0,29479,Scott Brown,70.83,170,240,-0.21
90,0,29518,Brendan Steele,70.68,176,249,-0.30
91,0,24357,K.J. Choi,70.59,108,153,-0.23
91,0,21528,Henrik Stenson,70.59,72,102,-0.28
93,0,33418,Shawn Stefani,70.57,187,265,-0.21
94,0,10885,Robert Allenby,70.55,115,163,-0.15
95,0,29222,Billy Hurley III,70.44,112,159,-0.28
96,0,37454,Whee Kim,70.22,125,178,-0.29
97,0,24502,Adam Scott,70.18,80,114,-0.14
98,0,33486,Roger Sloan,70.16,87,124,-0.24
99,0,27141,J.B. Holmes,70.15,141,201,-0.25
99,0,28486,Michael Putnam,70.15,141,201,-0.15
101,0,23108,Matt Kuchar,70.10,143,204,-0.24
102,0,28089,Jason Day,70.06,117,167,-0.25
103,0,24358,Robert Garrigus,70.05,138,197,-0.18
103,0,39977,Max Homa,70.05,138,197,-0.13
105,0,27095,Nick Watney,70.04,173,247,-0.17
106,0,30926,Chris Kirk,70.00,105,150,-0.25
107,0,25834,Daniel Summerhays,69.89,195,279,-0.24
108,0,32102,Rickie Fowler,69.88,116,166,-0.23
109,0,29425,Andrew Svoboda,69.87,167,239,-0.25
110,0,30711,Colt Knost,69.86,153,219,-0.25
111,0,20396,Lee Westwood,69.79,67,96,-0.16
112,0,33413,Ben Martin,69.78,157,225,-0.28
113,0,36689,Brooks Koepka,69.74,136,195,-0.23
114,0,29289,S.Y. Noh,69.71,122,175,-0.24
114,0,32150,Michael Thompson,69.71,168,241,-0.19
116,0,31560,Brian Stuard,69.68,154,221,-0.25
117,0,34098,Russell Henley,69.65,140,201,-0.22
118,0,21209,Sergio Garcia,69.61,71,102,-0.30
118,0,21961,Charles Howell III,69.61,213,306,-0.14
120,0,31416,Derek Fathauer,69.59,151,217,-0.22
121,0,08075,Jerry Kelly,69.47,132,190,-0.36
122,0,32334,Charlie Beljan,69.46,141,203,-0.13
123,0,25191,Gonzalo Fernandez-Castaño,69.39,136,196,-0.20
124,0,29720,Andres Gonzales,69.30,158,228,-0.22
125,0,25396,Kevin Na,69.15,139,201,-0.27
126,0,40026,Daniel Berger,69.11,170,246,-0.20
126,0,25632,Jimmy Walker,69.11,132,191,-0.27
128,0,33141,Keegan Bradley,68.92,153,222,-0.23
129,0,28307,Matt Every,68.86,115,167,-0.21
130,0,01706,Davis Love III,68.75,110,160,-0.17
130,0,24781,Hunter Mahan,68.75,121,176,-0.24
132,0,23638,Brendon de Jonge,68.73,200,291,-0.23
133,0,29221,Webb Simpson,68.68,125,182,-0.22
134,0,34046,Jordan Spieth,68.65,127,185,-0.41
135,0,26851,Marc Leishman,68.57,120,175,-0.25
136,0,28259,Sangmoon Bae,68.50,174,254,-0.28
137,0,27064,Jhonattan Vegas,68.40,171,250,-0.19
138,0,33667,Carlos Ortiz,68.38,173,253,-0.23
139,0,30736,Oscar Fraustro,68.31,97,142,-0.14
140,0,25804,Bubba Watson,68.29,112,164,-0.22
141,0,30944,Jason Kokrak,68.27,185,271,-0.19
142,0,33448,Justin Thomas,68.26,200,293,-0.26
143,0,40058,Zac Blair,68.22,161,236,-0.29
144,0,25274,Steven Bowditch,68.20,193,283,-0.29
145,0,28679,Fabián Gómez,68.16,137,201,-0.23
146,0,32366,Kevin Chappell,68.14,154,226,-0.30
147,0,22293,Heath Slocum,68.07,81,119,-0.11
148,0,35532,Tom Hoge,68.04,149,219,-0.28
149,0,23320,Ryan Palmer,68.00,119,175,-0.34
150,0,26596,Ryan Moore,67.95,106,156,-0.25
151,0,25686,Jason Dufner,67.81,99,146,-0.23
152,0,27936,Martin Laird,67.69,155,229,-0.25
153,0,25493,Nick Taylor,67.56,177,262,-0.20
154,0,06567,Vijay Singh,67.46,141,209,-0.20
155,0,37273,Derek Ernst,67.39,155,230,-0.17
156,0,35545,Blayne Barber,67.17,133,198,-0.27
156,0,23621,Rory Sabbatini,67.17,133,198,-0.16
158,0,20766,Padraig Harrington,67.15,92,137,-0.23
159,0,24138,Ian Poulter,67.13,96,143,-0.33
160,0,27895,Jonas Blixt,67.08,108,161,-0.20
161,0,29420,Billy Horschel,66.99,140,209,-0.27
162,0,12716,Charley Hoffman,66.96,152,227,-0.25
163,0,24494,Erik Compton,66.67,146,219,-0.33
163,0,34360,Patrick Reed,66.67,148,222,-0.32
165,0,35539,Luke Guthrie,66.51,143,215,-0.22
166,0,33461,Morgan Hoffmann,66.48,119,179,-0.24
167,0,34409,David Lingmerth,66.37,148,223,-0.23
168,0,24846,Ricky Barnes,66.29,118,178,-0.28
169,0,30692,Scott Stallings,66.27,110,166,-0.13
170,0,27649,Brandt Snedeker,66.10,156,236,-0.26
171,0,26300,Matt Jones,66.02,136,206,-0.23
172,0,06522,Ernie Els,65.71,69,105,-0.19
173,0,36699,Patrick Rodgers,65.47,91,139,-0.23
174,0,34256,Andrew Putnam,65.41,87,133,-0.32
175,0,24140,Sean O'Hair,65.06,162,249,-0.25
176,0,26331,Charl Schwartzel,64.66,75,116,-0.20
177,0,21753,Brian Davis,64.50,129,200,-0.22
178,0,22371,Aaron Baddeley,64.20,156,243,-0.15
179,0,30925,Dustin Johnson,64.13,118,184,-0.19
180,0,01810,Phil Mickelson,63.16,84,133,-0.19
181,0,34563,Chesson Hadley,62.41,176,282,-0.24
182,0,20593,Greg Chalmers,62.04,67,108,-0.25
183,0,20157,Retief Goosen,60.87,98,161,-0.23
184,0,22046,Geoff Ogilvy,60.64,57,94,-0.16
