RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,21528,Henrik Stenson,73.52,794,1080,-0.26
2,0,31557,Jim Herman,73.23,1160,1584,-0.23
3,0,20229,Stewart Cink,72.94,1011,1386,-0.23
4,0,34265,Will Wilcox,72.53,705,972,-0.28
5,0,25364,Paul Casey,72.36,1068,1476,-0.27
6,0,25198,Francesco Molinari,71.07,678,954,-0.22
7,0,28089,Jason Day,70.83,918,1296,-0.36
7,0,33122,Russell Knox,70.83,1224,1728,-0.25
9,0,22405,Justin Rose,70.54,838,1188,-0.31
10,0,25900,Lucas Glover,70.46,1002,1422,-0.22
11,0,30946,Alex Prugh,70.14,1010,1440,-0.26
12,0,28486,Michael Putnam,70.13,1073,1530,-0.22
13,0,23353,J.J. Henry,69.88,1132,1620,-0.22
14,0,10809,Jim Furyk,69.79,804,1152,-0.24
15,0,26476,Chez Reavie,69.64,702,1008,-0.25
16,0,24502,Adam Scott,69.62,589,846,-0.26
17,0,36689,Brooks Koepka,69.48,1013,1458,-0.30
18,0,29420,Billy Horschel,69.33,1173,1692,-0.27
19,0,25804,Bubba Watson,69.32,836,1206,-0.33
20,0,20691,Greg Owen,69.25,723,1044,-0.22
21,0,32839,Hideki Matsuyama,69.20,1121,1620,-0.30
22,0,27436,Graham DeLaet,69.15,809,1170,-0.27
23,0,34431,Robert Streb,69.14,1369,1980,-0.29
24,0,25686,Jason Dufner,69.03,907,1314,-0.24
25,0,27214,Kevin Streelman,68.99,1130,1638,-0.26
26,0,26951,Johnson Wagner,68.95,844,1224,-0.25
27,0,33448,Justin Thomas,68.92,1315,1908,-0.31
28,0,24507,Jason Bohn,68.89,1178,1710,-0.30
28,0,28023,Byron Smith,68.89,682,990,-0.23
30,0,40026,Daniel Berger,68.84,1202,1746,-0.27
31,0,24924,Bill Haas,68.80,1065,1548,-0.24
32,0,33418,Shawn Stefani,68.79,1164,1692,-0.29
33,0,23548,Bill Lunde,68.72,569,828,-0.21
34,0,33413,Ben Martin,68.70,1113,1620,-0.27
35,0,12510,Chad Campbell,68.61,1198,1746,-0.24
36,0,28780,Nicholas Thompson,68.60,1062,1548,-0.25
37,0,24024,Zach Johnson,68.58,1074,1566,-0.29
38,0,21961,Charles Howell III,68.57,1296,1890,-0.26
39,0,34264,Hudson Swafford,68.54,1172,1710,-0.30
40,0,29518,Brendan Steele,68.52,1036,1512,-0.30
41,0,28500,Martin Flores,68.32,1119,1638,-0.24
41,0,35541,John Peterson,68.32,1033,1512,-0.25
43,0,29535,Brice Garnett,68.28,971,1422,-0.23
43,0,26329,Louis Oosthuizen,68.28,762,1116,-0.27
45,0,27466,Spencer Levin,68.27,1192,1746,-0.23
46,0,37454,Whee Kim,68.20,847,1242,-0.26
47,0,26758,David Hearn,67.98,1187,1746,-0.27
48,0,24361,Pat Perez,67.88,1173,1728,-0.29
49,0,34046,Jordan Spieth,67.87,1075,1584,-0.34
50,0,31202,William McGirt,67.85,1258,1854,-0.25
51,0,21878,Mark Wilson,67.84,1038,1530,-0.24
52,0,23621,Rory Sabbatini,67.83,989,1458,-0.27
53,0,29221,Webb Simpson,67.81,952,1404,-0.25
54,0,22056,Cameron Percy,67.78,854,1260,-0.26
55,0,26289,Boo Weekley,67.72,963,1422,-0.26
56,0,27933,John Merrick,67.64,901,1332,-0.24
57,0,29725,Tony Finau,67.61,1290,1908,-0.31
57,0,35451,Scott Pinckney,67.61,1071,1584,-0.26
59,0,21209,Sergio Garcia,67.56,681,1008,-0.29
60,0,33141,Keegan Bradley,67.53,1021,1512,-0.28
61,0,22892,Jason Gore,67.52,875,1296,-0.27
62,0,23638,Brendon de Jonge,67.51,1288,1908,-0.28
63,0,30711,Colt Knost,67.44,1044,1548,-0.28
64,0,01706,Davis Love III,67.43,619,918,-0.22
65,0,24925,Jonathan Byrd,67.35,788,1170,-0.24
66,0,27095,Nick Watney,67.34,1103,1638,-0.26
67,0,30944,Jason Kokrak,67.30,1066,1584,-0.27
68,0,20645,John Senden,67.26,908,1350,-0.27
69,0,34098,Russell Henley,67.06,1014,1512,-0.29
70,0,34099,Harris English,67.05,1231,1836,-0.28
70,0,30925,Dustin Johnson,67.05,869,1296,-0.34
72,0,29476,Kyle Reifers,67.03,1110,1656,-0.25
73,0,23623,Bo Van Pelt,66.88,951,1422,-0.25
74,0,33667,Carlos Ortiz,66.84,1155,1728,-0.29
75,0,36801,Mark Hubbard,66.81,926,1386,-0.25
75,0,23320,Ryan Palmer,66.81,914,1368,-0.28
77,0,36699,Patrick Rodgers,66.77,637,954,-0.30
77,0,28132,Tyrone Van Aswegen,66.77,649,972,-0.26
79,0,31323,Gary Woodland,66.74,889,1332,-0.26
80,0,25818,Scott Piercy,66.73,1081,1620,-0.28
