RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL HIT,TOTAL ATTEMPTS,RTP SCORE
50,0,12510,Chad Campbell,74.63,1221,1636,-297.00
51,0,24361,Pat Perez,74.56,1114,1494,-312.00
52,0,33399,Adam Hadwin,74.52,1085,1456,-307.00
53,0,37273,Derek Ernst,74.49,844,1133,-195.00
54,0,24925,Jonathan Byrd,74.40,683,918,-183.00
55,0,32200,Roberto Castro,74.38,482,648,-123.00
56,0,25686,Jason Dufner,74.31,642,864,-139.00
57,0,36689,Brooks Koepka,74.25,868,1169,-289.00
58,0,20848,Ángel Cabrera,74.17,560,755,-154.00
59,0,29223,Sam Saunders,74.16,841,1134,-245.00
60,0,33667,Carlos Ortiz,74.15,1107,1493,-349.00
61,0,35545,Blayne Barber,74.14,840,1133,-219.00
61,0,24490,George McNeill,74.14,1187,1601,-312.00
63,0,24781,Hunter Mahan,74.08,866,1169,-237.00
64,0,24024,Zach Johnson,74.05,933,1260,-270.00
65,0,26329,Louis Oosthuizen,74.00,626,846,-167.00
65,0,27963,Chris Stroud,74.00,905,1223,-230.00
67,0,31202,William McGirt,73.94,1291,1746,-313.00
68,0,06567,Vijay Singh,73.91,918,1242,-244.00
69,0,20645,John Senden,73.86,678,918,-187.00
70,0,23623,Bo Van Pelt,73.80,862,1168,-226.00
71,0,29535,Brice Garnett,73.78,850,1152,-201.00
72,0,23548,Bill Lunde,73.77,478,648,-102.00
73,0,27436,Graham DeLaet,73.74,716,971,-201.00
74,0,34099,Harris English,73.67,1167,1584,-350.00
75,0,27933,John Merrick,73.66,769,1044,-178.00
76,0,23638,Brendon de Jonge,73.61,1219,1656,-334.00
77,0,26758,David Hearn,73.53,1125,1530,-303.00
78,0,01706,Davis Love III,73.41,555,756,-119.00
79,0,35532,Tom Hoge,73.33,858,1170,-264.00
80,0,36801,Mark Hubbard,73.32,805,1098,-194.00
80,0,27936,Martin Laird,73.32,962,1312,-270.00
82,0,25818,Scott Piercy,73.28,1094,1493,-306.00
83,0,23320,Ryan Palmer,73.22,711,971,-211.00
84,0,34261,Scott Langley,73.14,1040,1422,-263.00
85,0,25632,Jimmy Walker,73.09,842,1152,-272.00
86,0,29479,Scott Brown,73.05,1065,1458,-298.00
87,0,30711,Colt Knost,72.90,971,1332,-274.00
88,0,34046,Jordan Spieth,72.87,865,1187,-308.00
89,0,35451,Scott Pinckney,72.86,969,1330,-250.00
90,0,21209,Sergio Garcia,72.84,472,648,-149.00
91,0,32334,Charlie Beljan,72.80,744,1022,-199.00
92,0,20771,Steven Alker,72.78,655,900,-174.00
93,0,27064,Jhonattan Vegas,72.76,943,1296,-251.00
94,0,32102,Rickie Fowler,72.71,746,1026,-252.00
95,0,29476,Kyle Reifers,72.69,1046,1439,-265.00
96,0,08075,Jerry Kelly,72.62,862,1187,-229.00
96,0,34358,Jonathan Randolph,72.62,732,1008,-171.00
98,0,22046,Geoff Ogilvy,72.61,456,628,-101.00
99,0,30852,Ryo Ishikawa,72.57,979,1349,-278.00
100,0,26331,Charl Schwartzel,72.49,535,738,-140.00
101,0,27141,J.B. Holmes,72.47,861,1188,-295.00
102,0,31323,Gary Woodland,72.45,702,969,-194.00
103,0,27644,Brian Harman,72.44,1017,1404,-304.00
104,0,10885,Robert Allenby,72.41,664,917,-126.00
105,0,29478,Kevin Kisner,72.40,1225,1692,-344.00
106,0,25493,Nick Taylor,72.27,1079,1493,-313.00
107,0,23108,Matt Kuchar,72.22,1001,1386,-308.00
107,0,20396,Lee Westwood,72.22,416,576,-124.00
109,0,28475,Jeff Overton,72.20,974,1349,-264.00
109,0,32150,Michael Thompson,72.20,974,1349,-263.00
111,0,26596,Ryan Moore,72.13,792,1098,-237.00
112,0,34174,John Huh,72.10,1155,1602,-278.00
113,0,06522,Ernie Els,72.08,506,702,-142.00
113,0,29289,S.Y. Noh,72.08,697,967,-205.00
115,0,25191,Gonzalo Fernandez-Castaño,72.01,813,1129,-199.00
116,0,20472,Alex Cejka,71.99,1023,1421,-263.00
117,0,34409,David Lingmerth,71.92,958,1332,-265.00
118,0,21878,Mark Wilson,71.91,1047,1456,-251.00
119,0,29926,Danny Lee,71.87,1293,1799,-380.00
120,0,28780,Nicholas Thompson,71.80,904,1259,-208.00
121,0,28132,Tyrone Van Aswegen,71.79,542,755,-140.00
122,0,32366,Kevin Chappell,71.78,969,1350,-286.00
122,0,26851,Marc Leishman,71.78,697,971,-187.00
124,0,25240,D.A. Points,71.76,747,1041,-171.00
125,0,30926,Chris Kirk,71.73,723,1008,-227.00
126,0,25720,Chad Collins,71.69,813,1134,-195.00
127,0,29720,Andres Gonzales,71.67,979,1366,-256.00
128,0,25274,Steven Bowditch,71.66,1133,1581,-333.00
129,0,26300,Matt Jones,71.64,864,1206,-270.00
130,0,02206,David Toms,71.62,709,990,-154.00
131,0,24140,Sean O'Hair,71.59,1043,1457,-302.00
132,0,32448,James Hahn,71.56,1004,1403,-285.00
133,0,27770,Camilo Villegas,71.55,953,1332,-266.00
134,0,25834,Daniel Summerhays,71.54,1146,1602,-336.00
135,0,25892,Steve Wheatcroft,71.51,926,1295,-278.00
136,0,23800,Bryce Molder,71.41,989,1385,-269.00
137,0,25345,Carl Pettersson,71.28,1231,1727,-358.00
138,0,34130,Sung Joon Park,71.16,807,1134,-162.00
139,0,30927,Brendon Todd,71.14,971,1365,-276.00
140,0,30736,Oscar Fraustro,71.07,511,719,-118.00
141,0,23983,Luke Donald,70.99,690,972,-183.00
142,0,40058,Zac Blair,70.90,1121,1581,-269.00
143,0,30692,Scott Stallings,70.86,625,882,-168.00
144,0,33486,Roger Sloan,70.85,508,717,-135.00
145,0,12716,Charley Hoffman,70.76,968,1368,-296.00
146,0,34262,Jon Curran,70.74,827,1169,-183.00
147,0,29425,Andrew Svoboda,70.69,890,1259,-224.00
148,0,35539,Luke Guthrie,70.62,863,1222,-228.00
149,0,32640,Troy Merritt,70.46,1040,1476,-258.00
150,0,24494,Erik Compton,70.40,887,1260,-276.00
151,0,25562,Andres Romero,70.37,684,972,-193.00
152,0,33419,Cameron Tringale,70.25,999,1422,-257.00
153,0,24357,K.J. Choi,70.24,720,1025,-193.00
154,0,24358,Robert Garrigus,70.21,693,987,-180.00
154,0,34563,Chesson Hadley,70.21,1124,1601,-328.00
156,0,22371,Aaron Baddeley,70.15,832,1186,-254.00
157,0,20104,Ken Duke,70.09,984,1404,-246.00
158,0,31193,Jim Renner,69.94,705,1008,-138.00
159,0,29222,Billy Hurley III,69.93,793,1134,-172.00
160,0,34360,Patrick Reed,69.88,956,1368,-317.00
161,0,27649,Brandt Snedeker,69.78,942,1350,-268.00
162,0,39977,Max Homa,69.75,777,1114,-212.00
163,0,31560,Brian Stuard,69.60,989,1421,-239.00
164,0,23048,Eric Axley,69.56,537,772,-135.00
165,0,28679,Fabián Gómez,69.40,862,1242,-223.00
166,0,28259,Sangmoon Bae,69.38,1099,1584,-309.00
167,0,27895,Jonas Blixt,68.98,645,935,-182.00
167,0,33461,Morgan Hoffmann,68.98,856,1241,-267.00
169,0,20157,Retief Goosen,68.86,743,1079,-202.00
170,0,25396,Kevin Na,68.75,878,1277,-270.00
171,0,20766,Padraig Harrington,68.64,604,880,-145.00
172,0,21753,Brian Davis,68.39,874,1278,-210.00
173,0,20593,Greg Chalmers,68.32,442,647,-118.00
174,0,25369,Jamie Donaldson,68.06,392,576,-94.00
175,0,24138,Ian Poulter,67.94,587,864,-161.00
176,0,24846,Ricky Barnes,67.52,763,1130,-219.00
176,0,23541,Ben Crane,67.52,632,936,-156.00
178,0,34256,Andrew Putnam,67.46,655,971,-173.00
179,0,10860,Justin Leonard,67.39,655,972,-163.00
180,0,31416,Derek Fathauer,67.23,798,1187,-234.00
181,0,01810,Phil Mickelson,66.77,661,990,-216.00
182,0,25349,Tim Wilkinson,66.76,697,1044,-155.00
183,0,22293,Heath Slocum,66.24,465,702,-104.00
184,0,28307,Matt Every,63.99,645,1008,-167.00
