RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOURN/COURSE,ROUND
1,0,24024,Zach Johnson,60,THE TOUR Champ/,3
2,0,20433,Mark Hensby,61,Fry's Open/Gray,2
2,0,12660,Jesper Parnevik,61,Texas Open/LaCa,1
2,0,27649,Brandt Snedeker,61,Buick Invitatio,1
5,0,07867,Woody Austin,62,St. Jude Champ/,4
5,0,01161,Mark Calcavecchia,62,PODS Champ/Inni,3
5,0,23135,Tim Clark,62,THE TOUR Champ/,1
5,0,01381,Fred Funk,62,Mayakoba/El Cam,1
5,0,12645,Brent Geiberger,62,Mayakoba/El Cam,2
5,0,24781,Hunter Mahan,62,The Barclays/We,3
5,0,22046,Geoff Ogilvy,62,THE TOUR Champ/,3
5,0,23621,Rory Sabbatini,62,Crowne Plaza/Co,3
5,0,24502,Adam Scott,62,Memorial Tourna,2
5,0,22293,Heath Slocum,62,Texas Open/LaCa,4
5,0,20436,Garrett Willis,62,Frys.com Open/T,2
16,0,06197,Michael Allen,63,Fry's Open/Gray,1
16,0,10885,Robert Allenby,63,Bob Hope Chrysl,1
16,0,06004,Stephen Ames,63,Disney/Palm GC,2
16,0,20498,Briny Baird,63,Viking Classic/,1
16,0,12510,Chad Campbell,63,Frys.com Open/T,2
16,0,01249,John Daly,63,Frys.com Open/T,2
16,0,23638,Brendon de Jonge,63,Milwaukee/Brown,1
16,0,23983,Luke Donald,63,Sony Open/Waial,1
16,0,07457,Steve Flesch,63,Reno-Tahoe Open,1
16,0,24358,Robert Garrigus,63,Frys.com Open/T,2
16,0,19846,Brian Gay,63,John Deere Clas,2
16,0,22892,Jason Gore,63,Frys.com Open/T,1
16,0,06643,Paul Goydos,63,Sony Open/Waial,2
16,0,23718,Nathan Green,63,John Deere Clas,2
16,0,20766,Padraig Harrington,63,THE TOUR Champ/,1
16,0,21961,Charles Howell III,63,Sony Open/Waial,2
16,0,08075,Jerry Kelly,63,Heritage/Harbou,1
16,0,01619,Skip Kendall,63,Mayakoba/El Cam,3
16,0,29718,Anthony Kim,63,Crowne Plaza/Co,1
16,0,01666,Bernhard Langer,63,Bob Hope Chrysl,3
16,0,01724,Jeff Maggert,63,Milwaukee/Brown,1
16,0,06350,Bob May,63,Frys.com Open/T,1
16,0,26596,Ryan Moore,63,Fry's Open/Gray,2
16,0,25396,Kevin Na,63,Crowne Plaza/Co,1
16,0,21949,Joe Ogilvie,63,Milwaukee/Brown,2
16,0,01945,Kenny Perry,63,Buick Open/Warw,2
16,0,25190,Jeff Quinney,63,FBR Open/TPC Sc,2
16,0,22913,John Rollins,63,FBR Open/TPC Sc,4
16,0,06595,Kevin Sutherland,63,AT&T Pebble/Spy,2
16,0,02223,Bob Tway,63,Mayakoba/El Cam,2
16,0,02239,Scott Verplank,63,Crowne Plaza/Co,3
16,0,27770,Camilo Villegas,63,Deutsche Bank/T,1
16,0,23349,Charles Warren,63,Reno-Tahoe Open,2
16,0,20160,Charlie Wi,63,Buick Invitatio,1
16,0,08793,Tiger Woods,63,THE TOUR Champ/,2
16,0,29939,Fabrizio Zanotti,63,Mayakoba/El Cam,2
52,0,21633,Steve Allan,64,Canadian Open/A,1
52,0,19803,Ryan Armour,64,Disney/Palm GC,2
52,0,01035,Tommy Armour III,64,Ginn Classic/Te,1
52,0,21407,Arjun Atwal,64,Travelers Champ,4
52,0,22371,Aaron Baddeley,64,FBR Open/TPC Sc,4
52,0,12652,Cameron Beckman,64,Mayakoba/El Cam,1
52,0,23614,Rich Beem,64,Frys.com Open/T,1
52,0,01142,Bart Bryant,64,Texas Open/LaCa,4
52,0,24925,Jonathan Byrd,64,BMW Champ/Cog H,1
52,0,25364,Paul Casey,64,Arnold Palmer/B,1
52,0,20472,Alex Cejka,64,Canadian Open/A,4
52,0,24357,K.J. Choi,64,The Barclays/We,1
52,0,20850,Daniel Chopra,64,Texas Open/LaCa,3
52,0,19972,José Coceres,64,Reno-Tahoe Open,1
52,0,22621,Ben Curtis,64,Crowne Plaza/Co,1
52,0,06251,Chris DiMarco,64,Travelers Champ,1
52,0,25686,Jason Dufner,64,Disney/Palm GC,2
52,0,20104,Ken Duke,64,EDS B. Nelson/T,3
