RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
1,0,08793,Tiger Woods,+3.21,69.10,72.31
2,0,06522,Ernie Els,+1.67,70.50,72.17
3,0,10809,Jim Furyk,+1.62,70.21,71.83
4,0,01810,Phil Mickelson,+1.59,70.39,71.98
5,0,06527,Steve Stricker,+1.53,70.19,71.72
6,0,22405,Justin Rose,+1.51,70.24,71.75
7,0,06567,Vijay Singh,+1.49,70.39,71.88
8,0,24357,K.J. Choi,+1.44,70.40,71.84
9,0,21209,Sergio Garcia,+1.43,70.45,71.88
10,0,23621,Rory Sabbatini,+1.33,70.49,71.82
11,0,20766,Padraig Harrington,+1.18,71.05,72.23
11,0,02239,Scott Verplank,+1.18,70.56,71.74
13,0,24502,Adam Scott,+1.16,70.96,72.12
14,0,24024,Zach Johnson,+1.14,70.95,72.09
15,0,02206,David Toms,+1.12,70.88,72.00
16,0,23135,Tim Clark,+1.06,70.55,71.61
16,0,20628,Arron Oberholser,+1.06,71.04,72.10
18,0,22371,Aaron Baddeley,+.99,70.96,71.95
18,0,24138,Ian Poulter,+.99,71.35,72.34
20,0,21731,Freddie Jacobson,+.97,70.30,71.27
21,0,24140,Sean O'Hair,+.96,70.64,71.60
21,0,22293,Heath Slocum,+.96,70.13,71.09
23,0,06004,Stephen Ames,+.92,71.04,71.96
23,0,23983,Luke Donald,+.92,71.36,72.28
23,0,25900,Lucas Glover,+.92,70.85,71.77
23,0,23623,Bo Van Pelt,+.92,70.27,71.19
27,0,28475,Jeff Overton,+.91,70.10,71.01
28,0,24781,Hunter Mahan,+.89,70.78,71.67
28,0,22046,Geoff Ogilvy,+.89,71.17,72.06
30,0,20229,Stewart Cink,+.88,70.80,71.68
31,0,10423,Mike Weir,+.87,71.16,72.03
32,0,27649,Brandt Snedeker,+.83,70.50,71.33
33,0,29718,Anthony Kim,+.77,70.69,71.46
34,0,20472,Alex Cejka,+.75,70.29,71.04
35,0,27770,Camilo Villegas,+.74,70.93,71.67
36,0,25345,Carl Pettersson,+.73,70.97,71.70
37,0,20572,Rod Pampling,+.68,71.08,71.76
38,0,24361,Pat Perez,+.67,70.76,71.43
39,0,20157,Retief Goosen,+.66,72.08,72.74
39,0,26289,Boo Weekley,+.66,70.95,71.61
41,0,08075,Jerry Kelly,+.65,71.08,71.73
42,0,24925,Jonathan Byrd,+.64,70.56,71.20
43,0,22913,John Rollins,+.63,70.97,71.60
43,0,20645,John Senden,+.63,70.93,71.56
45,0,20104,Ken Duke,+.61,70.93,71.54
46,0,20098,Stuart Appleby,+.59,71.71,72.30
47,0,01142,Bart Bryant,+.58,70.83,71.41
47,0,01945,Kenny Perry,+.58,70.60,71.18
49,0,07867,Woody Austin,+.57,70.84,71.41
50,0,12660,Jesper Parnevik,+.56,70.70,71.26
51,0,10885,Robert Allenby,+.53,71.12,71.65
51,0,24924,Bill Haas,+.53,70.83,71.36
51,0,12602,Dean Wilson,+.53,71.28,71.81
54,0,20498,Briny Baird,+.52,70.66,71.18
54,0,01313,Steve Elkington,+.52,71.00,71.52
56,0,23108,Matt Kuchar,+.51,70.79,71.30
56,0,01766,Billy Mayfair,+.51,70.69,71.20
56,0,23325,Vaughn Taylor,+.51,71.20,71.71
59,0,01161,Mark Calcavecchia,+.49,71.11,71.60
59,0,10860,Justin Leonard,+.49,71.05,71.54
59,0,26596,Ryan Moore,+.49,71.01,71.50
62,0,23353,J.J. Henry,+.48,71.39,71.87
63,0,21753,Brian Davis,+.46,70.90,71.36
64,0,12652,Cameron Beckman,+.45,70.78,71.23
64,0,06595,Kevin Sutherland,+.45,71.16,71.61
66,0,01941,Tom Pernice Jr.,+.44,71.29,71.73
67,0,12782,Tim Herron,+.42,71.10,71.52
67,0,21878,Mark Wilson,+.42,71.07,71.49
69,0,24507,Jason Bohn,+.41,71.26,71.67
70,0,20574,Mathew Goggin,+.40,71.04,71.44
70,0,21961,Charles Howell III,+.40,71.47,71.87
72,0,23718,Nathan Green,+.39,70.81,71.20
72,0,22378,Trevor Immelman,+.39,71.79,72.18
72,0,20634,Peter Lonard,+.39,70.93,71.32
72,0,25396,Kevin Na,+.39,70.70,71.09
72,0,23349,Charles Warren,+.39,70.89,71.28
77,0,20850,Daniel Chopra,+.38,70.84,71.22
78,0,27095,Nick Watney,+.37,71.13,71.50
78,0,20160,Charlie Wi,+.37,70.86,71.23
80,0,24912,Will MacKenzie,+.36,71.02,71.38
81,0,19972,José Coceres,+.35,71.22,71.57
82,0,20127,Chris Riley,+.32,70.85,71.17
83,0,25804,Bubba Watson,+.31,71.24,71.55
83,0,10425,Jay Williamson,+.31,70.64,70.95
85,0,19846,Brian Gay,+.30,70.89,71.19
85,0,22892,Jason Gore,+.30,71.02,71.32
87,0,28158,Steve Marino,+.29,71.03,71.32
87,0,21949,Joe Ogilvie,+.29,70.90,71.19
87,0,21528,Henrik Stenson,+.29,72.30,72.59
90,0,21350,Ryuji Imada,+.28,70.97,71.25
90,0,12705,Cliff Kresge,+.28,70.88,71.16
92,0,01381,Fred Funk,+.27,71.51,71.78
92,0,01677,Tom Lehman,+.27,71.08,71.35
92,0,06515,Shaun Micheel,+.27,71.58,71.85
95,0,20382,Stephen Leaney,+.26,70.94,71.20
96,0,22348,Nick O'Hern,+.25,71.72,71.97
97,0,21633,Steve Allan,+.23,71.03,71.26
98,0,01035,Tommy Armour III,+.21,70.86,71.07
99,0,01797,Rocco Mediate,+.19,71.19,71.38
100,0,10733,Kent Jones,+.17,71.16,71.33
100,0,01948,Tim Petrovic,+.17,70.92,71.09
102,0,06621,Joe Durant,+.16,71.76,71.92
102,0,01320,Bob Estes,+.16,71.14,71.30
102,0,08537,J.P. Hayes,+.16,71.18,71.34
105,0,07547,Craig Kanada,+.15,71.13,71.28
106,0,26951,Johnson Wagner,+.14,71.27,71.41
107,0,06251,Chris DiMarco,+.13,72.10,72.23
107,0,24490,George McNeill,+.13,71.12,71.25
107,0,23322,Brett Wetterich,+.13,71.60,71.73
110,0,06197,Michael Allen,+.12,71.12,71.24
110,0,27120,Troy Matteson,+.12,71.41,71.53
112,0,23614,Rich Beem,+.11,71.57,71.68
112,0,07457,Steve Flesch,+.11,71.25,71.36
112,0,20105,Jeff Gove,+.11,71.19,71.30
112,0,20859,Anders Hansen,+.11,71.64,71.75
116,0,19803,Ryan Armour,+.09,71.19,71.28
116,0,01706,Davis Love III,+.09,72.02,72.11
116,0,26882,Michael Sim,+.09,70.94,71.03
119,0,01724,Jeff Maggert,+.05,71.30,71.35
119,0,27060,John Mallinger,+.05,71.25,71.30
121,0,19824,Craig Barlow,+.04,71.25,71.29
121,0,06643,Paul Goydos,+.04,71.80,71.84
121,0,20378,Mathias Grönberg,+.04,71.19,71.23
121,0,26881,Jarrod Lyle,+.04,71.10,71.14
121,0,25190,Jeff Quinney,+.04,71.23,71.27
121,0,27963,Chris Stroud,+.04,71.27,71.31
127,0,23788,D.J. Trahan,+.02,71.39,71.41
128,0,12716,Charley Hoffman,+.01,71.54,71.55
128,0,23497,Tag Ridings,+.01,71.15,71.16
130,0,25686,Jason Dufner,E,71.45,71.45
131,0,10117,Bob Heintz,-.02,71.08,71.06
132,0,20623,Gavin Coles,-.04,71.32,71.28
133,0,08931,Glen Day,-.06,71.25,71.19
133,0,11032,Frank Lickliter II,-.06,71.32,71.26
133,0,27933,John Merrick,-.06,71.05,70.99
136,0,24358,Robert Garrigus,-.08,71.28,71.20
136,0,28486,Michael Putnam,-.08,71.55,71.47
136,0,02223,Bob Tway,-.08,71.25,71.17
139,0,21959,Ted Purdy,-.10,71.32,71.22
140,0,07749,Brett Quigley,-.11,72.03,71.92
141,0,12680,Shigeki Maruyama,-.12,71.29,71.17
142,0,22212,Craig Lile,-.13,71.29,71.16
142,0,01928,Corey Pavin,-.13,71.60,71.47
142,0,08375,Paul Stankowski,-.13,71.69,71.56
145,0,23638,Brendon de Jonge,-.15,71.45,71.30
145,0,27141,J.B. Holmes,-.15,71.66,71.51
147,0,06034,Marco Dawson,-.17,71.21,71.04
147,0,01707,Steve Lowery,-.17,71.35,71.18
149,0,02246,Duffy Waldorf,-.18,71.55,71.37
150,0,07363,Craig Bowden,-.19,71.22,71.03
