RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
75,0,07457,Steve Flesch,69.64,39,56,-0.36
75,0,01677,Tom Lehman,69.64,39,56,-0.31
77,0,10649,Tom Scherrer,69.57,16,23,-0.31
78,0,06034,Marco Dawson,69.23,18,26,-0.11
79,0,01203,Russ Cochran,69.05,29,42,-0.14
80,0,01014,Fulton Allem,68.75,22,32,-0.05
81,0,12760,Danny Ellis,68.18,30,44,-0.13
81,0,06573,Brandt Jobe,68.18,15,22,-0.13
83,0,01797,Rocco Mediate,67.74,21,31,-0.38
83,0,10425,Jay Williamson,67.74,21,31,+0.10
85,0,20498,Briny Baird,67.50,27,40,-0.11
86,0,19817,Michael Muehr,67.44,29,43,-0.17
87,0,01042,Paul Azinger,67.39,31,46,-0.52
87,0,08793,Tiger Woods,67.39,31,46,-0.23
89,0,12660,Jesper Parnevik,67.24,39,58,-0.33
90,0,12652,Cameron Beckman,66.67,28,42,-0.32
90,0,01132,Mark Brooks,66.67,18,27,-0.22
90,0,01313,Steve Elkington,66.67,16,24,-0.38
90,0,19846,Brian Gay,66.67,20,30,-0.40
90,0,21806,Paul Gow,66.67,10,15,+0.10
90,0,20433,Mark Hensby,66.67,4,6,-0.75
90,0,20094,Jonathan Kaye,66.67,22,33,-0.36
90,0,06090,Jim McGovern,66.67,2,3,E
90,0,01927,Dennis Paulson,66.67,2,3,-0.50
90,0,10912,Craig Perks,66.67,22,33,-0.18
90,0,01968,Nick Price,66.67,30,45,-0.40
90,0,06591,Rocky Walcher,66.67,14,21,-0.36
102,0,01941,Tom Pernice Jr.,65.96,31,47,-0.13
103,0,01219,John Cook,65.91,29,44,-0.28
104,0,12388,Michael Clark II,65.71,23,35,-0.35
105,0,21949,Joe Ogilvie,65.63,21,32,-0.29
105,0,20436,Garrett Willis,65.63,21,32,-0.19
107,0,11032,Frank Lickliter II,65.52,38,58,-0.26
108,0,01707,Steve Lowery,65.33,49,75,-0.02
109,0,01374,Robin Freeman,65.22,15,23,-0.20
110,0,06350,Bob May,65.00,13,20,-0.15
111,0,12645,Brent Geiberger,64.71,22,34,-0.41
111,0,06332,Neal Lancaster,64.71,22,34,-0.27
113,0,01723,Andrew Magee,64.44,29,45,-0.28
114,0,06809,Bob Burns,64.29,27,42,-0.22
115,0,06522,Ernie Els,64.10,25,39,-0.24
115,0,21209,Sergio Garcia,64.10,25,39,-0.16
117,0,07003,David Berganio Jr.,64.00,16,25,-0.44
117,0,02099,Scott Simpson,64.00,16,25,-0.31
119,0,01185,Brandel Chamblee,63.64,7,11,E
119,0,07763,Doug Dunakey,63.64,14,22,-0.21
121,0,01945,Kenny Perry,63.24,43,68,-0.33
122,0,01320,Bob Estes,62.90,39,62,-0.51
123,0,02223,Bob Tway,62.71,37,59,-0.27
124,0,01887,Mark O'Meara,62.50,20,32,-0.30
124,0,06078,Esteban Toledo,62.50,20,32,-0.35
126,0,23125,Brad Elder,62.07,18,29,-0.44
126,0,10457,Frank Nobilo,62.07,18,29,-0.22
128,0,06251,Chris DiMarco,62.03,49,79,-0.33
129,0,22892,Jason Gore,61.90,13,21,-0.31
129,0,21007,Gabriel Hjertstedt,61.90,13,21,E
131,0,01823,Larry Mize,61.29,19,31,-0.16
131,0,02104,Jeff Sluman,61.29,38,62,-0.13
133,0,10423,Mike Weir,60.42,29,48,-0.31
134,0,06567,Vijay Singh,60.00,42,70,-0.36
134,0,02170,Hal Sutton,60.00,24,40,-0.13
136,0,01161,Mark Calcavecchia,59.38,19,32,+0.05
136,0,12753,David Morland IV,59.38,19,32,E
136,0,02010,Loren Roberts,59.38,19,32,-0.26
139,0,06527,Steve Stricker,59.26,16,27,+0.06
140,0,22046,Geoff Ogilvy,59.09,13,22,-0.23
141,0,01378,David Frost,58.33,21,36,-0.48
141,0,12705,Cliff Kresge,58.33,7,12,E
141,0,01943,Chris Perry,58.33,7,12,E
144,0,01329,Brad Faxon,58.00,29,50,-0.21
144,0,01685,J.L. Lewis,58.00,29,50,-0.10
146,0,09011,David Duval,57.69,30,52,-0.37
147,0,06004,Stephen Ames,57.58,19,33,E
148,0,10809,Jim Furyk,57.14,24,42,-0.21
148,0,23621,Rory Sabbatini,57.14,32,56,-0.31
150,0,02106,Chris Smith,56.52,13,23,-0.31
150,0,08375,Paul Stankowski,56.52,13,23,-0.31
152,0,02214,Kirk Triplett,56.00,14,25,-0.36
153,0,01200,Keith Clearwater,55.56,5,9,-0.40
153,0,21584,Richie Coughlan,55.56,5,9,+0.80
153,0,06595,Kevin Sutherland,55.56,25,45,-0.24
156,0,20229,Stewart Cink,55.29,47,85,-0.34
157,0,10585,Scott McCarron,55.17,32,58,-0.25
157,0,20127,Chris Riley,55.17,16,29,-0.31
159,0,20593,Greg Chalmers,55.00,11,20,-0.36
160,0,08057,Brian Wilson,54.84,17,31,-0.24
161,0,12714,Chris Tidland,54.55,6,11,-0.17
162,0,12823,Carlos Franco,54.17,13,24,-0.69
163,0,10860,Justin Leonard,53.97,34,63,-0.12
164,0,01706,Davis Love III,53.66,44,82,-0.50
165,0,06643,Paul Goydos,53.13,17,32,-0.35
166,0,10201,Matt Gogel,52.17,12,23,-0.50
167,0,10963,Jimmy Green,50.00,16,32,+0.06
167,0,01599,Steve Jones,50.00,8,16,-0.25
167,0,01928,Corey Pavin,50.00,6,12,-0.33
170,0,01926,Steve Pate,47.83,11,23,-0.45
171,0,08075,Jerry Kelly,47.06,8,17,-0.25
172,0,21805,Harrison Frazar,45.45,10,22,-0.20
173,0,01249,John Daly,39.13,9,23,-0.56
174,0,23614,Rich Beem,25.00,1,4,E
