RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,06621,Joe Durant,81.10,884,1090
2,0,08545,Glen Hnatiuk,77.82,1098,1411
3,0,01381,Fred Funk,77.20,1263,1636
4,0,01219,John Cook,76.59,942,1230
5,0,01766,Billy Mayfair,76.53,1027,1342
6,0,01139,Olin Browne,75.84,1017,1341
7,0,10809,Jim Furyk,75.70,913,1206
8,0,01157,Tom Byrum,75.61,896,1185
9,0,19972,José Coceres,75.58,582,770
10,0,19846,Brian Gay,75.55,1162,1538
11,0,02170,Hal Sutton,75.43,1004,1331
12,0,02214,Kirk Triplett,75.32,876,1163
13,0,02239,Scott Verplank,75.23,981,1304
14,0,01487,Jeff Hart,74.51,883,1185
15,0,01132,Mark Brooks,74.27,892,1201
16,0,01771,Blaine McCallister,74.24,827,1114
17,0,01920,Craig Parry,74.15,654,882
18,0,06315,Pete Jordan,74.03,1063,1436
19,0,01527,Scott Hoch,73.93,845,1143
20,0,23034,Brent Schwarzrock,73.83,649,879
21,0,01307,Joel Edwards,73.71,1018,1381
22,0,01619,Skip Kendall,73.49,1106,1505
23,0,20095,Carl Paulson,73.47,936,1274
24,0,01175,Jim Carter,73.13,1037,1418
25,0,21209,Sergio Garcia,73.05,572,783
26,0,01928,Corey Pavin,72.97,691,947
27,0,19881,Robert Damron,72.95,925,1268
28,0,06431,Jean Van de Velde,72.88,438,601
29,0,08931,Glen Day,72.63,849,1169
30,0,06078,Esteban Toledo,72.52,1153,1590
31,0,01014,Fulton Allem,72.38,566,782
32,0,06643,Paul Goydos,72.31,846,1170
33,0,10962,Bradley Hughes,72.23,947,1311
34,0,21584,Richie Coughlan,72.14,663,919
34,0,10457,Frank Nobilo,72.14,896,1242
36,0,02002,John Riegger,72.08,844,1171
37,0,01098,Jay Don Blake,72.03,963,1337
38,0,08553,Lee Porter,71.95,903,1255
39,0,01823,Larry Mize,71.87,741,1031
40,0,01968,Nick Price,71.84,704,980
41,0,01724,Jeff Maggert,71.53,819,1145
42,0,02206,David Toms,71.37,930,1303
43,0,01475,Donnie Hammond,71.29,504,707
44,0,20127,Chris Riley,71.22,995,1397
45,0,06036,Scott Dunlap,71.04,785,1105
46,0,01457,Jay Haas,71.03,711,1001
47,0,01361,Dan Forsman,71.02,772,1087
47,0,02010,Loren Roberts,71.02,794,1118
49,0,01388,Robert Gamez,71.01,583,821
50,0,01203,Russ Cochran,70.98,724,1020
51,0,01797,Rocco Mediate,70.96,677,954
