RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
88,0,21949,Joe Ogilvie,28.13,9,32,+3.33
89,0,21209,Sergio Garcia,28.21,11,39,-2.73
90,0,01203,Russ Cochran,28.57,12,42,E
90,0,07457,Steve Flesch,28.57,16,56,-0.63
90,0,12680,Shigeki Maruyama,28.57,10,35,E
93,0,02223,Bob Tway,28.81,17,59,E
94,0,01035,Tommy Armour III,28.89,13,45,-0.77
95,0,10425,Jay Williamson,29.03,9,31,-2.22
96,0,01313,Steve Elkington,29.17,7,24,-1.43
96,0,10423,Mike Weir,29.17,14,48,-1.43
98,0,06036,Scott Dunlap,29.41,5,17,E
99,0,01132,Mark Brooks,29.63,8,27,-2.50
100,0,01941,Tom Pernice Jr.,29.79,14,47,+0.71
101,0,06350,Bob May,30.00,6,20,E
101,0,02245,Grant Waite,30.00,12,40,-1.67
103,0,02104,Jeff Sluman,30.65,19,62,+2.63
104,0,11032,Frank Lickliter II,31.03,18,58,-1.11
105,0,01723,Andrew Magee,31.11,14,45,+0.71
106,0,01014,Fulton Allem,31.25,10,32,-3.00
106,0,02010,Loren Roberts,31.25,10,32,+1.00
106,0,20436,Garrett Willis,31.25,10,32,+1.00
109,0,12388,Michael Clark II,31.43,11,35,+0.91
110,0,01219,John Cook,31.82,14,44,+1.43
110,0,06573,Brandt Jobe,31.82,7,22,E
112,0,07003,David Berganio Jr.,32.00,8,25,E
112,0,01707,Steve Lowery,32.00,24,75,-0.83
114,0,01320,Bob Estes,32.26,20,62,-0.50
114,0,01797,Rocco Mediate,32.26,10,31,-1.00
116,0,06809,Bob Burns,33.33,14,42,E
116,0,21584,Richie Coughlan,33.33,3,9,+3.33
116,0,21806,Paul Gow,33.33,5,15,E
116,0,20433,Mark Hensby,33.33,2,6,E
116,0,06090,Jim McGovern,33.33,1,3,+10.00
116,0,01927,Dennis Paulson,33.33,1,3,E
116,0,10912,Craig Perks,33.33,11,33,-0.91
116,0,01968,Nick Price,33.33,15,45,-2.00
116,0,06591,Rocky Walcher,33.33,7,21,-2.86
125,0,01945,Kenny Perry,33.82,23,68,E
126,0,23621,Rory Sabbatini,33.93,19,56,+1.05
127,0,06251,Chris DiMarco,34.18,27,79,-2.22
128,0,01887,Mark O'Meara,34.38,11,32,-0.91
128,0,06078,Esteban Toledo,34.38,11,32,+2.73
130,0,10457,Frank Nobilo,34.48,10,29,E
131,0,01374,Robin Freeman,34.78,8,23,+5.00
132,0,12645,Brent Geiberger,35.29,12,34,+3.33
132,0,06332,Neal Lancaster,35.29,12,34,-5.83
134,0,06522,Ernie Els,35.90,14,39,-0.71
135,0,01329,Brad Faxon,36.00,18,50,+3.89
136,0,10585,Scott McCarron,36.21,21,58,E
137,0,07763,Doug Dunakey,36.36,8,22,+2.50
137,0,12714,Chris Tidland,36.36,4,11,E
139,0,06527,Steve Stricker,37.04,10,27,E
140,0,01161,Mark Calcavecchia,37.50,12,32,-1.67
140,0,06643,Paul Goydos,37.50,12,32,-2.50
142,0,22892,Jason Gore,38.10,8,21,E
142,0,21007,Gabriel Hjertstedt,38.10,8,21,+2.50
142,0,10860,Justin Leonard,38.10,24,63,+1.25
145,0,01823,Larry Mize,38.71,12,31,+0.83
145,0,08057,Brian Wilson,38.71,12,31,-5.00
147,0,01378,David Frost,38.89,14,36,+0.71
148,0,10201,Matt Gogel,39.13,9,23,+1.11
148,0,08375,Paul Stankowski,39.13,9,23,+3.33
150,0,06004,Stephen Ames,39.39,13,33,+3.08
151,0,20593,Greg Chalmers,40.00,8,20,E
151,0,01685,J.L. Lewis,40.00,20,50,+2.50
151,0,06567,Vijay Singh,40.00,28,70,+0.71
151,0,02170,Hal Sutton,40.00,16,40,+2.50
155,0,09011,David Duval,40.38,21,52,-4.76
156,0,12753,David Morland IV,40.63,13,32,+1.54
157,0,22046,Geoff Ogilvy,40.91,9,22,E
158,0,08075,Jerry Kelly,41.18,7,17,+2.86
159,0,12705,Cliff Kresge,41.67,5,12,-2.00
159,0,01928,Corey Pavin,41.67,5,12,+2.00
161,0,20229,Stewart Cink,42.35,36,85,E
162,0,01706,Davis Love III,42.68,35,82,-2.29
163,0,10809,Jim Furyk,42.86,18,42,-0.56
164,0,01926,Steve Pate,43.48,10,23,+3.00
164,0,02106,Chris Smith,43.48,10,23,+2.00
166,0,10963,Jimmy Green,43.75,14,32,+2.86
167,0,01200,Keith Clearwater,44.44,4,9,-2.50
167,0,06595,Kevin Sutherland,44.44,20,45,-0.50
169,0,20127,Chris Riley,44.83,13,29,-2.31
170,0,12823,Carlos Franco,45.83,11,24,-5.45
171,0,21805,Harrison Frazar,50.00,11,22,+0.91
171,0,01599,Steve Jones,50.00,8,16,+1.25
173,0,01249,John Daly,52.17,12,23,-1.67
174,0,23614,Rich Beem,75.00,3,4,-3.33
