RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,22051,Ben Ferguson,.00,0,12,E
1,0,01388,Robert Gamez,.00,0,4,E
1,0,24604,Hunter Haas,.00,0,6,E
1,0,02279,Mark Wiebe,.00,0,3,E
5,0,22122,Andrew McLardy,5.00,1,20,+10.00
6,0,08063,Kelly Grunewald,9.09,1,11,E
7,0,06613,Tommy Tolles,11.11,1,9,-10.00
8,0,08545,Glen Hnatiuk,12.12,4,33,-5.00
9,0,01487,Jeff Hart,12.50,4,32,-2.50
9,0,06140,Sean Murphy,12.50,1,8,-10.00
11,0,07867,Woody Austin,13.33,4,30,E
12,0,01381,Fred Funk,13.64,6,44,E
12,0,08881,Tripp Isenhour,13.64,3,22,E
12,0,06515,Shaun Micheel,13.64,6,44,E
15,0,10885,Robert Allenby,13.79,8,58,+1.25
15,0,01098,Jay Don Blake,13.79,8,58,E
17,0,01938,David Peoples,14.29,8,56,+1.25
18,0,06012,Greg Kraft,14.55,8,55,-1.25
19,0,06621,Joe Durant,14.63,6,41,E
20,0,01418,Bill Glasson,14.71,5,34,-2.00
21,0,19881,Robert Damron,15.00,6,40,+1.67
22,0,06315,Pete Jordan,15.63,5,32,-6.00
23,0,23353,J.J. Henry,16.22,6,37,+5.00
24,0,25083,Jeremy Anderson,16.67,2,12,E
24,0,01943,Chris Perry,16.67,2,12,E
26,0,01666,Bernhard Langer,18.00,9,50,-1.11
27,0,21633,Steve Allan,18.18,2,11,E
27,0,10962,Bradley Hughes,18.18,6,33,-1.67
27,0,01771,Blaine McCallister,18.18,8,44,-2.50
30,0,02239,Scott Verplank,18.46,12,65,-0.83
31,0,01024,Billy Andrade,18.75,3,16,+6.67
31,0,10565,Ian Leggatt,18.75,6,32,-1.67
33,0,08553,Lee Porter,19.23,5,26,-4.00
34,0,06617,Brian Henninger,19.30,11,57,-1.82
35,0,01226,Fred Couples,19.35,6,31,+3.33
36,0,02206,David Toms,19.61,10,51,-2.00
37,0,08931,Glen Day,20.00,11,55,-1.82
37,0,02099,Scott Simpson,20.00,5,25,+2.00
39,0,01619,Skip Kendall,20.37,11,54,+1.82
40,0,02002,John Riegger,20.83,10,48,+1.00
41,0,01307,Joel Edwards,20.93,9,43,-3.33
42,0,08535,Gary Nicklaus,21.05,4,19,E
42,0,01920,Craig Parry,21.05,4,19,+2.50
44,0,01766,Billy Mayfair,21.13,15,71,+0.67
45,0,20574,Mathew Goggin,21.43,9,42,-1.11
45,0,01577,Lee Janzen,21.43,12,56,E
47,0,21961,Charles Howell III,21.82,12,55,-2.50
48,0,20566,Kaname Yokoo,22.73,10,44,E
49,0,19972,José Coceres,22.81,13,57,-2.31
50,0,01175,Jim Carter,23.08,12,52,E
50,0,06034,Marco Dawson,23.08,6,26,-1.67
52,0,19846,Brian Gay,23.33,7,30,+1.43
53,0,20099,Doug Barron,23.53,4,17,-2.50
53,0,01157,Tom Byrum,23.53,8,34,+1.25
53,0,08633,Per-Ulrik Johansson,23.53,8,34,-1.25
53,0,07547,Craig Kanada,23.53,4,17,-5.00
53,0,02246,Duffy Waldorf,23.53,4,17,+5.00
58,0,01139,Olin Browne,23.81,10,42,-2.00
59,0,08793,Tiger Woods,23.91,11,46,-0.91
60,0,02218,Ted Tryba,24.39,10,41,+1.00
61,0,24357,K.J. Choi,25.00,3,12,E
61,0,12760,Danny Ellis,25.00,11,44,-1.82
61,0,12782,Tim Herron,25.00,1,4,E
61,0,10733,Kent Jones,25.00,3,12,+3.33
61,0,01677,Tom Lehman,25.00,14,56,-2.86
61,0,11011,Mike Sposa,25.00,11,44,-2.73
67,0,20098,Stuart Appleby,25.45,14,55,-3.57
68,0,19817,Michael Muehr,25.58,11,43,-1.82
69,0,01042,Paul Azinger,26.09,12,46,E
69,0,10649,Tom Scherrer,26.09,6,23,+1.67
71,0,12652,Cameron Beckman,26.19,11,42,E
72,0,01553,John Huston,26.32,5,19,E
73,0,01724,Jeff Maggert,26.47,9,34,-3.33
73,0,08339,Spike McRoy,26.47,9,34,+1.11
75,0,20043,Edward Fryatt,26.67,4,15,E
76,0,01527,Scott Hoch,27.03,10,37,+2.00
76,0,02110,Jerry Smith,27.03,10,37,-1.00
78,0,01185,Brandel Chamblee,27.27,3,11,E
78,0,06514,Kevin Johnson,27.27,3,11,E
78,0,20094,Jonathan Kaye,27.27,9,33,-1.11
78,0,20095,Carl Paulson,27.27,12,44,+0.83
78,0,10213,Dicky Pride,27.27,6,22,E
83,0,20498,Briny Baird,27.50,11,40,-2.73
84,0,23125,Brad Elder,27.59,8,29,E
84,0,12660,Jesper Parnevik,27.59,16,58,-1.88
86,0,01761,Len Mattiace,28.00,7,25,+5.71
86,0,02214,Kirk Triplett,28.00,7,25,-1.43
