RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS(<= 5'),TOT MADE (>=20'),TOT MADE (<= 5')
1,0,19846,Brian Gay,102.06,1020,39,1002
2,0,34072,Will Strickler,101.85,593,25,579
3,0,27649,Brandt Snedeker,101.72,931,40,907
4,0,26951,Johnson Wagner,101.61,993,50,959
5,0,02206,David Toms,101.37,805,34,782
6,0,25396,Kevin Na,101.29,927,36,903
7,0,28089,Jason Day,101.25,802,33,779
8,0,26476,Chez Reavie,101.19,1175,54,1135
8,0,24663,Y.E. Yang,101.19,589,21,575
10,0,23983,Luke Donald,101.14,701,24,685
11,0,24781,Hunter Mahan,101.04,1060,45,1026
12,0,25572,Graeme McDowell,100.99,507,23,489
13,0,20766,Padraig Harrington,100.92,652,25,633
14,0,25345,Carl Pettersson,100.87,1263,45,1229
15,0,31202,William McGirt,100.75,1328,43,1295
15,0,12602,Dean Wilson,100.75,800,30,776
17,0,27939,Matt McQuillan,100.73,685,31,659
17,0,26596,Ryan Moore,100.73,822,25,803
19,0,30711,Colt Knost,100.72,968,30,945
20,0,29910,Blake Adams,100.69,1441,50,1401
20,0,24924,Bill Haas,100.69,1013,28,992
22,0,10505,Shane Bertsch,100.68,737,29,713
23,0,01313,Steve Elkington,100.67,595,14,585
24,0,28486,Michael Putnam,100.66,752,27,730
25,0,10585,Scott McCarron,100.64,778,29,754
26,0,32150,Michael Thompson,100.62,961,31,936
27,0,22378,Trevor Immelman,100.61,976,31,951
28,0,08537,J.P. Hayes,100.59,679,22,661
29,0,28620,Aron Price,100.57,707,29,682
30,0,20593,Greg Chalmers,100.55,1091,36,1061
30,0,33413,Ben Martin,100.55,907,34,878
32,0,06515,Shaun Micheel,100.54,925,33,897
33,0,21731,Freddie Jacobson,100.51,979,29,955
34,0,22913,John Rollins,100.48,1034,43,996
35,0,33419,Cameron Tringale,100.44,1379,54,1331
36,0,20848,Ángel Cabrera,100.42,481,14,469
37,0,11123,Chris Couch,100.41,964,29,939
38,0,23108,Matt Kuchar,100.40,997,25,976
38,0,23800,Bryce Molder,100.40,989,30,963
40,0,20160,Charlie Wi,100.38,1059,29,1034
41,0,01948,Tim Petrovic,100.36,1108,44,1068
42,0,29221,Webb Simpson,100.34,1173,47,1130
43,0,23638,Brendon de Jonge,100.31,1299,41,1262
43,0,21961,Charles Howell III,100.31,1292,37,1259
45,0,27214,Kevin Streelman,100.30,989,33,959
46,0,26758,David Hearn,100.28,1061,32,1032
47,0,20229,Stewart Cink,100.27,749,26,725
47,0,22046,Geoff Ogilvy,100.27,731,21,712
49,0,20645,John Senden,100.26,1159,47,1115
50,0,27095,Nick Watney,100.24,842,26,818
51,0,08375,Paul Stankowski,100.22,917,32,887
52,0,27936,Martin Laird,100.12,866,26,841
52,0,26287,Roland Thatcher,100.12,862,30,833
54,0,25240,D.A. Points,100.10,1049,36,1014
55,0,23353,J.J. Henry,100.09,1175,32,1144
56,0,27330,Josh Teater,100.08,1316,35,1282
57,0,32102,Rickie Fowler,100.00,901,37,864
57,0,24604,Hunter Haas,100.00,1211,48,1163
57,0,28475,Jeff Overton,100.00,1027,32,995
57,0,20572,Rod Pampling,100.00,855,32,823
57,0,25632,Jimmy Walker,100.00,1075,27,1048
57,0,21878,Mark Wilson,100.00,991,35,956
63,0,22371,Aaron Baddeley,99.89,874,32,841
63,0,25818,Scott Piercy,99.89,880,26,853
65,0,06004,Stephen Ames,99.88,867,34,832
66,0,06527,Steve Stricker,99.86,714,19,694
67,0,26331,Charl Schwartzel,99.82,565,20,544
68,0,24361,Pat Perez,99.80,979,36,941
69,0,20436,Garrett Willis,99.78,914,28,884
70,0,07867,Woody Austin,99.72,721,24,695
70,0,01577,Lee Janzen,99.72,722,24,696
72,0,21209,Sergio Garcia,99.69,649,21,626
72,0,08075,Jerry Kelly,99.69,961,23,935
74,0,28087,Kris Blanks,99.67,1220,42,1174
75,0,25900,Lucas Glover,99.65,852,34,815
76,0,26420,Richard Johnson,99.62,783,23,757
77,0,01766,Billy Mayfair,99.60,1255,45,1205
77,0,33911,Nate Smith,99.60,744,27,714
79,0,28679,Fabián Gómez,99.59,977,38,935
79,0,22961,David Mathis,99.59,978,29,945
81,0,06573,Brandt Jobe,99.57,1154,43,1106
82,0,12652,Cameron Beckman,99.56,904,31,869
83,0,26668,Marc Turnesa,99.54,651,20,628
84,0,12782,Tim Herron,99.46,1108,34,1068
85,0,24138,Ian Poulter,99.45,547,14,530
86,0,07457,Steve Flesch,99.44,1069,30,1033
86,0,29420,Billy Horschel,99.44,897,26,866
88,0,23673,Michael Connell,99.43,1050,24,1020
88,0,25457,Alexandre Rocha,99.43,705,26,675
90,0,24925,Jonathan Byrd,99.42,1028,24,998
90,0,27933,John Merrick,99.42,856,30,821
92,0,24490,George McNeill,99.40,833,21,807
93,0,29478,Kevin Kisner,99.38,801,24,772
94,0,24507,Jason Bohn,99.37,959,27,926
94,0,25274,Steven Bowditch,99.37,1108,37,1064
94,0,30750,Tommy Gainey,99.37,1269,38,1223
94,0,23548,Bill Lunde,99.37,1108,35,1066
98,0,10733,Kent Jones,99.36,939,29,904
99,0,26300,Matt Jones,99.35,926,30,890
99,0,10860,Justin Leonard,99.35,1082,26,1049
101,0,28158,Steve Marino,99.31,869,33,830
102,0,20157,Retief Goosen,99.30,569,17,548
102,0,23718,Nathan Green,99.30,993,27,959
102,0,25804,Bubba Watson,99.30,861,27,828
105,0,30926,Chris Kirk,99.28,1118,33,1077
106,0,33141,Keegan Bradley,99.27,1102,25,1069
107,0,25562,Andres Romero,99.26,945,28,910
108,0,23541,Ben Crane,99.21,891,23,861
109,0,23320,Ryan Palmer,99.19,867,19,841
109,0,31193,Jim Renner,99.19,745,21,718
111,0,21805,Harrison Frazar,99.17,600,20,575
111,0,23325,Vaughn Taylor,99.17,1206,26,1170
113,0,20498,Briny Baird,99.15,710,21,683
114,0,27466,Spencer Levin,99.13,1375,30,1333
115,0,22405,Justin Rose,99.12,904,21,875
116,0,22348,Nick O'Hern,99.11,1118,38,1070
117,0,27963,Chris Stroud,99.01,1113,30,1072
118,0,29718,Anthony Kim,99.00,798,20,770
119,0,29518,Brendan Steele,98.92,1116,23,1081
120,0,27974,Sung Kang,98.91,732,23,701
120,0,27064,Jhonattan Vegas,98.91,1013,34,968
122,0,32876,Martin Piller,98.90,728,23,697
122,0,22293,Heath Slocum,98.90,1094,27,1055
124,0,20070,Matt Bettencourt,98.89,1082,32,1038
124,0,30692,Scott Stallings,98.89,988,23,954
126,0,01116,Michael Bradley,98.86,878,27,841
127,0,23497,Tag Ridings,98.79,1071,37,1021
128,0,29720,Andres Gonzales,98.75,638,10,620
128,0,06567,Vijay Singh,98.75,1039,34,992
130,0,21407,Arjun Atwal,98.74,1189,31,1143
130,0,23623,Bo Van Pelt,98.74,1029,28,988
