RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
1,0,29720,Andres Gonzales,1.411,1524,1080
2,0,21949,Joe Ogilvie,1.421,1918,1350
2,0,31193,Jim Renner,1.421,1663,1170
4,0,24290,D.J. Brigman,1.425,1718,1206
5,0,24490,George McNeill,1.426,1771,1242
6,0,21731,Freddie Jacobson,1.430,2368,1656
7,0,20572,Rod Pampling,1.431,1854,1296
8,0,10505,Shane Bertsch,1.445,1613,1116
9,0,24980,Scott Gutschewski,1.447,1745,1206
10,0,07867,Woody Austin,1.448,1538,1062
11,0,33911,Nate Smith,1.449,1721,1188
12,0,01577,Lee Janzen,1.453,1621,1116
13,0,27933,John Merrick,1.460,1866,1278
14,0,35087,Bio Kim,1.461,1867,1278
15,0,28620,Aron Price,1.467,1532,1044
16,0,34255,Joseph Bramlett,1.468,1929,1314
17,0,29478,Kevin Kisner,1.469,1851,1260
18,0,25444,Justin Hicks,1.475,1593,1080
19,0,23409,James Driscoll,1.477,1888,1278
20,0,28679,Fabián Gómez,1.479,2237,1512
21,0,32150,Michael Thompson,1.482,2108,1422
22,0,20498,Briny Baird,1.483,1602,1080
23,0,26420,Richard Johnson,1.484,1709,1152
24,0,31557,Jim Herman,1.485,1844,1242
24,0,08375,Paul Stankowski,1.485,2085,1404
26,0,20848,Ángel Cabrera,1.486,1337,900
27,0,22961,David Mathis,1.487,2221,1494
27,0,27939,Matt McQuillan,1.487,1579,1062
29,0,25457,Alexandre Rocha,1.488,1741,1170
30,0,32366,Kevin Chappell,1.489,2090,1404
31,0,26758,David Hearn,1.491,2361,1584
32,0,10585,Scott McCarron,1.493,1747,1170
33,0,32698,Bobby Gates,1.494,2205,1476
34,0,30711,Colt Knost,1.497,2155,1440
35,0,34072,Will Strickler,1.498,1375,918
36,0,19846,Brian Gay,1.501,2432,1620
36,0,26679,Kevin Stadler,1.501,2377,1584
38,0,30110,Kyle Stanley,1.503,2651,1764
39,0,20593,Greg Chalmers,1.508,2388,1584
39,0,23497,Tag Ridings,1.508,2361,1566
41,0,29420,Billy Horschel,1.513,2042,1350
42,0,07457,Steve Flesch,1.514,2398,1584
42,0,08075,Jerry Kelly,1.514,2317,1530
44,0,20229,Stewart Cink,1.517,1912,1260
45,0,23718,Nathan Green,1.518,2213,1458
46,0,27974,Sung Kang,1.519,1722,1134
46,0,01948,Tim Petrovic,1.519,2406,1584
48,0,32876,Martin Piller,1.524,1728,1134
49,0,06004,Stephen Ames,1.526,1895,1242
49,0,02206,David Toms,1.526,2143,1404
51,0,25274,Steven Bowditch,1.528,2365,1548
52,0,28486,Michael Putnam,1.529,1844,1206
53,0,12652,Cameron Beckman,1.530,1955,1278
54,0,30692,Scott Stallings,1.532,2317,1512
55,0,25818,Scott Piercy,1.533,2152,1404
56,0,12782,Tim Herron,1.535,2348,1530
57,0,22371,Aaron Baddeley,1.536,2129,1386
57,0,24507,Jason Bohn,1.536,2046,1332
59,0,23800,Bryce Molder,1.538,2270,1476
59,0,25562,Andres Romero,1.538,2131,1386
61,0,29910,Blake Adams,1.540,3216,2088
61,0,23638,Brendon de Jonge,1.540,2910,1890
61,0,10733,Kent Jones,1.540,2107,1368
64,0,33413,Ben Martin,1.542,2054,1332
64,0,25396,Kevin Na,1.542,2331,1512
64,0,20127,Chris Riley,1.542,2110,1368
67,0,06515,Shaun Micheel,1.543,2138,1386
68,0,27330,Josh Teater,1.544,2891,1872
69,0,06251,Chris DiMarco,1.547,2590,1674
70,0,24604,Hunter Haas,1.548,2675,1728
71,0,23621,Rory Sabbatini,1.551,2373,1530
72,0,26881,Jarrod Lyle,1.552,2319,1494
72,0,22348,Nick O'Hern,1.552,2487,1602
74,0,06527,Steve Stricker,1.553,1929,1242
75,0,33141,Keegan Bradley,1.554,2546,1638
76,0,23983,Luke Donald,1.557,1878,1206
76,0,27120,Troy Matteson,1.557,2550,1638
78,0,08537,J.P. Hayes,1.560,1572,1008
78,0,31401,Zack Miller,1.560,2415,1548
80,0,26951,Johnson Wagner,1.561,2276,1458
81,0,01116,Michael Bradley,1.562,2080,1332
82,0,25345,Carl Pettersson,1.564,2674,1710
82,0,27963,Chris Stroud,1.564,2477,1584
84,0,21961,Charles Howell III,1.568,3048,1944
85,0,30750,Tommy Gainey,1.570,2939,1872
86,0,27466,Spencer Levin,1.572,3198,2034
86,0,01766,Billy Mayfair,1.572,2659,1692
88,0,06573,Brandt Jobe,1.574,2834,1800
89,0,32102,Rickie Fowler,1.575,2296,1458
90,0,28089,Jason Day,1.576,2071,1314
91,0,20436,Garrett Willis,1.577,2015,1278
92,0,31202,William McGirt,1.578,2926,1854
92,0,33419,Cameron Tringale,1.578,3124,1980
92,0,20160,Charlie Wi,1.578,2358,1494
95,0,27095,Nick Watney,1.580,2190,1386
96,0,26596,Ryan Moore,1.581,2135,1350
97,0,23548,Bill Lunde,1.582,2620,1656
97,0,22046,Geoff Ogilvy,1.582,1879,1188
99,0,27649,Brandt Snedeker,1.584,2423,1530
100,0,11123,Chris Couch,1.585,2083,1314
100,0,23108,Matt Kuchar,1.585,2510,1584
100,0,27064,Jhonattan Vegas,1.585,2396,1512
103,0,25632,Jimmy Walker,1.587,2257,1422
104,0,29718,Anthony Kim,1.588,2030,1278
104,0,30946,Alex Prugh,1.588,2344,1476
104,0,26668,Marc Turnesa,1.588,1544,972
107,0,27797,Derek Lamely,1.591,1861,1170
108,0,12602,Dean Wilson,1.592,1777,1116
109,0,23320,Ryan Palmer,1.594,2296,1440
109,0,24663,Y.E. Yang,1.594,1693,1062
111,0,24024,Zach Johnson,1.595,2239,1404
112,0,29518,Brendan Steele,1.596,2557,1602
113,0,26300,Matt Jones,1.598,2042,1278
113,0,29221,Webb Simpson,1.598,2819,1764
115,0,23353,J.J. Henry,1.599,2763,1728
116,0,21407,Arjun Atwal,1.600,2620,1638
117,0,32640,Troy Merritt,1.601,1815,1134
118,0,24361,Pat Perez,1.602,2192,1368
119,0,23325,Vaughn Taylor,1.603,2568,1602
120,0,24925,Jonathan Byrd,1.606,2370,1476
120,0,19970,Robert Karlsson,1.606,1706,1062
120,0,27936,Martin Laird,1.606,2197,1368
120,0,25834,Daniel Summerhays,1.606,2168,1350
124,0,26289,Boo Weekley,1.609,1912,1188
125,0,20766,Padraig Harrington,1.610,1710,1062
126,0,20098,Stuart Appleby,1.612,1886,1170
126,0,20070,Matt Bettencourt,1.612,2437,1512
126,0,21350,Ryuji Imada,1.612,2408,1494
129,0,28087,Kris Blanks,1.614,2673,1656
129,0,30926,Chris Kirk,1.614,2527,1566
129,0,25240,D.A. Points,1.614,2585,1602
129,0,24138,Ian Poulter,1.614,1482,918
129,0,27770,Camilo Villegas,1.614,1975,1224
134,0,20157,Retief Goosen,1.615,1424,882
134,0,01810,Phil Mickelson,1.615,2239,1386
134,0,26287,Roland Thatcher,1.615,1948,1206
137,0,23541,Ben Crane,1.616,2123,1314
137,0,22913,John Rollins,1.616,2473,1530
137,0,21878,Mark Wilson,1.616,2531,1566
140,0,21753,Brian Davis,1.617,3056,1890
141,0,21209,Sergio Garcia,1.618,1777,1098
142,0,26851,Marc Leishman,1.619,2535,1566
143,0,24357,K.J. Choi,1.621,2188,1350
143,0,28158,Steve Marino,1.621,2217,1368
145,0,23673,Michael Connell,1.623,2220,1368
145,0,24781,Hunter Mahan,1.623,2600,1602
147,0,10860,Justin Leonard,1.624,2397,1476
148,0,20472,Alex Cejka,1.625,1726,1062
148,0,25900,Lucas Glover,1.625,2165,1332
148,0,26331,Charl Schwartzel,1.625,1638,1008
148,0,27214,Kevin Streelman,1.625,2632,1620
152,0,27141,J.B. Holmes,1.628,1553,954
153,0,28475,Jeff Overton,1.629,2669,1638
154,0,25572,Graeme McDowell,1.632,1381,846
155,0,24358,Robert Garrigus,1.633,2440,1494
155,0,24502,Adam Scott,1.633,1734,1062
157,0,12716,Charley Hoffman,1.634,2706,1656
158,0,22621,Ben Curtis,1.635,1942,1188
158,0,25686,Jason Dufner,1.635,2296,1404
158,0,21805,Harrison Frazar,1.635,1707,1044
161,0,10809,Jim Furyk,1.636,2533,1548
161,0,06643,Paul Goydos,1.636,2385,1458
163,0,09011,David Duval,1.637,1974,1206
164,0,01313,Steve Elkington,1.639,1475,900
165,0,12510,Chad Campbell,1.640,2922,1782
166,0,24846,Ricky Barnes,1.641,2304,1404
166,0,24924,Bill Haas,1.641,2717,1656
166,0,24140,Sean O'Hair,1.641,2068,1260
166,0,06567,Vijay Singh,1.641,2333,1422
170,0,30925,Dustin Johnson,1.642,2099,1278
171,0,26476,Chez Reavie,1.643,2721,1656
171,0,23623,Bo Van Pelt,1.643,2661,1620
173,0,22378,Trevor Immelman,1.645,2487,1512
174,0,22405,Justin Rose,1.646,2282,1386
175,0,01797,Rocco Mediate,1.649,1573,954
175,0,31323,Gary Woodland,1.649,2761,1674
177,0,10885,Robert Allenby,1.651,2467,1494
178,0,06621,Joe Durant,1.653,2112,1278
179,0,23614,Rich Beem,1.656,1580,954
180,0,20645,John Senden,1.658,2805,1692
181,0,25804,Bubba Watson,1.659,2359,1422
182,0,08725,Tom Gillis,1.664,1647,990
183,0,01706,Davis Love III,1.669,2103,1260
184,0,23788,D.J. Trahan,1.673,2741,1638
185,0,22293,Heath Slocum,1.676,2654,1584
186,0,06522,Ernie Els,1.688,2097,1242
