RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,GIR PUTTS,GREENS HIT,BIRDIE CONVERSION
95,0,10809,Jim Furyk,1.781,1863,1046,26.51
95,0,27466,Spencer Levin,1.781,2376,1334,27.85
95,0,08375,Paul Stankowski,1.781,1505,845,28.91
95,0,29518,Brendan Steele,1.781,1826,1025,29.52
99,0,26287,Roland Thatcher,1.782,1381,775,28.29
99,0,21878,Mark Wilson,1.782,1843,1034,27.62
101,0,25686,Jason Dufner,1.783,1676,940,29.53
101,0,09011,David Duval,1.783,1378,773,28.76
101,0,24358,Robert Garrigus,1.783,1762,988,31.85
104,0,20229,Stewart Cink,1.784,1363,764,29.71
104,0,23541,Ben Crane,1.784,1556,872,28.24
104,0,20766,Padraig Harrington,1.784,1215,681,28.24
104,0,22405,Justin Rose,1.784,1718,963,29.17
108,0,32366,Kevin Chappell,1.785,1501,841,28.79
108,0,26851,Marc Leishman,1.785,1801,1009,28.67
108,0,25804,Bubba Watson,1.785,1773,993,31.96
111,0,20472,Alex Cejka,1.786,1254,702,27.25
111,0,27933,John Merrick,1.786,1391,779,28.83
111,0,23497,Tag Ridings,1.786,1656,927,28.76
111,0,26679,Kevin Stadler,1.786,1750,980,29.35
115,0,06004,Stephen Ames,1.787,1365,764,27.00
115,0,24357,K.J. Choi,1.787,1590,890,27.36
115,0,23548,Bill Lunde,1.787,1964,1099,29.39
115,0,22913,John Rollins,1.787,1844,1032,28.90
115,0,27963,Chris Stroud,1.787,1810,1013,28.42
120,0,23718,Nathan Green,1.788,1545,864,27.61
120,0,23621,Rory Sabbatini,1.788,1716,960,28.99
120,0,27214,Kevin Streelman,1.788,1901,1063,29.28
123,0,29720,Andres Gonzales,1.789,1079,603,28.52
123,0,23623,Bo Van Pelt,1.789,1972,1102,29.45
125,0,21961,Charles Howell III,1.790,2309,1290,27.43
125,0,33419,Cameron Tringale,1.790,2298,1284,28.00
127,0,21805,Harrison Frazar,1.791,1168,652,28.73
127,0,29420,Billy Horschel,1.791,1492,833,28.25
127,0,22378,Trevor Immelman,1.791,1845,1030,25.88
127,0,01766,Billy Mayfair,1.791,1995,1114,28.40
127,0,30692,Scott Stallings,1.791,1675,935,29.44
132,0,06573,Brandt Jobe,1.792,2141,1195,29.17
132,0,30711,Colt Knost,1.792,1480,826,24.88
132,0,32876,Martin Piller,1.792,1161,648,27.09
132,0,26951,Johnson Wagner,1.792,1668,931,26.34
136,0,06643,Paul Goydos,1.793,1685,940,27.26
136,0,31323,Gary Woodland,1.793,2084,1162,31.03
138,0,24290,D.J. Brigman,1.794,1161,647,28.11
138,0,23409,James Driscoll,1.794,1333,743,29.61
138,0,26758,David Hearn,1.794,1778,991,26.67
138,0,31202,William McGirt,1.794,2194,1223,25.94
142,0,20098,Stuart Appleby,1.795,1294,721,27.58
143,0,10733,Kent Jones,1.796,1518,845,26.15
143,0,28486,Michael Putnam,1.796,1311,730,27.12
143,0,20645,John Senden,1.796,2153,1199,28.61
143,0,06567,Vijay Singh,1.796,1697,945,30.72
147,0,28087,Kris Blanks,1.798,2007,1116,26.64
147,0,27797,Derek Lamely,1.798,1282,713,28.25
147,0,01706,Davis Love III,1.798,1546,860,28.02
147,0,31193,Jim Renner,1.798,1199,667,28.64
147,0,22293,Heath Slocum,1.798,2033,1131,25.98
152,0,20498,Briny Baird,1.799,1209,672,26.42
153,0,23353,J.J. Henry,1.800,2056,1142,26.29
154,0,10885,Robert Allenby,1.803,1819,1009,28.03
154,0,24846,Ricky Barnes,1.803,1684,934,27.51
154,0,22621,Ben Curtis,1.803,1410,782,26.09
154,0,08537,J.P. Hayes,1.803,1078,598,27.14
158,0,01313,Steve Elkington,1.804,1079,598,25.92
159,0,32698,Bobby Gates,1.806,1557,862,27.33
159,0,10860,Justin Leonard,1.806,1730,958,24.69
161,0,30946,Alex Prugh,1.808,1674,926,27.68
161,0,26668,Marc Turnesa,1.808,1110,614,24.80
163,0,23673,Michael Connell,1.809,1579,873,25.92
164,0,12510,Chad Campbell,1.812,2251,1242,27.32
165,0,01797,Rocco Mediate,1.813,1075,593,26.14
165,0,31401,Zack Miller,1.813,1653,912,29.15
165,0,20127,Chris Riley,1.813,1523,840,25.39
168,0,24140,Sean O'Hair,1.814,1444,796,27.01
169,0,06522,Ernie Els,1.815,1575,868,25.14
169,0,34072,Will Strickler,1.815,953,525,27.97
171,0,26420,Richard Johnson,1.816,1202,662,23.00
171,0,06515,Shaun Micheel,1.816,1504,828,24.55
173,0,26881,Jarrod Lyle,1.818,1602,881,27.45
174,0,23788,D.J. Trahan,1.819,2056,1130,26.73
175,0,27064,Jhonattan Vegas,1.820,1762,968,30.54
176,0,25834,Daniel Summerhays,1.824,1516,831,24.58
177,0,34255,Joseph Bramlett,1.826,1393,763,26.71
178,0,24980,Scott Gutschewski,1.827,1215,665,27.08
179,0,32640,Troy Merritt,1.828,1287,704,25.07
180,0,08725,Tom Gillis,1.830,1202,657,25.61
181,0,31557,Jim Herman,1.831,1366,746,26.01
182,0,26289,Boo Weekley,1.836,1469,800,28.70
183,0,23614,Rich Beem,1.838,1086,591,23.52
184,0,06621,Joe Durant,1.847,1635,885,23.67
185,0,25457,Alexandre Rocha,1.849,1294,700,23.32
186,0,25444,Justin Hicks,1.862,1145,615,24.07
