RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
1,0,21209,Sergio Garcia,47,22,25
1,0,23034,Brent Schwarzrock,47,27,20
3,0,21961,Charles Howell III,62,6,56
4,0,01475,Donnie Hammond,82,39,43
5,0,07003,David Berganio Jr.,84,31,53
5,0,06621,Joe Durant,84,83,1
5,0,23353,J.J. Henry,84,26,58
5,0,01810,Phil Mickelson,84,6,78
9,0,20095,Carl Paulson,92,69,23
10,0,11032,Frank Lickliter II,98,37,61
11,0,06573,Brandt Jobe,103,13,90
12,0,10885,Robert Allenby,106,37,69
12,0,10585,Scott McCarron,106,14,92
14,0,01945,Kenny Perry,110,10,100
15,0,02106,Chris Smith,112,9,103
16,0,02170,Hal Sutton,114,103,11
17,0,01063,Ben Bates,122,49,73
17,0,23614,Rich Beem,122,47,75
17,0,01677,Tom Lehman,122,25,97
20,0,20094,Jonathan Kaye,124,54,70
21,0,06004,Stephen Ames,129,65,64
21,0,20498,Briny Baird,129,67,62
21,0,02002,John Riegger,129,93,36
24,0,01707,Steve Lowery,132,79,53
25,0,20098,Stuart Appleby,134,19,115
25,0,02246,Duffy Waldorf,134,39,95
27,0,22122,Andrew McLardy,137,49,88
27,0,02206,David Toms,137,95,42
27,0,20566,Kaname Yokoo,137,57,80
30,0,12645,Brent Geiberger,138,81,57
31,0,01724,Jeff Maggert,139,98,41
32,0,08633,Per-Ulrik Johansson,140,74,66
32,0,08057,Brian Wilson,140,18,122
34,0,01035,Tommy Armour III,143,62,81
35,0,01203,Russ Cochran,145,95,50
35,0,01938,David Peoples,145,90,55
35,0,02245,Grant Waite,145,36,109
38,0,01766,Billy Mayfair,146,141,5
39,0,08793,Tiger Woods,148,3,145
40,0,21584,Richie Coughlan,149,115,34
41,0,01307,Joel Edwards,150,129,21
42,0,01139,Olin Browne,151,145,6
42,0,10565,Ian Leggatt,151,63,88
42,0,06567,Vijay Singh,151,23,128
45,0,01527,Scott Hoch,152,133,19
46,0,19881,Robert Damron,153,126,27
46,0,09011,David Duval,153,5,148
48,0,10962,Bradley Hughes,154,121,33
49,0,21805,Harrison Frazar,155,24,131
50,0,20433,Mark Hensby,157,90,67
51,0,12652,Cameron Beckman,158,32,126
51,0,01313,Steve Elkington,158,81,77
51,0,12782,Tim Herron,158,17,141
51,0,01797,Rocco Mediate,158,107,51
55,0,01161,Mark Calcavecchia,160,28,132
55,0,19972,José Coceres,160,151,9
55,0,07457,Steve Flesch,160,54,106
58,0,12660,Jesper Parnevik,161,45,116
58,0,02223,Bob Tway,161,98,63
60,0,22892,Jason Gore,162,12,150
61,0,23125,Brad Elder,164,53,111
62,0,01175,Jim Carter,165,141,24
63,0,08375,Paul Stankowski,166,32,134
64,0,01706,Davis Love III,167,3,164
65,0,01381,Fred Funk,168,165,3
65,0,22046,Geoff Ogilvy,168,48,120
67,0,20127,Chris Riley,170,126,44
68,0,10809,Jim Furyk,171,164,7
69,0,06809,Bob Burns,173,105,68
70,0,06036,Scott Dunlap,174,129,45
70,0,01920,Craig Parry,174,157,17
70,0,02101,Joey Sindelar,174,11,163
73,0,08545,Glen Hnatiuk,176,174,2
74,0,01157,Tom Byrum,177,169,8
75,0,01219,John Cook,178,174,4
75,0,20436,Garrett Willis,178,93,85
77,0,01226,Fred Couples,180,21,159
78,0,02257,Brian Watts,181,67,114
79,0,01619,Skip Kendall,182,160,22
79,0,07749,Brett Quigley,182,2,180
81,0,06522,Ernie Els,183,30,153
81,0,01943,Chris Perry,183,107,76
81,0,02239,Scott Verplank,183,170,13
84,0,10201,Matt Gogel,184,85,99
84,0,10457,Frank Nobilo,184,150,34
84,0,08553,Lee Porter,184,146,38
87,0,12760,Danny Ellis,186,28,158
87,0,21007,Gabriel Hjertstedt,186,74,112
89,0,20593,Greg Chalmers,187,105,82
89,0,01771,Blaine McCallister,187,171,16
89,0,11011,Mike Sposa,187,113,74
92,0,08931,Glen Day,188,159,29
93,0,01249,John Daly,189,1,188
93,0,01968,Nick Price,189,149,40
95,0,10213,Dicky Pride,190,138,52
95,0,02214,Kirk Triplett,190,178,12
97,0,01042,Paul Azinger,191,95,96
97,0,20574,Mathew Goggin,191,35,156
97,0,08537,J.P. Hayes,191,120,71
100,0,21633,Steve Allan,192,8,184
101,0,12388,Michael Clark II,193,83,110
102,0,19824,Craig Barlow,194,64,130
102,0,08075,Jerry Kelly,194,107,87
104,0,10860,Justin Leonard,195,135,60
104,0,10912,Craig Perks,195,52,143
104,0,06431,Jean Van de Velde,195,167,28
107,0,19846,Brian Gay,196,186,10
107,0,10423,Mike Weir,196,44,152
109,0,08063,Kelly Grunewald,197,15,182
110,0,25083,Jeremy Anderson,198,60,138
110,0,01487,Jeff Hart,198,184,14
110,0,01685,J.L. Lewis,198,57,141
113,0,01457,Jay Haas,200,154,46
113,0,01553,John Huston,200,92,108
115,0,23621,Rory Sabbatini,201,20,181
116,0,06613,Tommy Tolles,202,45,157
117,0,06034,Marco Dawson,203,34,169
117,0,06350,Bob May,203,86,117
119,0,08123,Jeff Brehaut,205,133,72
119,0,06575,Dudley Hart,205,39,166
119,0,12714,Chris Tidland,205,16,189
122,0,01132,Mark Brooks,206,191,15
122,0,12823,Carlos Franco,206,39,167
122,0,10733,Kent Jones,206,147,59
125,0,06315,Pete Jordan,207,189,18
126,0,01388,Robert Gamez,211,162,49
126,0,01823,Larry Mize,211,172,39
128,0,06514,Kevin Johnson,212,39,173
129,0,06617,Brian Henninger,213,122,91
130,0,01014,Fulton Allem,214,183,31
131,0,01024,Billy Andrade,216,87,129
132,0,01418,Bill Glasson,217,138,79
