RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,46970,Jon Rahm,34.69%,98,34
2,0,35617,Martin Trainer,32.43%,37,12
3,0,28089,Jason Day,30.00%,100,30
4,0,46717,Viktor Hovland,28.46%,123,35
5,0,35532,Tom Hoge,27.59%,145,40
6,0,47504,Sam Burns,26.55%,113,30
6,0,57975,Harry Hall,26.55%,113,30
8,0,48081,Xander Schauffele,26.26%,99,26
9,0,33597,Harry Higgs,25.97%,77,20
10,0,28237,Rory McIlroy,25.81%,93,24
11,0,32366,Kevin Chappell,25.49%,51,13
12,0,25818,Scott Piercy,25.29%,87,22
13,0,40162,Justin Lower,25.21%,119,30
14,0,47128,Richy Werenski,25.00%,108,27
15,0,55789,Taylor Montgomery,24.60%,126,31
16,0,47988,Nick Hardy,24.32%,148,36
17,0,27349,Alex Noren,24.04%,104,25
18,0,58696,Peter Kuest,24.00%,75,18
19,0,34363,Tyrrell Hatton,23.86%,88,21
20,0,27644,Brian Harman,23.74%,139,33
21,0,47983,Chad Ramey,23.61%,144,34
22,0,32102,Rickie Fowler,23.39%,124,29
23,0,22405,Justin Rose,22.92%,96,22
24,0,33399,Adam Hadwin,22.86%,140,32
25,0,47347,Adam Schenk,22.81%,171,39
26,0,22371,Aaron Baddeley,22.47%,89,20
27,0,35901,Paul Haley II,22.31%,121,27
28,0,47591,Eric Cole,22.15%,158,35
29,0,24024,Zach Johnson,22.11%,95,21
30,0,28420,Ryan Brehm,22.02%,109,24
31,0,24140,Sean O'Hair,22.00%,50,11
32,0,39977,Max Homa,21.83%,142,31
33,0,33204,Shane Lowry,21.78%,101,22
34,0,55708,Hayden Buckley,21.67%,120,26
35,0,39324,J.J. Spaun,21.58%,139,30
36,0,54591,Ben Griffin,21.54%,130,28
37,0,39971,Sungjae Im,21.43%,112,24
37,0,29289,S.Y. Noh,21.43%,84,18
37,0,46046,Scottie Scheffler,21.43%,126,27
40,0,50525,Collin Morikawa,21.37%,117,25
41,0,49960,Sepp Straka,21.32%,136,29
42,0,48867,Matti Schmid,21.21%,66,14
43,0,37275,Sam Ryder,21.17%,137,29
44,0,49947,Taylor Moore,21.13%,142,30
45,0,37338,Zecheng Dou,21.10%,109,23
45,0,25493,Nick Taylor,21.10%,109,23
47,0,39546,Keith Mitchell,21.09%,128,27
48,0,35879,Kelly Kraft,20.91%,110,23
49,0,36326,David Lipsky,20.87%,115,24
49,0,35449,Adam Long,20.87%,115,24
51,0,33410,Andrew Landry,20.83%,120,25
51,0,34466,Peter Malnati,20.83%,120,25
53,0,29535,Brice Garnett,20.79%,101,21
54,0,31560,Brian Stuard,20.78%,77,16
55,0,52374,Brandon Wu,20.77%,130,27
56,0,33653,Thomas Detry,20.75%,106,22
57,0,36801,Mark Hubbard,20.74%,135,28
58,0,27214,Kevin Streelman,20.63%,160,33
59,0,36699,Patrick Rodgers,20.57%,141,29
60,0,39058,Lucas Herbert,20.55%,73,15
61,0,33141,Keegan Bradley,20.51%,117,24
62,0,32139,Danny Willett,20.48%,83,17
63,0,48119,Ben Taylor,20.47%,127,26
64,0,32662,Michael Gligic,20.43%,93,19
65,0,27974,Sung Kang,20.37%,54,11
66,0,34098,Russell Henley,20.31%,128,26
67,0,47993,Denny McCarthy,20.30%,133,27
68,0,54783,Dylan Wu,20.28%,143,29
69,0,52955,Ludvig Åberg,20.27%,74,15
70,0,32791,K.H. Lee,20.26%,153,31
71,0,20229,Stewart Cink,20.18%,109,22
72,0,34256,Andrew Putnam,20.17%,119,24
73,0,51766,Wyndham Clark,20.00%,125,25
73,0,27936,Martin Laird,20.00%,120,24
73,0,33413,Ben Martin,20.00%,115,23
73,0,51634,Sahith Theegala,20.00%,135,27
77,0,32640,Troy Merritt,19.83%,116,23
77,0,30927,Brendon Todd,19.83%,116,23
79,0,35506,Mackenzie Hughes,19.81%,106,21
80,0,32816,Satoshi Kodaira,19.67%,61,12
80,0,53165,Doc Redman,19.67%,122,24
80,0,32333,Kevin Tway,19.67%,122,24
83,0,45522,Christiaan Bezuidenhout,19.66%,117,23
84,0,40058,Zac Blair,19.59%,97,19
85,0,24502,Adam Scott,19.48%,77,15
86,0,48887,Matt Wallace,19.42%,103,20
87,0,30926,Chris Kirk,19.40%,134,26
88,0,59018,Ryan Gerard,19.23%,78,15
89,0,50493,Justin Suh,19.16%,167,32
90,0,26476,Chez Reavie,19.12%,136,26
91,0,34563,Chesson Hadley,19.01%,121,23
92,0,30911,Tommy Fleetwood,18.95%,95,18
93,0,25632,Jimmy Walker,18.92%,111,21
94,0,40115,Adam Svensson,18.89%,180,34
95,0,46340,Alex Smalley,18.83%,154,29
96,0,49453,Trevor Cone,18.81%,101,19
97,0,36799,Stephan Jaeger,18.75%,176,33
98,0,30163,Henrik Norlander,18.60%,129,24
99,0,50188,S.H. Kim,18.49%,146,27
100,0,49771,J.T. Poston,18.47%,157,29
101,0,54628,Lee Hodges,18.38%,136,25
102,0,28252,Seamus Power,18.37%,98,18
103,0,49298,Kramer Hickok,18.33%,120,22
104,0,35310,Lanto Griffin,18.31%,71,13
104,0,31202,William McGirt,18.31%,71,13
106,0,45609,Tyler Duncan,18.25%,126,23
107,0,36871,Matt NeSmith,18.13%,171,31
108,0,51950,Max McGreevy,18.09%,94,17
109,0,28775,Nate Lashley,18.05%,133,24
