RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 4 BIRDIES OR BETTER,PAR 4 HOLES
1,0,02049,Gene Sauers,17.91,183,1022
2,0,01161,Mark Calcavecchia,17.90,174,972
3,0,01887,Mark O'Meara,17.57,155,882
4,0,01361,Dan Forsman,17.16,158,921
5,0,01633,Tom Kite,16.92,154,910
6,0,02146,Payne Stewart,16.90,169,1000
6,0,02223,Bob Tway,16.90,171,1012
8,0,01823,Larry Mize,16.76,157,937
9,0,01968,Nick Price,16.67,173,1038
10,0,01388,Robert Gamez,16.63,136,818
11,0,01313,Steve Elkington,16.60,169,1018
12,0,01766,Billy Mayfair,16.55,192,1160
13,0,01068,Andy Bean,16.50,115,697
14,0,01042,Paul Azinger,16.47,169,1026
15,0,01960,Don Pooley,16.43,127,773
16,0,01510,Nolan Henke,16.42,153,932
17,0,01219,John Cook,16.37,165,1008
18,0,01197,Bobby Clampett,16.33,98,600
19,0,01527,Scott Hoch,16.19,146,902
20,0,01996,Mike Reid,16.17,108,668
21,0,02101,Joey Sindelar,16.15,136,842
22,0,01690,Bruce Lietzke,16.09,103,640
22,0,01926,Steve Pate,16.09,167,1038
24,0,01024,Billy Andrade,16.01,171,1068
25,0,01783,Mark McCumber,15.86,137,864
26,0,01098,Jay Don Blake,15.84,151,953
26,0,01559,Hale Irwin,15.84,102,644
28,0,01196,Brian Claar,15.83,139,878
29,0,01846,Jodie Mudd,15.80,139,880
30,0,01378,David Frost,15.78,137,868
31,0,01329,Brad Faxon,15.75,143,908
32,0,02041,Bill Sander,15.71,165,1050
33,0,02256,Tom Watson,15.65,92,588
34,0,01725,John Mahaffey,15.61,157,1006
35,0,02159,Curtis Strange,15.59,116,744
36,0,01035,Tommy Armour III,15.55,153,984
36,0,01706,Davis Love III,15.55,148,952
38,0,01599,Steve Jones,15.49,123,794
39,0,01168,David Canipe,15.47,138,892
40,0,01049,Ian Baker-Finch,15.46,132,854
41,0,01945,Kenny Perry,15.45,119,770
42,0,02095,Larry Silveira,15.43,135,875
42,0,02214,Kirk Triplett,15.43,125,810
44,0,01928,Corey Pavin,15.36,169,1100
44,0,02322,Richard Zokol,15.36,106,690
46,0,02094,Tony Sills,15.34,83,541
47,0,01925,Jerry Pate,15.33,86,561
48,0,01132,Mark Brooks,15.31,181,1182
49,0,02303,Robert Wrenn,15.29,154,1007
50,0,02133,Craig Stadler,15.27,104,681
51,0,01390,Buddy Gardner,15.24,165,1083
51,0,01443,Hubert Green,15.24,96,630
53,0,02239,Scott Verplank,15.15,137,904
54,0,01320,Bob Estes,15.12,150,992
55,0,01072,Chip Beck,15.11,136,900
55,0,01201,Lennie Clements,15.11,131,867
55,0,01938,David Peoples,15.11,175,1158
58,0,01876,Greg Norman,15.02,94,626
59,0,01096,Phil Blackmar,15.01,143,953
60,0,01175,Jim Carter,14.99,140,934
61,0,01468,Gary Hallberg,14.97,129,862
62,0,01150,George Burns,14.91,144,966
63,0,02007,Larry Rinker,14.88,153,1028
63,0,02111,Mike Smith,14.88,142,954
65,0,01284,Mike Donald,14.84,176,1186
65,0,02010,Loren Roberts,14.84,175,1179
67,0,01381,Fred Funk,14.83,129,870
68,0,01261,Jay Delsing,14.82,150,1012
69,0,01106,Jim Booros,14.81,138,932
70,0,01143,Brad Bryant,14.80,140,946
71,0,06148,Dennis Harrington,14.79,118,798
72,0,01078,Jim Benepe,14.77,132,894
72,0,01682,Wayne Levi,14.77,113,765
74,0,02241,Bobby Wadkins,14.74,158,1072
75,0,02100,Tim Simpson,14.71,144,979
76,0,01444,Ken Green,14.68,132,899
77,0,01133,Billy Ray Brown,14.65,128,874
77,0,02242,Lanny Wadkins,14.65,126,860
79,0,02190,Doug Tewell,14.62,120,821
80,0,01457,Jay Haas,14.55,142,976
80,0,01975,Tom Purtzer,14.55,117,804
82,0,01701,Bob Lohr,14.54,146,1004
83,0,01060,Dave Barr,14.53,143,984
84,0,01435,Wayne Grady,14.50,125,862
85,0,01235,Ben Crenshaw,14.48,104,718
86,0,01715,Mark Lye,14.47,135,933
87,0,02170,Hal Sutton,14.45,137,948
88,0,06124,Patrick Burke,14.42,79,548
89,0,01331,Rick Fehr,14.36,135,940
90,0,01577,Lee Janzen,14.34,146,1018
91,0,01006,John Adams,14.33,130,907
91,0,02104,Jeff Sluman,14.33,156,1089
91,0,02201,Jim Thorpe,14.33,130,907
94,0,01495,Morris Hatalsky,14.32,124,866
94,0,02087,Don Shirey Jr.,14.32,138,964
96,0,01200,Keith Clearwater,14.22,116,816
96,0,01203,Russ Cochran,14.22,145,1020
96,0,02180,Harry Taylor,14.22,87,612
99,0,01151,Clark Burroughs,14.21,143,1006
100,0,01771,Blaine McCallister,14.19,143,1008
101,0,01266,Clark Dennis,14.17,128,903
101,0,01797,Rocco Mediate,14.17,126,889
103,0,01323,Brad Fabel,14.15,131,926
104,0,01837,Gil Morgan,14.14,127,898
105,0,01641,Gary Koch,14.12,85,602
105,0,02195,Leonard Thompson,14.12,137,970
107,0,01569,Peter Jacobsen,14.08,120,852
108,0,01458,Jerry Haas,14.07,132,938
109,0,01571,Barry Jaeckel,14.05,86,612
110,0,01414,Bob Gilder,14.02,120,856
111,0,01835,Tommy Moore,14.01,130,928
112,0,01790,Pat McGowan,14.00,126,900
112,0,02186,Brian Tennyson,14.00,140,1000
112,0,02292,Bob Wolcott,14.00,128,914
115,0,01226,Fred Couples,13.97,109,780
115,0,02321,Fuzzy Zoeller,13.97,102,730
117,0,02279,Mark Wiebe,13.96,146,1046
118,0,01310,Dave Eichelberger,13.94,144,1033
119,0,01499,Mark Hayes,13.91,110,791
120,0,02033,Dave Rummells,13.90,120,863
121,0,06142,Mitch Adcock,13.87,91,656
122,0,02099,Scott Simpson,13.85,90,650
123,0,01487,Jeff Hart,13.82,120,868
124,0,01489,Steve Hart,13.77,100,726
124,0,01553,John Huston,13.77,114,828
126,0,01557,John Inman,13.73,145,1056
127,0,02185,Lance Ten Broeck,13.68,139,1016
128,0,02225,Howard Twitty,13.63,136,998
129,0,01549,Mike Hulbert,13.59,162,1192
130,0,01154,Bill Buttner,13.58,123,906
131,0,06284,Jim Hallet,13.52,162,1198
132,0,01040,Emlyn Aubrey,13.51,140,1036
133,0,06130,Jeffrey Wilson,13.47,108,802
134,0,01639,Kenny Knox,13.46,133,988
135,0,01346,Ed Fiori,13.44,153,1138
136,0,01333,Jack Ferenz,13.35,73,547
137,0,01943,Chris Perry,13.34,135,1012
138,0,01469,Dan Halldorson,13.32,73,548
139,0,01156,Curt Byrum,13.31,126,947
140,0,06197,Michael Allen,13.23,127,960
140,0,06144,John Dowdall,13.23,79,597
140,0,01723,Andrew Magee,13.23,136,1028
140,0,01891,David Ogrin,13.23,118,892
144,0,01533,P.H. Horgan III,13.22,119,900
145,0,01971,Dillard Pruitt,13.21,111,840
146,0,01129,Bill Britton,13.19,138,1046
146,0,01303,Bob Eastwood,13.19,119,902
148,0,01475,Donnie Hammond,13.08,102,780
148,0,01941,Tom Pernice Jr.,13.08,73,558
148,0,02067,Ted Schulz,13.08,159,1216
151,0,01522,Lon Hinkle,13.07,92,704
152,0,06128,Steve Lamontagne,13.01,117,899
153,0,02090,Tom Sieckmann,12.96,121,934
154,0,06332,Neal Lancaster,12.95,101,780
155,0,02267,D.A. Weibring,12.89,91,706
156,0,01385,Jim Gallagher Jr.,12.87,156,1212
157,0,01736,Roger Maltbie,12.78,86,673
158,0,02224,Greg Twiggs,12.74,118,926
159,0,01037,Dewey Arnette,12.72,87,684
159,0,01288,Ed Dougherty,12.72,103,810
161,0,02294,Willie Wood,12.70,95,748
162,0,01878,Andy North,12.68,87,686
163,0,02230,Stan Utley,12.66,140,1106
164,0,02246,Duffy Waldorf,12.64,116,918
165,0,02148,Ray Stewart,12.55,124,988
