RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,06567,Vijay Singh,5091600
2,0,20229,Stewart Cink,2245745
3,0,08793,Tiger Woods,1842214
4,0,06522,Ernie Els,1691950
5,0,06251,Chris DiMarco,1342248
6,0,20157,Retief Goosen,1338250
7,0,23320,Ryan Palmer,1218066
8,0,20572,Rod Pampling,1164170
9,0,12645,Brent Geiberger,1030772
10,0,02206,David Toms,1016270
11,0,01381,Fred Funk,962836
12,0,08075,Jerry Kelly,947773
13,0,07867,Woody Austin,929263
14,0,24024,Zach Johnson,918718
15,0,01677,Tom Lehman,885479
16,0,10860,Justin Leonard,871483
17,0,23621,Rory Sabbatini,795920
18,0,10423,Mike Weir,788572
19,0,24502,Adam Scott,781600
20,0,20580,Andre Stolz,767860
21,0,01941,Tom Pernice Jr.,761259
22,0,01142,Bart Bryant,745750
23,0,20472,Alex Cejka,733265
24,0,20433,Mark Hensby,726375
25,0,12660,Jesper Parnevik,726312
26,0,23325,Vaughn Taylor,716844
27,0,10944,Thomas Bjørn,675000
28,0,19825,Darren Clarke,629550
29,0,24781,Hunter Mahan,620421
30,0,25345,Carl Pettersson,617175
31,0,06197,Michael Allen,606047
32,0,01457,Jay Haas,603938
33,0,21949,Joe Ogilvie,569635
34,0,02246,Duffy Waldorf,567867
35,0,10885,Robert Allenby,563858
36,0,06004,Stephen Ames,553527
37,0,23497,Tag Ridings,541608
38,0,12782,Tim Herron,539164
39,0,23135,Tim Clark,536159
40,0,12680,Shigeki Maruyama,526210
41,0,01329,Brad Faxon,519045
42,0,01035,Tommy Armour III,516650
43,0,21209,Sergio Garcia,511133
44,0,01473,Todd Hamilton,503832
45,0,20098,Stuart Appleby,496748
46,0,24357,K.J. Choi,496500
47,0,20498,Briny Baird,484761
48,0,22548,Patrick Sheehan,477886
49,0,01948,Tim Petrovic,463082
50,0,02214,Kirk Triplett,455880
51,0,10201,Matt Gogel,455467
52,0,02239,Scott Verplank,436765
53,0,02223,Bob Tway,430964
54,0,01706,Davis Love III,427500
55,0,22913,John Rollins,420310
56,0,12652,Cameron Beckman,413098
57,0,22405,Justin Rose,412784
58,0,12602,Dean Wilson,410820
59,0,21805,Harrison Frazar,403287
60,0,02106,Chris Smith,402263
61,0,20121,Todd Fischer,392424
62,0,20127,Chris Riley,389213
63,0,20850,Daniel Chopra,372072
64,0,24361,Pat Perez,371992
65,0,21961,Charles Howell III,371709
66,0,23541,Ben Crane,371126
67,0,21407,Arjun Atwal,369001
68,0,24925,Jonathan Byrd,366412
69,0,01810,Phil Mickelson,361535
70,0,01945,Kenny Perry,349940
71,0,01928,Corey Pavin,349647
72,0,02010,Loren Roberts,340412
73,0,21633,Steve Allan,328468
74,0,25396,Kevin Na,328335
75,0,21959,Ted Purdy,323822
76,0,10425,Jay Williamson,321424
77,0,23353,J.J. Henry,320251
78,0,02101,Joey Sindelar,319412
79,0,23552,Hank Kuehne,316344
80,0,12823,Carlos Franco,308071
81,0,10585,Scott McCarron,306750
82,0,26420,Richard Johnson,305125
83,0,06621,Joe Durant,299853
84,0,24507,Jason Bohn,299445
85,0,06373,José María Olazábal,286431
86,0,19881,Robert Damron,273111
87,0,07457,Steve Flesch,269377
88,0,01577,Lee Janzen,266416
89,0,01685,J.L. Lewis,265043
90,0,10733,Kent Jones,256118
91,0,01249,John Daly,251500
92,0,06595,Kevin Sutherland,243575
93,0,22046,Geoff Ogilvy,242714
94,0,02104,Jeff Sluman,240090
95,0,08931,Glen Day,239138
96,0,24924,Bill Haas,238894
97,0,23983,Luke Donald,238548
98,0,01024,Billy Andrade,234466
99,0,25900,Lucas Glover,230080
100,0,01320,Bob Estes,228051
101,0,01378,David Frost,227860
102,0,10809,Jim Furyk,227375
103,0,11032,Frank Lickliter II,227279
104,0,12510,Chad Campbell,225565
105,0,08123,Jeff Brehaut,222563
106,0,01666,Bernhard Langer,220600
107,0,08339,Spike McRoy,219520
108,0,21731,Freddie Jacobson,218268
109,0,26287,Roland Thatcher,211075
110,0,21878,Mark Wilson,210351
111,0,23623,Bo Van Pelt,210156
112,0,20628,Arron Oberholser,206471
113,0,01157,Tom Byrum,205588
