RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,TOTAL PURSE AVAILABLE
1,0,06373,José María Olazábal,7.05,969900,13750000
2,0,01968,Nick Price,5.41,1499926,27700000
3,0,01876,Greg Norman,5.16,1330305,25800000
4,0,01783,Mark McCumber,4.23,1208207,28550000
5,0,02321,Fuzzy Zoeller,3.58,1016802,28400000
6,0,01815,Johnny Miller,3.54,225000,6350000
7,0,06522,Ernie Els,3.52,684439,19450000
8,0,02010,Loren Roberts,3.25,1015669,31250000
9,0,01928,Corey Pavin,3.17,906305,28600000
10,0,01677,Tom Lehman,3.15,1031144,32750000
11,0,01226,Fred Couples,3.09,625653,20250000
11,0,01810,Phil Mickelson,3.09,748315,24250000
13,0,01560,David Ishii,2.60,31200,1200000
14,0,01559,Hale Irwin,2.54,814434,32100000
15,0,08635,Colin Montgomerie,2.34,213827,9150000
16,0,01690,Bruce Lietzke,2.28,564924,24800000
17,0,01418,Bill Glasson,2.27,689108,30350000
17,0,02131,Mike Springer,2.27,770715,33950000
19,0,01724,Jeff Maggert,2.25,814470,36150000
20,0,01527,Scott Hoch,2.14,804557,37650000
21,0,01320,Bob Estes,2.10,765356,36450000
22,0,01553,John Huston,2.07,731497,35300000
23,0,01378,David Frost,2.05,671681,32750000
24,0,01633,Tom Kite,2.04,658687,32350000
25,0,01707,Steve Lowery,1.94,794045,40900000
26,0,01235,Ben Crenshaw,1.91,659251,34550000
27,0,01796,Mark McNulty,1.82,157700,8650000
28,0,02256,Tom Watson,1.75,380376,21750000
29,0,01329,Brad Faxon,1.69,612844,36250000
30,0,01143,Brad Bryant,1.65,687800,41800000
30,0,07553,Roger Wessels,1.65,21450,1300000
32,0,01331,Rick Fehr,1.62,573961,35350000
33,0,02207,Sam Torrance,1.59,123492,7750000
34,0,01326,Nick Faldo,1.55,221145,14250000
35,0,02133,Craig Stadler,1.54,474830,30850000
36,0,19911,Billy Downes,1.49,33500,2250000
37,0,01355,Raymond Floyd,1.48,95016,6400000
38,0,01306,David Edwards,1.47,458843,31250000
38,0,01457,Jay Haas,1.47,593382,40300000
40,0,01945,Kenny Perry,1.46,585939,40150000
41,0,01161,Mark Calcavecchia,1.44,533200,37050000
42,0,02170,Hal Sutton,1.43,540159,37900000
43,0,01201,Lennie Clements,1.41,416876,29550000
44,0,01249,John Daly,1.35,340033,25100000
45,0,01960,Don Pooley,1.34,76977,5750000
46,0,01219,John Cook,1.33,429723,32400000
47,0,01837,Gil Morgan,1.30,309686,23850000
48,0,01920,Craig Parry,1.29,354597,27550000
49,0,01388,Robert Gamez,1.28,380352,29800000
49,0,01706,Davis Love III,1.28,474217,37000000
49,0,01823,Larry Mize,1.28,386028,30050000
52,0,01723,Andrew Magee,1.27,431039,34050000
53,0,02214,Kirk Triplett,1.26,422170,33600000
54,0,01577,Lee Janzen,1.24,442586,35600000
55,0,02159,Curtis Strange,1.23,390879,31750000
56,0,10457,Frank Nobilo,1.20,41291,3450000
56,0,06567,Vijay Singh,1.20,325959,27150000
58,0,01132,Mark Brooks,1.19,523281,44150000
59,0,08337,Mike Heinen,1.15,390962,34100000
59,0,01666,Bernhard Langer,1.15,118240,10250000
61,0,01313,Steve Elkington,1.14,294941,25950000
62,0,06617,Brian Henninger,1.12,294074,26200000
63,0,02099,Scott Simpson,1.09,307883,28300000
64,0,01035,Tommy Armour III,1.07,112777,10500000
65,0,01024,Billy Andrade,1.03,342207,33100000
65,0,06527,Steve Stricker,1.03,334407,32400000
67,0,10860,Justin Leonard,1.01,140413,13850000
67,0,01771,Blaine McCallister,1.01,351551,34750000
69,0,08931,Glen Day,.98,357232,36400000
70,0,02167,Mike Sullivan,.97,298585,30650000
70,0,02267,D.A. Weibring,.97,255754,26250000
72,0,01890,Brett Ogle,.96,284494,29650000
73,0,10213,Dicky Pride,.95,305766,32250000
74,0,01098,Jay Don Blake,.94,309347,32850000
74,0,01475,Donnie Hammond,.94,295433,31550000
74,0,10824,Seiki Okuda,.94,44250,4700000
77,0,01385,Jim Gallagher Jr.,.93,325973,35200000
78,0,01060,Dave Barr,.89,314882,35550000
79,0,01157,Tom Byrum,.88,112258,12700000
80,0,01569,Peter Jacobsen,.85,211759,24950000
81,0,02241,Bobby Wadkins,.84,208355,24800000
82,0,01510,Nolan Henke,.82,278418,34150000
82,0,06332,Neal Lancaster,.82,305035,37200000
82,0,02239,Scott Verplank,.82,183010,22200000
82,0,02246,Duffy Waldorf,.82,274968,33400000
86,0,01926,Steve Pate,.81,291649,35800000
87,0,01266,Clark Dennis,.80,289061,36000000
87,0,02049,Gene Sauers,.80,250650,31500000
89,0,12720,Monte Montgomery,.79,8705,1100000
90,0,01072,Chip Beck,.78,281127,36050000
90,0,01824,Yoshinori Mizumaki,.78,168448,21700000
92,0,10195,Tim Conley,.77,13040,1700000
93,0,02104,Jeff Sluman,.76,301177,39500000
94,0,06012,Greg Kraft,.74,279899,37850000
95,0,01381,Fred Funk,.72,281901,39300000
96,0,01284,Mike Donald,.70,119064,16900000
97,0,06214,Guy Boros,.69,240774,35000000
97,0,12660,Jesper Parnevik,.69,148815,21450000
99,0,01203,Russ Cochran,.68,239824,35150000
99,0,01905,Joe Ozaki,.68,147306,21800000
99,0,20016,Ikuo Shirahama,.68,13550,2000000
102,0,01330,David Feherty,.67,178499,26450000
102,0,19919,Carl Mason,.67,13350,2000000
