RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,POTENTIAL MONEY
1,0,06373,José María Olazábal,39.05,969900,2484000
2,0,01968,Nick Price,30.03,1499926,4995000
3,0,01876,Greg Norman,28.59,1330306,4653000
4,0,01783,Mark McCumber,23.53,1208209,5134000
5,0,02321,Fuzzy Zoeller,19.86,1016803,5121000
6,0,06522,Ernie Els,19.50,684439,3510000
7,0,01815,Johnny Miller,19.45,225000,1157000
8,0,02010,Loren Roberts,18.03,1015671,5634000
9,0,01928,Corey Pavin,17.57,906305,5157000
10,0,01677,Tom Lehman,17.47,1031144,5904000
11,0,01226,Fred Couples,17.12,625654,3654000
12,0,01810,Phil Mickelson,17.11,748315,4374000
13,0,01560,David Ishii,14.44,31200,216000
14,0,01559,Hale Irwin,14.07,814436,5787000
15,0,08635,Colin Montgomerie,12.91,213827,1656000
16,0,01690,Bruce Lietzke,12.66,564925,4464000
17,0,01418,Bill Glasson,12.63,689109,5458000
18,0,02131,Mike Springer,12.59,770717,6120000
19,0,01724,Jeff Maggert,12.50,814474,6516000
20,0,01527,Scott Hoch,11.86,804558,6786000
21,0,01320,Bob Estes,11.67,765359,6556000
22,0,01553,John Huston,11.50,731499,6363000
23,0,01378,David Frost,11.38,671682,5904000
24,0,01633,Tom Kite,11.29,658688,5832000
25,0,01707,Steve Lowery,10.77,794048,7371000
26,0,01235,Ben Crenshaw,10.59,659252,6228000
27,0,01796,Mark McNulty,10.16,157700,1552000
28,0,02256,Tom Watson,9.69,380378,3924000
29,0,01329,Brad Faxon,9.38,612847,6534000
30,0,07553,Roger Wessels,9.17,21450,234000
31,0,01143,Brad Bryant,9.13,687802,7533000
32,0,01331,Rick Fehr,9.01,573962,6372000
33,0,02207,Sam Torrance,8.80,123492,1404000
34,0,01326,Nick Faldo,8.59,221146,2574000
35,0,02133,Craig Stadler,8.54,474830,5562000
36,0,01355,Raymond Floyd,8.28,95016,1147000
37,0,19911,Billy Downes,8.27,33500,405000
38,0,01457,Jay Haas,8.17,593386,7263000
39,0,01306,David Edwards,8.14,458844,5634000
40,0,01945,Kenny Perry,8.11,585941,7222000
41,0,01161,Mark Calcavecchia,7.98,533201,6678000
42,0,02170,Hal Sutton,7.92,540161,6817000
43,0,01201,Lennie Clements,7.82,416880,5328000
44,0,01249,John Daly,7.51,340034,4527000
45,0,01960,Don Pooley,7.44,76977,1035000
46,0,01219,John Cook,7.36,429724,5841000
47,0,01837,Gil Morgan,7.20,309689,4302000
48,0,01920,Craig Parry,7.14,354601,4968000
49,0,01823,Larry Mize,7.12,386029,5418000
50,0,01706,Davis Love III,7.11,474218,6669000
51,0,01388,Robert Gamez,7.07,380353,5378000
52,0,01723,Andrew Magee,7.04,431041,6124000
53,0,02214,Kirk Triplett,6.97,422171,6057000
54,0,01577,Lee Janzen,6.90,442587,6417000
55,0,02159,Curtis Strange,6.83,390881,5724000
56,0,06567,Vijay Singh,6.68,325959,4882000
57,0,01132,Mark Brooks,6.58,523285,7956000
58,0,10457,Frank Nobilo,6.55,41292,630000
59,0,01666,Bernhard Langer,6.38,118241,1854000
60,0,08337,Mike Heinen,6.37,390963,6133000
61,0,01313,Steve Elkington,6.32,294942,4666000
62,0,06617,Brian Henninger,6.24,294075,4711000
63,0,02099,Scott Simpson,6.03,307884,5103000
64,0,01035,Tommy Armour III,5.92,112778,1904000
65,0,01024,Billy Andrade,5.75,342208,5953000
66,0,06527,Steve Stricker,5.73,334408,5832000
67,0,10860,Justin Leonard,5.63,140413,2493000
68,0,01771,Blaine McCallister,5.62,351554,6250000
69,0,08931,Glen Day,5.44,357236,6561000
70,0,02267,D.A. Weibring,5.42,255756,4720000
71,0,02167,Mike Sullivan,5.40,298586,5531000
72,0,01890,Brett Ogle,5.34,284495,5332000
73,0,10213,Dicky Pride,5.27,305768,5800000
74,0,10824,Seiki Okuda,5.23,44250,846000
75,0,01098,Jay Don Blake,5.22,309351,5922000
76,0,01475,Donnie Hammond,5.21,295436,5674000
77,0,01385,Jim Gallagher Jr.,5.14,325975,6345000
78,0,01060,Dave Barr,4.92,314884,6394000
79,0,01157,Tom Byrum,4.91,112259,2286000
80,0,01569,Peter Jacobsen,4.72,211762,4491000
81,0,02241,Bobby Wadkins,4.67,208358,4464000
82,0,06332,Neal Lancaster,4.56,305038,6691000
82,0,02239,Scott Verplank,4.56,183015,4010000
82,0,02246,Duffy Waldorf,4.56,274971,6026000
85,0,01510,Nolan Henke,4.52,278419,6156000
85,0,01926,Steve Pate,4.52,291651,6458000
87,0,01266,Clark Dennis,4.45,289065,6494000
88,0,02049,Gene Sauers,4.42,250654,5670000
89,0,12720,Monte Montgomery,4.40,8705,198000
90,0,01072,Chip Beck,4.33,281130,6498000
91,0,01824,Yoshinori Mizumaki,4.31,168449,3906000
92,0,10195,Tim Conley,4.26,13040,306000
93,0,02104,Jeff Sluman,4.23,301178,7119000
94,0,06012,Greg Kraft,4.11,279901,6808000
95,0,01381,Fred Funk,3.98,281904,7083000
96,0,01284,Mike Donald,3.91,119065,3042000
97,0,12660,Jesper Parnevik,3.86,148815,3856000
98,0,06214,Guy Boros,3.82,240775,6300000
99,0,01203,Russ Cochran,3.79,239826,6322000
100,0,20016,Ikuo Shirahama,3.76,13550,360000
101,0,01330,David Feherty,3.75,178500,4761000
101,0,01905,Joe Ozaki,3.75,147307,3924000
103,0,19919,Carl Mason,3.71,13350,360000
103,0,01975,Tom Purtzer,3.71,187307,5049000
105,0,01682,Wayne Levi,3.67,200476,5459000
106,0,06251,Chris DiMarco,3.60,216838,6030000
107,0,01468,Gary Hallberg,3.55,224965,6345000
108,0,20003,Hiroshi Goda,3.54,12750,360000
109,0,10809,Jim Furyk,3.53,236603,6710000
110,0,01701,Bob Lohr,3.49,225048,6457000
111,0,06643,Paul Goydos,3.45,241107,6980000
112,0,01978,Fran Quinn,3.42,30364,887000
113,0,06809,Bob Burns,3.39,178168,5256000
113,0,01797,Rocco Mediate,3.39,45940,1355000
115,0,01425,Ernie Gonzalez,3.35,16860,504000
116,0,01197,Bobby Clampett,3.33,105709,3177000
116,0,01943,Chris Perry,3.33,14840,446000
118,0,01200,Keith Clearwater,3.29,203549,6183000
119,0,09011,David Duval,3.28,44006,1341000
120,0,01346,Ed Fiori,3.27,108258,3312000
121,0,06090,Jim McGovern,3.24,227763,7020000
121,0,10501,Christian Pena,3.24,6413,198000
123,0,02218,Ted Tryba,3.23,246480,7627000
124,0,01549,Mike Hulbert,3.18,221006,6953000
125,0,02201,Jim Thorpe,3.16,185714,5873000
126,0,19883,Joe Daley,3.15,6238,198000
127,0,01887,Mark O'Meara,3.14,214069,6809000
128,0,01039,Perry Arthur,3.12,6737,216000
129,0,01891,David Ogrin,3.11,199199,6413000
130,0,02226,Tray Tyner,3.07,7193,234000
131,0,01996,Mike Reid,3.01,154441,5139000
132,0,01361,Dan Forsman,3.00,160804,5355000
133,0,02190,Doug Tewell,2.99,177388,5940000
134,0,01051,Seve Ballesteros,2.97,49244,1656000
135,0,08553,Lee Porter,2.96,4256,144000
136,0,01374,Robin Freeman,2.93,177044,6048000
137,0,07569,Mark Carnevale,2.85,192653,6764000
137,0,06657,Steve Rintoul,2.85,157617,5526000
137,0,07101,Dave Stockton Jr.,2.85,185209,6498000
140,0,02300,Ian Woosnam,2.80,51895,1854000
141,0,08375,Paul Stankowski,2.74,170392,6224000
142,0,01116,Michael Bradley,2.72,175136,6431000
142,0,01185,Brandel Chamblee,2.72,161018,5922000
142,0,01971,Dillard Pruitt,2.72,171866,6309000
145,0,02135,Mike Standly,2.68,179850,6723000
146,0,02146,Payne Stewart,2.62,145687,5562000
147,0,06577,John Wilson,2.59,155058,5994000
148,0,01599,Steve Jones,2.56,8740,342000
148,0,01607,Brian Kamm,2.56,181884,7097000
150,0,01435,Wayne Grady,2.53,120901,4770000
151,0,01414,Bob Gilder,2.52,154868,6147000
151,0,07235,John Morse,2.52,146136,5792000
153,0,01927,Dennis Paulson,2.51,142514,5670000
154,0,11158,Gordon Brand,2.50,8005,320000
154,0,06573,Brandt Jobe,2.50,8005,320000
156,0,01014,Fulton Allem,2.49,166143,6669000
157,0,01196,Brian Claar,2.45,165370,6741000
158,0,01717,Sandy Lyle,2.44,47537,1948000
159,0,01550,Ed Humenik,2.43,168332,6935000
160,0,01444,Ken Green,2.42,155156,6413000
161,0,01156,Curt Byrum,2.40,137586,5742000
161,0,01261,Jay Delsing,2.40,143737,5985000
163,0,01858,Tommy Nakajima,2.30,21200,922000
164,0,10823,Kiyoshi Murota,2.28,18238,801000
165,0,01307,Joel Edwards,2.27,139141,6129000
165,0,02101,Joey Sindelar,2.27,114563,5049000
165,0,02303,Robert Wrenn,2.27,77278,3402000
168,0,01755,Dick Mast,2.20,129821,5913000
169,0,06086,Russell Beiersdorf,2.17,59442,2736000
169,0,02217,Dennis Trixler,2.17,7609,351000
171,0,06315,Pete Jordan,2.13,128960,6048000
172,0,01766,Billy Mayfair,2.10,158159,7542000
173,0,01093,Ronnie Black,2.08,123404,5940000
174,0,02249,Don Walsworth,2.06,6595,320000
175,0,01938,David Peoples,2.04,126918,6210000
176,0,10962,Bradley Hughes,1.98,29890,1508000
176,0,02225,Howard Twitty,1.98,131407,6647000
178,0,06789,Mark Cato,1.97,4435,225000
179,0,06020,Steve Brodie,1.96,112081,5724000
180,0,01715,Mark Lye,1.92,63393,3308000
181,0,01408,Kelly Gibson,1.90,134841,7092000
182,0,06589,Jeff Woodland,1.89,117627,6210000
183,0,01736,Roger Maltbie,1.88,67685,3609000
183,0,02111,Mike Smith,1.88,57850,3074000
185,0,06034,Marco Dawson,1.87,121024,6489000
185,0,02100,Tim Simpson,1.87,126861,6800000
187,0,01779,Gary McCord,1.85,25601,1386000
188,0,02033,Dave Rummells,1.81,122871,6782000
189,0,06575,Dudley Hart,1.80,126312,7033000
190,0,06128,Steve Lamontagne,1.74,91643,5274000
191,0,02223,Bob Tway,1.71,114175,6678000
192,0,02095,Larry Silveira,1.69,99670,5886000
193,0,01390,Buddy Gardner,1.68,37608,2241000
193,0,09071,David Gilford,1.68,5200,310000
195,0,06791,Mark Wurtz,1.67,103252,6188000
196,0,02195,Leonard Thompson,1.64,32992,2016000
197,0,07529,Tim Dunlavey,1.60,5105,320000
197,0,12667,Mike Emery Jr.,1.60,5105,320000
197,0,01334,Keith Fergus,1.60,16749,1044000
200,0,06006,JC Anderson,1.59,35022,2196000
200,0,01864,Larry Nelson,1.59,66830,4212000
202,0,01042,Paul Azinger,1.58,13421,850000
202,0,01049,Ian Baker-Finch,1.58,81326,5148000
204,0,01139,Olin Browne,1.56,101580,6494000
205,0,01495,Morris Hatalsky,1.55,81902,5292000
205,0,01533,P.H. Horgan III,1.55,53734,3470000
207,0,01906,Masashi Jumbo Ozaki,1.54,25556,1656000
208,0,02294,Willie Wood,1.53,87102,5679000
209,0,01557,John Inman,1.51,117356,7789000
210,0,12389,Barry Lane,1.50,18105,1206000
210,0,06140,Sean Murphy,1.50,97596,6498000
212,0,01006,John Adams,1.48,106689,7223000
212,0,01129,Bill Britton,1.48,68033,4595000
214,0,10569,Mike Brisky,1.46,38713,2655000
214,0,02215,Paul Trittler,1.46,6580,450000
216,0,01282,Trevor Dodds,1.44,92734,6422000
217,0,06088,Steve Gotsche,1.42,59227,4176000
218,0,01501,Vance Heafner,1.40,5297,378000
218,0,02094,Tony Sills,1.40,22807,1629000
220,0,01353,Bruce Fleisher,1.38,88680,6403000
220,0,02120,Ed Sneed,1.38,7583,549000
222,0,01288,Ed Dougherty,1.37,96986,7092000
223,0,07087,Hugh Royer III,1.35,4324,320000
223,0,02322,Richard Zokol,1.35,78074,5791000
225,0,06609,Rob Boldt,1.34,52992,3942000
226,0,01323,Brad Fabel,1.33,33811,2538000
226,0,01946,Peter Persons,1.33,10985,828000
228,0,06058,John Flannery,1.32,94104,7137000
229,0,06599,John Elliott,1.31,4480,342000
230,0,01416,Chad Ginn,1.28,1618,126000
230,0,07327,Steven Richardson,1.28,4105,320000
232,0,06197,Michael Allen,1.27,91191,7169000
232,0,02206,David Toms,1.27,87606,6903000
232,0,02222,Billy Tuten,1.27,2732,216000
235,0,01861,Jim Nelford,1.26,4435,351000
235,0,01986,Joey Rassett,1.26,62825,5004000
237,0,02245,Grant Waite,1.25,71695,5751000
238,0,08881,Tripp Isenhour,1.21,2604,216000
239,0,01040,Emlyn Aubrey,1.19,3802,320000
240,0,01604,Steve Jurgensen,1.18,2544,216000
240,0,12702,Costantino Rocca,1.18,16349,1386000
240,0,02046,Tony Saraceno,1.18,1908,162000
240,0,20025,Ben Walter,1.18,2120,180000
244,0,02210,John Traub,1.17,2310,198000
245,0,01748,Doug Martin,1.16,81200,7007000
245,0,02254,Scott Watkins,1.16,2508,216000
247,0,06078,Esteban Toledo,1.15,66049,5724000
248,0,01276,Jon Diggetts,1.14,1435,126000
248,0,01424,Ted Goin,1.14,2575,225000
248,0,01619,Skip Kendall,1.14,8392,738000
248,0,01803,Hajime Meshiai,1.14,22123,1944000
252,0,01725,John Mahaffey,1.11,65380,5904000
252,0,06731,Jeff Roth,1.11,15978,1444000
252,0,02110,Jerry Smith,1.11,1990,180000
255,0,01302,R.W. Eaks,1.09,2352,216000
256,0,20026,Brook Schmitt,1.08,1940,180000
257,0,01454,Roger Gunn,1.07,2112,198000
257,0,11107,Dan Oschmann,1.07,2123,198000
257,0,01977,Dana Quigley,1.07,1920,180000
260,0,10145,Tom Hearn,1.06,1710,162000
260,0,07939,Dan Olsen,1.06,2101,198000
262,0,01114,Bob Boyd,1.05,8458,805000
263,0,08441,Dave Bishop,1.04,2057,198000
263,0,02230,Stan Utley,1.04,63345,6066000
265,0,12669,Tom Dolby,1.02,3158,310000
266,0,12663,Phil Tataurangi,.98,47586,4878000
267,0,01571,Barry Jaeckel,.92,15750,1710000
268,0,06591,Rocky Walcher,.91,41758,4590000
269,0,08575,Ron McDougal,.90,2800,310000
269,0,02242,Lanny Wadkins,.90,54113,5980000
271,0,02090,Tom Sieckmann,.87,55303,6390000
272,0,01469,Dan Halldorson,.85,7215,846000
273,0,07501,Todd Smith,.84,2600,310000
273,0,02279,Mark Wiebe,.84,16032,1917000
275,0,01639,Kenny Knox,.83,23871,2871000
275,0,01846,Jodie Mudd,.83,27868,3366000
277,0,01648,Billy Kratzert,.81,42127,5202000
277,0,02152,Dave Stockton,.81,3845,477000
279,0,02007,Larry Rinker,.78,47435,6111000
280,0,06044,Scott Gump,.77,4181,540000
281,0,01629,Eddie Kirby,.76,26743,3519000
282,0,12546,Peter Baker,.75,10597,1422000
283,0,12661,Todd Barranger,.74,40356,5423000
284,0,02180,Harry Taylor,.72,15482,2138000
285,0,02106,Chris Smith,.71,3075,432000
286,0,06062,Charles Raulerson,.70,33918,4878000
287,0,07781,Ty Armstrong,.66,30181,4599000
288,0,07003,David Berganio Jr.,.65,5105,788000
288,0,02298,Jim Woodward,.65,20995,3240000
290,0,06218,Tommy Brannen,.64,2316,360000
291,0,01958,Dan Pohl,.62,21734,3501000
292,0,01992,Don Reese,.60,19760,3303000
293,0,01884,Mac O'Grady,.58,2409,414000
294,0,02067,Ted Schulz,.57,37536,6597000
295,0,01984,Sam Randolph,.56,3512,626000
296,0,10217,Warren Schutte,.55,1990,360000
297,0,01869,Jack Nicklaus,.54,11514,2133000
298,0,07059,Tom Cleaver,.53,2954,562000
298,0,02185,Lance Ten Broeck,.53,10843,2034000
300,0,01303,Bob Eastwood,.52,6737,1305000
300,0,06016,Brad Lardon,.52,21429,4149000
302,0,01556,Joe Inman,.50,1618,324000
303,0,06350,Bob May,.48,31079,6462000
304,0,12665,Brad King,.46,14254,3105000
304,0,01685,J.L. Lewis,.46,3298,724000
306,0,01096,Phil Blackmar,.44,28159,6453000
306,0,01214,Frank Conner,.44,1435,324000
306,0,02035,D.A. Russell,.44,9536,2169000
309,0,06409,Brad Sherfy,.43,2200,508000
310,0,02023,Clarence Rose,.41,2992,729000
311,0,01392,Tom Garner,.39,18903,4829000
311,0,01998,Jack Renner,.39,2818,720000
313,0,01632,Chris Kite,.37,13982,3789000
313,0,01925,Jerry Pate,.37,6513,1755000
315,0,01522,Lon Hinkle,.33,4411,1323000
316,0,06515,Shaun Micheel,.32,12252,3780000
316,0,01835,Tommy Moore,.32,12601,3906000
316,0,02160,Ron Streck,.32,2189,684000
319,0,01949,Mark Pfeil,.30,1435,486000
320,0,06124,Patrick Burke,.26,5033,1962000
321,0,02076,Peter Senior,.25,2512,1012000
322,0,01878,Andy North,.23,3165,1400000
323,0,01068,Andy Bean,.22,8810,4050000
323,0,02224,Greg Twiggs,.22,13676,6255000
325,0,01443,Hubert Green,.14,4854,3478000
326,0,02255,Denis Watson,.12,4250,3654000
327,0,12662,Thomas Levet,.11,2200,2007000
328,0,01133,Billy Ray Brown,.07,4254,5949000
