RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
1,0,20160,Charlie Wi,32,0,1,16,2013050
2,0,26331,Charl Schwartzel,31,1,4,16,2013200
3,0,27436,Graham DeLaet,30,4,1,18,2013140
4,0,34098,Russell Henley,27,0,1,12,2013020
4,0,34174,John Huh,27,9,4,12,2013380
4,0,23320,Ryan Palmer,27,1,4,7,2013030
7,0,06567,Vijay Singh,26,0,1,7,2013020
8,0,28089,Jason Day,25,0,3,10,2013060
8,0,27770,Camilo Villegas,25,3,2,4,2013040
10,0,20229,Stewart Cink,24,7,2,3,2013140
10,0,06527,Steve Stricker,24,2,2,8,2013010
10,0,24663,Y.E. Yang,24,3,2,5,2013040
13,0,24925,Jonathan Byrd,23,4,2,1,2013290
13,0,19846,Brian Gay,23,1,3,11,2013030
13,0,30926,Chris Kirk,23,1,1,13,2013260
13,0,26476,Chez Reavie,23,0,2,11,2013290
13,0,34046,Jordan Spieth,23,1,1,8,2013270
13,0,30692,Scott Stallings,23,1,3,11,2013380
13,0,27095,Nick Watney,23,7,3,10,2013050
20,0,21753,Brian Davis,22,1,3,15,2013380
20,0,29425,Andrew Svoboda,22,6,4,10,2013290
22,0,32334,Charlie Beljan,21,0,2,3,2013060
22,0,20593,Greg Chalmers,21,0,2,2,2013050
22,0,23638,Brendon de Jonge,21,13,2,7,2013030
22,0,06251,Chris DiMarco,21,0,4,14,2013150
22,0,22961,David Mathis,21,1,4,12,2013270
22,0,26596,Ryan Moore,21,1,4,18,2013160
22,0,25804,Bubba Watson,21,2,1,13,2013320
29,0,29740,Brad Fritsch,20,2,2,4,2013100
29,0,24399,Scott Gardiner,20,7,3,6,2013060
29,0,29420,Billy Horschel,20,4,1,10,2013250
29,0,33122,Russell Knox,20,3,4,18,2013260
29,0,36884,Ben Kohles,20,2,1,12,2013240
29,0,23548,Bill Lunde,20,4,3,3,2013300
29,0,20691,Greg Owen,20,2,1,6,2013140
29,0,10213,Dicky Pride,20,0,1,6,2013030
29,0,23497,Tag Ridings,20,0,2,18,2013300
29,0,24502,Adam Scott,20,12,4,8,2013160
29,0,33419,Cameron Tringale,20,1,2,1,2013320
40,0,25274,Steven Bowditch,19,0,2,6,2013260
40,0,32200,Roberto Castro,19,1,3,10,2013180
40,0,06621,Joe Durant,19,0,2,8,2013300
40,0,21961,Charles Howell III,19,0,2,12,2013280
40,0,26733,John Kimbell,19,2,1,5,2013290
40,0,22806,Doug LaBelle II,19,0,1,6,2013140
40,0,23800,Bryce Molder,19,1,2,15,2013050
40,0,28475,Jeff Overton,19,0,3,11,2013180
40,0,25818,Scott Piercy,19,0,3,9,2013050
40,0,27214,Kevin Streelman,19,0,1,9,2013200
40,0,31560,Brian Stuard,19,5,2,11,2013220
40,0,25834,Daniel Summerhays,19,0,4,5,2013140
40,0,27330,Josh Teater,19,0,1,4,2013030
40,0,32150,Michael Thompson,19,0,3,7,2013380
40,0,28780,Nicholas Thompson,19,2,4,6,2013040
55,0,07867,Woody Austin,18,0,2,5,2013300
55,0,33141,Keegan Bradley,18,0,4,14,2013160
55,0,23541,Ben Crane,18,3,1,13,2013260
55,0,24358,Robert Garrigus,18,1,1,11,2013050
55,0,25900,Lucas Glover,18,1,2,4,2013030
55,0,24924,Bill Haas,18,1,1,1,2013170
55,0,08075,Jerry Kelly,18,2,2,18,2013020
55,0,27503,Steve LeBrun,18,5,2,15,2013290
55,0,28158,Steve Marino,18,0,2,2,2013210
55,0,31202,William McGirt,18,5,3,1,2013060
55,0,24490,George McNeill,18,2,1,5,2013210
55,0,22348,Nick O'Hern,18,0,4,17,2013260
55,0,22056,Cameron Percy,18,2,1,18,2013290
55,0,29221,Webb Simpson,18,8,3,4,2013010
69,0,24846,Ricky Barnes,17,4,1,9,2013180
69,0,34021,Bud Cauley,17,4,1,4,2013190
69,0,23204,Gary Christian,17,3,4,9,2013260
69,0,23135,Tim Clark,17,4,2,10,2013060
69,0,20157,Retief Goosen,17,1,3,5,2013180
69,0,20766,Padraig Harrington,17,0,2,4,2013210
69,0,23353,J.J. Henry,17,0,1,9,2013130
69,0,21731,Freddie Jacobson,17,0,1,13,2013220
69,0,27129,Luke List,17,2,1,16,2013320
69,0,01706,Davis Love III,17,3,4,13,2013300
69,0,01724,Jeff Maggert,17,2,2,2,2013020
69,0,27933,John Merrick,17,1,1,2,2013260
69,0,24138,Ian Poulter,17,1,1,7,2013250
69,0,34360,Patrick Reed,17,1,4,8,2013100
69,0,07013,Wes Short Jr.,17,0,1,15,2013140
69,0,26679,Kevin Stadler,17,5,2,1,2013030
69,0,28135,Aaron Watkins,17,0,3,17,2013100
86,0,20098,Stuart Appleby,16,2,2,1,2013300
86,0,24507,Jason Bohn,16,0,2,10,2013300
86,0,24227,Justin Bolli,16,0,3,13,2013100
86,0,20848,Ángel Cabrera,16,2,1,10,2013210
86,0,24357,K.J. Choi,16,0,4,6,2013070
86,0,01249,John Daly,16,0,4,17,2013020
86,0,23409,James Driscoll,16,1,2,10,2013140
86,0,34099,Harris English,16,0,4,5,2013180
86,0,28307,Matt Every,16,1,1,18,2013050
86,0,30750,Tommy Gainey,16,2,3,15,2013180
86,0,28679,Fabián Gómez,16,3,2,15,2013100
86,0,30852,Ryo Ishikawa,16,2,2,1,2013270
86,0,06573,Brandt Jobe,16,0,1,7,2013300
86,0,26300,Matt Jones,16,2,1,10,2013140
86,0,27408,Martin Kaymer,16,4,3,3,2013360
86,0,10860,Justin Leonard,16,0,3,16,2013020
86,0,27060,John Mallinger,16,1,1,5,2013100
86,0,33869,Eric Meierdierks,16,2,2,14,2013020
86,0,30163,Henrik Norlander,16,0,2,13,2013030
86,0,26329,Louis Oosthuizen,16,0,4,10,2013280
86,0,27556,Ted Potter Jr.,16,0,1,12,2013050
86,0,22913,John Rollins,16,4,2,6,2013210
86,0,23621,Rory Sabbatini,16,1,1,7,2013240
86,0,30110,Kyle Stanley,16,5,2,14,2013010
86,0,29518,Brendan Steele,16,1,2,8,2013280
86,0,33418,Shawn Stefani,16,4,4,15,2013100
86,0,34431,Robert Streb,16,2,3,13,2013100
86,0,02206,David Toms,16,2,4,13,2013030
86,0,23788,D.J. Trahan,16,2,2,17,2013220
86,0,02256,Tom Watson,16,1,2,14,2013280
86,0,26289,Boo Weekley,16,0,3,10,2013100
117,0,01024,Billy Andrade,15,1,2,8,2013300
117,0,22371,Aaron Baddeley,15,0,2,8,2013040
117,0,20070,Matt Bettencourt,15,3,1,12,2013290
117,0,01116,Michael Bradley,15,1,1,17,2013060
117,0,35450,Patrick Cantlay,15,1,2,17,2013100
117,0,08931,Glen Day,15,2,1,13,2013300
117,0,20104,Ken Duke,15,1,1,12,2013050
117,0,27896,Ross Fisher,15,5,2,15,2013090
117,0,28500,Martin Flores,15,0,3,16,2013300
117,0,10809,Jim Furyk,15,0,2,15,2013380
117,0,32698,Bobby Gates,15,4,4,6,2013180
117,0,24604,Hunter Haas,15,0,1,8,2013140
117,0,35901,Paul Haley II,15,5,2,18,2013020
117,0,12782,Tim Herron,15,0,1,10,2013140
117,0,23108,Matt Kuchar,15,0,3,7,2013010
117,0,35139,Richard Lee,15,3,1,1,2013030
117,0,21099,David Lynn,15,5,2,12,2013050
117,0,24781,Hunter Mahan,15,8,3,8,2013390
117,0,01810,Phil Mickelson,15,1,4,5,2013040
117,0,24361,Pat Perez,15,1,1,9,2013280
117,0,25240,D.A. Points,15,0,1,12,2013050
117,0,36699,Patrick Rodgers,15,0,2,3,2013290
117,0,27649,Brandt Snedeker,15,1,2,2,2013010
117,0,22295,Darron Stiles,15,2,1,9,2013030
117,0,23325,Vaughn Taylor,15,1,2,15,2013300
117,0,20396,Lee Westwood,15,1,3,14,2013380
117,0,21878,Mark Wilson,15,2,1,14,2013010
144,0,32262,Mark Brown,14,1,1,18,2013310
144,0,12510,Chad Campbell,14,0,2,6,2013300
144,0,28455,Will Claxton,14,0,1,9,2013360
144,0,37450,Donald Constable,14,2,2,14,2013150
144,0,25686,Jason Dufner,14,3,4,1,2013400
144,0,21209,Sergio Garcia,14,1,1,16,2013380
144,0,20105,Jeff Gove,14,4,3,18,2013100
144,0,27644,Brian Harman,14,1,4,18,2013050
144,0,31557,Jim Herman,14,0,3,7,2013290
144,0,24024,Zach Johnson,14,0,1,16,2013200
144,0,30944,Jason Kokrak,14,1,4,13,2013030
144,0,28092,D.H. Lee,14,0,1,12,2013280
144,0,27120,Troy Matteson,14,4,2,15,2013100
144,0,31559,Garrett Osborn,14,5,1,2,2013100
144,0,22405,Justin Rose,14,1,3,14,2013380
144,0,20645,John Senden,14,0,2,14,2013040
144,0,21951,Joey Snyder III,14,7,4,17,2013180
144,0,28118,Peter Tomasulo,14,1,1,1,2013060
144,0,02239,Scott Verplank,14,0,1,6,2013290
144,0,26951,Johnson Wagner,14,0,4,6,2013030
144,0,20436,Garrett Willis,14,0,2,13,2013300
144,0,31323,Gary Woodland,14,2,1,1,2013050
144,0,08793,Tiger Woods,14,2,1,17,2013340
167,0,06004,Stephen Ames,13,0,2,16,2013100
167,0,28259,Sangmoon Bae,13,2,2,16,2013070
167,0,32366,Kevin Chappell,13,1,3,16,2013370
167,0,06522,Ernie Els,13,1,2,15,2013200
167,0,07457,Steve Flesch,13,0,1,4,2013210
167,0,29720,Andres Gonzales,13,2,3,12,2013360
167,0,26758,David Hearn,13,2,3,4,2013380
167,0,25444,Justin Hicks,13,0,1,1,2013140
167,0,12716,Charley Hoffman,13,2,2,10,2013380
167,0,33461,Morgan Hoffmann,13,0,2,13,2013290
167,0,22378,Trevor Immelman,13,1,1,10,2013160
167,0,30925,Dustin Johnson,13,1,4,16,2013310
167,0,27936,Martin Laird,13,1,3,7,2013130
167,0,34409,David Lingmerth,13,0,2,6,2013270
167,0,24940,Edward Loar,13,0,2,9,2013250
167,0,25572,Graeme McDowell,13,1,1,12,2013350
167,0,28237,Rory McIlroy,13,0,1,11,2013200
167,0,25198,Francesco Molinari,13,0,3,4,2013350
167,0,24140,Sean O'Hair,13,1,1,5,2013050
167,0,27963,Chris Stroud,13,1,2,1,2013370
167,0,06595,Kevin Sutherland,13,1,1,5,2013250
167,0,21498,Hideto Tanihara,13,5,2,7,2013020
167,0,23623,Bo Van Pelt,13,3,3,10,2013050
167,0,25632,Jimmy Walker,13,1,3,6,2013030
167,0,22000,Chris Wood,13,0,2,5,2013110
192,0,29479,Scott Brown,12,1,1,5,2013290
192,0,23452,Nicolas Colsaerts,12,1,4,18,2013180
192,0,24494,Erik Compton,12,4,2,15,2013200
192,0,22621,Ben Curtis,12,0,4,8,2013280
192,0,37273,Derek Ernst,12,0,1,7,2013030
192,0,01320,Bob Estes,12,1,4,4,2013140
192,0,32102,Rickie Fowler,12,5,2,8,2013010
192,0,32448,James Hahn,12,0,2,12,2013140
192,0,21350,Ryuji Imada,12,9,2,16,2013020
192,0,19970,Robert Karlsson,12,5,1,5,2013220
192,0,39975,Michael Kim,12,3,3,4,2013250
192,0,24503,Jeff Klauk,12,0,3,11,2013090
192,0,30711,Colt Knost,12,1,1,9,2013120
192,0,01666,Bernhard Langer,12,0,2,10,2013160
192,0,26851,Marc Leishman,12,1,1,9,2013210
192,0,26695,Michael Letzig,12,5,1,8,2013260
192,0,20634,Peter Lonard,12,5,1,9,2013300
192,0,39531,Ken Looper,12,2,3,9,2013300
192,0,33204,Shane Lowry,12,0,3,18,2013310
192,0,29289,S.Y. Noh,12,3,1,11,2013260
192,0,22046,Geoff Ogilvy,12,0,1,13,2013130
192,0,33968,Thorbjørn Olesen,12,0,2,16,2013160
192,0,01948,Tim Petrovic,12,0,2,15,2013290
192,0,25345,Carl Pettersson,12,0,1,8,2013050
192,0,29476,Kyle Reifers,12,1,2,13,2013300
192,0,23481,Marcel Siem,12,1,4,6,2013110
192,0,21528,Henrik Stenson,12,0,1,11,2013380
192,0,30927,Brendon Todd,12,2,2,12,2013360
220,0,10885,Robert Allenby,11,2,2,4,2013270
220,0,30978,Kiradech Aphibarnrat,11,1,1,11,2013340
220,0,12652,Cameron Beckman,11,6,2,8,2013300
220,0,28937,George Coetzee,11,0,2,4,2013110
220,0,23983,Luke Donald,11,0,3,8,2013390
220,0,25191,Gonzalo Fernandez-Castaño,11,2,1,8,2013310
220,0,20376,Stephen Gallacher,11,5,3,11,2013110
220,0,33931,Andrew Georgiou,11,0,2,5,2013320
220,0,08725,Tom Gillis,11,2,3,16,2013060
220,0,35539,Luke Guthrie,11,0,2,1,2013070
220,0,22792,Peter Hanson,11,0,1,9,2013280
220,0,06332,Neal Lancaster,11,0,1,17,2013060
220,0,34261,Scott Langley,11,0,3,10,2013290
220,0,25861,Ryan Nelson,11,0,1,7,2013250
220,0,21949,Joe Ogilvie,11,0,1,4,2013300
220,0,20572,Rod Pampling,11,3,1,4,2013290
220,0,20443,Jin Park,11,0,2,5,2013360
220,0,35541,John Peterson,11,0,4,9,2013220
220,0,08833,Derek Sanders,11,0,1,16,2013300
220,0,22293,Heath Slocum,11,0,3,15,2013300
220,0,08375,Paul Stankowski,11,2,1,14,2013300
220,0,27064,Jhonattan Vegas,11,4,1,1,2013030
220,0,28310,Lee Williams,11,2,4,13,2013030
243,0,27796,Joe Affrunti,10,7,2,12,2013290
243,0,33120,Mark Anderson,10,1,2,15,2013020
243,0,21407,Arjun Atwal,10,2,2,13,2013060
243,0,23048,Eric Axley,10,6,2,2,2013300
243,0,35545,Blayne Barber,10,3,3,9,2013100
243,0,10505,Shane Bertsch,10,1,4,5,2013020
243,0,10944,Thomas Bjørn,10,0,1,6,2013310
243,0,27895,Jonas Blixt,10,2,1,3,2013280
243,0,01142,Bart Bryant,10,9,1,18,2013030
243,0,32070,Rafael Campos,10,5,1,7,2013100
243,0,01203,Russ Cochran,10,4,3,3,2013020
243,0,06034,Marco Dawson,10,0,3,9,2013300
243,0,29974,Branden Grace,10,0,1,13,2013090
243,0,01473,Todd Hamilton,10,0,3,1,2013310
243,0,01577,Lee Janzen,10,4,2,16,2013130
243,0,10733,Kent Jones,10,0,2,7,2013300
243,0,20218,Shingo Katayama,10,0,2,16,2013310
243,0,28308,Troy Kelly,10,1,2,1,2013100
243,0,01619,Skip Kendall,10,1,1,11,2013300
243,0,24957,Simon Khan,10,1,2,13,2013250
243,0,11032,Frank Lickliter II,10,0,1,18,2013260
243,0,32839,Hideki Matsuyama,10,8,3,8,2013360
243,0,01766,Billy Mayfair,10,0,2,18,2013300
243,0,10585,Scott McCarron,10,0,1,9,2013060
243,0,25948,Richard McEvoy,10,0,1,2,2013310
243,0,25396,Kevin Na,10,2,1,4,2013100
243,0,39537,Chris Naegel,10,0,2,13,2013290
243,0,40055,Daniel Obremski,10,7,1,17,2013280
243,0,01945,Kenny Perry,10,2,4,6,2013280
243,0,25336,Alistair Presnell,10,0,1,10,2013140
243,0,20127,Chris Riley,10,8,1,8,2013300
243,0,29484,Peter Uihlein,10,3,3,17,2013100
243,0,02246,Duffy Waldorf,10,0,2,12,2013210
243,0,10423,Mike Weir,10,0,2,9,2013300
243,0,25892,Steve Wheatcroft,10,4,2,6,2013140
243,0,32139,Danny Willett,10,0,4,14,2013310
279,0,24461,Thomas Aiken,9,0,1,5,2013310
279,0,24671,David Bradshaw,9,1,2,7,2013120
279,0,21646,David Branshaw,9,3,4,6,2013260
279,0,25364,Paul Casey,9,1,1,7,2013360
