RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,01235,Ben Crenshaw,27.88,2398,86,22
2,0,01928,Corey Pavin,28.25,1921,68,20
3,0,06012,Greg Kraft,28.33,2436,86,23
4,0,01378,David Frost,28.37,2213,78,20
5,0,02230,Stan Utley,28.52,2082,73,23
6,0,01495,Morris Hatalsky,28.58,2172,76,23
7,0,02303,Robert Wrenn,28.60,1487,52,23
8,0,06197,Michael Allen,28.67,2810,98,3
8,0,01755,Dick Mast,28.67,2408,84,22
10,0,06791,Mark Wurtz,28.68,2323,81,23
11,0,01129,Bill Britton,28.69,1951,68,23
12,0,01876,Greg Norman,28.70,1808,63,25
13,0,02067,Ted Schulz,28.72,2240,78,15
13,0,02239,Scott Verplank,28.72,1838,64,23
15,0,12663,Phil Tataurangi,28.73,1896,66,23
16,0,06589,Jeff Woodland,28.76,2387,83,20
17,0,01132,Mark Brooks,28.78,3223,112,24
17,0,06617,Brian Henninger,28.78,1986,69,23
17,0,02010,Loren Roberts,28.78,2216,77,22
20,0,01024,Billy Andrade,28.79,2505,87,22
20,0,01468,Gary Hallberg,28.79,2246,78,13
20,0,02049,Gene Sauers,28.79,2361,82,22
23,0,02206,David Toms,28.83,2652,92,8
24,0,06567,Vijay Singh,28.84,1932,67,23
25,0,01810,Phil Mickelson,28.85,1875,65,24
26,0,01331,Rick Fehr,28.88,2224,77,24
27,0,01823,Larry Mize,28.91,2168,75,22
28,0,01510,Nolan Henke,28.92,2285,79,23
29,0,01824,Yoshinori Mizumaki,28.93,1765,61,23
30,0,01072,Chip Beck,28.95,2490,86,24
31,0,06609,Rob Boldt,28.97,1709,59,13
31,0,01374,Robin Freeman,28.97,2636,91,23
33,0,02159,Curtis Strange,28.98,2405,83,24
34,0,01329,Brad Faxon,28.99,2667,92,21
35,0,02007,Larry Rinker,29.01,2147,74,24
35,0,06577,John Wilson,29.01,2437,84,22
37,0,06332,Neal Lancaster,29.03,2758,95,23
38,0,06643,Paul Goydos,29.04,3020,104,22
39,0,06058,John Flannery,29.05,2731,94,22
40,0,01096,Phil Blackmar,29.06,1947,67,23
40,0,01161,Mark Calcavecchia,29.06,2441,84,21
42,0,01203,Russ Cochran,29.10,2735,94,21
42,0,02131,Mike Springer,29.10,2444,84,23
44,0,01553,John Huston,29.11,2445,84,24
44,0,01771,Blaine McCallister,29.11,2765,95,23
44,0,02267,D.A. Weibring,29.11,1834,63,25
47,0,10809,Jim Furyk,29.13,2767,95,24
48,0,01200,Keith Clearwater,29.15,2594,89,24
48,0,06315,Pete Jordan,29.15,2565,88,24
50,0,01414,Bob Gilder,29.16,2362,81,24
51,0,06809,Bob Burns,29.17,2013,69,2
51,0,08931,Glen Day,29.17,2713,93,24
53,0,02104,Jeff Sluman,29.18,2685,92,24
54,0,01093,Ronnie Black,29.19,2335,80,22
54,0,01887,Mark O'Meara,29.19,2656,91,24
54,0,02214,Kirk Triplett,29.19,2627,90,24
57,0,01320,Bob Estes,29.20,2774,95,23
57,0,01945,Kenny Perry,29.20,2891,99,24
59,0,01098,Jay Don Blake,29.22,2542,87,22
59,0,01724,Jeff Maggert,29.22,2571,88,23
61,0,01444,Ken Green,29.23,2514,86,17
62,0,01559,Hale Irwin,29.24,2164,74,22
63,0,06527,Steve Stricker,29.25,2720,93,24
64,0,06657,Steve Rintoul,29.26,2341,80,22
65,0,02242,Lanny Wadkins,29.27,1961,67,26
66,0,01282,Trevor Dodds,29.28,2313,79,23
67,0,01116,Michael Bradley,29.29,2607,89,23
68,0,01457,Jay Haas,29.30,2989,102,22
68,0,01707,Steve Lowery,29.30,2754,94,24
68,0,02146,Payne Stewart,29.30,2227,76,24
71,0,01701,Bob Lohr,29.31,2579,88,22
72,0,02218,Ted Tryba,29.32,3167,108,23
73,0,01968,Nick Price,29.33,1760,60,22
73,0,02225,Howard Twitty,29.33,2581,88,20
75,0,01185,Brandel Chamblee,29.34,2494,85,23
