RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,GIR PUTTS,GREENS HIT,BIRDIE CONVERSION
1,0,23135,Tim Clark,1.727,1221,707,30.16
2,0,24925,Jonathan Byrd,1.728,1443,835,33.45
3,0,21731,Freddie Jacobson,1.729,1442,834,32.13
4,0,08793,Tiger Woods,1.733,1329,767,31.98
5,0,21350,Ryuji Imada,1.740,1964,1129,31.76
6,0,19846,Brian Gay,1.743,2034,1167,28.87
6,0,06527,Steve Stricker,1.743,1652,948,29.74
8,0,01320,Bob Estes,1.745,1747,1001,30.53
8,0,23718,Nathan Green,1.745,1925,1103,30.55
8,0,22405,Justin Rose,1.745,1218,698,31.41
11,0,12680,Shigeki Maruyama,1.746,1591,911,29.03
12,0,23325,Vaughn Taylor,1.748,1757,1005,31.44
13,0,10117,Bob Heintz,1.749,1611,921,31.38
14,0,12660,Jesper Parnevik,1.750,1761,1006,31.84
15,0,22371,Aaron Baddeley,1.751,1522,869,31.80
15,0,21209,Sergio Garcia,1.751,1343,767,30.16
15,0,01810,Phil Mickelson,1.751,1453,830,31.60
15,0,22293,Heath Slocum,1.751,2115,1208,28.80
19,0,25396,Kevin Na,1.752,1642,937,32.08
19,0,23497,Tag Ridings,1.752,990,565,32.09
21,0,20766,Padraig Harrington,1.755,1181,673,31.35
21,0,24502,Adam Scott,1.755,1406,801,32.75
23,0,21949,Joe Ogilvie,1.756,1910,1088,31.58
24,0,01161,Mark Calcavecchia,1.758,1805,1027,32.75
25,0,23638,Brendon de Jonge,1.759,1467,834,31.17
25,0,01948,Tim Petrovic,1.759,2111,1200,30.60
25,0,23621,Rory Sabbatini,1.759,1541,876,31.54
28,0,20127,Chris Riley,1.761,1083,615,30.24
28,0,20160,Charlie Wi,1.761,1851,1051,28.41
30,0,10425,Jay Williamson,1.762,1052,597,29.65
31,0,12716,Charley Hoffman,1.763,1971,1118,30.91
32,0,06522,Ernie Els,1.764,1191,675,30.46
33,0,01797,Rocco Mediate,1.766,1485,841,28.91
33,0,27649,Brandt Snedeker,1.766,2073,1174,27.65
35,0,22046,Geoff Ogilvy,1.767,1557,881,31.14
35,0,25190,Jeff Quinney,1.767,1983,1122,28.99
37,0,20850,Daniel Chopra,1.768,2200,1244,29.81
37,0,25345,Carl Pettersson,1.768,2235,1264,30.80
37,0,06567,Vijay Singh,1.768,2107,1192,30.08
40,0,02206,David Toms,1.769,1564,884,28.43
41,0,21633,Steve Allan,1.770,1218,688,31.24
41,0,06643,Paul Goydos,1.770,1117,631,27.98
41,0,11032,Frank Lickliter II,1.770,1972,1114,29.25
41,0,22212,Craig Lile,1.770,1506,851,28.44
41,0,02239,Scott Verplank,1.770,1660,938,27.09
46,0,23613,Rich Barcelo,1.771,1569,886,29.35
46,0,20472,Alex Cejka,1.771,1727,975,28.25
46,0,21753,Brian Davis,1.771,2091,1181,28.66
46,0,07547,Craig Kanada,1.771,2159,1219,27.16
46,0,12602,Dean Wilson,1.771,1858,1049,27.67
51,0,24490,George McNeill,1.772,1841,1039,29.34
52,0,06373,José María Olazábal,1.773,867,489,27.25
