RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
1,0,48084,Wesley Bryan,67.00,201,3
1,0,35310,Lanto Griffin,67.00,268,4
1,0,27936,Martin Laird,67.00,67,1
4,0,34255,Joseph Bramlett,67.33,404,6
4,0,27129,Luke List,67.33,202,3
6,0,39327,Ben Silverman,67.75,271,4
7,0,50484,Hayden Springer,67.83,407,6
7,0,54783,Dylan Wu,67.83,407,6
9,0,47663,Kevin Dougherty,68.00,476,7
9,0,24024,Zach Johnson,68.00,272,4
9,0,51997,Andrew Novak,68.00,272,4
9,0,57900,Chandler Phillips,68.00,408,6
9,0,46046,Scottie Scheffler,68.00,680,10
9,0,27064,Jhonattan Vegas,68.00,476,7
15,0,34587,Chan Kim,68.14,477,7
16,0,33653,Thomas Detry,68.22,614,9
16,0,25493,Nick Taylor,68.22,614,9
18,0,48887,Matt Wallace,68.33,205,3
19,0,50525,Collin Morikawa,68.36,957,14
20,0,60004,Jacob Bridgeman,68.38,547,8
21,0,35506,Mackenzie Hughes,68.43,479,7
22,0,46442,Maverick McNealy,68.57,480,7
23,0,35461,Beau Hossler,68.67,412,6
23,0,46414,Aaron Rai,68.67,618,9
25,0,51349,Nico Echavarria,68.75,275,4
25,0,46717,Viktor Hovland,68.75,275,4
27,0,27214,Kevin Streelman,68.88,551,8
28,0,33408,Tyson Alexander,69.00,345,5
28,0,47988,Nick Hardy,69.00,69,1
28,0,48153,Matthieu Pavon,69.00,276,4
28,0,33448,Justin Thomas,69.00,483,7
32,0,52955,Ludvig Ãberg,69.14,484,7
32,0,32757,Patton Kizzire,69.14,484,7
32,0,32640,Troy Merritt,69.14,484,7
35,0,55182,Tom Kim,69.20,692,10
35,0,23320,Ryan Palmer,69.20,346,5
35,0,58168,Davis Thompson,69.20,346,5
38,0,45609,Tyler Duncan,69.25,277,4
39,0,47483,Will Zalatoris,69.30,693,10
40,0,52514,Trace Crowe,69.33,416,6
40,0,29725,Tony Finau,69.33,624,9
40,0,39971,Sungjae Im,69.33,624,9
40,0,30926,Chris Kirk,69.33,416,6
40,0,40162,Justin Lower,69.33,416,6
40,0,28237,Rory McIlroy,69.33,624,9
40,0,27139,David Skinns,69.33,208,3
47,0,39997,Corey Conners,69.42,833,12
48,0,29936,Ryan Fox,69.44,625,9
48,0,52375,Doug Ghim,69.44,625,9
48,0,37378,Min Woo Lee,69.44,625,9
51,0,59836,Pierceson Coody,69.50,417,6
51,0,12716,Charley Hoffman,69.50,417,6
51,0,49960,Sepp Straka,69.50,556,8
54,0,34099,Harris English,69.64,766,11
55,0,25900,Lucas Glover,69.70,697,10
55,0,36801,Mark Hubbard,69.70,697,10
57,0,51890,Greyson Sigg,69.71,488,7
58,0,33399,Adam Hadwin,69.73,767,11
58,0,47993,Denny McCarthy,69.73,767,11
60,0,51977,Max Greyserman,69.75,279,4
60,0,51696,Rico Hoey,69.75,558,8
60,0,39977,Max Homa,69.75,558,8
60,0,37275,Sam Ryder,69.75,558,8
60,0,48081,Xander Schauffele,69.75,837,12
65,0,52372,Cameron Champ,69.83,419,6
65,0,52453,Nicolai HÃ¸jgaard,69.83,419,6
67,0,30911,Tommy Fleetwood,69.86,489,7
68,0,50497,Adrien Dumont de Chassart,69.88,559,8
68,0,47679,Victor Perez,69.88,559,8
70,0,56630,Akshay Bhatia,69.93,979,14
71,0,33948,Byeong Hun An,70.00,490,7
71,0,45522,Christiaan Bezuidenhout,70.00,350,5
71,0,28420,Ryan Brehm,70.00,70,1
71,0,59442,Parker Coody,70.00,350,5
71,0,29535,Brice Garnett,70.00,210,3
71,0,54591,Ben Griffin,70.00,490,7
71,0,32791,K.H. Lee,70.00,350,5
71,0,59143,Mac Meissner,70.00,420,6
71,0,27330,Josh Teater,70.00,210,3
71,0,35617,Martin Trainer,70.00,280,4
81,0,40006,Erik van Rooyen,70.13,561,8
82,0,30927,Brendon Todd,70.14,491,7
83,0,34098,Russell Henley,70.17,421,6
83,0,30163,Henrik Norlander,70.17,421,6
83,0,57366,Cameron Young,70.17,421,6
86,0,39975,Michael Kim,70.25,281,4
86,0,52666,Sami Valimaki,70.25,281,4
88,0,32839,Hideki Matsuyama,70.27,773,11
89,0,28252,Seamus Power,70.29,492,7
90,0,51634,Sahith Theegala,70.36,985,14
91,0,47591,Eric Cole,70.38,1126,16
92,0,46113,Ryan McCormick,70.40,352,5
93,0,35450,Patrick Cantlay,70.43,493,7
93,0,57362,Austin Eckroat,70.43,493,7
93,0,50188,S.H. Kim,70.43,493,7
93,0,36699,Patrick Rodgers,70.43,493,7
97,0,46441,Robby Shelton,70.44,634,9
98,0,31646,Emiliano Grillo,70.50,846,12
98,0,35532,Tom Hoge,70.50,705,10
98,0,33204,Shane Lowry,70.50,705,10
98,0,39546,Keith Mitchell,70.50,282,4
98,0,51070,Vincent Norrman,70.50,141,2
98,0,48867,Matti Schmid,70.50,282,4
98,0,55893,Sam Stevens,70.50,564,8
98,0,50493,Justin Suh,70.50,564,8
98,0,32333,Kevin Tway,70.50,423,6
107,0,32070,Rafael Campos,70.56,635,9
107,0,47420,Jake Knapp,70.56,635,9
109,0,34076,Joel Dahmen,70.57,494,7
110,0,32366,Kevin Chappell,70.60,353,5
111,0,40026,Daniel Berger,70.63,565,8
