RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
1,0,39975,Michael Kim,64.50,129,2
2,0,52372,Cameron Champ,67.00,134,2
3,0,57975,Harry Hall,67.27,740,11
4,0,28252,Seamus Power,67.33,404,6
5,0,36699,Patrick Rodgers,67.38,539,8
6,0,32070,Rafael Campos,67.67,203,3
6,0,46340,Alex Smalley,67.67,203,3
8,0,48117,Kurt Kitayama,67.71,474,7
9,0,30911,Tommy Fleetwood,67.80,339,5
10,0,59143,Mac Meissner,67.88,543,8
11,0,33408,Tyson Alexander,68.00,204,3
11,0,33948,Byeong Hun An,68.00,408,6
11,0,37275,Sam Ryder,68.00,340,5
11,0,39324,J.J. Spaun,68.00,340,5
15,0,51287,Ryo Hisatsune,68.11,613,9
16,0,25900,Lucas Glover,68.20,341,5
17,0,35506,Mackenzie Hughes,68.29,478,7
18,0,39971,Sungjae Im,68.33,410,6
19,0,40006,Erik van Rooyen,68.43,479,7
20,0,34099,Harris English,68.44,616,9
21,0,27770,Camilo Villegas,68.50,137,2
22,0,29420,Billy Horschel,68.60,343,5
23,0,40162,Justin Lower,68.63,549,8
24,0,24502,Adam Scott,68.67,412,6
25,0,39997,Corey Conners,68.71,481,7
25,0,40098,Matt Fitzpatrick,68.71,481,7
27,0,32366,Kevin Chappell,68.75,275,4
27,0,40250,Taylor Pendrith,68.75,275,4
27,0,57900,Chandler Phillips,68.75,550,8
30,0,32367,Jorge Campillo,68.80,344,5
31,0,40026,Daniel Berger,68.83,413,6
31,0,12716,Charley Hoffman,68.83,413,6
33,0,33968,ThorbjÃ¸rn Olesen,68.86,482,7
33,0,54783,Dylan Wu,68.86,482,7
35,0,28089,Jason Day,69.00,414,6
35,0,50497,Adrien Dumont de Chassart,69.00,483,7
35,0,51977,Max Greyserman,69.00,414,6
35,0,60067,Joe Highsmith,69.00,414,6
35,0,28775,Nate Lashley,69.00,345,5
35,0,32791,K.H. Lee,69.00,345,5
35,0,46442,Maverick McNealy,69.00,276,4
35,0,39546,Keith Mitchell,69.00,483,7
35,0,47679,Victor Perez,69.00,414,6
35,0,34256,Andrew Putnam,69.00,690,10
35,0,47995,Davis Riley,69.00,552,8
35,0,33448,Justin Thomas,69.00,414,6
35,0,35617,Martin Trainer,69.00,69,1
48,0,37455,Si Woo Kim,69.09,760,11
49,0,54591,Ben Griffin,69.17,415,6
50,0,39977,Max Homa,69.22,623,9
51,0,47504,Sam Burns,69.25,277,4
51,0,27644,Brian Harman,69.25,554,8
51,0,34098,Russell Henley,69.25,277,4
54,0,30926,Chris Kirk,69.29,485,7
55,0,31323,Gary Woodland,69.30,693,10
56,0,52955,Ludvig Ãberg,69.33,208,3
56,0,32757,Patton Kizzire,69.33,208,3
56,0,50525,Collin Morikawa,69.33,208,3
56,0,58168,Davis Thompson,69.33,624,9
60,0,27139,David Skinns,69.40,347,5
61,0,39327,Ben Silverman,69.43,486,7
62,0,51349,Nico Echavarria,69.50,417,6
62,0,56149,Wilson Furr,69.50,139,2
62,0,29535,Brice Garnett,69.50,139,2
62,0,52215,Robert MacIntyre,69.50,278,4
62,0,32839,Hideki Matsuyama,69.50,278,4
62,0,48867,Matti Schmid,69.50,417,6
62,0,47483,Will Zalatoris,69.50,139,2
69,0,46414,Aaron Rai,69.56,626,9
70,0,24024,Zach Johnson,69.57,487,7
71,0,29936,Ryan Fox,69.63,557,8
72,0,35461,Beau Hossler,69.67,418,6
73,0,34587,Chan Kim,69.75,558,8
73,0,47347,Adam Schenk,69.75,558,8
73,0,51890,Greyson Sigg,69.75,279,4
76,0,54628,Lee Hodges,69.80,349,5
76,0,46113,Ryan McCormick,69.80,349,5
76,0,50493,Justin Suh,69.80,349,5
79,0,50188,S.H. Kim,69.82,768,11
80,0,51997,Andrew Novak,69.86,489,7
81,0,47591,Eric Cole,69.89,629,9
82,0,55893,Sam Stevens,69.92,839,12
83,0,60004,Jacob Bridgeman,70.00,280,4
83,0,51766,Wyndham Clark,70.00,210,3
83,0,45157,Cam Davis,70.00,630,9
83,0,59095,Chris Gotterup,70.00,490,7
83,0,29478,Kevin Kisner,70.00,280,4
83,0,30163,Henrik Norlander,70.00,70,1
83,0,47806,Raul Pereda,70.00,70,1
83,0,49771,J.T. Poston,70.00,630,9
83,0,48081,Xander Schauffele,70.00,70,1
83,0,50484,Hayden Springer,70.00,280,4
83,0,48887,Matt Wallace,70.00,210,3
94,0,35310,Lanto Griffin,70.11,631,9
94,0,37378,Min Woo Lee,70.11,631,9
96,0,34046,Jordan Spieth,70.13,561,8
97,0,45522,Christiaan Bezuidenhout,70.17,421,6
97,0,45609,Tyler Duncan,70.17,421,6
97,0,46717,Viktor Hovland,70.17,421,6
97,0,27214,Kevin Streelman,70.17,421,6
101,0,48084,Wesley Bryan,70.20,351,5
101,0,51894,Vince Whaley,70.20,351,5
103,0,34255,Joseph Bramlett,70.25,562,8
103,0,27349,Alex Noren,70.25,281,4
103,0,22405,Justin Rose,70.25,281,4
103,0,48319,Tom Whitney,70.25,281,4
107,0,59866,Nick Dunlap,70.33,422,6
107,0,54576,Patrick Fishburn,70.33,211,3
107,0,52374,Brandon Wu,70.33,633,9
110,0,36801,Mark Hubbard,70.36,774,11
111,0,47993,Denny McCarthy,70.38,563,8
112,0,34563,Chesson Hadley,70.43,493,7
112,0,23108,Matt Kuchar,70.43,493,7
114,0,52514,Trace Crowe,70.50,423,6
114,0,60767,Blaine Hale Jr.,70.50,141,2
114,0,36871,Matt NeSmith,70.50,282,4
114,0,23320,Ryan Palmer,70.50,282,4
114,0,47983,Chad Ramey,70.50,282,4
119,0,49947,Taylor Moore,70.60,706,10
119,0,45242,Kevin Yu,70.60,353,5
121,0,31646,Emiliano Grillo,70.63,565,8
122,0,33141,Keegan Bradley,70.67,636,9
123,0,27129,Luke List,70.71,495,7
124,0,32102,Rickie Fowler,70.75,566,8
125,0,26476,Chez Reavie,70.83,425,6
125,0,27064,Jhonattan Vegas,70.83,425,6
127,0,33653,Thomas Detry,71.00,497,7
127,0,47663,Kevin Dougherty,71.00,142,2
127,0,55182,Tom Kim,71.00,497,7
127,0,36326,David Lipsky,71.00,142,2
127,0,48153,Matthieu Pavon,71.00,497,7
127,0,29221,Webb Simpson,71.00,355,5
127,0,33486,Roger Sloan,71.00,497,7
134,0,47988,Nick Hardy,71.08,853,12
135,0,52375,Doug Ghim,71.14,498,7
135,0,33399,Adam Hadwin,71.14,498,7
137,0,29725,Tony Finau,71.17,427,6
137,0,52513,Carson Young,71.17,427,6
139,0,34021,Bud Cauley,71.20,356,5
140,0,56630,Akshay Bhatia,71.25,570,8
140,0,51696,Rico Hoey,71.25,570,8
140,0,55789,Taylor Montgomery,71.25,285,4
140,0,51634,Sahith Theegala,71.25,570,8
144,0,54421,Garrick Higgo,71.29,499,7
144,0,25493,Nick Taylor,71.29,499,7
146,0,22371,Aaron Baddeley,71.33,428,6
146,0,35450,Patrick Cantlay,71.33,428,6
148,0,34374,Erik Barnes,71.40,357,5
148,0,40115,Adam Svensson,71.40,714,10
150,0,50095,Austin Smotherman,71.43,500,7
151,0,34076,Joel Dahmen,71.50,572,8
151,0,33204,Shane Lowry,71.50,572,8
151,0,29908,C.T. Pan,71.50,143,2
151,0,27649,Brandt Snedeker,71.50,143,2
155,0,46441,Robby Shelton,71.67,430,6
156,0,26596,Ryan Moore,71.71,502,7
157,0,27936,Martin Laird,71.75,574,8
158,0,49960,Sepp Straka,71.80,359,5
159,0,47420,Jake Knapp,71.83,431,6
159,0,32640,Troy Merritt,71.83,431,6
161,0,34466,Peter Malnati,71.86,503,7
162,0,40058,Zac Blair,72.00,432,6
162,0,28420,Ryan Brehm,72.00,144,2
162,0,52453,Nicolai HÃ¸jgaard,72.00,504,7
162,0,28237,Rory McIlroy,72.00,144,2
162,0,46046,Scottie Scheffler,72.00,144,2
162,0,48699,Callum Tarren,72.00,504,7
162,0,30927,Brendon Todd,72.00,720,10
162,0,55454,Carl Yuan,72.00,216,3
170,0,57362,Austin Eckroat,72.09,793,11
171,0,35532,Tom Hoge,72.25,578,8
172,0,32333,Kevin Tway,72.33,217,3
173,0,37212,Paul Barjon,72.50,145,2
174,0,59836,Pierceson Coody,72.80,364,5
175,0,57366,Cameron Young,72.86,510,7
176,0,55708,Hayden Buckley,73.00,146,2
176,0,52666,Sami Valimaki,73.00,292,4
178,0,38991,Alejandro Tosti,73.25,293,4
179,0,59442,Parker Coody,73.33,220,3
180,0,36799,Stephan Jaeger,73.60,368,5
181,0,48119,Ben Taylor,74.00,74,1
181,0,27330,Josh Teater,74.00,222,3
183,0,36884,Ben Kohles,75.00,225,3
183,0,51070,Vincent Norrman,75.00,150,2
