RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,52411,Kyle Westmoreland,150.4,1017613,188
2,0,58168,Davis Thompson,150.5,1224311,226
3,0,52955,Ludvig Åberg,151.6,545662,100
4,0,27974,Sung Kang,152.2,460347,84
5,0,52453,Nicolai Hojgaard,152.7,533103,97
6,0,33948,Byeong Hun An,153.0,1189561,216
7,0,39975,Michael Kim,153.6,1033702,187
8,0,28420,Ryan Brehm,154.0,1169539,211
9,0,33141,Keegan Bradley,154.2,976719,176
10,0,20229,Stewart Cink,154.3,1027748,185
10,0,36699,Patrick Rodgers,154.3,1277268,230
10,0,45242,Kevin Yu,154.3,716679,129
13,0,32662,Michael Gligic,154.7,1002672,180
14,0,39067,MJ Daffue,155.1,1194718,214
14,0,40250,Taylor Pendrith,155.1,1155560,207
16,0,30692,Scott Stallings,155.7,1042853,186
17,0,34255,Joseph Bramlett,156.2,984107,175
17,0,48084,Wesley Bryan,156.2,500565,89
17,0,33597,Harry Higgs,156.2,1051660,187
20,0,29970,Dylan Frittelli,156.3,1114159,198
20,0,39546,Keith Mitchell,156.3,1113919,198
22,0,39058,Lucas Herbert,156.6,823276,146
22,0,34466,Peter Malnati,156.6,1251461,222
24,0,51070,Vincent Norrman,156.7,1043467,185
25,0,39335,Kevin Roy,156.9,864212,153
25,0,48119,Ben Taylor,156.9,1417886,251
27,0,51890,Greyson Sigg,157.1,1136678,201
28,0,35617,Martin Trainer,157.3,747286,132
29,0,32640,Troy Merritt,157.5,1156943,204
30,0,47347,Adam Schenk,157.7,1396343,246
30,0,57366,Cameron Young,157.7,999205,176
32,0,33653,Thomas Detry,157.8,1085142,191
33,0,49766,Hank Lebioda,158.0,705313,124
34,0,37338,Zecheng Dou,158.1,1258172,221
35,0,57975,Harry Hall,158.2,1144742,201
36,0,35506,Mackenzie Hughes,158.4,1060415,186
36,0,58696,Peter Kuest,158.4,496243,87
38,0,48699,Callum Tarren,158.5,1295347,227
38,0,25632,Jimmy Walker,158.5,1295249,227
40,0,51950,Max McGreevy,158.6,1290222,226
41,0,47504,Sam Burns,158.7,1039779,182
41,0,46340,Alex Smalley,158.7,1325478,232
43,0,54421,Garrick Higgo,158.8,1417651,248
44,0,36724,Augusto Núñez,158.9,938317,164
45,0,28089,Jason Day,159.2,842326,147
45,0,36799,Stephan Jaeger,159.2,1409911,246
45,0,58967,Trevor Werbylo,159.2,1008618,176
48,0,49298,Kramer Hickok,159.4,1188206,207
48,0,47983,Chad Ramey,159.4,1342487,234
48,0,55893,Sam Stevens,159.4,1331548,232
51,0,33408,Tyson Alexander,159.5,1246284,217
52,0,51349,Nico Echavarria,159.6,959294,167
52,0,47988,Nick Hardy,159.6,1499326,261
52,0,49947,Taylor Moore,159.6,1252698,218
52,0,40006,Erik van Rooyen,159.6,1028688,179
56,0,52375,Doug Ghim,159.7,1040410,181
56,0,34431,Robert Streb,159.7,1052367,183
58,0,27214,Kevin Streelman,159.8,1357904,236
59,0,47128,Richy Werenski,159.9,1289099,224
60,0,22371,Aaron Baddeley,160.0,777422,135
60,0,22405,Justin Rose,160.0,823641,143
60,0,48867,Matti Schmid,160.0,904218,157
63,0,51491,Brandon Matthews,160.1,927909,161
64,0,29535,Brice Garnett,160.2,870983,151
64,0,27644,Brian Harman,160.2,911455,158
64,0,12716,Charley Hoffman,160.2,916957,159
64,0,30926,Chris Kirk,160.2,1049791,182
64,0,55454,Carl Yuan,160.2,1228198,213
69,0,35461,Beau Hossler,160.3,1264151,219
70,0,46601,Trey Mullinax,160.5,1213213,210
71,0,39977,Max Homa,160.6,965601,167
71,0,50188,S.H. Kim,160.6,1457154,252
73,0,29908,C.T. Pan,160.8,561465,97
73,0,50095,Austin Smotherman,160.8,1378012,238
75,0,39997,Corey Conners,160.9,1036639,179
75,0,32816,Satoshi Kodaira,160.9,695302,120
75,0,29289,S.Y. Noh,160.9,787763,136
75,0,51997,Andrew Novak,160.9,938499,162
75,0,39324,J.J. Spaun,160.9,1094875,189
80,0,29221,Webb Simpson,161.0,933435,161
81,0,49453,Trevor Cone,161.1,1107627,191
82,0,39954,Cody Gribble,161.2,783408,135
82,0,27554,Scott Harrington,161.2,1067595,184
84,0,45157,Cam Davis,161.3,1242850,214
84,0,39971,Sungjae Im,161.3,1166933,201
84,0,47995,Davis Riley,161.3,1410750,243
87,0,32757,Patton Kizzire,161.4,1347752,232
88,0,30927,Brendon Todd,161.5,1145274,197
89,0,47591,Eric Cole,161.6,1530044,263
89,0,25818,Scott Piercy,161.6,1268417,218
91,0,28237,Rory McIlroy,161.7,780192,134
92,0,32448,James Hahn,161.8,1135895,195
93,0,56630,Akshay Bhatia,161.9,932493,160
93,0,54591,Ben Griffin,161.9,1335018,229
93,0,35532,Tom Hoge,161.9,1276763,219
96,0,27936,Martin Laird,162.0,1102086,189
96,0,32333,Kevin Tway,162.0,1329806,228
96,0,32139,Danny Willett,162.0,898211,154
99,0,27129,Luke List,162.1,1371406,235
99,0,37275,Sam Ryder,162.1,1307196,224
101,0,53165,Doc Redman,162.2,1220378,209
101,0,25493,Nick Taylor,162.2,1179534,202
103,0,25686,Jason Dufner,162.4,1186927,203
103,0,54628,Lee Hodges,162.4,1379470,236
105,0,46717,Viktor Hovland,162.5,977163,167
105,0,46442,Maverick McNealy,162.5,777961,133
105,0,22056,Cameron Percy,162.5,602434,103
108,0,28775,Nate Lashley,162.7,1212543,207
108,0,52374,Brandon Wu,162.7,1417727,242
110,0,55789,Taylor Montgomery,162.8,1441438,246
111,0,40162,Justin Lower,163.0,1296744,221
112,0,35449,Adam Long,163.1,1426924,243
113,0,40098,Matt Fitzpatrick,163.2,857998,146
113,0,31557,Jim Herman,163.2,1187031,202
113,0,33410,Andrew Landry,163.2,1063289,181
113,0,51634,Sahith Theegala,163.2,1392668,237
117,0,29725,Tony Finau,163.3,1017299,173
118,0,51766,Wyndham Clark,163.4,1240870,211
118,0,55182,Tom Kim,163.4,1052893,179
120,0,27095,Nick Watney,163.5,1194880,203
121,0,52372,Cameron Champ,163.6,1066264,181
122,0,26476,Chez Reavie,163.7,1337671,227
123,0,47079,Harrison Endycott,163.8,1196769,203
123,0,35879,Kelly Kraft,163.8,1214751,206
123,0,34610,Matthias Schwab,163.8,1462340,248
126,0,40058,Zac Blair,163.9,1074156,182
126,0,55708,Hayden Buckley,163.9,1085975,184
126,0,33399,Adam Hadwin,163.9,1132951,192
126,0,36801,Mark Hubbard,163.9,1362724,231
130,0,50493,Justin Suh,164.2,1631627,276
131,0,19803,Ryan Armour,164.4,1142284,193
132,0,24925,Jonathan Byrd,164.6,568912,96
132,0,54783,Dylan Wu,164.6,1280172,216
134,0,31577,Tano Goya,164.7,1025634,173
134,0,37455,Si Woo Kim,164.7,1262638,213
136,0,36871,Matt NeSmith,164.9,1383553,233
137,0,49771,J.T. Poston,165.0,1247577,210
137,0,33448,Justin Thomas,165.0,1116842,188
139,0,45522,Christiaan Bezuidenhout,165.1,1177102,198
139,0,52513,Carson Young,165.1,1206712,203
141,0,34076,Joel Dahmen,165.2,1325989,223
141,0,45609,Tyler Duncan,165.2,1290253,217
141,0,32102,Rickie Fowler,165.2,1219492,205
141,0,51414,Brent Grant,165.2,1183451,199
141,0,35310,Lanto Griffin,165.2,790754,133
146,0,35901,Paul Haley II,165.3,1404471,236
146,0,50525,Collin Morikawa,165.3,910733,153
148,0,34363,Tyrrell Hatton,165.4,887042,149
149,0,32366,Kevin Chappell,165.7,632164,106
149,0,31646,Emiliano Grillo,165.7,1461572,245
151,0,34563,Chesson Hadley,165.9,1140582,191
151,0,33413,Ben Martin,165.9,1367419,229
