RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,46435,Austin Cook,158.7,1022830,179
2,0,34098,Russell Henley,159.5,1659953,289
3,0,29289,S.Y. Noh,161.3,998977,172
4,0,35901,Paul Haley II,163.9,1351118,229
5,0,19803,Ryan Armour,164.0,1340409,227
6,0,24024,Zach Johnson,165.4,1065863,179
7,0,30927,Brendon Todd,166.1,2080935,348
8,0,31560,Brian Stuard,166.3,975801,163
9,0,33410,Andrew Landry,166.5,1264870,211
10,0,53165,Doc Redman,166.8,1489270,248
11,0,25900,Lucas Glover,168.2,1901605,314
12,0,32816,Satoshi Kodaira,168.5,1055620,174
13,0,35532,Tom Hoge,169.3,2255235,370
14,0,50493,Justin Suh,169.5,2306895,378
15,0,37275,Sam Ryder,169.9,2226553,364
15,0,32139,Danny Willett,169.9,1064191,174
17,0,22056,Cameron Percy,170.1,924732,151
18,0,49298,Kramer Hickok,170.3,1581621,258
18,0,40162,Justin Lower,170.3,1913125,312
20,0,33122,Russell Knox,170.6,1775418,289
20,0,35879,Kelly Kraft,170.6,1658433,270
22,0,34409,David Lingmerth,170.7,1192048,194
23,0,27095,Nick Watney,171.0,1046510,170
24,0,27963,Chris Stroud,171.3,875449,142
25,0,25493,Nick Taylor,171.6,1908889,309
26,0,40058,Zac Blair,172.1,1499021,242
26,0,26596,Ryan Moore,172.1,1517593,245
28,0,49771,J.T. Poston,172.5,2185394,352
28,0,50095,Austin Smotherman,172.5,1950198,314
28,0,55893,Sam Stevens,172.5,1937640,312
31,0,49766,Hank Lebioda,172.7,839560,135
32,0,33408,Tyson Alexander,173.1,1558071,250
32,0,27974,Sung Kang,173.1,704197,113
34,0,24140,Sean O'Hair,173.4,693007,111
34,0,47995,Davis Riley,173.4,1865954,299
36,0,39975,Michael Kim,173.5,1573613,252
37,0,57975,Harry Hall,173.6,1918632,307
37,0,47993,Denny McCarthy,173.6,2130523,341
39,0,32839,Hideki Matsuyama,173.8,1833309,293
40,0,34563,Chesson Hadley,174.0,1922583,307
41,0,39997,Corey Conners,174.1,1942783,310
41,0,47347,Adam Schenk,174.1,2344361,374
43,0,55454,Carl Yuan,174.3,1794599,286
44,0,48084,Wesley Bryan,174.4,709289,113
44,0,27644,Brian Harman,174.4,1908124,304
