RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER TEE SHOT,TOTAL TEE SHOTS
1,0,52955,Ludvig Åberg,153.8,3450542.000,623
2,0,45242,Kevin Yu,154.1,3683498.000,664
3,0,28237,Rory McIlroy,154.3,4411415.000,794
4,0,57366,Cameron Young,154.6,5129888.000,922
5,0,58696,Peter Kuest,155.8,3055978.000,545
6,0,49453,Trevor Cone,155.9,4877619.000,869
7,0,39067,MJ Daffue,157.6,5780409.000,1019
8,0,51414,Brent Grant,157.9,4461555.000,785
9,0,51491,Brandon Matthews,158.8,3269390.000,572
10,0,51070,Vincent Norrman,159.2,5129774.000,895
11,0,27129,Luke List,159.6,6534524.000,1137
12,0,33948,Byeong Hun An,160.1,7000598.000,1215
12,0,24502,Adam Scott,160.1,4116183.000,714
14,0,48699,Callum Tarren,160.3,6450032.000,1118
15,0,48867,Matti Schmid,160.5,4096657.000,709
16,0,55454,Carl Yuan,160.6,5456541.000,944
17,0,52411,Kyle Westmoreland,160.7,4592277.000,794
18,0,39546,Keith Mitchell,161.0,5869795.000,1013
19,0,28420,Ryan Brehm,161.2,5322224.000,917
20,0,52372,Cameron Champ,161.6,4688358.000,806
21,0,27554,Scott Harrington,162.1,4557332.000,781
22,0,46046,Scottie Scheffler,162.2,5971764.000,1023
23,0,39058,Lucas Herbert,162.3,3833642.000,656
24,0,45157,Cam Davis,162.7,6494570.000,1109
25,0,40250,Taylor Pendrith,162.9,6444745.000,1099
25,0,55893,Sam Stevens,162.9,6630725.000,1131
27,0,35450,Patrick Cantlay,163.0,5050834.000,861
27,0,58168,Davis Thompson,163.0,7037370.000,1199
29,0,46717,Viktor Hovland,163.2,5664412.000,964
30,0,32333,Kevin Tway,163.3,6495046.000,1105
31,0,52453,Nicolai Hojgaard,163.4,2705255.000,460
32,0,46601,Trey Mullinax,163.6,5395905.000,916
33,0,46970,Jon Rahm,164.0,4836114.000,819
34,0,47988,Nick Hardy,164.2,7230593.000,1223
35,0,36799,Stephan Jaeger,164.3,8683901.000,1468
35,0,36724,Augusto Núñez,164.3,4690794.000,793
37,0,39997,Corey Conners,164.5,6178305.000,1043
38,0,56630,Akshay Bhatia,164.6,4762772.000,804
38,0,51766,Wyndham Clark,164.6,6813361.000,1150
40,0,54421,Garrick Higgo,164.7,7330186.000,1236
41,0,34255,Joseph Bramlett,165.1,5497402.000,925
42,0,37338,Zecheng Dou,165.2,6179742.000,1039
43,0,12716,Charley Hoffman,165.3,4659289.000,783
43,0,39977,Max Homa,165.3,6344996.000,1066
45,0,47504,Sam Burns,165.5,5959040.000,1000
46,0,35461,Beau Hossler,165.6,7200773.000,1208
47,0,36699,Patrick Rodgers,165.9,6812762.000,1141
47,0,30692,Scott Stallings,165.9,5510995.000,923
49,0,32662,Michael Gligic,166.0,4249669.000,711
49,0,39324,J.J. Spaun,166.0,6909592.000,1156
51,0,55708,Hayden Buckley,166.4,5392699.000,900
51,0,56762,Will Gordon,166.4,7289987.000,1217
53,0,33653,Thomas Detry,166.5,5513246.000,920
53,0,33448,Justin Thomas,166.5,5496568.000,917
55,0,34563,Chesson Hadley,166.7,6446496.000,1074
55,0,35617,Martin Trainer,166.7,3131963.000,522
57,0,20229,Stewart Cink,166.8,5385732.000,897
58,0,23320,Ryan Palmer,166.9,5378734.000,895
59,0,45609,Tyler Duncan,167.1,6593061.000,1096
59,0,58967,Trevor Werbylo,167.1,4763167.000,792
61,0,34046,Jordan Spieth,167.2,5102865.000,848
62,0,34431,Robert Streb,167.3,5175113.000,859
63,0,32757,Patton Kizzire,167.5,6866295.000,1139
63,0,50095,Austin Smotherman,167.5,6694162.000,1110
65,0,34363,Tyrrell Hatton,167.6,5497928.000,911
65,0,33597,Harry Higgs,167.6,4869689.000,807
67,0,28089,Jason Day,167.8,5304368.000,878
67,0,48117,Kurt Kitayama,167.8,4541793.000,752
69,0,25632,Jimmy Walker,167.9,6256631.000,1035
70,0,33408,Tyson Alexander,168.0,5758411.000,952
70,0,31323,Gary Woodland,168.0,6073258.000,1004
72,0,39971,Sungjae Im,168.1,7160294.000,1183
73,0,47995,Davis Riley,168.2,6223946.000,1028
73,0,47347,Adam Schenk,168.2,8161391.000,1348
75,0,39975,Michael Kim,168.3,5736647.000,947
76,0,40006,Erik van Rooyen,168.4,4594290.000,758
77,0,50188,S.H. Kim,168.5,8129277.000,1340
77,0,51997,Andrew Novak,168.5,5665949.000,934
79,0,48084,Wesley Bryan,168.7,2587774.000,426
79,0,31577,Tano Goya,168.7,5434154.000,895
81,0,32791,K.H. Lee,168.8,6848004.000,1127
81,0,49947,Taylor Moore,168.8,6715570.000,1105
81,0,51634,Sahith Theegala,168.8,7150637.000,1177
84,0,32366,Kevin Chappell,168.9,2998477.000,493
84,0,40098,Matt Fitzpatrick,168.9,5300754.000,872
86,0,33141,Keegan Bradley,169.0,5645485.000,928
86,0,54591,Ben Griffin,169.0,7526192.000,1237
86,0,47983,Chad Ramey,169.0,7494437.000,1232
89,0,27644,Brian Harman,169.1,6655600.000,1093
89,0,49771,J.T. Poston,169.1,7221901.000,1186
89,0,39335,Kevin Roy,169.1,4388206.000,721
92,0,57362,Austin Eckroat,169.2,5992665.000,984
93,0,25686,Jason Dufner,169.4,5781278.000,948
93,0,37455,Si Woo Kim,169.4,7233705.000,1186
95,0,34076,Joel Dahmen,169.5,6118835.000,1003
96,0,29725,Tony Finau,169.7,6144114.000,1006
96,0,29420,Billy Horschel,169.7,4399012.000,720
98,0,29970,Dylan Frittelli,169.8,4889519.000,800
99,0,29221,Webb Simpson,169.9,4416770.000,722
100,0,39954,Cody Gribble,170.1,4224616.000,690
100,0,33204,Shane Lowry,170.1,4741007.000,774
100,0,51890,Greyson Sigg,170.1,7540171.000,1231
100,0,46340,Alex Smalley,170.1,7845604.000,1281
104,0,48887,Matt Wallace,170.3,5510473.000,899
105,0,55789,Taylor Montgomery,170.4,7150878.000,1166
106,0,48081,Xander Schauffele,170.5,5212417.000,849
107,0,55182,Tom Kim,170.8,6463228.000,1051
107,0,48119,Ben Taylor,170.8,7088668.000,1153
109,0,32102,Rickie Fowler,170.9,6811422.000,1107
109,0,52375,Doug Ghim,170.9,6310892.000,1026
109,0,35506,Mackenzie Hughes,170.9,5992689.000,974
109,0,34610,Matthias Schwab,170.9,6797514.000,1105
113,0,34466,Peter Malnati,171.1,6412368.000,1041
113,0,28252,Seamus Power,171.1,5549303.000,901
115,0,49298,Kramer Hickok,171.2,6607529.000,1072
115,0,32640,Troy Merritt,171.2,5973359.000,969
117,0,47591,Eric Cole,171.3,9178856.000,1488
117,0,25818,Scott Piercy,171.3,5955583.000,966
119,0,57975,Harry Hall,171.5,6235595.000,1010
119,0,30926,Chris Kirk,171.5,6489720.000,1051
119,0,40115,Adam Svensson,171.5,8838726.000,1432
122,0,28775,Nate Lashley,171.7,7174471.000,1161
122,0,47128,Richy Werenski,171.7,6088964.000,985
124,0,52374,Brandon Wu,171.8,7246551.000,1172
125,0,32448,James Hahn,172.0,5913563.000,955
126,0,33410,Andrew Landry,172.1,5419938.000,875
126,0,29289,S.Y. Noh,172.1,3846466.000,621
128,0,29908,C.T. Pan,172.2,3367111.000,543
129,0,35532,Tom Hoge,172.3,7295865.000,1176
129,0,49960,Sepp Straka,172.3,6580042.000,1061
131,0,31646,Emiliano Grillo,172.4,7573811.000,1220
132,0,23108,Matt Kuchar,172.5,6832450.000,1100
132,0,36871,Matt NeSmith,172.5,7180097.000,1156
132,0,52513,Carson Young,172.5,6450400.000,1039
135,0,27349,Alex Noren,172.6,6146897.000,989
136,0,30911,Tommy Fleetwood,172.7,5316588.000,855
137,0,46442,Maverick McNealy,172.8,4098716.000,659
138,0,47079,Harrison Endycott,172.9,5833390.000,937
138,0,32839,Hideki Matsuyama,172.9,6012578.000,966
138,0,53165,Doc Redman,172.9,5745505.000,923
141,0,27214,Kevin Streelman,173.2,7274423.000,1167
142,0,54783,Dylan Wu,173.3,6782814.000,1087
143,0,54628,Lee Hodges,173.4,7672326.000,1229
143,0,33413,Ben Martin,173.4,6867282.000,1100
145,0,25493,Nick Taylor,173.5,6427251.000,1029
146,0,50525,Collin Morikawa,173.6,5381478.000,861
147,0,35310,Lanto Griffin,173.7,3870989.000,619
148,0,51349,Nico Echavarria,173.9,4650939.000,743
149,0,50493,Justin Suh,174.0,8360097.000,1335
150,0,40162,Justin Lower,174.1,6944664.000,1108
150,0,37275,Sam Ryder,174.1,7545191.000,1204
152,0,22056,Cameron Percy,174.2,3912427.000,624
153,0,34098,Russell Henley,174.4,6367004.000,1014
154,0,31557,Jim Herman,174.5,5402429.000,860
155,0,27974,Sung Kang,174.7,2698146.000,429
155,0,46414,Aaron Rai,174.7,7589774.000,1207
157,0,34099,Harris English,174.8,7067458.000,1123
157,0,47993,Denny McCarthy,174.8,7624744.000,1212
159,0,25900,Lucas Glover,175.3,7005962.000,1110
159,0,51950,Max McGreevy,175.3,5527090.000,876
159,0,32139,Danny Willett,175.3,4599263.000,729
162,0,36801,Mark Hubbard,175.6,7732114.000,1223
163,0,59018,Ryan Gerard,175.7,4282620.000,677
164,0,46441,Robby Shelton,176.1,7225929.000,1140
165,0,24140,Sean O'Hair,176.3,2690908.000,424
166,0,33399,Adam Hadwin,176.4,7117587.000,1121
167,0,45522,Christiaan Bezuidenhout,176.5,6934133.000,1091
168,0,33122,Russell Knox,176.7,7360682.000,1157
169,0,36326,David Lipsky,176.9,7068132.000,1110
