RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,30927,Brendon Todd,44.80,508,1134
2,0,34046,Jordan Spieth,44.30,606,1368
3,0,22371,Aaron Baddeley,43.88,703,1602
4,0,27895,Jonas Blixt,43.86,600,1368
5,0,20098,Stuart Appleby,43.80,544,1242
6,0,28089,Jason Day,43.64,542,1242
7,0,01810,Phil Mickelson,43.52,564,1296
8,0,06527,Steve Stricker,43.50,415,954
9,0,35539,Luke Guthrie,42.93,425,990
10,0,23800,Bryce Molder,42.74,600,1404
11,0,34262,Jon Curran,42.54,758,1782
12,0,34466,Peter Malnati,42.35,648,1530
13,0,29222,Billy Hurley III,42.34,503,1188
14,0,31416,Derek Fathauer,42.14,713,1692
15,0,27747,Hiroshi Iwata,41.97,627,1494
16,0,25892,Steve Wheatcroft,41.91,611,1458
17,0,30925,Dustin Johnson,41.80,617,1476
18,0,23541,Ben Crane,41.74,571,1368
19,0,27644,Brian Harman,41.61,779,1872
20,0,25349,Tim Wilkinson,41.58,509,1224
21,0,21731,Freddie Jacobson,41.54,643,1548
22,0,25274,Steven Bowditch,41.47,530,1278
23,0,39975,Michael Kim,41.44,716,1728
24,0,35300,Andrew Loupe,41.41,559,1350
25,0,33399,Adam Hadwin,41.40,693,1674
26,0,10213,Dicky Pride,41.30,394,954
27,0,25632,Jimmy Walker,41.26,609,1476
28,0,32839,Hideki Matsuyama,41.25,542,1314
29,0,24024,Zach Johnson,41.21,638,1548
30,0,27141,J.B. Holmes,41.07,547,1332
31,0,31420,Anirban Lahiri,41.06,510,1242
32,0,20157,Retief Goosen,41.01,406,990
33,0,25834,Daniel Summerhays,40.97,730,1782
34,0,30926,Chris Kirk,40.92,626,1530
35,0,33461,Morgan Hoffmann,40.88,493,1206
36,0,24846,Ricky Barnes,40.86,684,1674
37,0,27649,Brandt Snedeker,40.70,652,1602
38,0,29478,Kevin Kisner,40.66,688,1692
39,0,40058,Zac Blair,40.64,695,1710
40,0,32640,Troy Merritt,40.62,563,1386
41,0,36689,Brooks Koepka,40.56,511,1260
42,0,36801,Mark Hubbard,40.55,708,1746
43,0,37455,Si Woo Kim,40.47,794,1962
44,0,20472,Alex Cejka,40.46,488,1206
45,0,24140,Sean O'Hair,40.45,648,1602
46,0,30711,Colt Knost,40.44,626,1548
47,0,34360,Patrick Reed,40.43,735,1818
47,0,34265,Will Wilcox,40.43,473,1170
49,0,31560,Brian Stuard,40.40,480,1188
50,0,24494,Erik Compton,40.39,458,1134
51,0,24357,K.J. Choi,40.33,530,1314
51,0,20104,Ken Duke,40.33,392,972
51,0,27129,Luke List,40.33,559,1386
51,0,29289,S.Y. Noh,40.33,588,1458
55,0,35732,Wes Roach,40.30,399,990
56,0,29461,Jamie Lovemark,40.23,659,1638
56,0,27770,Camilo Villegas,40.23,572,1422
58,0,26596,Ryan Moore,40.19,586,1458
59,0,06522,Ernie Els,40.15,477,1188
60,0,28679,Fabián Gómez,40.08,570,1422
61,0,27974,Sung Kang,40.04,627,1566
62,0,35891,Cameron Smith,40.02,497,1242
63,0,34099,Harris English,39.92,697,1746
64,0,35532,Tom Hoge,39.90,553,1386
65,0,24781,Hunter Mahan,39.89,438,1098
66,0,33419,Cameron Tringale,39.83,552,1386
67,0,23108,Matt Kuchar,39.81,688,1728
68,0,23320,Ryan Palmer,39.79,616,1548
69,0,32757,Patton Kizzire,39.76,637,1602
70,0,25396,Kevin Na,39.73,665,1674
71,0,24507,Jason Bohn,39.72,479,1206
72,0,20766,Padraig Harrington,39.71,386,972
72,0,28132,Tyrone Van Aswegen,39.71,729,1836
74,0,28237,Rory McIlroy,39.70,443,1116
75,0,29926,Danny Lee,39.69,643,1620
76,0,28475,Jeff Overton,39.66,464,1170
77,0,27942,Rob Oppenheim,39.59,449,1134
78,0,06567,Vijay Singh,39.51,512,1296
79,0,25720,Chad Collins,39.35,517,1314
80,0,25493,Nick Taylor,39.24,558,1422
81,0,29223,Sam Saunders,39.23,459,1170
82,0,26476,Chez Reavie,39.21,607,1548
83,0,28092,D.H. Lee,39.18,402,1026
84,0,34409,David Lingmerth,39.16,571,1458
85,0,33410,Andrew Landry,39.12,345,882
86,0,23325,Vaughn Taylor,39.04,506,1296
87,0,26851,Marc Leishman,39.02,604,1548
88,0,24490,George McNeill,39.00,358,918
89,0,32876,Martin Piller,38.99,400,1026
89,0,23621,Rory Sabbatini,38.99,379,972
91,0,22892,Jason Gore,38.96,519,1332
92,0,29479,Scott Brown,38.89,616,1584
93,0,30692,Scott Stallings,38.81,489,1260
94,0,27963,Chris Stroud,38.75,558,1440
95,0,12716,Charley Hoffman,38.70,613,1584
96,0,29725,Tony Finau,38.65,661,1710
97,0,21961,Charles Howell III,38.64,633,1638
98,0,29974,Branden Grace,38.61,417,1080
98,0,27466,Spencer Levin,38.61,695,1800
98,0,25572,Graeme McDowell,38.61,417,1080
98,0,31202,William McGirt,38.61,681,1764
102,0,26758,David Hearn,38.60,660,1710
103,0,26331,Charl Schwartzel,38.57,486,1260
104,0,20572,Rod Pampling,38.56,347,900
105,0,32150,Michael Thompson,38.48,471,1224
106,0,26300,Matt Jones,38.47,554,1440
107,0,23983,Luke Donald,38.41,560,1458
108,0,27936,Martin Laird,38.39,539,1404
109,0,34261,Scott Langley,38.36,435,1134
110,0,25240,D.A. Points,38.34,352,918
111,0,46440,Smylie Kaufman,38.26,606,1584
112,0,45526,Abraham Ancer,38.19,330,864
113,0,02206,David Toms,38.17,426,1116
114,0,34264,Hudson Swafford,38.14,714,1872
115,0,33413,Ben Martin,38.13,604,1584
116,0,08075,Jerry Kelly,38.08,521,1368
116,0,33122,Russell Knox,38.08,610,1602
118,0,29221,Webb Simpson,38.02,479,1260
119,0,34563,Chesson Hadley,37.97,540,1422
120,0,35879,Kelly Kraft,37.95,403,1062
121,0,25198,Francesco Molinari,37.93,437,1152
122,0,29720,Andres Gonzales,37.89,532,1404
123,0,26289,Boo Weekley,37.88,566,1494
124,0,33448,Justin Thomas,37.85,654,1728
125,0,32102,Rickie Fowler,37.81,524,1386
126,0,29420,Billy Horschel,37.78,476,1260
127,0,31557,Jim Herman,37.75,632,1674
128,0,35545,Blayne Barber,37.71,543,1440
128,0,34174,John Huh,37.71,577,1530
130,0,33667,Carlos Ortiz,37.70,509,1350
131,0,12510,Chad Campbell,37.65,610,1620
131,0,24502,Adam Scott,37.65,515,1368
133,0,29476,Kyle Reifers,37.64,752,1998
134,0,32366,Kevin Chappell,37.63,630,1674
134,0,21878,Mark Wilson,37.63,420,1116
136,0,22046,Geoff Ogilvy,37.57,399,1062
137,0,30163,Henrik Norlander,37.56,453,1206
138,0,31323,Gary Woodland,37.48,614,1638
139,0,20848,Ángel Cabrera,37.37,417,1116
139,0,22405,Justin Rose,37.37,417,1116
141,0,29268,Bronson Burgoon,37.34,531,1422
141,0,28158,Steve Marino,37.34,457,1224
143,0,30110,Kyle Stanley,37.33,598,1602
144,0,23638,Brendon de Jonge,37.31,544,1458
145,0,24358,Robert Garrigus,37.26,436,1170
146,0,25364,Paul Casey,37.24,496,1332
147,0,37273,Derek Ernst,37.23,382,1026
148,0,24912,Will MacKenzie,37.22,536,1440
149,0,24924,Bill Haas,37.20,549,1476
150,0,40026,Daniel Berger,37.14,595,1602
150,0,20645,John Senden,37.14,575,1548
152,0,34098,Russell Henley,37.13,508,1368
153,0,25686,Jason Dufner,37.04,680,1836
153,0,27064,Jhonattan Vegas,37.04,620,1674
155,0,29745,Tyler Aldridge,36.99,526,1422
156,0,33204,Shane Lowry,36.93,359,972
157,0,37189,Harold Varner III,36.84,610,1656
158,0,37454,Whee Kim,36.82,517,1404
159,0,32448,James Hahn,36.80,563,1530
160,0,27436,Graham DeLaet,36.70,436,1188
161,0,33418,Shawn Stefani,36.65,574,1566
162,0,21209,Sergio Garcia,36.60,336,918
163,0,26951,Johnson Wagner,36.56,566,1548
164,0,32200,Roberto Castro,36.54,638,1746
164,0,31646,Emiliano Grillo,36.54,592,1620
166,0,32618,Rhein Gibson,36.52,355,972
166,0,25900,Lucas Glover,36.52,493,1350
168,0,25818,Scott Piercy,36.51,552,1512
169,0,28114,Dawie van der Walt,36.43,459,1260
170,0,29485,Brett Stegmaier,36.21,554,1530
171,0,27214,Kevin Streelman,36.04,532,1476
172,0,26329,Louis Oosthuizen,36.01,363,1008
172,0,36699,Patrick Rodgers,36.01,551,1530
174,0,25804,Bubba Watson,35.75,444,1242
175,0,30944,Jason Kokrak,35.64,571,1602
176,0,35451,Scott Pinckney,35.49,543,1530
177,0,34431,Robert Streb,35.32,534,1512
178,0,10809,Jim Furyk,35.26,330,936
179,0,29518,Brendan Steele,35.19,532,1512
180,0,20691,Greg Owen,34.43,502,1458
181,0,33141,Keegan Bradley,34.28,506,1476
182,0,10885,Robert Allenby,34.20,314,918
183,0,24461,Thomas Aiken,33.92,403,1188
184,0,20229,Stewart Cink,33.52,368,1098
185,0,23353,J.J. Henry,31.73,377,1188
