RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
1,0,23983,Luke Donald,+2.17,69.30,71.47
2,0,06527,Steve Stricker,+1.81,69.33,71.14
3,0,29221,Webb Simpson,+1.70,69.16,70.86
4,0,27095,Nick Watney,+1.46,69.57,71.03
5,0,23108,Matt Kuchar,+1.45,69.60,71.05
5,0,26331,Charl Schwartzel,+1.45,70.50,71.95
7,0,01810,Phil Mickelson,+1.31,70.21,71.52
8,0,21961,Charles Howell III,+1.30,69.85,71.15
9,0,21209,Sergio Garcia,+1.27,70.23,71.50
9,0,02206,David Toms,+1.27,69.55,70.82
11,0,28089,Jason Day,+1.24,69.86,71.10
12,0,24781,Hunter Mahan,+1.21,69.98,71.19
13,0,31323,Gary Woodland,+1.12,70.11,71.23
14,0,24357,K.J. Choi,+1.06,70.52,71.58
15,0,21731,Freddie Jacobson,+1.05,70.16,71.21
15,0,27649,Brandt Snedeker,+1.05,69.94,70.99
17,0,27466,Spencer Levin,+1.03,70.00,71.03
18,0,24502,Adam Scott,+1.02,70.24,71.26
19,0,32102,Rickie Fowler,+1.01,70.51,71.52
19,0,24024,Zach Johnson,+1.01,70.08,71.09
21,0,24924,Bill Haas,+.94,70.11,71.05
22,0,20645,John Senden,+.90,70.28,71.18
23,0,22405,Justin Rose,+.88,70.45,71.33
23,0,23623,Bo Van Pelt,+.88,70.30,71.18
25,0,22371,Aaron Baddeley,+.87,70.22,71.09
26,0,27936,Martin Laird,+.86,70.17,71.03
27,0,27141,J.B. Holmes,+.80,70.77,71.57
28,0,06573,Brandt Jobe,+.79,70.33,71.12
28,0,19970,Robert Karlsson,+.79,70.64,71.43
30,0,30925,Dustin Johnson,+.76,70.75,71.51
31,0,19846,Brian Gay,+.74,70.32,71.06
32,0,33141,Keegan Bradley,+.73,70.63,71.36
33,0,10885,Robert Allenby,+.69,70.69,71.38
33,0,30110,Kyle Stanley,+.69,70.32,71.01
35,0,25686,Jason Dufner,+.67,70.36,71.03
35,0,26596,Ryan Moore,+.67,70.63,71.30
35,0,25345,Carl Pettersson,+.67,70.25,70.92
38,0,12510,Chad Campbell,+.65,70.40,71.05
38,0,23800,Bryce Molder,+.65,70.17,70.82
38,0,22046,Geoff Ogilvy,+.65,70.53,71.18
41,0,25396,Kevin Na,+.64,70.43,71.07
42,0,25804,Bubba Watson,+.63,70.56,71.19
43,0,24663,Y.E. Yang,+.62,70.80,71.42
44,0,21753,Brian Davis,+.61,70.40,71.01
44,0,23638,Brendon de Jonge,+.61,70.19,70.80
46,0,10809,Jim Furyk,+.57,70.57,71.14
46,0,30926,Chris Kirk,+.57,70.29,70.86
48,0,20229,Stewart Cink,+.56,71.00,71.56
49,0,23621,Rory Sabbatini,+.54,70.71,71.25
49,0,27214,Kevin Streelman,+.54,70.69,71.23
51,0,23541,Ben Crane,+.52,70.44,70.96
51,0,08075,Jerry Kelly,+.52,70.24,70.76
53,0,11123,Chris Couch,+.51,70.18,70.69
54,0,20848,Ángel Cabrera,+.50,71.02,71.52
54,0,25240,D.A. Points,+.50,70.81,71.31
56,0,20498,Briny Baird,+.49,70.37,70.86
56,0,22378,Trevor Immelman,+.49,70.62,71.11
58,0,27933,John Merrick,+.47,70.11,70.58
59,0,25632,Jimmy Walker,+.45,70.66,71.11
60,0,23353,J.J. Henry,+.44,70.72,71.16
61,0,22913,John Rollins,+.43,70.40,70.83
61,0,21878,Mark Wilson,+.43,70.55,70.98
63,0,20593,Greg Chalmers,+.42,70.59,71.01
63,0,25900,Lucas Glover,+.42,70.74,71.16
65,0,24361,Pat Perez,+.40,70.79,71.19
65,0,25562,Andres Romero,+.40,70.68,71.08
67,0,29910,Blake Adams,+.39,70.42,70.81
67,0,01706,Davis Love III,+.39,70.76,71.15
67,0,06567,Vijay Singh,+.39,70.68,71.07
70,0,24604,Hunter Haas,+.38,70.64,71.02
70,0,28158,Steve Marino,+.38,70.71,71.09
72,0,01766,Billy Mayfair,+.36,70.41,70.77
73,0,23320,Ryan Palmer,+.34,70.90,71.24
73,0,26476,Chez Reavie,+.34,70.61,70.95
75,0,22348,Nick O'Hern,+.32,70.72,71.04
76,0,20160,Charlie Wi,+.31,70.76,71.07
77,0,24846,Ricky Barnes,+.30,70.90,71.20
77,0,20157,Retief Goosen,+.30,70.76,71.06
77,0,12782,Tim Herron,+.30,70.71,71.01
77,0,25818,Scott Piercy,+.30,70.83,71.13
81,0,24138,Ian Poulter,+.26,70.90,71.16
81,0,26951,Johnson Wagner,+.26,70.75,71.01
83,0,24358,Robert Garrigus,+.25,70.95,71.20
84,0,31202,William McGirt,+.24,70.60,70.84
85,0,24925,Jonathan Byrd,+.23,70.57,70.80
85,0,26758,David Hearn,+.23,70.40,70.63
87,0,23548,Bill Lunde,+.22,70.70,70.92
87,0,20572,Rod Pampling,+.22,70.49,70.71
89,0,33419,Cameron Tringale,+.21,70.65,70.86
90,0,12716,Charley Hoffman,+.20,70.86,71.06
90,0,27974,Sung Kang,+.20,70.90,71.10
92,0,28620,Aron Price,+.19,70.60,70.79
93,0,24490,George McNeill,+.18,70.59,70.77
93,0,27963,Chris Stroud,+.18,70.60,70.78
95,0,29718,Anthony Kim,+.17,71.18,71.35
95,0,25572,Graeme McDowell,+.17,71.19,71.36
97,0,30750,Tommy Gainey,+.16,70.79,70.95
98,0,07867,Woody Austin,+.15,70.64,70.79
99,0,28475,Jeff Overton,+.14,71.00,71.14
99,0,23325,Vaughn Taylor,+.14,70.80,70.94
101,0,28087,Kris Blanks,+.13,70.65,70.78
101,0,20472,Alex Cejka,+.13,71.25,71.38
103,0,06251,Chris DiMarco,+.12,70.83,70.95
103,0,20766,Padraig Harrington,+.12,70.88,71.00
105,0,23788,D.J. Trahan,+.11,70.70,70.81
106,0,10505,Shane Bertsch,+.10,70.55,70.65
106,0,22621,Ben Curtis,+.10,70.91,71.01
106,0,26851,Marc Leishman,+.10,71.07,71.17
106,0,32150,Michael Thompson,+.10,70.70,70.80
110,0,22961,David Mathis,+.09,70.83,70.92
111,0,29518,Brendan Steele,+.08,70.98,71.06
112,0,01116,Michael Bradley,+.07,70.77,70.84
112,0,27064,Jhonattan Vegas,+.07,70.88,70.95
114,0,06522,Ernie Els,+.03,71.20,71.23
114,0,28486,Michael Putnam,+.03,71.15,71.18
116,0,10860,Justin Leonard,+.02,71.10,71.12
116,0,27120,Troy Matteson,+.02,70.95,70.97
118,0,27770,Camilo Villegas,E,71.40,71.40
119,0,22293,Heath Slocum,-.01,70.64,70.63
119,0,27330,Josh Teater,-.01,70.87,70.86
121,0,30692,Scott Stallings,-.02,71.04,71.02
122,0,06004,Stephen Ames,-.05,70.87,70.82
123,0,20127,Chris Riley,-.06,70.97,70.91
123,0,08375,Paul Stankowski,-.06,71.00,70.94
125,0,21350,Ryuji Imada,-.08,71.01,70.93
126,0,24507,Jason Bohn,-.09,70.73,70.64
127,0,32366,Kevin Chappell,-.10,71.14,71.04
127,0,24140,Sean O'Hair,-.10,71.29,71.19
127,0,12602,Dean Wilson,-.10,71.10,71.00
130,0,26289,Boo Weekley,-.11,70.80,70.69
131,0,21805,Harrison Frazar,-.12,71.45,71.33
131,0,26679,Kevin Stadler,-.12,71.01,70.89
133,0,23409,James Driscoll,-.13,71.18,71.05
134,0,10585,Scott McCarron,-.14,71.09,70.95
135,0,21949,Joe Ogilvie,-.16,70.80,70.64
136,0,10733,Kent Jones,-.19,71.04,70.85
137,0,33413,Ben Martin,-.20,71.24,71.04
137,0,31193,Jim Renner,-.20,71.09,70.89
139,0,01948,Tim Petrovic,-.21,71.09,70.88
140,0,31557,Jim Herman,-.22,71.10,70.88
141,0,07457,Steve Flesch,-.24,71.20,70.96
142,0,25274,Steven Bowditch,-.25,71.20,70.95
142,0,26300,Matt Jones,-.25,71.25,71.00
144,0,01313,Steve Elkington,-.28,71.16,70.88
145,0,25457,Alexandre Rocha,-.30,71.35,71.05
146,0,23497,Tag Ridings,-.31,71.16,70.85
147,0,23718,Nathan Green,-.33,71.22,70.89
148,0,23673,Michael Connell,-.38,71.26,70.88
149,0,29420,Billy Horschel,-.39,71.20,70.81
149,0,01577,Lee Janzen,-.39,71.24,70.85
151,0,21407,Arjun Atwal,-.40,71.44,71.04
151,0,06621,Joe Durant,-.40,71.27,70.87
153,0,24980,Scott Gutschewski,-.42,71.58,71.16
154,0,26287,Roland Thatcher,-.43,71.36,70.93
155,0,20436,Garrett Willis,-.44,71.31,70.87
156,0,32698,Bobby Gates,-.45,71.43,70.98
157,0,28679,Fabián Gómez,-.47,71.40,70.93
158,0,08725,Tom Gillis,-.48,71.47,70.99
159,0,26881,Jarrod Lyle,-.53,71.55,71.02
159,0,26668,Marc Turnesa,-.53,71.72,71.19
161,0,12652,Cameron Beckman,-.54,71.11,70.57
162,0,35087,Bio Kim,-.57,71.68,71.11
163,0,06643,Paul Goydos,-.58,71.62,71.04
164,0,20098,Stuart Appleby,-.59,71.65,71.06
164,0,29720,Andres Gonzales,-.59,71.42,70.83
166,0,27939,Matt McQuillan,-.61,71.25,70.64
167,0,34255,Joseph Bramlett,-.62,71.48,70.86
168,0,20070,Matt Bettencourt,-.63,71.52,70.89
169,0,06515,Shaun Micheel,-.64,71.69,71.05
170,0,09011,David Duval,-.71,71.85,71.14
171,0,30711,Colt Knost,-.72,71.65,70.93
172,0,30946,Alex Prugh,-.73,71.85,71.12
173,0,33911,Nate Smith,-.74,71.53,70.79
174,0,08537,J.P. Hayes,-.78,71.91,71.13
175,0,26420,Richard Johnson,-.79,71.81,71.02
176,0,29478,Kevin Kisner,-.80,71.64,70.84
177,0,31401,Zack Miller,-.82,71.84,71.02
178,0,24290,D.J. Brigman,-.85,71.72,70.87
179,0,25444,Justin Hicks,-.99,72.35,71.36
180,0,32640,Troy Merritt,-1.00,71.87,70.87
181,0,34072,Will Strickler,-1.12,72.04,70.92
182,0,27797,Derek Lamely,-1.35,72.14,70.79
183,0,25834,Daniel Summerhays,-1.36,72.25,70.89
184,0,32876,Martin Piller,-1.43,72.43,71.00
185,0,01797,Rocco Mediate,-1.60,72.68,71.08
186,0,23614,Rich Beem,-1.61,72.87,71.26
