RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
81,0,29420,Billy Horschel,.66%,1,152,E
81,0,46441,Robby Shelton,.66%,1,152,E
81,0,51890,Greyson Sigg,.66%,1,152,+1.00
84,0,27129,Luke List,.65%,1,154,+1.00
84,0,49960,Sepp Straka,.65%,1,154,-1.00
86,0,60004,Jacob Bridgeman,.64%,1,156,+1.00
86,0,29936,Ryan Fox,.64%,1,156,E
86,0,32791,K.H. Lee,.64%,1,156,E
86,0,48867,Matti Schmid,.64%,1,156,+1.00
86,0,39327,Ben Silverman,.64%,1,156,+1.00
91,0,29725,Tony Finau,.63%,1,158,E
91,0,34587,Chan Kim,.63%,1,160,-1.00
91,0,48117,Kurt Kitayama,.63%,1,158,+2.00
91,0,48081,Xander Schauffele,.63%,1,158,+1.00
91,0,40006,Erik van Rooyen,.63%,1,158,+1.00
91,0,31323,Gary Woodland,.63%,1,160,-1.00
97,0,39975,Michael Kim,.62%,1,162,-1.00
97,0,39546,Keith Mitchell,.62%,1,162,+1.00
99,0,51696,Rico Hoey,.60%,1,168,+1.00
99,0,57900,Chandler Phillips,.60%,1,166,E
99,0,25493,Nick Taylor,.60%,1,166,E
102,0,35461,Beau Hossler,.59%,1,170,+1.00
102,0,49771,J.T. Poston,.59%,1,170,+1.00
104,0,46414,Aaron Rai,.58%,1,172,E
105,0,51349,Nico Echavarria,.57%,1,176,+2.00
105,0,47988,Nick Hardy,.57%,1,174,E
107,0,34076,Joel Dahmen,.56%,1,178,E
107,0,57362,Austin Eckroat,.56%,1,180,E
109,0,52375,Doug Ghim,.55%,1,182,-1.00
110,0,34099,Harris English,.54%,1,186,-1.00
111,0,35506,Mackenzie Hughes,.53%,1,190,+1.00
112,0,40162,Justin Lower,.52%,1,194,+1.00
113,0,36801,Mark Hubbard,.51%,1,198,E
113,0,49947,Taylor Moore,.51%,1,198,E
115,0,40115,Adam Svensson,.47%,1,214,E
116,0,52955,Ludvig Ãberg,.00%,0,150,E
116,0,33948,Byeong Hun An,.00%,0,150,E
116,0,37212,Paul Barjon,.00%,0,106,E
116,0,34374,Erik Barnes,.00%,0,108,E
116,0,45522,Christiaan Bezuidenhout,.00%,0,152,E
116,0,33141,Keegan Bradley,.00%,0,158,E
116,0,34255,Joseph Bramlett,.00%,0,168,E
116,0,28420,Ryan Brehm,.00%,0,120,E
116,0,55708,Hayden Buckley,.00%,0,142,E
116,0,47504,Sam Burns,.00%,0,146,E
116,0,34021,Bud Cauley,.00%,0,108,E
116,0,52372,Cameron Champ,.00%,0,114,E
116,0,32366,Kevin Chappell,.00%,0,112,E
116,0,51766,Wyndham Clark,.00%,0,134,E
116,0,39997,Corey Conners,.00%,0,174,E
116,0,59442,Parker Coody,.00%,0,110,E
116,0,59836,Pierceson Coody,.00%,0,156,E
116,0,45157,Cam Davis,.00%,0,154,E
116,0,28089,Jason Day,.00%,0,138,E
116,0,33653,Thomas Detry,.00%,0,134,E
116,0,59866,Nick Dunlap,.00%,0,134,E
116,0,54576,Patrick Fishburn,.00%,0,140,E
116,0,56149,Wilson Furr,.00%,0,114,E
116,0,59095,Chris Gotterup,.00%,0,142,E
116,0,51977,Max Greyserman,.00%,0,154,E
116,0,31646,Emiliano Grillo,.00%,0,170,E
116,0,34563,Chesson Hadley,.00%,0,132,E
116,0,33399,Adam Hadwin,.00%,0,158,E
116,0,57975,Harry Hall,.00%,0,160,E
116,0,27644,Brian Harman,.00%,0,174,E
116,0,54421,Garrick Higgo,.00%,0,158,E
116,0,12716,Charley Hoffman,.00%,0,140,E
116,0,52453,Nicolai HÃ¸jgaard,.00%,0,114,E
116,0,46717,Viktor Hovland,.00%,0,114,E
116,0,36799,Stephan Jaeger,.00%,0,158,E
116,0,24024,Zach Johnson,.00%,0,96,E
116,0,47420,Jake Knapp,.00%,0,150,E
116,0,36884,Ben Kohles,.00%,0,170,E
116,0,28775,Nate Lashley,.00%,0,148,E
116,0,33204,Shane Lowry,.00%,0,140,E
116,0,34466,Peter Malnati,.00%,0,150,E
116,0,32839,Hideki Matsuyama,.00%,0,148,E
116,0,50525,Collin Morikawa,.00%,0,158,E
116,0,27349,Alex Noren,.00%,0,138,E
116,0,30163,Henrik Norlander,.00%,0,132,E
116,0,51070,Vincent Norrman,.00%,0,98,E
116,0,29908,C.T. Pan,.00%,0,118,E
116,0,48153,Matthieu Pavon,.00%,0,126,E
116,0,40250,Taylor Pendrith,.00%,0,152,E
116,0,28252,Seamus Power,.00%,0,192,E
116,0,47983,Chad Ramey,.00%,0,166,E
116,0,47995,Davis Riley,.00%,0,146,E
116,0,36699,Patrick Rodgers,.00%,0,200,E
116,0,47347,Adam Schenk,.00%,0,184,E
116,0,24502,Adam Scott,.00%,0,142,E
116,0,29221,Webb Simpson,.00%,0,102,E
116,0,34046,Jordan Spieth,.00%,0,140,E
116,0,50484,Hayden Springer,.00%,0,144,E
116,0,55893,Sam Stevens,.00%,0,196,E
116,0,58168,Davis Thompson,.00%,0,180,E
116,0,35617,Martin Trainer,.00%,0,100,E
116,0,32333,Kevin Tway,.00%,0,120,E
116,0,52666,Sami Valimaki,.00%,0,120,E
116,0,27064,Jhonattan Vegas,.00%,0,144,E
116,0,48887,Matt Wallace,.00%,0,128,E
116,0,51894,Vince Whaley,.00%,0,144,E
116,0,52513,Carson Young,.00%,0,172,E
116,0,45242,Kevin Yu,.00%,0,146,E
116,0,55454,Carl Yuan,.00%,0,128,E
