RANK,MOVEMENT,PLAYER_ID,PLAYER,ALL DRIVES,TOTAL DISTANCE,# OF DRIVES
1,0,47663,Kevin Dougherty,307.9,211866,688
2,0,33948,Byeong Hun An,307.7,284934,926
3,0,38991,Alejandro Tosti,305.9,258158,844
4,0,28237,Rory McIlroy,305.5,263926,864
5,0,40250,Taylor Pendrith,305.4,301149,986
6,0,52372,Cameron Champ,305.3,205744,674
6,0,51766,Wyndham Clark,305.3,263795,864
8,0,37378,Min Woo Lee,304.4,248387,816
9,0,39546,Keith Mitchell,303.1,318902,1052
10,0,52955,Ludvig Ãberg,302.9,279897,924
11,0,57366,Cameron Young,302.5,304955,1008
12,0,29936,Ryan Fox,302.3,287206,950
13,0,56149,Wilson Furr,302.2,191583,634
14,0,59095,Chris Gotterup,302.0,274529,909
15,0,34255,Joseph Bramlett,301.6,300372,996
15,0,29725,Tony Finau,301.6,297985,988
15,0,24502,Adam Scott,301.6,260616,864
15,0,55893,Sam Stevens,301.6,332336,1102
19,0,36799,Stephan Jaeger,301.3,305490,1014
20,0,50484,Hayden Springer,301.2,233158,774
21,0,47504,Sam Burns,301.0,278718,926
21,0,27064,Jhonattan Vegas,301.0,252844,840
23,0,46717,Viktor Hovland,300.9,219045,728
24,0,59836,Pierceson Coody,300.8,259326,862
25,0,37212,Paul Barjon,300.6,183366,610
26,0,46046,Scottie Scheffler,300.4,260789,868
26,0,34046,Jordan Spieth,300.4,264943,882
28,0,51977,Max Greyserman,300.3,264005,879
29,0,51070,Vincent Norrman,300.2,192420,641
30,0,48081,Xander Schauffele,300.1,287492,958
30,0,33448,Justin Thomas,300.1,248442,828
30,0,40006,Erik van Rooyen,300.1,292907,976
33,0,54576,Patrick Fishburn,299.8,232037,774
34,0,54421,Garrick Higgo,299.6,261848,874
35,0,27129,Luke List,299.5,275582,920
36,0,35450,Patrick Cantlay,299.3,231655,774
37,0,28420,Ryan Brehm,299.0,189562,634
37,0,51634,Sahith Theegala,299.0,353414,1182
39,0,36699,Patrick Rodgers,298.8,369309,1236
40,0,55454,Carl Yuan,298.6,222761,746
41,0,52453,Nicolai HÃ¸jgaard,298.5,185637,622
42,0,60767,Blaine Hale Jr.,298.4,156962,526
43,0,48117,Kurt Kitayama,298.2,289816,972
44,0,48699,Callum Tarren,298.0,239031,802
44,0,45242,Kevin Yu,298.0,273001,916
46,0,46113,Ryan McCormick,297.8,193572,650
47,0,51696,Rico Hoey,297.7,275707,926
47,0,31323,Gary Woodland,297.7,295962,994
49,0,47988,Nick Hardy,297.6,316061,1062
50,0,52215,Robert MacIntyre,297.3,258073,868
50,0,49947,Taylor Moore,297.3,363270,1222
52,0,47420,Jake Knapp,297.1,285204,960
53,0,46340,Alex Smalley,296.8,243358,820
54,0,39997,Corey Conners,296.7,323975,1092
54,0,59866,Nick Dunlap,296.7,264652,892
54,0,58168,Davis Thompson,296.7,328149,1106
57,0,56630,Akshay Bhatia,296.6,326805,1102
57,0,33141,Keegan Bradley,296.6,295374,996
57,0,48084,Wesley Bryan,296.6,145335,490
57,0,32366,Kevin Chappell,296.6,169045,570
61,0,47995,Davis Riley,296.3,287413,970
62,0,28089,Jason Day,295.9,245035,828
63,0,50497,Adrien Dumont de Chassart,295.8,237803,804
63,0,32333,Kevin Tway,295.8,185763,628
65,0,39975,Michael Kim,295.7,257809,872
65,0,48867,Matti Schmid,295.7,257293,870
67,0,51894,Vince Whaley,295.6,221136,748
68,0,32070,Rafael Campos,295.4,179610,608
69,0,60067,Joe Highsmith,295.3,237421,804
70,0,52514,Trace Crowe,295.2,216675,734
70,0,33653,Thomas Detry,295.2,264500,896
70,0,30926,Chris Kirk,295.2,278080,942
73,0,45157,Cam Davis,295.1,296328,1004
74,0,57975,Harry Hall,295.0,288535,978
75,0,12716,Charley Hoffman,294.9,248287,842
76,0,35461,Beau Hossler,294.6,322935,1096
77,0,34563,Chesson Hadley,294.5,249115,846
77,0,47483,Will Zalatoris,294.5,240303,816
79,0,39977,Max Homa,294.4,283244,962
80,0,32839,Hideki Matsuyama,294.3,263101,894
81,0,48153,Matthieu Pavon,293.9,217499,740
82,0,34374,Erik Barnes,293.8,178336,607
82,0,39971,Sungjae Im,293.8,323232,1100
84,0,57362,Austin Eckroat,293.7,318966,1086
84,0,35310,Lanto Griffin,293.7,236152,804
86,0,33408,Tyson Alexander,293.5,248271,846
86,0,39324,J.J. Spaun,293.5,296424,1010
88,0,60004,Jacob Bridgeman,293.4,244082,832
88,0,29420,Billy Horschel,293.4,272307,928
90,0,50188,S.H. Kim,293.3,365498,1246
90,0,46442,Maverick McNealy,293.3,321717,1097
92,0,33399,Adam Hadwin,293.2,290309,990
93,0,47347,Adam Schenk,293.1,331180,1130
94,0,40098,Matt Fitzpatrick,292.9,254235,868
94,0,51997,Andrew Novak,292.9,309908,1058
96,0,50095,Austin Smotherman,292.8,154573,528
96,0,35617,Martin Trainer,292.8,166328,568
98,0,33968,ThorbjÃ¸rn Olesen,292.7,160380,548
99,0,59442,Parker Coody,292.6,193713,662
99,0,45609,Tyler Duncan,292.6,228209,780
99,0,30911,Tommy Fleetwood,292.6,262173,896
102,0,33204,Shane Lowry,292.5,249783,854
103,0,34587,Chan Kim,292.2,285775,978
103,0,32757,Patton Kizzire,292.2,215650,738
103,0,23320,Ryan Palmer,292.2,143773,492
106,0,37455,Si Woo Kim,292.0,316544,1084
106,0,34466,Peter Malnati,292.0,275635,944
108,0,34099,Harris English,291.9,318752,1092
109,0,47591,Eric Cole,291.7,389653,1336
109,0,32791,K.H. Lee,291.7,273323,937
109,0,48887,Matt Wallace,291.7,234555,804
112,0,35506,Mackenzie Hughes,291.6,339960,1166
112,0,50525,Collin Morikawa,291.6,280499,962
114,0,48319,Tom Whitney,291.3,201585,692
115,0,27330,Josh Teater,291.2,153189,526
116,0,35532,Tom Hoge,291.0,369050,1268
117,0,47679,Victor Perez,290.9,243215,836
118,0,55182,Tom Kim,290.6,292957,1008
118,0,59143,Mac Meissner,290.6,260921,898
118,0,22405,Justin Rose,290.6,216185,744
118,0,50493,Justin Suh,290.6,249891,860
122,0,34021,Bud Cauley,290.5,205644,708
123,0,32102,Rickie Fowler,290.4,275875,950
123,0,52666,Sami Valimaki,290.4,227692,784
125,0,55708,Hayden Buckley,290.2,242061,834
126,0,40026,Daniel Berger,290.1,241905,834
127,0,27139,David Skinns,289.9,271965,938
127,0,49960,Sepp Straka,289.9,267843,924
129,0,27349,Alex Noren,289.8,241095,832
129,0,49771,J.T. Poston,289.8,313547,1082
129,0,33486,Roger Sloan,289.8,216160,746
132,0,34076,Joel Dahmen,289.5,292934,1012
132,0,48119,Ben Taylor,289.5,217133,750
134,0,51349,Nico Echavarria,289.4,281325,972
134,0,51287,Ryo Hisatsune,289.4,279520,966
134,0,27214,Kevin Streelman,289.4,229759,794
137,0,52375,Doug Ghim,289.3,315381,1090
138,0,27644,Brian Harman,289.1,319195,1104
139,0,40115,Adam Svensson,289.0,402241,1392
140,0,28252,Seamus Power,288.9,357642,1238
141,0,54591,Ben Griffin,288.7,363226,1258
142,0,57900,Chandler Phillips,288.6,297831,1032
142,0,46414,Aaron Rai,288.6,298986,1036
144,0,54783,Dylan Wu,288.3,279108,968
145,0,36801,Mark Hubbard,288.1,350850,1218
145,0,52513,Carson Young,288.1,294454,1022
147,0,47983,Chad Ramey,288.0,274180,952
148,0,29221,Webb Simpson,287.9,196314,682
149,0,40162,Justin Lower,287.8,329543,1145
149,0,30163,Henrik Norlander,287.8,195678,680
151,0,34098,Russell Henley,287.7,258942,900
151,0,36871,Matt NeSmith,287.7,247973,862
153,0,51890,Greyson Sigg,287.5,262214,912
153,0,25493,Nick Taylor,287.5,303652,1056
155,0,32640,Troy Merritt,287.4,231615,806
156,0,54628,Lee Hodges,287.3,343594,1196
156,0,39327,Ben Silverman,287.3,281508,980
158,0,31646,Emiliano Grillo,286.9,308719,1076
159,0,32367,Jorge Campillo,286.6,164513,574
159,0,29908,C.T. Pan,286.6,226433,790
161,0,47806,Raul Pereda,286.5,142099,496
162,0,47993,Denny McCarthy,286.2,317160,1108
163,0,28775,Nate Lashley,286.1,245446,858
164,0,52374,Brandon Wu,285.6,250226,876
165,0,37275,Sam Ryder,285.5,237569,832
166,0,36884,Ben Kohles,285.0,288134,1011
167,0,36326,David Lipsky,284.8,229535,806
168,0,46441,Robby Shelton,284.7,260261,914
169,0,45522,Christiaan Bezuidenhout,284.6,285479,1003
170,0,27770,Camilo Villegas,284.4,176026,619
171,0,27936,Martin Laird,284.1,229551,808
172,0,55789,Taylor Montgomery,283.9,184517,650
173,0,25900,Lucas Glover,283.7,305282,1076
174,0,23108,Matt Kuchar,282.2,262457,930
175,0,26596,Ryan Moore,281.0,248423,884
176,0,29535,Brice Garnett,280.7,167846,598
177,0,22371,Aaron Baddeley,280.2,228104,814
178,0,24024,Zach Johnson,279.8,167864,600
179,0,40058,Zac Blair,279.5,287311,1028
180,0,26476,Chez Reavie,279.2,216653,776
181,0,27649,Brandt Snedeker,278.5,201065,722
182,0,29478,Kevin Kisner,277.7,181622,654
183,0,30927,Brendon Todd,277.4,343382,1238
184,0,34256,Andrew Putnam,275.2,287822,1046
