RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP,TOTAL HOLES,TOTAL RTP
1,0,01139,Olin Browne,+.335,185,+62.00
2,0,01381,Fred Funk,+.362,199,+72.00
3,0,06621,Joe Durant,+.371,124,+46.00
4,0,20378,Mathias Grönberg,+.375,136,+51.00
5,0,06595,Kevin Sutherland,+.379,174,+66.00
6,0,24502,Adam Scott,+.380,129,+49.00
7,0,06527,Steve Stricker,+.392,158,+62.00
8,0,12782,Tim Herron,+.394,170,+67.00
8,0,25396,Kevin Na,+.394,213,+84.00
10,0,20098,Stuart Appleby,+.395,162,+64.00
11,0,01666,Bernhard Langer,+.396,106,+42.00
12,0,10809,Jim Furyk,+.398,133,+53.00
13,0,12823,Carlos Franco,+.408,147,+60.00
14,0,01810,Phil Mickelson,+.411,129,+53.00
15,0,19846,Brian Gay,+.419,234,+98.00
16,0,23108,Matt Kuchar,+.421,140,+59.00
16,0,01941,Tom Pernice Jr.,+.421,242,+102.00
18,0,25345,Carl Pettersson,+.426,223,+95.00
19,0,01577,Lee Janzen,+.432,146,+63.00
20,0,21407,Arjun Atwal,+.436,149,+65.00
20,0,06373,José María Olazábal,+.436,94,+41.00
22,0,23983,Luke Donald,+.439,82,+36.00
23,0,01797,Rocco Mediate,+.441,143,+63.00
24,0,08075,Jerry Kelly,+.442,199,+88.00
25,0,23135,Tim Clark,+.447,190,+85.00
25,0,01320,Bob Estes,+.447,159,+71.00
27,0,01948,Tim Petrovic,+.449,207,+93.00
28,0,23541,Ben Crane,+.450,202,+91.00
29,0,24290,D.J. Brigman,+.451,133,+60.00
30,0,06567,Vijay Singh,+.453,203,+92.00
31,0,06573,Brandt Jobe,+.455,198,+90.00
32,0,20121,Todd Fischer,+.456,261,+119.00
32,0,21961,Charles Howell III,+.456,169,+77.00
32,0,06332,Neal Lancaster,+.456,215,+98.00
32,0,20382,Stephen Leaney,+.456,204,+93.00
36,0,01157,Tom Byrum,+.457,175,+80.00
37,0,22405,Justin Rose,+.458,201,+92.00
38,0,01766,Billy Mayfair,+.459,220,+101.00
39,0,23623,Bo Van Pelt,+.460,213,+98.00
39,0,08793,Tiger Woods,+.460,124,+57.00
41,0,12680,Shigeki Maruyama,+.461,217,+100.00
42,0,20850,Daniel Chopra,+.462,247,+114.00
42,0,01361,Dan Forsman,+.462,104,+48.00
42,0,20628,Arron Oberholser,+.462,119,+55.00
42,0,22046,Geoff Ogilvy,+.462,169,+78.00
46,0,01175,Jim Carter,+.463,149,+69.00
46,0,08931,Glen Day,+.463,205,+95.00
46,0,22293,Heath Slocum,+.463,203,+94.00
49,0,12510,Chad Campbell,+.464,166,+77.00
50,0,01418,Bill Glasson,+.465,101,+47.00
51,0,06575,Dudley Hart,+.466,148,+69.00
51,0,21959,Ted Purdy,+.466,262,+122.00
51,0,02010,Loren Roberts,+.466,103,+48.00
54,0,21806,Paul Gow,+.467,184,+86.00
54,0,08537,J.P. Hayes,+.467,137,+64.00
56,0,21731,Freddie Jacobson,+.469,147,+69.00
57,0,20498,Briny Baird,+.470,185,+87.00
57,0,21753,Brian Davis,+.470,149,+70.00
59,0,02206,David Toms,+.471,138,+65.00
60,0,02239,Scott Verplank,+.472,161,+76.00
61,0,23621,Rory Sabbatini,+.473,186,+88.00
62,0,20623,Gavin Coles,+.474,171,+81.00
63,0,12660,Jesper Parnevik,+.476,189,+90.00
64,0,01487,Jeff Hart,+.477,128,+61.00
64,0,01823,Larry Mize,+.477,130,+62.00
66,0,06004,Stephen Ames,+.479,165,+79.00
66,0,01035,Tommy Armour III,+.479,188,+90.00
66,0,01313,Steve Elkington,+.479,121,+58.00
69,0,20229,Stewart Cink,+.480,171,+82.00
69,0,01945,Kenny Perry,+.480,125,+60.00
71,0,20474,Phillip Price,+.481,154,+74.00
72,0,20766,Padraig Harrington,+.482,112,+54.00
73,0,01761,Len Mattiace,+.483,232,+112.00
74,0,22621,Ben Curtis,+.484,126,+61.00
75,0,12454,Mario Tiziani,+.486,146,+71.00
76,0,01706,Davis Love III,+.487,156,+76.00
77,0,10117,Bob Heintz,+.488,172,+84.00
78,0,23725,Brendan Jones,+.489,178,+87.00
78,0,20127,Chris Riley,+.489,133,+65.00
80,0,21350,Ryuji Imada,+.490,153,+75.00
81,0,21805,Harrison Frazar,+.491,216,+106.00
82,0,24507,Jason Bohn,+.492,185,+91.00
82,0,10201,Matt Gogel,+.492,189,+93.00
82,0,01473,Todd Hamilton,+.492,177,+87.00
82,0,08993,Franklin Langham,+.492,191,+94.00
86,0,24024,Zach Johnson,+.494,178,+88.00
86,0,02104,Jeff Sluman,+.494,180,+89.00
88,0,21209,Sergio Garcia,+.495,109,+54.00
89,0,21878,Mark Wilson,+.497,155,+77.00
90,0,07867,Woody Austin,+.498,215,+107.00
91,0,01024,Billy Andrade,+.500,204,+102.00
91,0,01042,Paul Azinger,+.500,150,+75.00
91,0,19972,José Coceres,+.500,116,+58.00
91,0,28088,Matt Davidson,+.500,128,+64.00
91,0,01457,Jay Haas,+.500,90,+45.00
96,0,01928,Corey Pavin,+.503,155,+78.00
97,0,23325,Vaughn Taylor,+.504,228,+115.00
98,0,01132,Mark Brooks,+.505,184,+93.00
99,0,01887,Mark O'Meara,+.506,154,+78.00
99,0,20396,Lee Westwood,+.506,81,+41.00
101,0,01161,Mark Calcavecchia,+.508,185,+94.00
101,0,19881,Robert Damron,+.508,193,+98.00
101,0,10423,Mike Weir,+.508,132,+67.00
