RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),ATTEMPTS
1,0,19970,Robert Karlsson,6' 10",1875.833,275
1,0,06527,Steve Stricker,6' 10",1875.083,274
3,0,07867,Woody Austin,7' 0",1859.583,265
3,0,20472,Alex Cejka,7' 0",1691.833,243
5,0,06522,Ernie Els,7' 1",1899.250,267
5,0,25396,Kevin Na,7' 1",2908.917,409
7,0,19846,Brian Gay,7' 2",2975.250,414
8,0,01766,Billy Mayfair,7' 3",3126.667,430
8,0,20127,Chris Riley,7' 3",2780.417,383
10,0,24138,Ian Poulter,7' 4",1495.917,205
10,0,21878,Mark Wilson,7' 4",2681.417,367
12,0,10505,Shane Bertsch,7' 5",2077.083,281
12,0,21961,Charles Howell III,7' 5",3302.833,443
14,0,21209,Sergio Garcia,7' 6",1758.333,235
14,0,23108,Matt Kuchar,7' 6",2833.417,377
14,0,29221,Webb Simpson,7' 6",2932.750,391
17,0,22621,Ben Curtis,7' 7",2572.667,340
17,0,23983,Luke Donald,7' 7",1955.333,259
17,0,01313,Steve Elkington,7' 7",1782.500,235
17,0,30926,Chris Kirk,7' 7",2987.250,395
17,0,22348,Nick O'Hern,7' 7",3066.083,404
17,0,23320,Ryan Palmer,7' 7",2527.500,335
17,0,20572,Rod Pampling,7' 7",2490.250,327
24,0,12510,Chad Campbell,7' 8",2860.167,372
24,0,28089,Jason Day,7' 8",2455.167,320
24,0,10860,Justin Leonard,7' 8",2984.333,389
24,0,12602,Dean Wilson,7' 8",2571.750,335
28,0,25686,Jason Dufner,7' 9",2695.167,349
28,0,24980,Scott Gutschewski,7' 9",2449.333,317
28,0,27466,Spencer Levin,7' 9",3682.250,474
28,0,22046,Geoff Ogilvy,7' 9",2420.833,314
28,0,22913,John Rollins,7' 9",2662.667,343
33,0,06251,Chris DiMarco,7' 10",3492.000,447
33,0,24024,Zach Johnson,7' 10",2667.333,341
33,0,01706,Davis Love III,7' 10",2038.417,260
33,0,06515,Shaun Micheel,7' 10",2846.250,363
33,0,23800,Bryce Molder,7' 10",3056.833,391
33,0,08375,Paul Stankowski,7' 10",2648.917,339
33,0,02206,David Toms,7' 10",2175.417,278
40,0,24846,Ricky Barnes,7' 11",2514.000,318
40,0,10809,Jim Furyk,7' 11",2665.000,338
40,0,20766,Padraig Harrington,7' 11",1932.417,245
40,0,22378,Trevor Immelman,7' 11",2468.083,313
44,0,24357,K.J. Choi,8' 0",2524.917,315
44,0,23638,Brendon de Jonge,8' 0",3965.333,498
44,0,25240,D.A. Points,8' 0",3431.667,429
44,0,22405,Justin Rose,8' 0",2386.167,298
44,0,23788,D.J. Trahan,8' 0",3296.583,411
44,0,23623,Bo Van Pelt,8' 0",2925.750,364
50,0,20098,Stuart Appleby,8' 1",2815.667,348
50,0,01116,Michael Bradley,8' 1",2300.833,285
50,0,27936,Martin Laird,8' 1",2630.250,324
50,0,26851,Marc Leishman,8' 1",3465.250,427
50,0,26596,Ryan Moore,8' 1",2731.833,339
50,0,23621,Rory Sabbatini,8' 1",2665.000,329
50,0,06567,Vijay Singh,8' 1",3094.333,384
50,0,25632,Jimmy Walker,8' 1",3460.000,428
58,0,20593,Greg Chalmers,8' 2",3965.250,486
58,0,01577,Lee Janzen,8' 2",2338.167,286
58,0,31202,William McGirt,8' 2",3731.750,457
58,0,24140,Sean O'Hair,8' 2",2692.083,329
58,0,26331,Charl Schwartzel,8' 2",1795.083,220
63,0,08537,J.P. Hayes,8' 3",2435.583,295
63,0,12716,Charley Hoffman,8' 3",3149.917,382
63,0,01948,Tim Petrovic,8' 3",3840.000,465
63,0,25345,Carl Pettersson,8' 3",3886.333,470
63,0,23325,Vaughn Taylor,8' 3",3565.250,431
63,0,20436,Garrett Willis,8' 3",2943.750,358
63,0,24663,Y.E. Yang,8' 3",1991.417,242
70,0,24925,Jonathan Byrd,8' 4",3048.750,365
70,0,21350,Ryuji Imada,8' 4",3715.333,445
70,0,22961,David Mathis,8' 4",3321.917,398
70,0,27649,Brandt Snedeker,8' 4",3213.417,386
74,0,10885,Robert Allenby,8' 5",2896.417,343
74,0,21753,Brian Davis,8' 5",4111.417,487
74,0,06621,Joe Durant,8' 5",2581.000,306
74,0,07457,Steve Flesch,8' 5",4130.250,493
74,0,21805,Harrison Frazar,8' 5",2178.750,258
74,0,24604,Hunter Haas,8' 5",3871.333,458
74,0,21731,Freddie Jacobson,8' 5",3358.833,399
74,0,24361,Pat Perez,8' 5",3243.667,384
74,0,22293,Heath Slocum,8' 5",2857.000,338
74,0,27214,Kevin Streelman,8' 5",3170.833,377
