RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
1,0,08793,Tiger Woods,9.80,134,1368
2,0,01810,Phil Mickelson,12.50,180,1440
3,0,07457,Steve Flesch,12.58,274,2178
4,0,02239,Scott Verplank,12.74,243,1908
5,0,06522,Ernie Els,12.75,156,1224
6,0,20229,Stewart Cink,13.16,225,1710
6,0,01945,Kenny Perry,13.16,180,1368
8,0,01761,Len Mattiace,13.19,254,1926
9,0,01307,Joel Edwards,13.41,239,1782
10,0,10809,Jim Furyk,13.45,230,1710
11,0,20098,Stuart Appleby,13.51,197,1458
11,0,01219,John Cook,13.51,214,1584
13,0,06012,Greg Kraft,13.57,259,1908
14,0,01943,Chris Perry,13.76,260,1890
15,0,06595,Kevin Sutherland,13.83,234,1692
16,0,06078,Esteban Toledo,13.91,278,1998
17,0,02110,Jerry Smith,14.03,255,1818
18,0,01418,Bill Glasson,14.04,235,1674
19,0,09011,David Duval,14.10,170,1206
20,0,01042,Paul Azinger,14.12,183,1296
21,0,01707,Steve Lowery,14.16,265,1872
21,0,01771,Blaine McCallister,14.16,265,1872
23,0,06621,Joe Durant,14.18,240,1692
24,0,08545,Glen Hnatiuk,14.20,230,1620
25,0,10860,Justin Leonard,14.22,238,1674
26,0,06350,Bob May,14.29,234,1638
27,0,01677,Tom Lehman,14.33,178,1242
28,0,02170,Hal Sutton,14.36,230,1602
29,0,01527,Scott Hoch,14.37,269,1872
30,0,06575,Dudley Hart,14.38,189,1314
31,0,10423,Mike Weir,14.41,249,1728
32,0,02010,Loren Roberts,14.47,224,1548
33,0,08075,Jerry Kelly,14.51,290,1998
33,0,01996,Mike Reid,14.51,188,1296
35,0,01161,Mark Calcavecchia,14.55,241,1656
35,0,02214,Kirk Triplett,14.55,254,1746
37,0,02104,Jeff Sluman,14.61,292,1998
38,0,01938,David Peoples,14.70,262,1782
39,0,01361,Dan Forsman,14.71,233,1584
40,0,08375,Paul Stankowski,14.76,194,1314
41,0,01968,Nick Price,14.78,165,1116
42,0,06431,Jean Van de Velde,14.84,179,1206
43,0,20593,Greg Chalmers,14.86,246,1656
43,0,06251,Chris DiMarco,14.86,305,2052
45,0,01381,Fred Funk,14.88,292,1962
46,0,10885,Robert Allenby,14.89,252,1692
46,0,12645,Brent Geiberger,14.89,201,1350
48,0,01226,Fred Couples,14.92,188,1260
49,0,01797,Rocco Mediate,14.99,205,1368
50,0,11032,Frank Lickliter II,15.08,285,1890
51,0,06567,Vijay Singh,15.10,250,1656
52,0,06004,Stephen Ames,15.15,259,1710
52,0,19846,Brian Gay,15.15,270,1782
54,0,01157,Tom Byrum,15.17,243,1602
55,0,02206,David Toms,15.19,298,1962
56,0,01139,Olin Browne,15.21,271,1782
56,0,01569,Peter Jacobsen,15.21,178,1170
58,0,02245,Grant Waite,15.23,233,1530
59,0,01203,Russ Cochran,15.26,195,1278
59,0,01577,Lee Janzen,15.26,250,1638
59,0,08993,Franklin Langham,15.26,250,1638
62,0,20094,Jonathan Kaye,15.28,308,2016
63,0,06036,Scott Dunlap,15.30,292,1908
63,0,01823,Larry Mize,15.30,190,1242
65,0,06315,Pete Jordan,15.31,281,1836
66,0,12660,Jesper Parnevik,15.36,188,1224
67,0,01706,Davis Love III,15.40,255,1656
67,0,10649,Tom Scherrer,15.40,280,1818
69,0,12680,Shigeki Maruyama,15.42,236,1530
70,0,01926,Steve Pate,15.46,256,1656
71,0,24357,K.J. Choi,15.48,248,1602
71,0,20127,Chris Riley,15.48,262,1692
71,0,02223,Bob Tway,15.48,248,1602
74,0,06332,Neal Lancaster,15.56,266,1710
75,0,20095,Carl Paulson,15.59,289,1854
76,0,01331,Rick Fehr,15.65,200,1278
77,0,01320,Bob Estes,15.70,178,1134
77,0,01920,Craig Parry,15.70,195,1242
79,0,10425,Jay Williamson,15.74,289,1836
80,0,12782,Tim Herron,15.78,267,1692
81,0,01685,J.L. Lewis,15.80,290,1836
82,0,01723,Andrew Magee,15.83,208,1314
82,0,06140,Sean Murphy,15.83,285,1800
84,0,02246,Duffy Waldorf,15.85,214,1350
85,0,06643,Paul Goydos,15.86,277,1746
86,0,01553,John Huston,15.90,229,1440
87,0,19824,Craig Barlow,15.91,275,1728
87,0,01329,Brad Faxon,15.91,275,1728
89,0,08931,Glen Day,15.94,264,1656
90,0,01116,Michael Bradley,15.98,210,1314
91,0,21949,Joe Ogilvie,16.00,262,1638
