RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
62,0,21099,David Lynn,.361,20.213,-3.957,24.168,56
63,0,26596,Ryan Moore,.350,19.939,21.508,-1.568,57
64,0,26758,David Hearn,.345,25.179,-10.166,35.344,73
65,0,33419,Cameron Tringale,.343,25.708,17.941,7.766,75
66,0,27330,Josh Teater,.338,20.615,19.246,1.368,61
67,0,28475,Jeff Overton,.327,24.165,.848,23.314,74
68,0,33461,Morgan Hoffmann,.318,16.859,6.616,10.240,53
68,0,26851,Marc Leishman,.318,20.339,15.195,5.144,64
70,0,35139,Richard Lee,.313,22.543,-18.080,40.621,72
71,0,06522,Ernie Els,.308,14.778,21.323,-6.547,48
72,0,21878,Mark Wilson,.300,14.989,25.488,-10.499,50
73,0,34174,John Huh,.298,22.353,39.364,-17.011,75
74,0,28307,Matt Every,.293,23.468,30.838,-7.372,80
75,0,24361,Pat Perez,.284,18.164,20.677,-2.515,64
76,0,20098,Stuart Appleby,.241,19.039,-8.862,27.895,79
77,0,22913,John Rollins,.227,15.457,31.974,-16.518,68
78,0,28780,Nicholas Thompson,.225,19.333,43.459,-24.131,86
79,0,23541,Ben Crane,.199,10.968,9.646,1.321,55
80,0,30944,Jason Kokrak,.190,13.668,22.268,-8.601,72
81,0,24490,George McNeill,.185,11.848,13.657,-1.807,64
82,0,23135,Tim Clark,.144,6.193,3.696,2.497,43
83,0,27408,Martin Kaymer,.135,5.658,-.116,5.770,42
84,0,34360,Patrick Reed,.122,9.062,-16.818,25.875,74
85,0,06573,Brandt Jobe,.121,6.419,6.497,-.080,53
86,0,24358,Robert Garrigus,.116,5.703,27.095,-21.395,49
87,0,10860,Justin Leonard,.115,8.613,-17.458,26.068,75
88,0,26289,Boo Weekley,.099,8.190,64.281,-56.094,83
89,0,20645,John Senden,.078,4.787,13.203,-8.416,61
90,0,23353,J.J. Henry,.072,5.324,-5.457,10.780,74
91,0,31202,William McGirt,.068,4.845,-11.410,16.251,71
92,0,20848,Ángel Cabrera,.063,3.616,-.328,3.943,57
93,0,31557,Jim Herman,.053,2.347,12.427,-10.081,44
94,0,29518,Brendan Steele,.023,1.736,-.386,2.119,77
95,0,35539,Luke Guthrie,.015,.950,14.261,-13.313,65
95,0,34409,David Lingmerth,.015,.827,1.353,-.526,57
97,0,27936,Martin Laird,.009,.496,7.218,-6.723,53
98,0,25240,D.A. Points,.000,-.013,10.903,-10.919,68
99,0,06567,Vijay Singh,-.025,-1.193,40.831,-42.025,48
100,0,24507,Jason Bohn,-.033,-2.152,-14.350,12.192,66
100,0,20593,Greg Chalmers,-.033,-2.340,-62.310,59.966,70
102,0,23325,Vaughn Taylor,-.038,-1.520,-5.641,4.118,40
103,0,12510,Chad Campbell,-.044,-3.156,14.779,-17.935,72
104,0,29740,Brad Fritsch,-.046,-3.111,11.316,-14.429,68
105,0,20104,Ken Duke,-.065,-4.884,-2.968,-1.917,75
106,0,29479,Scott Brown,-.067,-3.673,8.278,-11.954,55
106,0,32448,James Hahn,-.067,-4.506,-4.661,.153,67
108,0,31560,Brian Stuard,-.068,-4.277,-8.512,4.232,63
109,0,23623,Bo Van Pelt,-.070,-3.805,5.968,-9.773,54
110,0,25818,Scott Piercy,-.083,-5.148,6.230,-11.378,62
111,0,25900,Lucas Glover,-.086,-4.490,39.774,-44.265,52
112,0,20766,Padraig Harrington,-.089,-3.102,1.482,-4.584,35
113,0,28259,Sangmoon Bae,-.116,-8.360,-35.101,26.740,72
114,0,25345,Carl Pettersson,-.129,-8.264,-6.465,-1.797,64
115,0,25444,Justin Hicks,-.139,-9.166,5.256,-14.424,66
116,0,22056,Cameron Percy,-.167,-9.516,-16.427,6.908,57
117,0,34261,Scott Langley,-.171,-10.939,-13.523,2.580,64
117,0,23497,Tag Ridings,-.171,-9.914,-12.997,3.080,58
119,0,28092,D.H. Lee,-.176,-10.202,-12.338,2.134,58
120,0,24494,Erik Compton,-.193,-12.557,-27.773,15.213,65
121,0,25562,Andres Romero,-.200,-10.387,-16.481,6.092,52
122,0,34431,Robert Streb,-.231,-14.298,-14.296,-.003,62
123,0,30692,Scott Stallings,-.235,-15.534,-25.156,9.620,66
123,0,33418,Shawn Stefani,-.235,-11.734,-28.639,16.905,50
125,0,34021,Bud Cauley,-.247,-13.818,18.099,-31.917,56
126,0,22621,Ben Curtis,-.248,-11.388,-21.076,9.689,46
126,0,28679,Fabián Gómez,-.248,-13.901,-20.850,6.947,56
128,0,20160,Charlie Wi,-.251,-16.560,-28.192,11.630,66
129,0,30163,Henrik Norlander,-.254,-14.998,-5.542,-9.458,59
130,0,19846,Brian Gay,-.266,-18.887,-49.253,30.362,71
131,0,01724,Jeff Maggert,-.267,-15.214,2.808,-18.022,57
132,0,23452,Nicolas Colsaerts,-.268,-9.630,11.200,-20.830,36
133,0,24846,Ricky Barnes,-.278,-18.083,19.895,-37.979,65
134,0,19970,Robert Karlsson,-.286,-10.586,1.874,-12.462,37
135,0,22378,Trevor Immelman,-.291,-18.019,4.616,-22.637,62
136,0,27644,Brian Harman,-.296,-22.504,-33.699,11.191,76
137,0,22371,Aaron Baddeley,-.319,-18.803,-57.783,38.976,59
138,0,25274,Steven Bowditch,-.329,-19.098,-16.426,-2.675,58
139,0,30110,Kyle Stanley,-.332,-19.949,21.056,-41.004,60
140,0,12782,Tim Herron,-.338,-14.858,-13.041,-1.816,44
141,0,10213,Dicky Pride,-.361,-21.318,-20.667,-.652,59
142,0,22806,Doug LaBelle II,-.386,-22.802,-54.985,32.180,59
143,0,27503,Steve LeBrun,-.398,-21.112,-11.518,-9.599,53
144,0,27895,Jonas Blixt,-.403,-27.001,-47.883,20.883,67
145,0,36884,Ben Kohles,-.459,-28.432,-31.579,3.144,62
146,0,29289,S.Y. Noh,-.472,-29.288,-.577,-28.715,62
147,0,32150,Michael Thompson,-.511,-27.086,-20.749,-6.336,53
148,0,20443,Jin Park,-.512,-22.006,-20.868,-1.140,43
149,0,32334,Charlie Beljan,-.524,-28.837,-17.580,-11.257,55
150,0,23788,D.J. Trahan,-.531,-20.195,-10.825,-9.373,38
151,0,08725,Tom Gillis,-.543,-32.589,-42.988,10.396,60
152,0,30852,Ryo Ishikawa,-.547,-30.102,7.476,-37.580,55
153,0,29425,Andrew Svoboda,-.562,-19.666,-22.012,2.342,35
154,0,24663,Y.E. Yang,-.573,-23.506,-20.678,-2.827,41
155,0,06004,Stephen Ames,-.584,-25.685,-57.057,31.372,44
156,0,28135,Aaron Watkins,-.589,-20.601,-34.670,14.068,35
157,0,27120,Troy Matteson,-.610,-36.005,-36.204,.196,59
158,0,20691,Greg Owen,-.615,-40.572,3.590,-44.163,66
159,0,26497,Casey Wittenberg,-.620,-37.823,-53.342,15.516,61
160,0,22046,Geoff Ogilvy,-.649,-27.242,-13.068,-14.174,42
161,0,02206,David Toms,-.679,-21.737,-9.625,-12.112,32
162,0,10423,Mike Weir,-.771,-36.243,-49.790,13.544,47
163,0,30750,Tommy Gainey,-.781,-58.572,-65.253,6.682,75
164,0,28310,Lee Williams,-.790,-40.310,-18.559,-21.752,51
165,0,28455,Will Claxton,-.804,-45.023,-5.329,-39.696,56
166,0,20572,Rod Pampling,-.857,-29.999,-10.261,-19.740,35
167,0,10885,Robert Allenby,-.859,-44.678,-27.146,-17.531,52
168,0,22295,Darron Stiles,-.912,-38.286,-20.337,-17.952,42
169,0,26951,Johnson Wagner,-.946,-49.207,-63.303,14.096,52
170,0,24399,Scott Gardiner,-.979,-50.905,-33.728,-17.179,52
171,0,24140,Sean O'Hair,-1.022,-52.116,-37.986,-14.131,51
172,0,25336,Alistair Presnell,-1.030,-47.367,-46.460,-.909,46
173,0,37273,Derek Ernst,-1.075,-52.663,-42.093,-10.569,49
174,0,22961,David Mathis,-1.149,-71.254,-43.464,-27.791,62
175,0,24227,Justin Bolli,-1.232,-56.671,-58.419,1.744,46
176,0,30711,Colt Knost,-1.279,-74.164,-99.419,25.252,58
177,0,01116,Michael Bradley,-1.319,-56.728,-37.362,-19.368,43
178,0,27129,Luke List,-1.344,-69.882,-56.019,-13.865,52
179,0,32698,Bobby Gates,-1.398,-53.106,-53.509,.401,38
180,0,33869,Eric Meierdierks,-1.476,-54.625,-18.452,-36.175,37
