RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
1,0,06527,Steve Stricker,2.193,76.771,51.586,25.185,35
2,0,08793,Tiger Woods,2.064,88.731,70.396,18.333,43
3,0,22405,Justin Rose,1.723,79.269,87.932,-8.662,46
4,0,21528,Henrik Stenson,1.618,71.179,71.008,.171,44
5,0,21209,Sergio Garcia,1.519,71.404,43.604,27.798,47
6,0,34046,Jordan Spieth,1.473,98.676,86.489,12.183,67
7,0,01810,Phil Mickelson,1.436,81.832,44.160,37.669,57
8,0,33141,Keegan Bradley,1.403,101.011,83.011,18.002,72
9,0,23108,Matt Kuchar,1.398,96.449,68.950,27.495,69
10,0,10809,Jim Furyk,1.389,88.906,83.001,5.901,64
11,0,24502,Adam Scott,1.310,57.657,58.830,-1.174,44
12,0,23983,Luke Donald,1.279,58.853,34.584,24.266,46
13,0,29221,Webb Simpson,1.271,88.966,67.026,21.939,70
14,0,26331,Charl Schwartzel,1.268,68.492,52.241,16.246,54
15,0,24924,Bill Haas,1.265,87.294,68.945,18.348,69
16,0,27649,Brandt Snedeker,1.141,66.179,26.026,40.150,58
17,0,24781,Hunter Mahan,1.134,77.108,51.144,25.964,68
18,0,21731,Freddie Jacobson,1.075,49.456,28.785,20.669,46
19,0,27436,Graham DeLaet,1.069,86.559,78.479,8.078,81
19,0,25804,Bubba Watson,1.069,63.059,68.702,-5.642,59
21,0,28237,Rory McIlroy,.985,40.365,44.161,-3.796,41
22,0,28089,Jason Day,.976,59.508,36.959,22.546,61
23,0,30926,Chris Kirk,.962,77.953,40.995,36.956,81
24,0,25632,Jimmy Walker,.930,69.722,49.033,20.687,75
25,0,26300,Matt Jones,.885,61.918,51.769,10.147,70
26,0,23320,Ryan Palmer,.883,60.897,37.925,22.968,69
27,0,21961,Charles Howell III,.862,68.969,33.910,35.056,80
28,0,27214,Kevin Streelman,.858,58.317,41.579,16.735,68
29,0,24357,K.J. Choi,.845,53.225,31.979,21.244,63
30,0,24024,Zach Johnson,.844,56.552,32.066,24.485,67
31,0,30925,Dustin Johnson,.805,41.048,46.187,-5.140,51
32,0,32102,Rickie Fowler,.783,46.222,21.124,25.099,59
33,0,01320,Bob Estes,.759,47.066,26.293,20.768,62
34,0,23638,Brendon de Jonge,.756,73.294,70.355,2.936,97
35,0,34098,Russell Henley,.754,49.775,9.568,40.206,66
36,0,21753,Brian Davis,.689,57.207,37.975,19.228,83
37,0,29420,Billy Horschel,.656,54.488,22.866,31.619,83
38,0,27963,Chris Stroud,.616,48.083,21.524,26.558,78
39,0,34099,Harris English,.613,50.304,11.183,39.119,82
40,0,20396,Lee Westwood,.604,30.788,55.465,-24.676,51
41,0,08075,Jerry Kelly,.592,37.893,25.203,12.687,64
42,0,25686,Jason Dufner,.581,35.441,49.509,-14.069,61
43,0,12716,Charley Hoffman,.578,42.197,32.843,9.350,73
44,0,25572,Graeme McDowell,.543,20.089,15.058,5.027,37
45,0,27933,John Merrick,.517,35.165,30.848,4.317,68
46,0,24138,Ian Poulter,.514,20.049,13.142,6.906,39
47,0,27095,Nick Watney,.512,37.400,36.954,.445,73
48,0,22792,Peter Hanson,.508,16.772,.797,15.973,33
49,0,23800,Bryce Molder,.504,35.809,-6.400,42.205,71
50,0,23621,Rory Sabbatini,.469,33.794,53.491,-19.700,72
51,0,26679,Kevin Stadler,.467,32.234,51.808,-19.575,69
52,0,32200,Roberto Castro,.466,39.153,78.170,-39.019,84
53,0,31323,Gary Woodland,.459,38.082,32.972,5.105,83
54,0,27770,Camilo Villegas,.458,29.333,38.886,-9.556,64
55,0,25834,Daniel Summerhays,.453,35.337,18.065,17.267,78
56,0,28500,Martin Flores,.426,32.370,26.301,6.065,76
57,0,20229,Stewart Cink,.416,23.268,36.606,-13.337,56
58,0,27556,Ted Potter Jr.,.406,22.345,8.778,13.565,55
59,0,23409,James Driscoll,.389,24.490,-16.461,40.948,63
60,0,32366,Kevin Chappell,.384,25.745,48.402,-22.660,67
61,0,26476,Chez Reavie,.375,25.098,25.679,-.584,67
