RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOURN/COURSE,ROUND
1,0,32366,Kevin Chappell,59,The Greenbrier/,2
1,0,46046,Scottie Scheffler,59,NORTHERN TRUST/,2
3,0,35506,Mackenzie Hughes,60,Travelers/TPC R,1
3,0,30925,Dustin Johnson,60,NORTHERN TRUST/,2
5,0,51766,Wyndham Clark,61,Phoenix Open/TP,1
5,0,45609,Tyler Duncan,61,The RSM Classic,2
5,0,31557,Jim Herman,61,Wyndham/Sedgefi,3
5,0,24024,Zach Johnson,61,Wyndham/Sedgefi,3
5,0,35104,Tom Lewis,61,WGC-FedEx/TPC S,3
5,0,47993,Denny McCarthy,61,The Greenbrier/,2
5,0,25396,Kevin Na,61,Shriners/TPC Su,3
5,0,46970,Jon Rahm,61,WGC-Mexico/Club,3
5,0,30927,Brendon Todd,61,Travelers/TPC R,3
14,0,29725,Tony Finau,62,Phoenix Open/TP,3
14,0,29970,Dylan Frittelli,62,RBC Heritage/Ha,4
14,0,56762,Will Gordon,62,Travelers/TPC R,2
14,0,35532,Tom Hoge,62,Wyndham/Sedgefi,1
14,0,37455,Si Woo Kim,62,Wyndham/Sedgefi,3
14,0,36689,Brooks Koepka,62,WGC-FedEx/TPC S,1
14,0,23108,Matt Kuchar,62,Mayakoba/El Cam,4
14,0,29926,Danny Lee,62,Mayakoba/El Cam,1
14,0,35449,Adam Long,62,The Greenbrier/,2
14,0,45486,Joaquin Niemann,62,The Greenbrier/,2
14,0,27942,Rob Oppenheim,62,Wyndham/Sedgefi,3
14,0,23320,Ryan Palmer,62,Farmers/Torrey,2
14,0,24361,Pat Perez,62,Shriners/TPC Su,3
14,0,46441,Robby Shelton,62,The Greenbrier/,1
14,0,33486,Roger Sloan,62,Wyndham/Sedgefi,1
14,0,29518,Brendan Steele,62,Travelers/TPC R,2
14,0,40006,Erik van Rooyen,62,WGC-Mexico/Club,2
14,0,37189,Harold Varner III,62,Wyndham/Sedgefi,1
14,0,27064,Jhonattan Vegas,62,Puerto Rico/Gra,4
33,0,45526,Abraham Ancer,63,The Amex/Stadiu,4
33,0,33404,Chris Baker,63,Wyndham/Sedgefi,2
