RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
1,0,39971,Sungjae Im,12.31,195,1584
2,0,29725,Tony Finau,12.53,194,1548
3,0,40098,Matt Fitzpatrick,12.70,160,1260
4,0,48081,Xander Schauffele,12.73,165,1296
5,0,36801,Mark Hubbard,12.83,157,1224
6,0,23108,Matt Kuchar,12.91,165,1278
7,0,33204,Shane Lowry,13.03,136,1044
8,0,24925,Jonathan Byrd,13.16,135,1026
9,0,46046,Scottie Scheffler,13.29,201,1512
10,0,46402,Talor Gooch,13.30,170,1278
11,0,28237,Rory McIlroy,13.33,144,1080
12,0,33448,Justin Thomas,13.38,183,1368
13,0,35450,Patrick Cantlay,13.40,164,1224
14,0,27349,Alex Noren,13.45,155,1152
15,0,32839,Hideki Matsuyama,13.50,175,1296
16,0,45522,Christiaan Bezuidenhout,13.54,195,1440
17,0,28252,Seamus Power,13.68,192,1404
18,0,35449,Adam Long,13.70,217,1584
19,0,49964,Aaron Wise,13.76,213,1548
20,0,27214,Kevin Streelman,13.83,219,1584
21,0,47993,Denny McCarthy,13.89,250,1800
22,0,34256,Andrew Putnam,13.95,236,1692
23,0,46970,Jon Rahm,13.97,176,1260
24,0,39997,Corey Conners,14.05,220,1566
24,0,29420,Billy Horschel,14.05,177,1260
26,0,27644,Brian Harman,14.10,231,1638
27,0,47483,Will Zalatoris,14.11,193,1368
28,0,51890,Greyson Sigg,14.14,229,1620
29,0,45609,Tyler Duncan,14.16,209,1476
29,0,35891,Cameron Smith,14.16,158,1116
31,0,30911,Tommy Fleetwood,14.19,143,1008
32,0,49771,J.T. Poston,14.20,225,1584
33,0,27936,Martin Laird,14.23,169,1188
33,0,47529,Mito Pereira,14.23,228,1602
35,0,33399,Adam Hadwin,14.32,232,1620
36,0,47504,Sam Burns,14.38,207,1440
37,0,33122,Russell Knox,14.42,231,1602
38,0,51634,Sahith Theegala,14.45,294,2034
39,0,45526,Abraham Ancer,14.46,151,1044
40,0,35532,Tom Hoge,14.47,250,1728
41,0,21961,Charles Howell III,14.51,141,972
41,0,45486,Joaquin Niemann,14.51,209,1440
43,0,30927,Brendon Todd,14.52,217,1494
44,0,28775,Nate Lashley,14.55,199,1368
45,0,19803,Ryan Armour,14.56,131,900
46,0,23325,Vaughn Taylor,14.57,139,954
47,0,32448,James Hahn,14.63,187,1278
48,0,39546,Keith Mitchell,14.66,227,1548
49,0,40250,Taylor Pendrith,14.71,188,1278
50,0,50525,Collin Morikawa,14.72,159,1080
51,0,46414,Aaron Rai,14.73,236,1602
52,0,29535,Brice Garnett,14.79,205,1386
53,0,29518,Brendan Steele,14.92,196,1314
54,0,46340,Alex Smalley,14.93,250,1674
55,0,34046,Jordan Spieth,14.94,199,1332
56,0,30926,Chris Kirk,14.95,226,1512
57,0,34098,Russell Henley,15.03,211,1404
58,0,54628,Lee Hodges,15.05,252,1674
59,0,36699,Patrick Rodgers,15.10,231,1530
60,0,39324,J.J. Spaun,15.15,259,1710
60,0,32150,Michael Thompson,15.15,229,1512
62,0,24980,Scott Gutschewski,15.28,154,1008
63,0,46435,Austin Cook,15.30,190,1242
63,0,37189,Harold Varner III,15.30,190,1242
65,0,24924,Bill Haas,15.31,248,1620
66,0,30692,Scott Stallings,15.34,265,1728
67,0,22056,Cameron Percy,15.40,122,792
68,0,52375,Doug Ghim,15.41,233,1512
69,0,39977,Max Homa,15.45,228,1476
70,0,34174,John Huh,15.54,207,1332
71,0,29908,C.T. Pan,15.58,230,1476
72,0,37455,Si Woo Kim,15.59,275,1764
72,0,24502,Adam Scott,15.59,202,1296
74,0,49947,Taylor Moore,15.61,236,1512
75,0,26476,Chez Reavie,15.62,239,1530
75,0,52374,Brandon Wu,15.62,208,1332
77,0,55708,Hayden Buckley,15.63,256,1638
77,0,34610,Matthias Schwab,15.63,197,1260
79,0,57366,Cameron Young,15.65,231,1476
80,0,29478,Kevin Kisner,15.66,186,1188
80,0,26851,Marc Leishman,15.66,203,1296
80,0,50095,Austin Smotherman,15.66,217,1386
83,0,35310,Lanto Griffin,15.67,220,1404
83,0,31646,Emiliano Grillo,15.67,237,1512
85,0,33141,Keegan Bradley,15.69,226,1440
86,0,34431,Robert Streb,15.73,235,1494
87,0,30944,Jason Kokrak,15.76,173,1098
88,0,31560,Brian Stuard,15.79,253,1602
89,0,27064,Jhonattan Vegas,15.80,219,1386
90,0,51766,Wyndham Clark,15.81,276,1746
90,0,32662,Michael Gligic,15.81,202,1278
92,0,47995,Davis Riley,15.84,268,1692
93,0,45157,Cam Davis,15.85,234,1476
93,0,46442,Maverick McNealy,15.85,251,1584
93,0,46601,Trey Mullinax,15.85,234,1476
96,0,46717,Viktor Hovland,15.87,200,1260
96,0,32791,K.H. Lee,15.87,280,1764
96,0,32640,Troy Merritt,15.87,260,1638
99,0,28089,Jason Day,15.89,163,1026
100,0,45540,Jared Wolfe,15.91,169,1062
101,0,24361,Pat Perez,15.95,178,1116
102,0,30163,Henrik Norlander,15.97,207,1296
103,0,23983,Luke Donald,16.00,193,1206
103,0,33419,Cameron Tringale,16.00,265,1656
105,0,31323,Gary Woodland,16.02,199,1242
106,0,34563,Chesson Hadley,16.11,232,1440
106,0,49766,Hank Lebioda,16.11,232,1440
108,0,32816,Satoshi Kodaira,16.12,148,918
109,0,31420,Anirban Lahiri,16.13,209,1296
110,0,36871,Matthew NeSmith,16.18,268,1656
111,0,48822,Sebastián Muñoz,16.27,243,1494
112,0,36326,David Lipsky,16.29,258,1584
113,0,32139,Danny Willett,16.31,182,1116
114,0,54783,Dylan Wu,16.33,197,1206
115,0,34466,Peter Malnati,16.34,303,1854
116,0,34360,Patrick Reed,16.35,206,1260
117,0,29289,S.Y. Noh,16.40,186,1134
118,0,40162,Justin Lower,16.44,213,1296
119,0,39953,Chase Seiffert,16.45,151,918
120,0,47988,Nick Hardy,16.48,175,1062
120,0,26300,Matt Jones,16.48,181,1098
120,0,32757,Patton Kizzire,16.48,267,1620
123,0,40115,Adam Svensson,16.50,297,1800
124,0,48117,Kurt Kitayama,16.51,208,1260
125,0,36884,Ben Kohles,16.58,188,1134
126,0,35461,Beau Hossler,16.59,209,1260
126,0,51997,Andrew Novak,16.59,227,1368
128,0,29974,Branden Grace,16.67,156,936
128,0,49960,Sepp Straka,16.67,294,1764
128,0,51894,Vince Whaley,16.67,255,1530
131,0,34076,Joel Dahmen,16.73,256,1530
132,0,23320,Ryan Palmer,16.75,202,1206
133,0,33597,Harry Higgs,16.81,242,1440
134,0,37275,Sam Ryder,16.86,267,1584
134,0,25493,Nick Taylor,16.86,267,1584
136,0,30978,Kiradech Aphibarnrat,16.88,161,954
136,0,31557,Jim Herman,16.88,155,918
138,0,48699,Callum Tarren,16.91,210,1242
139,0,53165,Doc Redman,16.95,241,1422
140,0,29970,Dylan Frittelli,16.97,284,1674
141,0,29221,Webb Simpson,17.04,181,1062
142,0,12716,Charley Hoffman,17.07,212,1242
142,0,23621,Rory Sabbatini,17.07,169,990
144,0,27129,Luke List,17.08,246,1440
145,0,25818,Scott Piercy,17.10,237,1386
146,0,47347,Adam Schenk,17.16,278,1620
147,0,35879,Kelly Kraft,17.23,214,1242
147,0,27649,Brandt Snedeker,17.23,183,1062
149,0,36799,Stephan Jaeger,17.25,264,1530
150,0,34363,Tyrrell Hatton,17.27,199,1152
151,0,49298,Kramer Hickok,17.28,283,1638
151,0,22405,Justin Rose,17.28,168,972
153,0,25900,Lucas Glover,17.32,290,1674
154,0,34255,Joseph Bramlett,17.35,253,1458
155,0,52372,Cameron Champ,17.36,175,1008
155,0,10381,Curtis Thompson,17.36,200,1152
157,0,51950,Max McGreevy,17.44,226,1296
158,0,32333,Kevin Tway,17.46,242,1386
159,0,27770,Camilo Villegas,17.47,217,1242
160,0,35506,Mackenzie Hughes,17.48,258,1476
161,0,36852,Jim Knous,17.54,161,918
162,0,24138,Ian Poulter,17.55,139,792
163,0,48887,Matt Wallace,17.56,177,1008
164,0,47983,Chad Ramey,17.58,231,1314
165,0,24024,Zach Johnson,17.62,203,1152
166,0,20229,Stewart Cink,17.68,245,1386
167,0,39058,Lucas Herbert,17.70,172,972
168,0,34264,Hudson Swafford,17.71,204,1152
169,0,32102,Rickie Fowler,17.76,227,1278
170,0,27974,Sung Kang,17.78,256,1440
171,0,35617,Martin Trainer,17.81,250,1404
172,0,33667,Carlos Ortiz,17.85,196,1098
173,0,27095,Nick Watney,17.98,246,1368
174,0,47856,Seth Reeves,17.99,217,1206
175,0,25198,Francesco Molinari,18.13,173,954
176,0,33490,Bo Hoag,18.14,160,882
177,0,36689,Brooks Koepka,18.24,151,828
178,0,35110,Brett Drewitt,18.30,191,1044
179,0,48084,Wesley Bryan,18.37,162,882
180,0,37212,Paul Barjon,18.39,235,1278
181,0,27139,David Skinns,18.60,221,1188
182,0,32366,Kevin Chappell,18.69,185,990
183,0,33486,Roger Sloan,18.72,246,1314
184,0,39436,Joshua Creel,18.79,159,846
185,0,29926,Danny Lee,18.91,177,936
186,0,56278,Matthew Wolff,19.03,161,846
187,0,40006,Erik van Rooyen,19.10,165,864
188,0,25686,Jason Dufner,19.56,176,900
189,0,47128,Richy Werenski,19.66,223,1134
190,0,46550,Brandon Hagy,20.44,287,1404
191,0,28114,Dawie van der Walt,20.52,229,1116
192,0,27895,Jonas Blixt,20.67,186,900
193,0,54421,Garrick Higgo,21.84,228,1044
