RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
72,0,52375,Doug Ghim,2.48,208,84
72,0,22056,Cameron Percy,2.48,109,44
72,0,29518,Brendan Steele,2.48,181,73
75,0,35461,Beau Hossler,2.49,174,70
75,0,30926,Chris Kirk,2.49,209,84
75,0,49947,Taylor Moore,2.49,209,84
75,0,29908,C.T. Pan,2.49,204,82
75,0,40250,Taylor Pendrith,2.49,177,71
80,0,34174,John Huh,2.51,186,74
81,0,24924,Bill Haas,2.52,227,90
81,0,36884,Ben Kohles,2.52,159,63
83,0,26851,Marc Leishman,2.53,182,72
83,0,34360,Patrick Reed,2.53,177,70
83,0,27064,Jhonattan Vegas,2.53,195,77
86,0,34563,Chesson Hadley,2.54,203,80
86,0,39977,Max Homa,2.54,208,82
86,0,48117,Kurt Kitayama,2.54,178,70
86,0,30944,Jason Kokrak,2.54,155,61
90,0,46442,Maverick McNealy,2.55,224,88
90,0,32640,Troy Merritt,2.55,232,91
90,0,46601,Trey Mullinax,2.55,209,82
90,0,31323,Gary Woodland,2.55,176,69
90,0,52374,Brandon Wu,2.55,189,74
95,0,51766,Wyndham Clark,2.56,248,97
95,0,28089,Jason Day,2.56,146,57
95,0,33597,Harry Higgs,2.56,205,80
95,0,46717,Viktor Hovland,2.56,179,70
95,0,34466,Peter Malnati,2.56,264,103
100,0,30978,Kiradech Aphibarnrat,2.57,136,53
101,0,33141,Keegan Bradley,2.58,206,80
101,0,23983,Luke Donald,2.58,173,67
101,0,37455,Si Woo Kim,2.58,253,98
101,0,32791,K.H. Lee,2.58,253,98
101,0,30163,Henrik Norlander,2.58,186,72
101,0,45540,Jared Wolfe,2.58,152,59
101,0,54783,Dylan Wu,2.58,173,67
108,0,52372,Cameron Champ,2.59,145,56
108,0,32662,Michael Gligic,2.59,184,71
108,0,12716,Charley Hoffman,2.59,179,69
108,0,30692,Scott Stallings,2.59,249,96
112,0,49766,Hank Lebioda,2.60,208,80
112,0,24361,Pat Perez,2.60,161,62
112,0,34610,Matthias Schwab,2.60,182,70
112,0,32139,Danny Willett,2.60,161,62
116,0,36871,Matthew NeSmith,2.61,240,92
116,0,49960,Sepp Straka,2.61,256,98
116,0,31560,Brian Stuard,2.61,232,89
116,0,33419,Cameron Tringale,2.61,240,92
120,0,31420,Anirban Lahiri,2.63,189,72
120,0,34431,Robert Streb,2.63,218,83
122,0,39058,Lucas Herbert,2.65,143,54
122,0,29478,Kevin Kisner,2.65,175,66
122,0,40162,Justin Lower,2.65,191,72
122,0,48822,Sebastián Muñoz,2.65,220,83
122,0,48699,Callum Tarren,2.65,183,69
127,0,36799,Stephan Jaeger,2.66,226,85
127,0,40115,Adam Svensson,2.66,266,100
127,0,48887,Matt Wallace,2.66,149,56
130,0,34076,Joel Dahmen,2.67,227,85
130,0,29974,Branden Grace,2.67,139,52
130,0,29289,S.Y. Noh,2.67,168,63
130,0,37275,Sam Ryder,2.67,235,88
130,0,39953,Chase Seiffert,2.67,136,51
135,0,47988,Nick Hardy,2.68,158,59
136,0,23320,Ryan Palmer,2.69,180,67
136,0,47347,Adam Schenk,2.69,242,90
136,0,34264,Hudson Swafford,2.69,172,64
136,0,35617,Martin Trainer,2.69,210,78
140,0,34255,Joseph Bramlett,2.70,219,81
140,0,36326,David Lipsky,2.70,238,88
140,0,51997,Andrew Novak,2.70,205,76
140,0,27095,Nick Watney,2.70,205,76
144,0,32757,Patton Kizzire,2.71,244,90
144,0,25818,Scott Piercy,2.71,209,77
146,0,47856,Seth Reeves,2.72,182,67
146,0,25493,Nick Taylor,2.72,239,88
148,0,48084,Wesley Bryan,2.73,134,49
148,0,32102,Rickie Fowler,2.73,194,71
148,0,51894,Vince Whaley,2.73,232,85
151,0,26300,Matt Jones,2.74,167,61
152,0,29970,Dylan Frittelli,2.75,256,93
152,0,27129,Luke List,2.75,220,80
154,0,36852,Jim Knous,2.76,141,51
154,0,51950,Max McGreevy,2.76,199,72
156,0,20229,Stewart Cink,2.77,213,77
156,0,25900,Lucas Glover,2.77,258,93
156,0,35506,Mackenzie Hughes,2.77,227,82
156,0,56278,Matthew Wolff,2.77,130,47
160,0,31557,Jim Herman,2.78,142,51
160,0,47983,Chad Ramey,2.78,203,73
160,0,22405,Justin Rose,2.78,150,54
160,0,27649,Brandt Snedeker,2.78,164,59
160,0,10381,Curtis Thompson,2.78,178,64
160,0,27770,Camilo Villegas,2.78,192,69
166,0,35879,Kelly Kraft,2.80,193,69
167,0,34363,Tyrrell Hatton,2.81,180,64
168,0,33667,Carlos Ortiz,2.82,172,61
168,0,53165,Doc Redman,2.82,223,79
170,0,27974,Sung Kang,2.83,226,80
170,0,27139,David Skinns,2.83,187,66
172,0,49298,Kramer Hickok,2.85,259,91
172,0,29221,Webb Simpson,2.85,168,59
174,0,23621,Rory Sabbatini,2.87,158,55
175,0,35110,Brett Drewitt,2.88,167,58
176,0,37212,Paul Barjon,2.90,206,71
176,0,29926,Danny Lee,2.90,151,52
176,0,33486,Roger Sloan,2.90,212,73
179,0,36689,Brooks Koepka,2.91,134,46
179,0,32333,Kevin Tway,2.91,224,77
181,0,33490,Bo Hoag,2.92,143,49
182,0,39436,Joshua Creel,2.96,139,47
183,0,32366,Kevin Chappell,2.98,164,55
183,0,24024,Zach Johnson,2.98,191,64
183,0,25198,Francesco Molinari,2.98,158,53
183,0,24138,Ian Poulter,2.98,131,44
183,0,47128,Richy Werenski,2.98,188,63
188,0,25686,Jason Dufner,3.02,151,50
189,0,40006,Erik van Rooyen,3.13,150,48
190,0,27895,Jonas Blixt,3.16,158,50
191,0,46550,Brandon Hagy,3.24,253,78
192,0,54421,Garrick Higgo,3.34,194,58
193,0,28114,Dawie van der Walt,3.35,208,62
