RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE
1,0,10107,Deane Pappas,150
2,0,10425,Jay Williamson,142
3,0,20634,Peter Lonard,140
4,0,06643,Paul Goydos,119
5,0,12388,Michael Clark II,102
6,0,01139,Olin Browne,94
7,0,01361,Dan Forsman,92
8,0,21739,Aaron Barber,91
9,0,23108,Matt Kuchar,87
10,0,02104,Jeff Sluman,79
11,0,19881,Robert Damron,78
12,0,22371,Aaron Baddeley,68
13,0,01388,Robert Gamez,66
13,0,26420,Richard Johnson,66
15,0,20628,Arron Oberholser,62
16,0,06004,Stephen Ames,59
17,0,19825,Darren Clarke,58
18,0,01042,Paul Azinger,57
18,0,06809,Bob Burns,57
18,0,20593,Greg Chalmers,57
21,0,25031,Andy Miller,52
21,0,08375,Paul Stankowski,52
21,0,02246,Duffy Waldorf,52
24,0,06475,Jeff Klein,50
25,0,23656,Jason Caron,49
26,0,01161,Mark Calcavecchia,48
27,0,06573,Brandt Jobe,47
27,0,06527,Steve Stricker,47
29,0,20566,Kaname Yokoo,45
30,0,06575,Dudley Hart,40
31,0,25345,Carl Pettersson,39
32,0,22046,Geoff Ogilvy,37
33,0,08537,J.P. Hayes,35
34,0,01329,Brad Faxon,34
34,0,10201,Matt Gogel,34
34,0,20573,Scott Laycock,34
34,0,12680,Shigeki Maruyama,34
34,0,20645,John Senden,34
39,0,20229,Stewart Cink,33
39,0,06522,Ernie Els,33
39,0,08339,Spike McRoy,33
42,0,21806,Paul Gow,32
42,0,20094,Jonathan Kaye,32
42,0,12755,Vance Veazey,32
45,0,06617,Brian Henninger,31
46,0,02170,Hal Sutton,30
46,0,12602,Dean Wilson,30
48,0,21805,Harrison Frazar,29
48,0,21209,Sergio Garcia,29
48,0,12660,Jesper Parnevik,29
48,0,26489,Cameron Yancey,29
52,0,12510,Chad Campbell,28
52,0,01619,Skip Kendall,28
54,0,07101,Dave Stockton Jr.,27
54,0,06078,Esteban Toledo,27
56,0,23614,Rich Beem,26
56,0,20472,Alex Cejka,26
56,0,20127,Chris Riley,26
59,0,23036,Chris Anderson,25
60,0,01035,Tommy Armour III,24
60,0,01132,Mark Brooks,24
60,0,23135,Tim Clark,24
60,0,06621,Joe Durant,24
60,0,01723,Andrew Magee,24
60,0,02223,Bob Tway,24
66,0,22621,Ben Curtis,23
66,0,01945,Kenny Perry,23
68,0,07867,Woody Austin,22
68,0,24356,Jason Buha,22
68,0,06251,Chris DiMarco,22
68,0,20574,Mathew Goggin,22
68,0,10423,Mike Weir,22
73,0,20771,Steven Alker,21
73,0,24925,Jonathan Byrd,21
73,0,01175,Jim Carter,21
73,0,20121,Todd Fischer,21
73,0,08725,Tom Gillis,21
73,0,10213,Dicky Pride,21
79,0,08547,John Maginnes,20
79,0,02101,Joey Sindelar,20
81,0,10733,Kent Jones,19
81,0,01707,Steve Lowery,19
81,0,10585,Scott McCarron,19
84,0,01307,Joel Edwards,18
84,0,01320,Bob Estes,18
84,0,07749,Brett Quigley,18
87,0,08123,Jeff Brehaut,17
87,0,20436,Garrett Willis,17
89,0,20623,Gavin Coles,16
89,0,21961,Charles Howell III,16
91,0,01226,Fred Couples,15
91,0,01577,Lee Janzen,15
91,0,12705,Cliff Kresge,15
91,0,01887,Mark O'Meara,15
91,0,20095,Carl Paulson,15
91,0,02002,John Riegger,15
91,0,25692,Akio Sadakata,15
91,0,22293,Heath Slocum,15
99,0,19824,Craig Barlow,14
99,0,01381,Fred Funk,14
99,0,22892,Jason Gore,14
99,0,12782,Tim Herron,14
103,0,23541,Ben Crane,13
103,0,06034,Marco Dawson,13
103,0,23338,David Gossett,13
103,0,23353,J.J. Henry,13
103,0,08633,Per-Ulrik Johansson,13
103,0,23621,Rory Sabbatini,13
109,0,24357,K.J. Choi,12
109,0,01378,David Frost,12
109,0,26950,John Morgan,12
109,0,20663,Brenden Pappas,12
109,0,02049,Gene Sauers,12
109,0,02106,Chris Smith,12
109,0,02214,Kirk Triplett,12
116,0,01098,Jay Don Blake,11
116,0,10860,Justin Leonard,11
116,0,20572,Rod Pampling,11
116,0,23177,Kenneth Staton,11
116,0,25450,Ty Tryon,11
121,0,01475,Donnie Hammond,10
121,0,10565,Ian Leggatt,10
121,0,20568,Anthony Painter,10
124,0,07721,Pat Bates,9
124,0,12652,Cameron Beckman,9
124,0,23983,Luke Donald,9
124,0,08337,Mike Heinen,9
124,0,01761,Len Mattiace,9
124,0,01797,Rocco Mediate,9
124,0,06595,Kevin Sutherland,9
131,0,20098,Stuart Appleby,8
131,0,20498,Briny Baird,8
131,0,20157,Retief Goosen,8
131,0,07941,Mike Grob,8
135,0,20099,Doug Barron,7
135,0,10809,Jim Furyk,7
135,0,08075,Jerry Kelly,7
135,0,06515,Shaun Micheel,7
135,0,20548,Hidemichi Tanaka,7
140,0,21633,Steve Allan,6
140,0,01024,Billy Andrade,6
140,0,01249,John Daly,6
140,0,19846,Brian Gay,6
140,0,01677,Tom Lehman,6
140,0,11032,Frank Lickliter II,6
140,0,01928,Corey Pavin,6
140,0,23034,Brent Schwarzrock,6
140,0,21878,Mark Wilson,6
149,0,10885,Robert Allenby,5
149,0,07223,Brian Bateman,5
149,0,23125,Brad Elder,5
149,0,12645,Brent Geiberger,5
149,0,12662,Thomas Levet,5
149,0,01685,J.L. Lewis,5
149,0,01706,Davis Love III,5
149,0,01766,Billy Mayfair,5
149,0,02010,Loren Roberts,5
149,0,22295,Darron Stiles,5
159,0,12661,Todd Barranger,4
159,0,01569,Peter Jacobsen,4
159,0,23552,Hank Kuehne,4
159,0,01941,Tom Pernice Jr.,4
159,0,01968,Nick Price,4
159,0,02206,David Toms,4
165,0,01157,Tom Byrum,3
165,0,08931,Glen Day,3
165,0,12823,Carlos Franco,3
165,0,01457,Jay Haas,3
165,0,06567,Vijay Singh,3
165,0,06581,David Sutherland,3
171,0,08545,Glen Hnatiuk,2
171,0,01553,John Huston,2
171,0,01938,David Peoples,2
171,0,22913,John Rollins,2
171,0,24502,Adam Scott,2
171,0,02239,Scott Verplank,2
177,0,07457,Steve Flesch,1
177,0,10912,Craig Perks,1
177,0,01948,Tim Petrovic,1
177,0,22548,Patrick Sheehan,1
177,0,08793,Tiger Woods,1
