RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,TOTAL PURSE AVAILABLE
1,0,01666,Bernhard Langer,6.51,626937,9625000
2,0,01876,Greg Norman,5.94,1359652,22900000
3,0,01968,Nick Price,5.66,1478553,26125000
4,0,01042,Paul Azinger,4.42,1458454,32975000
5,0,01378,David Frost,3.30,1030716,31275000
6,0,01633,Tom Kite,3.15,887810,28150000
7,0,06567,Vijay Singh,3.06,657830,21525000
8,0,01385,Jim Gallagher Jr.,2.95,1078867,36600000
9,0,01226,Fred Couples,2.93,796578,27200000
10,0,06204,Jeff Barlow,2.90,8700,300000
11,0,02146,Payne Stewart,2.85,982872,34475000
12,0,01577,Lee Janzen,2.63,932334,35475000
13,0,01823,Larry Mize,2.40,724657,30250000
14,0,02099,Scott Simpson,2.34,707163,30250000
15,0,01014,Fulton Allem,2.31,851342,36875000
16,0,01154,Bill Buttner,2.22,6650,300000
16,0,01326,Nick Faldo,2.22,188886,8500000
16,0,08537,J.P. Hayes,2.22,6650,300000
19,0,01706,Davis Love III,2.18,777055,35675000
20,0,01306,David Edwards,2.17,653085,30075000
21,0,01928,Corey Pavin,2.14,675085,31575000
22,0,01313,Steve Elkington,2.12,675377,31850000
22,0,01724,Jeff Maggert,2.12,793022,37350000
24,0,01797,Rocco Mediate,2.07,680619,32875000
25,0,02002,John Riegger,2.03,22275,1100000
26,0,01837,Gil Morgan,1.93,610310,31675000
27,0,01810,Phil Mickelson,1.90,628732,33025000
28,0,01553,John Huston,1.73,681439,39300000
29,0,02133,Craig Stadler,1.71,553620,32425000
30,0,01072,Chip Beck,1.69,603372,35775000
31,0,01331,Rick Fehr,1.68,556319,33025000
32,0,01161,Mark Calcavecchia,1.64,630363,38475000
33,0,01030,Isao Aoki,1.63,32500,2000000
34,0,01457,Jay Haas,1.62,601598,37075000
35,0,02321,Fuzzy Zoeller,1.57,378171,24075000
36,0,02256,Tom Watson,1.54,342021,22175000
37,0,01355,Raymond Floyd,1.51,126516,8400000
38,0,01040,Emlyn Aubrey,1.45,18125,1250000
39,0,01510,Nolan Henke,1.43,502373,35175000
40,0,01890,Brett Ogle,1.41,337373,23850000
41,0,02101,Joey Sindelar,1.38,391649,28475000
42,0,01783,Mark McCumber,1.37,363266,26525000
43,0,06090,Jim McGovern,1.36,587492,43075000
44,0,01361,Dan Forsman,1.35,410147,30375000
45,0,01320,Bob Estes,1.32,447184,33925000
46,0,01766,Billy Mayfair,1.29,513068,39725000
47,0,01677,Tom Lehman,1.28,422760,33075000
48,0,01475,Donnie Hammond,1.20,340430,28475000
49,0,01527,Scott Hoch,1.19,403740,34025000
50,0,02245,Grant Waite,1.17,411404,35150000
51,0,01219,John Cook,1.15,342319,29675000
51,0,02225,Howard Twitty,1.15,416830,36275000
53,0,01235,Ben Crenshaw,1.12,318605,28500000
53,0,01418,Bill Glasson,1.12,299799,26800000
55,0,06012,Greg Kraft,1.11,290579,26150000
56,0,02020,Eduardo Romero,1.09,18500,1700000
56,0,02279,Mark Wiebe,1.09,360211,32975000
58,0,01920,Craig Parry,1.08,323065,30025000
58,0,02267,D.A. Weibring,1.08,299292,27675000
60,0,01887,Mark O'Meara,1.06,349514,32875000
61,0,01024,Billy Andrade,1.03,365755,35675000
62,0,01701,Bob Lohr,1.02,314980,30775000
63,0,01329,Brad Faxon,1.00,312022,31325000
64,0,10964,Clinton Whitelaw,.96,19200,2000000
65,0,01906,Masashi Jumbo Ozaki,.93,66741,7200000
65,0,02010,Loren Roberts,.93,316504,34075000
67,0,01771,Blaine McCallister,.91,290432,32050000
68,0,01133,Billy Ray Brown,.90,173661,19250000
68,0,01200,Keith Clearwater,.90,348759,38750000
68,0,01559,Hale Irwin,.90,252683,27925000
71,0,02106,Chris Smith,.89,24000,2700000
72,0,01203,Russ Cochran,.88,293867,33525000
72,0,06575,Dudley Hart,.88,316749,36175000
72,0,02242,Lanny Wadkins,.88,244542,27725000
75,0,01723,Andrew Magee,.87,269984,30975000
75,0,02159,Curtis Strange,.87,262695,30350000
77,0,01444,Ken Green,.86,229749,26675000
77,0,02135,Mike Standly,.86,323884,37875000
79,0,10962,Bradley Hughes,.85,28125,3300000
79,0,01717,Sandy Lyle,.85,86120,10125000
79,0,10457,Frank Nobilo,.85,14500,1700000
82,0,01051,Seve Ballesteros,.81,34850,4300000
82,0,01569,Peter Jacobsen,.81,222287,27375000
82,0,01905,Joe Ozaki,.81,139783,17300000
85,0,01858,Tommy Nakajima,.79,50578,6400000
86,0,01690,Bruce Lietzke,.78,163240,20950000
87,0,06197,Michael Allen,.76,231071,30250000
87,0,01381,Fred Funk,.76,309433,40575000
87,0,01388,Robert Gamez,.76,236457,30925000
90,0,01926,Steve Pate,.75,254839,34125000
91,0,02033,Dave Rummells,.74,247961,33725000
92,0,01249,John Daly,.73,225588,30975000
92,0,01489,Steve Hart,.73,2175,300000
92,0,12389,Barry Lane,.73,24088,3300000
95,0,02008,Lee Rinker,.69,11051,1600000
95,0,06527,Steve Stricker,.69,46171,6650000
97,0,01261,Jay Delsing,.68,233481,34375000
98,0,02322,Richard Zokol,.67,214418,31975000
99,0,01132,Mark Brooks,.66,249693,37775000
99,0,01143,Brad Bryant,.66,230136,34675000
99,0,01197,Bobby Clampett,.66,112291,17075000
99,0,01682,Wayne Levi,.66,179518,27375000
99,0,01960,Don Pooley,.66,123104,18525000
99,0,02224,Greg Twiggs,.66,231820,35275000
105,0,01557,John Inman,.65,242137,36975000
105,0,02131,Mike Springer,.65,214726,32925000
105,0,02246,Duffy Waldorf,.65,202637,31250000
108,0,01006,John Adams,.64,221752,34875000
108,0,01098,Jay Don Blake,.64,202480,31825000
110,0,01353,Bruce Fleisher,.63,214277,33875000
111,0,01607,Brian Kamm,.62,183184,29350000
111,0,01755,Dick Mast,.62,210124,33775000
113,0,06373,José María Olazábal,.61,60160,9800000
114,0,01495,Morris Hatalsky,.60,111056,18450000
114,0,01736,Roger Maltbie,.60,155453,25750000
116,0,01096,Phil Blackmar,.59,207308,35100000
116,0,06124,Patrick Burke,.59,100716,16950000
116,0,02214,Kirk Triplett,.59,189416,32175000
119,0,01192,T.C. Chen,.58,5800,1000000
119,0,02300,Ian Woosnam,.58,55425,9500000
121,0,01945,Kenny Perry,.57,196861,34575000
121,0,02190,Doug Tewell,.57,132476,23375000
123,0,01748,Doug Martin,.56,21381,3800000
123,0,02104,Jeff Sluman,.56,187837,33575000
125,0,02090,Tom Sieckmann,.55,201426,36450000
126,0,01302,R.W. Eaks,.54,5414,1000000
126,0,01971,Dillard Pruitt,.54,168052,31375000
128,0,01049,Ian Baker-Finch,.53,140619,26425000
128,0,01060,Dave Barr,.53,179261,33725000
128,0,01196,Brian Claar,.53,202622,38575000
128,0,01648,Billy Kratzert,.53,78991,14950000
128,0,01707,Steve Lowery,.53,188285,35400000
133,0,01201,Lennie Clements,.52,141524,27350000
133,0,01891,David Ogrin,.52,155013,29550000
133,0,06132,Sonny Skinner,.52,1556,300000
133,0,02294,Willie Wood,.52,146205,27950000
137,0,01549,Mike Hulbert,.51,193831,38375000
138,0,09011,David Duval,.50,27180,5400000
139,0,01214,Frank Conner,.49,34153,6950000
139,0,02257,Brian Watts,.49,23235,4700000
141,0,02223,Bob Tway,.48,148120,30625000
142,0,01750,Miguel Angel Martin,.46,6019,1300000
143,0,01116,Michael Bradley,.45,126160,27750000
143,0,06058,John Flannery,.45,161231,35450000
143,0,01414,Bob Gilder,.45,148494,33175000
143,0,02067,Ted Schulz,.45,164258,36875000
147,0,01468,Gary Hallberg,.44,147705,33750000
147,0,01958,Dan Pohl,.44,97829,22450000
149,0,01288,Ed Dougherty,.43,167649,38850000
149,0,01550,Ed Humenik,.43,152559,35675000
149,0,01715,Mark Lye,.43,106934,25100000
152,0,01307,Joel Edwards,.42,150621,35975000
152,0,06522,Ernie Els,.42,38185,9200000
152,0,01555,Stu Ingraham,.42,7057,1700000
152,0,01975,Tom Purtzer,.42,107570,25450000
152,0,06725,Tom Wargo,.42,7057,1700000
157,0,01185,Brandel Chamblee,.41,126937,31150000
157,0,12387,Michael Christie,.41,6525,1600000
157,0,01360,Anders Forsbrand,.41,34850,8500000
