RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
1,0,06575,Dudley Hart,3.41,369,1082
2,0,01226,Fred Couples,3.36,363,1080
3,0,01706,Davis Love III,3.27,370,1131
4,0,01378,David Frost,3.23,302,935
4,0,01887,Mark O'Meara,3.23,330,1021
6,0,01098,Jay Don Blake,3.21,297,924
7,0,02246,Duffy Waldorf,3.19,339,1064
8,0,01633,Tom Kite,3.18,364,1144
9,0,01553,John Huston,3.15,402,1275
10,0,02146,Payne Stewart,3.14,319,1017
11,0,02242,Lanny Wadkins,3.13,331,1056
12,0,01724,Jeff Maggert,3.11,346,1111
13,0,01096,Phil Blackmar,3.10,298,962
13,0,01261,Jay Delsing,3.10,338,1092
13,0,02090,Tom Sieckmann,3.10,345,1112
16,0,01093,Ronnie Black,3.09,324,1050
17,0,01042,Paul Azinger,3.08,341,1106
17,0,01161,Mark Calcavecchia,3.08,352,1144
19,0,01355,Raymond Floyd,3.07,227,740
20,0,01072,Chip Beck,3.06,335,1094
20,0,01677,Tom Lehman,3.06,404,1320
20,0,01938,David Peoples,3.06,378,1234
23,0,01846,Jodie Mudd,3.05,232,760
23,0,02010,Loren Roberts,3.05,390,1279
25,0,06142,Mitch Adcock,3.04,241,792
25,0,01385,Jim Gallagher Jr.,3.04,397,1307
25,0,01837,Gil Morgan,3.04,323,1063
25,0,01968,Nick Price,3.04,377,1241
29,0,01468,Gary Hallberg,3.03,304,1003
29,0,02104,Jeff Sluman,3.03,417,1376
31,0,01329,Brad Faxon,3.02,311,1029
31,0,01414,Bob Gilder,3.02,326,1081
33,0,01214,Frank Conner,3.01,283,939
33,0,01219,John Cook,3.01,310,1031
33,0,01533,P.H. Horgan III,3.01,263,874
33,0,02049,Gene Sauers,3.01,294,978
33,0,02224,Greg Twiggs,3.01,181,602
38,0,02099,Scott Simpson,3.00,267,890
39,0,06332,Neal Lancaster,2.99,404,1353
40,0,01129,Bill Britton,2.98,299,1004
40,0,01200,Keith Clearwater,2.98,399,1339
40,0,01235,Ben Crenshaw,2.98,287,962
40,0,02131,Mike Springer,2.98,296,993
40,0,02159,Curtis Strange,2.98,223,748
45,0,02225,Howard Twitty,2.97,310,1044
45,0,02303,Robert Wrenn,2.97,288,971
47,0,06034,Marco Dawson,2.95,276,936
47,0,01331,Rick Fehr,2.95,310,1050
47,0,01682,Wayne Levi,2.95,302,1022
50,0,01133,Billy Ray Brown,2.94,255,866
50,0,01522,Lon Hinkle,2.94,201,683
50,0,01928,Corey Pavin,2.94,322,1095
50,0,02190,Doug Tewell,2.94,286,972
50,0,02206,David Toms,2.94,299,1017
55,0,06090,Jim McGovern,2.92,350,1199
55,0,01945,Kenny Perry,2.92,298,1019
57,0,01408,Kelly Gibson,2.91,327,1123
57,0,01577,Lee Janzen,2.91,370,1273
