RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
39,0,01161,Mark Calcavecchia,1.496,2559,1710
41,0,01261,Jay Delsing,1.498,2508,1674
42,0,01313,Steve Elkington,1.499,2320,1548
43,0,02146,Payne Stewart,1.503,2219,1476
44,0,01797,Rocco Mediate,1.505,2194,1458
45,0,01766,Billy Mayfair,1.511,3101,2052
46,0,01468,Gary Hallberg,1.513,2370,1566
47,0,01185,Brandel Chamblee,1.515,2318,1530
48,0,01926,Steve Pate,1.517,2868,1890
49,0,01876,Greg Norman,1.519,1586,1044
50,0,01971,Dillard Pruitt,1.521,2491,1638
51,0,06124,Patrick Burke,1.523,2468,1620
52,0,01353,Bruce Fleisher,1.524,2798,1836
53,0,01577,Lee Janzen,1.525,2854,1872
54,0,01132,Mark Brooks,1.526,2939,1926
54,0,01837,Gil Morgan,1.526,2363,1548
56,0,01978,Fran Quinn,1.527,1677,1098
56,0,02246,Duffy Waldorf,1.527,2337,1530
58,0,01203,Russ Cochran,1.528,2640,1728
58,0,01945,Kenny Perry,1.528,2283,1494
60,0,01331,Rick Fehr,1.529,2340,1530
60,0,02226,Tray Tyner,1.529,1817,1188
62,0,01736,Roger Maltbie,1.530,1763,1152
63,0,01346,Ed Fiori,1.534,2651,1728
64,0,06575,Dudley Hart,1.535,2597,1692
64,0,01677,Tom Lehman,1.535,2819,1836
66,0,01249,John Daly,1.536,2156,1404
67,0,01527,Scott Hoch,1.537,1632,1062
68,0,01475,Donnie Hammond,1.542,1832,1188
69,0,06122,Greg Hickman,1.543,1778,1152
69,0,01690,Bruce Lietzke,1.543,1833,1188
71,0,01390,Buddy Gardner,1.544,2473,1602
72,0,06090,Jim McGovern,1.545,2809,1818
73,0,02111,Mike Smith,1.548,2954,1908
74,0,01093,Ronnie Black,1.549,2481,1602
74,0,02292,Bob Wolcott,1.549,2844,1836
76,0,01943,Chris Perry,1.550,2176,1404
77,0,01361,Dan Forsman,1.552,3018,1944
77,0,02322,Richard Zokol,1.552,1872,1206
79,0,01214,Frank Conner,1.553,2432,1566
79,0,02090,Tom Sieckmann,1.553,2600,1674
81,0,01633,Tom Kite,1.554,2517,1620
81,0,02223,Bob Tway,1.554,1818,1170
83,0,01639,Kenny Knox,1.555,2267,1458
83,0,02230,Stan Utley,1.555,2015,1296
85,0,01014,Fulton Allem,1.559,2750,1764
85,0,01320,Bob Estes,1.559,2497,1602
85,0,01378,David Frost,1.559,2273,1458
88,0,01846,Jodie Mudd,1.561,1854,1188
88,0,01938,David Peoples,1.561,2754,1764
90,0,02185,Lance Ten Broeck,1.573,3029,1926
91,0,01489,Steve Hart,1.574,2550,1620
92,0,02049,Gene Sauers,1.576,2213,1404
93,0,01495,Morris Hatalsky,1.577,2129,1350
94,0,01771,Blaine McCallister,1.578,2727,1728
95,0,01239,Michael Cunning,1.579,2331,1476
96,0,01035,Tommy Armour III,1.580,2303,1458
96,0,02303,Robert Wrenn,1.580,2332,1476
98,0,01143,Brad Bryant,1.585,3224,2034
99,0,01023,Jerry Anderson,1.586,2484,1566
100,0,01557,John Inman,1.587,2799,1764
100,0,08277,Greg Lesher,1.587,2228,1404
102,0,01381,Fred Funk,1.588,3115,1962
102,0,06012,Greg Kraft,1.588,2315,1458
104,0,02101,Joey Sindelar,1.589,3060,1926
105,0,01196,Brian Claar,1.590,2834,1782
105,0,01306,David Edwards,1.590,2691,1692
107,0,06142,Mitch Adcock,1.591,2148,1350
107,0,01288,Ed Dougherty,1.591,3064,1926
107,0,02279,Mark Wiebe,1.591,2377,1494
110,0,01096,Phil Blackmar,1.592,2293,1440
111,0,02190,Doug Tewell,1.594,2180,1368
112,0,01418,Bill Glasson,1.595,1493,936
113,0,06034,Marco Dawson,1.596,2298,1440
113,0,01701,Bob Lohr,1.596,2556,1602
115,0,02131,Mike Springer,1.597,2414,1512
116,0,01006,John Adams,1.598,2647,1656
116,0,01181,Jon Chaffee,1.598,1899,1188
116,0,01458,Jerry Haas,1.598,1697,1062
116,0,02195,Leonard Thompson,1.598,1985,1242
120,0,01374,Robin Freeman,1.600,2391,1494
121,0,02094,Tony Sills,1.601,1902,1188
121,0,02170,Hal Sutton,1.601,2190,1368
121,0,02206,David Toms,1.601,2507,1566
124,0,06128,Steve Lamontagne,1.602,2538,1584
125,0,01724,Jeff Maggert,1.603,2568,1602
125,0,01996,Mike Reid,1.603,2222,1386
127,0,01129,Bill Britton,1.604,2396,1494
127,0,02225,Howard Twitty,1.604,2426,1512
129,0,01200,Keith Clearwater,1.605,3063,1908
129,0,01444,Ken Green,1.605,2484,1548
131,0,06332,Neal Lancaster,1.606,3296,2052
131,0,02313,Bruce Zabriski,1.606,2284,1422
133,0,01682,Wayne Levi,1.611,2407,1494
134,0,02010,Loren Roberts,1.612,2960,1836
134,0,02033,Dave Rummells,1.612,2785,1728
136,0,01323,Brad Fabel,1.613,2729,1692
136,0,06044,Scott Gump,1.613,3222,1998
138,0,02007,Larry Rinker,1.614,2382,1476
138,0,06048,Dicky Thompson,1.614,2034,1260
140,0,01946,Peter Persons,1.616,2851,1764
141,0,06599,John Elliott,1.619,1661,1026
141,0,08537,J.P. Hayes,1.619,2127,1314
141,0,01934,Dave Peege,1.619,2011,1242
144,0,01168,David Canipe,1.620,2246,1386
144,0,01388,Robert Gamez,1.620,2304,1422
144,0,01443,Hubert Green,1.620,1458,900
144,0,06072,Greg Whisman,1.620,2275,1404
148,0,01142,Bart Bryant,1.622,1752,1080
148,0,02041,Bill Sander,1.622,1489,918
150,0,01522,Lon Hinkle,1.625,1697,1044
151,0,02167,Mike Sullivan,1.626,2342,1440
152,0,01060,Dave Barr,1.629,2698,1656
152,0,02063,Dave Schreyer,1.629,1554,954
152,0,02298,Jim Woodward,1.629,2023,1242
155,0,01533,P.H. Horgan III,1.630,2200,1350
156,0,01408,Kelly Gibson,1.631,2730,1674
157,0,02201,Jim Thorpe,1.633,1646,1008
157,0,02311,Kim Young,1.633,1970,1206
159,0,01469,Dan Halldorson,1.634,2529,1548
160,0,01157,Tom Byrum,1.636,2238,1368
161,0,01376,Bob Friend,1.637,2858,1746
162,0,06284,Jim Hallet,1.639,3304,2016
163,0,01755,Dick Mast,1.641,2156,1314
164,0,06383,E.J. Pfister,1.644,1716,1044
165,0,01958,Dan Pohl,1.645,1777,1080
166,0,01139,Olin Browne,1.646,2666,1620
166,0,02135,Mike Standly,1.646,2934,1782
168,0,01284,Mike Donald,1.647,2994,1818
169,0,01748,Doug Martin,1.648,2521,1530
170,0,06040,John Ross,1.649,2552,1548
171,0,06010,Brad Bell,1.650,1604,972
172,0,01307,Joel Edwards,1.651,1605,972
173,0,01550,Ed Humenik,1.652,2944,1782
173,0,02002,John Riegger,1.652,2082,1260
175,0,06150,Carl Cooper,1.654,2262,1368
176,0,01725,John Mahaffey,1.659,2270,1368
177,0,07569,Mark Carnevale,1.664,2486,1494
178,0,01040,Emlyn Aubrey,1.665,2158,1296
179,0,02095,Larry Silveira,1.667,1620,972
179,0,02100,Tim Simpson,1.667,2071,1242
181,0,01891,David Ogrin,1.668,2402,1440
182,0,06132,Sonny Skinner,1.677,2203,1314
183,0,06751,Chris Tucker,1.684,2485,1476
