RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
1,0,01049,Ian Baker-Finch,1.364,1473,1080
2,0,02159,Curtis Strange,1.390,1501,1080
3,0,01355,Raymond Floyd,1.396,1508,1080
4,0,02099,Scott Simpson,1.397,1836,1314
5,0,01559,Hale Irwin,1.400,1638,1170
6,0,01569,Peter Jacobsen,1.425,2386,1674
7,0,01098,Jay Don Blake,1.426,2002,1404
8,0,02321,Fuzzy Zoeller,1.432,1598,1116
9,0,01968,Nick Price,1.435,2557,1782
10,0,01435,Wayne Grady,1.437,1811,1260
11,0,01706,Davis Love III,1.449,2400,1656
12,0,01042,Paul Azinger,1.453,2250,1548
13,0,01219,John Cook,1.456,2070,1422
14,0,01329,Brad Faxon,1.458,2336,1602
14,0,02267,D.A. Weibring,1.458,2126,1458
16,0,01783,Mark McCumber,1.460,2103,1440
17,0,01887,Mark O'Meara,1.461,2130,1458
18,0,01226,Fred Couples,1.466,2217,1512
19,0,02133,Craig Stadler,1.474,2175,1476
20,0,01385,Jim Gallagher Jr.,1.475,2788,1890
20,0,02214,Kirk Triplett,1.475,1832,1242
22,0,01510,Nolan Henke,1.478,2288,1548
22,0,01928,Corey Pavin,1.478,2368,1602
22,0,02104,Jeff Sluman,1.478,2953,1998
25,0,01024,Billy Andrade,1.481,2293,1548
25,0,01235,Ben Crenshaw,1.481,2186,1476
25,0,01549,Mike Hulbert,1.481,2932,1980
28,0,02242,Lanny Wadkins,1.484,2324,1566
29,0,01414,Bob Gilder,1.485,2512,1692
30,0,01457,Jay Haas,1.486,2782,1872
31,0,01823,Larry Mize,1.489,2171,1458
32,0,01723,Andrew Magee,1.490,2574,1728
32,0,02067,Ted Schulz,1.490,2843,1908
32,0,02224,Greg Twiggs,1.490,1395,936
35,0,01133,Billy Ray Brown,1.493,2015,1350
36,0,01553,John Huston,1.495,2825,1890
36,0,01960,Don Pooley,1.495,1534,1026
36,0,01975,Tom Purtzer,1.495,2179,1458
39,0,01072,Chip Beck,1.496,2370,1584
