RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
84,0,36871,Matt NeSmith,2.39,182,76
84,0,51634,Sahith Theegala,2.39,222,93
88,0,59442,Parker Coody,2.40,139,58
89,0,40098,Matt Fitzpatrick,2.41,171,71
89,0,36801,Mark Hubbard,2.41,248,103
89,0,32791,K.H. Lee,2.41,198,82
89,0,50484,Hayden Springer,2.41,181,75
93,0,59836,Pierceson Coody,2.42,196,81
93,0,29535,Brice Garnett,2.42,116,48
95,0,35310,Lanto Griffin,2.43,185,76
95,0,49960,Sepp Straka,2.43,187,77
97,0,39997,Corey Conners,2.44,212,87
98,0,32366,Kevin Chappell,2.45,137,56
98,0,49947,Taylor Moore,2.45,243,99
100,0,40115,Adam Svensson,2.46,263,107
101,0,31646,Emiliano Grillo,2.47,210,85
101,0,34563,Chesson Hadley,2.47,173,70
101,0,40250,Taylor Pendrith,2.47,195,79
101,0,52513,Carson Young,2.47,222,90
105,0,47591,Eric Cole,2.48,275,111
105,0,54421,Garrick Higgo,2.48,203,82
105,0,55789,Taylor Montgomery,2.48,144,58
105,0,33486,Roger Sloan,2.48,171,69
105,0,52374,Brandon Wu,2.48,208,84
110,0,35450,Patrick Cantlay,2.49,172,69
110,0,39977,Max Homa,2.49,197,79
110,0,57366,Cameron Young,2.49,202,81
113,0,57362,Austin Eckroat,2.50,235,94
113,0,59095,Chris Gotterup,2.50,185,74
113,0,35532,Tom Hoge,2.50,262,105
116,0,56149,Wilson Furr,2.51,148,59
116,0,46717,Viktor Hovland,2.51,143,57
116,0,27214,Kevin Streelman,2.51,181,72
116,0,48887,Matt Wallace,2.51,168,67
116,0,47483,Will Zalatoris,2.51,176,70
121,0,52372,Cameron Champ,2.52,151,60
121,0,27129,Luke List,2.52,194,77
121,0,48153,Matthieu Pavon,2.52,169,67
121,0,46441,Robby Shelton,2.52,199,79
125,0,33948,Byeong Hun An,2.53,190,75
125,0,33204,Shane Lowry,2.53,185,73
125,0,30927,Brendon Todd,2.53,250,99
128,0,30926,Chris Kirk,2.54,206,81
128,0,36326,David Lipsky,2.54,183,72
128,0,54783,Dylan Wu,2.54,211,83
131,0,36799,Stephan Jaeger,2.55,212,83
131,0,48319,Tom Whitney,2.55,181,71
133,0,33141,Keegan Bradley,2.56,202,79
133,0,29936,Ryan Fox,2.56,200,78
133,0,12716,Charley Hoffman,2.56,187,73
136,0,52514,Trace Crowe,2.58,183,71
136,0,45157,Cam Davis,2.58,206,80
136,0,24024,Zach Johnson,2.58,134,52
136,0,47983,Chad Ramey,2.58,222,86
136,0,47347,Adam Schenk,2.58,245,95
141,0,46113,Ryan McCormick,2.59,166,64
142,0,32367,Jorge Campillo,2.60,135,52
143,0,55708,Hayden Buckley,2.61,193,74
143,0,32102,Rickie Fowler,2.61,209,80
143,0,33399,Adam Hadwin,2.61,217,83
143,0,37275,Sam Ryder,2.61,206,79
147,0,36884,Ben Kohles,2.62,233,89
148,0,47663,Kevin Dougherty,2.63,171,65
148,0,47995,Davis Riley,2.63,200,76
150,0,55182,Tom Kim,2.65,217,82
150,0,32640,Troy Merritt,2.65,204,77
152,0,59866,Nick Dunlap,2.66,189,71
153,0,52666,Sami Valimaki,2.67,168,63
154,0,50493,Justin Suh,2.68,206,77
155,0,33653,Thomas Detry,2.70,189,70
155,0,31323,Gary Woodland,2.70,216,80
157,0,33408,Tyson Alexander,2.73,213,78
157,0,32070,Rafael Campos,2.73,164,60
157,0,29221,Webb Simpson,2.73,139,51
160,0,34374,Erik Barnes,2.74,159,58
160,0,25493,Nick Taylor,2.74,236,86
162,0,50497,Adrien Dumont de Chassart,2.75,212,77
162,0,50188,S.H. Kim,2.75,297,108
162,0,55454,Carl Yuan,2.75,184,67
165,0,37378,Min Woo Lee,2.77,194,70
165,0,33968,Thorbjørn Olesen,2.77,133,48
167,0,34046,Jordan Spieth,2.80,196,70
168,0,52453,Nicolai Højgaard,2.82,161,57
169,0,35617,Martin Trainer,2.84,142,50
170,0,27330,Josh Teater,2.85,157,55
171,0,27770,Camilo Villegas,2.89,176,61
172,0,47420,Jake Knapp,2.90,226,78
172,0,34466,Peter Malnati,2.90,226,78
174,0,48119,Ben Taylor,2.91,189,65
175,0,27649,Brandt Snedeker,2.92,178,61
176,0,23320,Ryan Palmer,2.93,132,45
177,0,29478,Kevin Kisner,2.95,168,57
178,0,38991,Alejandro Tosti,2.97,214,72
179,0,37212,Paul Barjon,2.98,170,57
180,0,48699,Callum Tarren,2.99,218,73
181,0,47806,Raul Pereda,3.04,152,50
182,0,28420,Ryan Brehm,3.11,196,63
183,0,60767,Blaine Hale Jr.,3.15,173,55
184,0,51070,Vincent Norrman,3.18,156,49
