RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
1,0,48081,Xander Schauffele,1.55,129,83
2,0,46046,Scottie Scheffler,1.60,120,75
3,0,34021,Bud Cauley,1.96,106,54
4,0,51997,Andrew Novak,1.99,171,86
5,0,51890,Greyson Sigg,2.01,161,80
6,0,52375,Doug Ghim,2.02,190,94
6,0,46414,Aaron Rai,2.02,180,89
8,0,54576,Patrick Fishburn,2.03,148,73
8,0,30163,Henrik Norlander,2.03,134,66
10,0,39327,Ben Silverman,2.06,167,81
11,0,27349,Alex Noren,2.07,151,73
12,0,54591,Ben Griffin,2.08,241,116
12,0,35461,Beau Hossler,2.08,185,89
14,0,50525,Collin Morikawa,2.09,165,79
15,0,34587,Chan Kim,2.10,176,84
15,0,34256,Andrew Putnam,2.10,174,83
17,0,52955,Ludvig Åberg,2.13,160,75
17,0,28237,Rory McIlroy,2.13,147,69
17,0,50095,Austin Smotherman,2.13,113,53
20,0,22371,Aaron Baddeley,2.14,163,76
20,0,30911,Tommy Fleetwood,2.14,152,71
20,0,32757,Patton Kizzire,2.14,139,65
23,0,59143,Mac Meissner,2.15,161,75
24,0,55893,Sam Stevens,2.16,220,102
25,0,46442,Maverick McNealy,2.17,206,95
26,0,47504,Sam Burns,2.18,168,77
27,0,28775,Nate Lashley,2.19,169,77
27,0,45242,Kevin Yu,2.19,169,77
29,0,32839,Hideki Matsuyama,2.20,163,74
29,0,47993,Denny McCarthy,2.20,191,87
29,0,28252,Seamus Power,2.20,211,96
32,0,51977,Max Greyserman,2.21,179,81
32,0,39971,Sungjae Im,2.21,201,91
32,0,39975,Michael Kim,2.21,188,85
35,0,39546,Keith Mitchell,2.22,189,85
36,0,34098,Russell Henley,2.23,163,73
36,0,51696,Rico Hoey,2.23,194,87
36,0,29420,Billy Horschel,2.23,176,79
36,0,48117,Kurt Kitayama,2.23,176,79
36,0,36699,Patrick Rodgers,2.23,223,100
41,0,35506,Mackenzie Hughes,2.24,213,95
41,0,27936,Martin Laird,2.24,168,75
41,0,46340,Alex Smalley,2.24,175,78
44,0,26476,Chez Reavie,2.25,162,72
44,0,33448,Justin Thomas,2.25,160,71
44,0,51894,Vince Whaley,2.25,171,76
47,0,45609,Tyler Duncan,2.26,167,74
47,0,60067,Joe Highsmith,2.26,167,74
47,0,23108,Matt Kuchar,2.26,172,76
47,0,47679,Victor Perez,2.26,163,72
47,0,39324,J.J. Spaun,2.26,181,80
47,0,58168,Davis Thompson,2.26,212,94
53,0,60004,Jacob Bridgeman,2.27,186,82
53,0,51766,Wyndham Clark,2.27,161,71
53,0,28089,Jason Day,2.27,166,73
53,0,40006,Erik van Rooyen,2.27,188,83
57,0,34255,Joseph Bramlett,2.28,198,87
57,0,37455,Si Woo Kim,2.28,210,92
57,0,57900,Chandler Phillips,2.28,198,87
60,0,29908,C.T. Pan,2.29,135,59
60,0,27064,Jhonattan Vegas,2.29,172,75
62,0,51349,Nico Echavarria,2.30,212,92
62,0,51287,Ryo Hisatsune,2.30,202,88
64,0,52215,Robert MacIntyre,2.31,173,75
64,0,27139,David Skinns,2.31,196,85
66,0,34099,Harris English,2.32,216,93
67,0,47988,Nick Hardy,2.33,203,87
68,0,45522,Christiaan Bezuidenhout,2.34,187,80
68,0,48084,Wesley Bryan,2.34,117,50
68,0,29725,Tony Finau,2.34,194,83
68,0,27644,Brian Harman,2.34,204,87
68,0,54628,Lee Hodges,2.34,220,94
68,0,40162,Justin Lower,2.34,236,101
68,0,22405,Justin Rose,2.34,143,61
75,0,34076,Joel Dahmen,2.35,216,92
75,0,25900,Lucas Glover,2.35,219,93
75,0,24502,Adam Scott,2.35,167,71
75,0,32333,Kevin Tway,2.35,141,60
79,0,40058,Zac Blair,2.36,203,86
80,0,56630,Akshay Bhatia,2.37,211,89
80,0,49771,J.T. Poston,2.37,211,89
80,0,48867,Matti Schmid,2.37,192,81
83,0,40026,Daniel Berger,2.38,190,80
84,0,57975,Harry Hall,2.39,198,83
84,0,26596,Ryan Moore,2.39,179,75
