RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,10809,Jim Furyk,4' 7",22.917,5,-3
2,0,01161,Mark Calcavecchia,7' 8",23.083,3,E
3,0,20574,Mathew Goggin,8' 6",84.833,10,-4
4,0,12705,Cliff Kresge,10' 1",60.333,6,+3
4,0,23349,Charles Warren,10' 1",70.417,7,+1
6,0,07363,Craig Bowden,10' 3",61.667,6,+3
7,0,06595,Kevin Sutherland,10' 10",97.500,9,-3
8,0,01577,Lee Janzen,11' 3",45.083,4,+1
9,0,08375,Paul Stankowski,12' 1",60.333,5,-3
10,0,06643,Paul Goydos,12' 6",175.250,14,+5
11,0,01797,Rocco Mediate,13' 3",172.083,13,-1
12,0,27649,Brandt Snedeker,13' 4",159.583,12,-1
13,0,22946,Henrik Bjornstad,13' 6",94.417,7,+4
13,0,24024,Zach Johnson,13' 6",94.750,7,-3
15,0,07457,Steve Flesch,14' 2",169.583,12,+2
15,0,06514,Kevin Johnson,14' 2",99.083,7,+2
17,0,06621,Joe Durant,14' 5",57.500,4,+1
18,0,25632,Jimmy Walker,14' 6",130.250,9,-1
19,0,24361,Pat Perez,14' 8",249.667,17,E
20,0,01329,Brad Faxon,14' 9",88.667,6,-1
20,0,26695,Michael Letzig,14' 9",251.417,17,+4
22,0,12755,Vance Veazey,15' 0",135.250,9,-1
23,0,26287,Roland Thatcher,15' 1",181.250,12,+5
24,0,10423,Mike Weir,15' 2",196.750,13,+6
24,0,21878,Mark Wilson,15' 2",151.500,10,+1
26,0,33419,Cameron Tringale,15' 4",153.583,10,E
27,0,27302,Garth Mulroy,15' 6",124.083,8,+1
28,0,22056,Cameron Percy,15' 7",124.750,8,+2
28,0,07749,Brett Quigley,15' 7",187.000,12,+3
28,0,02206,David Toms,15' 7",140.167,9,-1
31,0,12782,Tim Herron,15' 8",235.000,15,+1
32,0,01766,Billy Mayfair,15' 9",157.083,10,-2
33,0,29285,Brent Delahoussaye,16' 1",48.250,3,+2
33,0,20691,Greg Owen,16' 1",193.417,12,-2
35,0,07867,Woody Austin,16' 2",290.750,18,-2
35,0,23548,Bill Lunde,16' 2",161.667,10,+2
37,0,20766,Padraig Harrington,16' 3",129.833,8,-1
38,0,27797,Derek Lamely,16' 4",325.833,20,E
39,0,01810,Phil Mickelson,16' 7",414.833,25,-5
40,0,25804,Bubba Watson,16' 9",352.167,21,-5
41,0,27466,Spencer Levin,16' 10",252.167,15,+2
42,0,20098,Stuart Appleby,16' 11",237.083,14,+3
42,0,19846,Brian Gay,16' 11",101.500,6,-1
44,0,24924,Bill Haas,17' 0",169.833,10,E
45,0,06567,Vijay Singh,17' 1",307.750,18,-4
46,0,22293,Heath Slocum,17' 2",102.750,6,-1
47,0,24358,Robert Garrigus,17' 5",296.167,17,+1
48,0,10860,Justin Leonard,17' 6",70.000,4,+1
48,0,32617,Jerod Turner,17' 6",209.833,12,E
50,0,25720,Chad Collins,17' 9",337.917,19,E
50,0,23621,Rory Sabbatini,17' 9",337.667,19,-3
52,0,06004,Stephen Ames,18' 0",179.667,10,+3
52,0,06012,Greg Kraft,18' 0",53.917,3,E
54,0,25240,D.A. Points,18' 1",90.333,5,E
55,0,02239,Scott Verplank,18' 4",91.833,5,-1
55,0,27770,Camilo Villegas,18' 4",183.667,10,-1
57,0,28620,Aron Price,18' 7",167.333,9,+5
58,0,20850,Daniel Chopra,18' 8",261.667,14,+5
59,0,20229,Stewart Cink,18' 10",244.333,13,E
60,0,23409,James Driscoll,18' 11",321.000,17,-4
60,0,25686,Jason Dufner,18' 11",226.833,12,+2
60,0,20127,Chris Riley,18' 11",188.917,10,+3
63,0,20105,Jeff Gove,19' 0",56.917,3,+3
64,0,20160,Charlie Wi,19' 3",173.500,9,+4
65,0,23800,Bryce Molder,19' 5",58.333,3,+1
66,0,24846,Ricky Barnes,19' 8",176.833,9,E
66,0,25892,Steve Wheatcroft,19' 8",295.000,15,+3
68,0,28089,Jason Day,19' 11",198.833,10,+6
68,0,23108,Matt Kuchar,19' 11",258.750,13,E
70,0,20572,Rod Pampling,20' 2",282.250,14,+6
71,0,27613,David Lutterus,20' 3",162.250,8,+1
71,0,32640,Troy Merritt,20' 3",182.417,9,+5
71,0,25190,Jeff Quinney,20' 3",364.500,18,+7
74,0,26300,Matt Jones,20' 4",386.917,19,+3
75,0,27436,Graham DeLaet,20' 5",306.000,15,+1
75,0,26881,Jarrod Lyle,20' 5",81.583,4,+1
75,0,26596,Ryan Moore,20' 5",163.500,8,+1
78,0,09011,David Duval,20' 6",308.000,15,+4
78,0,26882,Michael Sim,20' 6",266.167,13,+2
