RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
181,0,01604,Steve Jurgensen,297,150,147
182,0,01378,David Frost,299,137,162
182,0,02242,Lanny Wadkins,299,186,113
184,0,06064,Jeff Gallagher,304,140,164
184,0,01891,David Ogrin,304,178,126
186,0,20124,Alan Bratton,306,131,175
187,0,02131,Mike Springer,307,122,185
188,0,07753,Kevin Wentworth,325,134,191
189,0,01329,Brad Faxon,327,158,169
190,0,01549,Mike Hulbert,344,155,189
191,0,02294,Willie Wood,347,190,157
192,0,01072,Chip Beck,374,185,189
