RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
1,0,09011,David Duval,35,9,26
2,0,01706,Davis Love III,42,17,25
3,0,02170,Hal Sutton,56,52,4
4,0,08793,Tiger Woods,68,3,65
5,0,02246,Duffy Waldorf,80,27,53
6,0,08045,Perry Moss,83,40,43
7,0,02245,Grant Waite,88,22,66
8,0,01945,Kenny Perry,89,22,67
8,0,02214,Kirk Triplett,89,52,37
10,0,01968,Nick Price,90,81,9
11,0,06522,Ernie Els,93,38,55
12,0,12782,Tim Herron,96,12,84
13,0,06036,Scott Dunlap,103,83,20
13,0,10962,Bradley Hughes,103,80,23
15,0,01905,Joe Ozaki,106,90,16
16,0,10885,Robert Allenby,107,31,76
17,0,01418,Bill Glasson,111,34,77
18,0,08931,Glen Day,115,97,18
19,0,01724,Jeff Maggert,117,116,1
20,0,01810,Phil Mickelson,118,11,107
21,0,06621,Joe Durant,121,114,7
21,0,01381,Fred Funk,121,119,2
23,0,06575,Dudley Hart,124,55,69
23,0,12660,Jesper Parnevik,124,92,32
23,0,01943,Chris Perry,124,44,80
26,0,06567,Vijay Singh,125,13,112
27,0,01040,Emlyn Aubrey,128,50,78
28,0,01766,Billy Mayfair,129,119,10
28,0,10423,Mike Weir,129,70,59
30,0,10860,Justin Leonard,131,101,30
31,0,02239,Scott Verplank,133,104,29
32,0,01797,Rocco Mediate,135,100,35
33,0,01553,John Huston,141,92,49
33,0,02223,Bob Tway,141,77,64
35,0,01035,Tommy Armour III,143,19,124
36,0,01723,Andrew Magee,144,27,117
37,0,01320,Bob Estes,146,127,19
37,0,01761,Len Mattiace,146,112,34
39,0,01161,Mark Calcavecchia,148,74,74
39,0,01313,Steve Elkington,148,122,26
41,0,01619,Skip Kendall,149,109,40
42,0,06004,Stephen Ames,150,102,48
42,0,01677,Tom Lehman,150,61,89
44,0,20029,Notah Begay III,151,14,137
44,0,23349,Charles Warren,151,15,136
46,0,01685,J.L. Lewis,153,31,122
47,0,21805,Harrison Frazar,154,5,149
48,0,01771,Blaine McCallister,155,109,46
49,0,07867,Woody Austin,156,59,97
49,0,21007,Gabriel Hjertstedt,156,42,114
51,0,01203,Russ Cochran,157,62,95
52,0,01577,Lee Janzen,158,145,13
52,0,20094,Jonathan Kaye,158,27,131
52,0,02218,Ted Tryba,158,37,121
55,0,20229,Stewart Cink,159,48,111
55,0,01569,Peter Jacobsen,159,56,103
57,0,06044,Scott Gump,162,157,5
58,0,08537,J.P. Hayes,165,47,118
59,0,06809,Bob Burns,166,70,96
59,0,02104,Jeff Sluman,166,128,38
61,0,19824,Craig Barlow,168,22,146
62,0,20498,Briny Baird,169,70,99
62,0,01139,Olin Browne,169,163,6
62,0,10809,Jim Furyk,169,161,8
62,0,01926,Steve Pate,169,119,50
66,0,01927,Dennis Paulson,170,10,160
66,0,06062,Charles Raulerson,170,39,131
68,0,23614,Rich Beem,173,87,86
69,0,11123,Chris Couch,175,2,173
69,0,10733,Kent Jones,175,112,63
71,0,19881,Robert Damron,176,56,120
71,0,02257,Brian Watts,176,145,31
73,0,10425,Jay Williamson,177,84,93
74,0,01063,Ben Bates,178,116,62
75,0,23621,Rory Sabbatini,180,4,176
75,0,02106,Chris Smith,180,6,174
77,0,20098,Stuart Appleby,181,25,156
77,0,01132,Mark Brooks,181,166,15
77,0,06643,Paul Goydos,181,160,21
77,0,11032,Frank Lickliter II,181,142,39
77,0,10649,Tom Scherrer,181,52,129
82,0,21949,Joe Ogilvie,182,42,140
83,0,07457,Steve Flesch,183,74,109
84,0,12652,Cameron Beckman,184,25,159
84,0,01533,P.H. Horgan III,184,137,47
84,0,10457,Frank Nobilo,184,163,21
87,0,06315,Pete Jordan,186,169,17
87,0,01823,Larry Mize,186,172,14
89,0,01975,Tom Purtzer,187,45,142
90,0,01191,Barry Cheesman,188,7,181
91,0,02133,Craig Stadler,189,46,143
92,0,06140,Sean Murphy,190,148,42
93,0,08123,Jeff Brehaut,191,118,73
93,0,01226,Fred Couples,191,15,176
93,0,10585,Scott McCarron,191,7,184
93,0,02023,Clarence Rose,191,107,84
97,0,23623,Bo Van Pelt,192,21,171
98,0,01249,John Daly,193,1,192
99,0,01633,Tom Kite,194,102,92
100,0,01928,Corey Pavin,195,192,3
101,0,06617,Brian Henninger,196,95,101
101,0,02206,David Toms,196,62,134
103,0,08993,Franklin Langham,199,108,91
104,0,06599,John Elliott,200,18,182
104,0,01385,Jim Gallagher Jr.,200,20,180
104,0,01996,Mike Reid,200,188,12
104,0,06595,Kevin Sutherland,200,90,110
108,0,01157,Tom Byrum,201,177,24
109,0,01042,Paul Azinger,202,86,116
109,0,20593,Greg Chalmers,202,59,143
109,0,01941,Tom Pernice Jr.,202,104,98
109,0,02010,Loren Roberts,202,191,11
109,0,06655,Geoffrey Sisk,202,145,57
114,0,01116,Michael Bradley,203,31,172
115,0,08547,John Maginnes,204,176,28
115,0,20127,Chris Riley,204,99,105
117,0,11011,Mike Sposa,205,136,69
118,0,01098,Jay Don Blake,206,152,54
119,0,06581,David Sutherland,208,126,82
120,0,12645,Brent Geiberger,209,82,127
120,0,08375,Paul Stankowski,209,30,179
120,0,02279,Mark Wiebe,209,142,67
123,0,01219,John Cook,210,165,45
124,0,12823,Carlos Franco,211,41,170
124,0,01707,Steve Lowery,211,96,115
124,0,21959,Ted Purdy,211,76,135
124,0,07749,Brett Quigley,211,50,161
128,0,20213,Katsumasa Miyamoto,212,34,178
129,0,01920,Craig Parry,213,114,99
130,0,10963,Jimmy Green,214,66,148
130,0,06078,Esteban Toledo,214,181,33
132,0,01361,Dan Forsman,215,70,145
133,0,01282,Trevor Dodds,216,64,152
134,0,07763,Doug Dunakey,219,69,150
134,0,01527,Scott Hoch,219,144,75
134,0,08553,Lee Porter,219,183,36
137,0,08385,Omar Uresti,220,168,52
138,0,01705,Tim Loustalot,221,180,41
139,0,01127,Danny Briggs,222,166,56
140,0,22292,David Seawell,224,36,188
141,0,02146,Payne Stewart,225,153,72
142,0,01014,Fulton Allem,230,179,51
142,0,06251,Chris DiMarco,230,67,163
142,0,06527,Steve Stricker,230,64,166
145,0,01599,Steve Jones,231,77,154
145,0,02267,D.A. Weibring,231,170,61
147,0,01096,Phil Blackmar,232,49,183
147,0,10569,Mike Brisky,232,161,71
147,0,01261,Jay Delsing,232,94,138
147,0,01266,Clark Dennis,232,174,58
147,0,02007,Larry Rinker,232,189,43
152,0,07781,Ty Armstrong,233,131,102
152,0,02101,Joey Sindelar,233,129,104
154,0,06012,Greg Kraft,237,149,88
155,0,19846,Brian Gay,238,130,108
156,0,01175,Jim Carter,239,156,83
157,0,01510,Nolan Henke,242,182,60
158,0,06613,Tommy Tolles,243,56,187
159,0,08075,Jerry Kelly,244,89,155
160,0,10213,Dicky Pride,245,158,87
161,0,01093,Ronnie Black,247,79,168
162,0,01374,Robin Freeman,248,97,151
162,0,07101,Dave Stockton Jr.,248,109,139
164,0,06014,Eric Booker,252,85,167
164,0,02008,Lee Rinker,252,173,79
166,0,06332,Neal Lancaster,253,88,165
166,0,10107,Deane Pappas,253,67,186
168,0,01376,Bob Friend,256,175,81
169,0,12663,Phil Tataurangi,257,104,153
170,0,01185,Brandel Chamblee,259,134,125
171,0,20099,Doug Barron,260,131,129
171,0,01457,Jay Haas,260,154,106
173,0,02321,Fuzzy Zoeller,263,122,141
174,0,01331,Rick Fehr,264,141,123
175,0,01323,Brad Fabel,267,139,128
176,0,02099,Scott Simpson,276,186,90
177,0,01748,Doug Martin,277,183,94
178,0,01024,Billy Andrade,280,122,158
179,0,01887,Mark O'Meara,283,150,133
180,0,01388,Robert Gamez,290,171,119
