RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
1,0,09011,David Duval,2,1,1
2,0,01706,Davis Love III,6,2,4
2,0,02170,Hal Sutton,6,3,3
4,0,02246,Duffy Waldorf,7,5,2
5,0,08793,Tiger Woods,9,4,5
6,0,06522,Ernie Els,17,11,6
7,0,06036,Scott Dunlap,25,13,12
8,0,01968,Nick Price,26,10,16
9,0,06621,Joe Durant,28,21,7
10,0,01945,Kenny Perry,31,8,23
11,0,08045,Perry Moss,32,6,26
11,0,02245,Grant Waite,32,7,25
13,0,10885,Robert Allenby,35,16,19
13,0,01381,Fred Funk,35,21,14
15,0,06567,Vijay Singh,36,26,10
16,0,10860,Justin Leonard,38,30,8
17,0,01943,Chris Perry,40,23,17
18,0,01810,Phil Mickelson,42,20,22
19,0,01553,John Huston,44,33,11
20,0,12782,Tim Herron,47,12,35
21,0,10962,Bradley Hughes,49,13,36
22,0,01677,Tom Lehman,51,42,9
22,0,02239,Scott Verplank,51,31,20
24,0,01313,Steve Elkington,52,39,13
25,0,12660,Jesper Parnevik,53,23,30
25,0,02214,Kirk Triplett,53,8,45
27,0,02223,Bob Tway,57,33,24
28,0,06004,Stephen Ames,60,42,18
28,0,01724,Jeff Maggert,60,19,41
30,0,01418,Bill Glasson,64,17,47
31,0,10423,Mike Weir,67,28,39
32,0,01161,Mark Calcavecchia,68,39,29
33,0,01320,Bob Estes,70,37,33
34,0,06044,Scott Gump,72,57,15
35,0,01766,Billy Mayfair,74,28,46
36,0,08931,Glen Day,75,18,57
36,0,01797,Rocco Mediate,75,32,43
38,0,20094,Jonathan Kaye,79,52,27
38,0,02104,Jeff Sluman,79,59,20
40,0,07867,Woody Austin,86,49,37
41,0,20229,Stewart Cink,89,55,34
42,0,06575,Dudley Hart,94,23,71
42,0,01926,Steve Pate,94,62,32
44,0,02257,Brian Watts,98,71,27
45,0,10809,Jim Furyk,101,62,39
46,0,20498,Briny Baird,104,62,42
46,0,01927,Dennis Paulson,104,66,38
48,0,01905,Joe Ozaki,105,15,90
49,0,02218,Ted Tryba,106,52,54
50,0,01203,Russ Cochran,111,51,60
51,0,20029,Notah Begay III,113,44,69
52,0,21007,Gabriel Hjertstedt,114,49,65
53,0,01035,Tommy Armour III,116,35,81
54,0,06062,Charles Raulerson,117,66,51
55,0,01723,Andrew Magee,118,36,82
56,0,01619,Skip Kendall,121,41,80
56,0,01685,J.L. Lewis,121,46,75
56,0,01771,Blaine McCallister,121,48,73
59,0,01226,Fred Couples,124,93,31
60,0,01577,Lee Janzen,126,52,74
61,0,01761,Len Mattiace,134,37,97
62,0,02133,Craig Stadler,135,91,44
63,0,10649,Tom Scherrer,139,77,62
64,0,21805,Harrison Frazar,140,47,93
64,0,10457,Frank Nobilo,140,84,56
66,0,08123,Jeff Brehaut,143,93,50
67,0,01139,Olin Browne,147,62,85
68,0,01040,Emlyn Aubrey,148,27,121
69,0,07457,Steve Flesch,150,83,67
69,0,08537,J.P. Hayes,150,58,92
71,0,10425,Jay Williamson,151,73,78
72,0,06595,Kevin Sutherland,157,104,53
73,0,02010,Loren Roberts,158,109,49
74,0,11032,Frank Lickliter II,165,77,88
75,0,23614,Rich Beem,167,68,99
75,0,01633,Tom Kite,167,99,68
75,0,02206,David Toms,167,101,66
78,0,20098,Stuart Appleby,171,77,94
78,0,01533,P.H. Horgan III,171,84,87
80,0,12645,Brent Geiberger,172,120,52
81,0,06315,Pete Jordan,178,87,91
82,0,01042,Paul Azinger,179,109,70
83,0,11123,Chris Couch,181,69,112
84,0,01132,Mark Brooks,185,77,108
85,0,01219,John Cook,186,123,63
86,0,06599,John Elliott,187,104,83
86,0,08547,John Maginnes,187,115,72
88,0,19824,Craig Barlow,189,61,128
89,0,06643,Paul Goydos,190,77,113
90,0,01527,Scott Hoch,191,134,57
91,0,01823,Larry Mize,192,87,105
92,0,01361,Dan Forsman,193,132,61
93,0,06251,Chris DiMarco,197,142,55
93,0,06140,Sean Murphy,197,92,105
95,0,12652,Cameron Beckman,200,84,116
95,0,12823,Carlos Franco,200,124,76
95,0,01996,Mike Reid,200,104,96
95,0,02106,Chris Smith,200,75,125
99,0,01569,Peter Jacobsen,203,55,148
100,0,01261,Jay Delsing,204,147,57
100,0,23349,Charles Warren,204,44,160
102,0,10733,Kent Jones,205,69,136
103,0,01063,Ben Bates,207,74,133
103,0,08993,Franklin Langham,207,103,104
105,0,06809,Bob Burns,208,59,149
106,0,21949,Joe Ogilvie,213,82,131
107,0,06617,Brian Henninger,216,101,115
108,0,23621,Rory Sabbatini,218,75,143
109,0,01098,Jay Don Blake,220,118,102
109,0,02146,Payne Stewart,220,141,79
111,0,01191,Barry Cheesman,222,90,132
111,0,01282,Trevor Dodds,222,133,89
111,0,01599,Steve Jones,222,145,77
114,0,20593,Greg Chalmers,225,109,116
115,0,01157,Tom Byrum,226,108,118
115,0,01374,Robin Freeman,226,162,64
115,0,01887,Mark O'Meara,226,179,47
118,0,01975,Tom Purtzer,228,89,139
118,0,02023,Clarence Rose,228,93,135
120,0,02279,Mark Wiebe,234,120,114
121,0,07763,Doug Dunakey,237,134,103
122,0,20213,Katsumasa Miyamoto,238,128,110
123,0,06527,Steve Stricker,239,142,97
124,0,01093,Ronnie Black,247,161,86
125,0,08385,Omar Uresti,248,137,111
126,0,06581,David Sutherland,249,119,130
127,0,06078,Esteban Toledo,250,130,120
128,0,19881,Robert Damron,252,71,181
129,0,01707,Steve Lowery,253,124,129
129,0,01941,Tom Pernice Jr.,253,109,144
129,0,02101,Joey Sindelar,253,152,101
132,0,01928,Corey Pavin,257,100,157
133,0,02008,Lee Rinker,259,164,95
134,0,10213,Dicky Pride,260,160,100
135,0,11011,Mike Sposa,261,117,144
136,0,10585,Scott McCarron,262,93,169
137,0,01388,Robert Gamez,263,180,83
138,0,01116,Michael Bradley,264,114,150
139,0,01014,Fulton Allem,265,142,123
140,0,01249,John Daly,273,98,175
141,0,01127,Danny Briggs,276,139,137
142,0,23623,Bo Van Pelt,277,97,180
143,0,08075,Jerry Kelly,278,159,119
144,0,20099,Doug Barron,280,171,109
144,0,01385,Jim Gallagher Jr.,280,104,176
146,0,08553,Lee Porter,281,134,147
147,0,01175,Jim Carter,283,156,127
148,0,01024,Billy Andrade,285,178,107
149,0,07781,Ty Armstrong,286,152,134
149,0,10963,Jimmy Green,286,130,156
149,0,08375,Paul Stankowski,286,120,166
152,0,06332,Neal Lancaster,287,166,121
153,0,01185,Brandel Chamblee,293,170,123
153,0,07749,Brett Quigley,293,124,169
155,0,06655,Geoffrey Sisk,295,109,186
156,0,01457,Jay Haas,297,171,126
157,0,01510,Nolan Henke,298,157,141
157,0,20127,Chris Riley,298,115,183
159,0,02267,D.A. Weibring,303,145,158
160,0,21959,Ted Purdy,308,124,184
161,0,19846,Brian Gay,310,155,155
162,0,01096,Phil Blackmar,312,147,165
162,0,01331,Rick Fehr,312,174,138
164,0,01920,Craig Parry,314,129,185
164,0,02007,Larry Rinker,314,147,167
166,0,01323,Brad Fabel,315,175,140
166,0,07101,Dave Stockton Jr.,315,162,153
168,0,01705,Tim Loustalot,316,138,178
169,0,06014,Eric Booker,318,164,154
169,0,10569,Mike Brisky,318,147,171
169,0,06012,Greg Kraft,318,154,164
172,0,02321,Fuzzy Zoeller,319,173,146
173,0,01266,Clark Dennis,320,147,173
174,0,22292,David Seawell,328,140,188
175,0,01376,Bob Friend,329,168,161
175,0,01748,Doug Martin,329,177,152
175,0,06613,Tommy Tolles,329,158,171
178,0,07753,Kevin Wentworth,330,188,142
179,0,01378,David Frost,333,182,151
180,0,01891,David Ogrin,343,184,159
181,0,06064,Jeff Gallagher,347,184,163
182,0,10107,Deane Pappas,348,166,182
183,0,01549,Mike Hulbert,352,190,162
184,0,02099,Scott Simpson,355,176,179
184,0,02131,Mike Springer,355,187,168
186,0,12663,Phil Tataurangi,359,169,190
187,0,01329,Brad Faxon,363,189,174
188,0,01072,Chip Beck,369,192,177
189,0,01604,Steve Jurgensen,372,181,191
190,0,20124,Alan Bratton,373,186,187
191,0,02242,Lanny Wadkins,374,182,192
192,0,02294,Willie Wood,380,191,189
