RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,START TOURNAMENT ID
1,0,08793,Tiger Woods,96,1998050
2,0,01307,Joel Edwards,16,2002210
2,0,01706,Davis Love III,16,2002160
4,0,20127,Chris Riley,14,2002260
5,0,19905,Andrew Coltart,12,1998350
5,0,02104,Jeff Sluman,12,2002280
7,0,06522,Ernie Els,11,2002200
7,0,02106,Chris Smith,11,2002290
7,0,02214,Kirk Triplett,11,2002260
10,0,23983,Luke Donald,10,2002340
10,0,21209,Sergio Garcia,10,2002220
10,0,20766,Padraig Harrington,10,2001370
13,0,01139,Olin Browne,9,2002370
13,0,02010,Loren Roberts,9,2002310
13,0,06567,Vijay Singh,9,2002330
16,0,20098,Stuart Appleby,8,2002340
16,0,23614,Rich Beem,8,2002330
16,0,10809,Jim Furyk,8,2002340
16,0,22913,John Rollins,8,2002390
16,0,20436,Garrett Willis,8,2002370
21,0,12680,Shigeki Maruyama,7,2002290
21,0,01945,Kenny Perry,7,2002340
21,0,20548,Hidemichi Tanaka,7,2002390
24,0,07003,David Berganio Jr.,6,2002400
24,0,01361,Dan Forsman,6,2002400
24,0,20157,Retief Goosen,6,2002310
24,0,01666,Bernhard Langer,6,2002250
24,0,06515,Shaun Micheel,6,2002420
24,0,01810,Phil Mickelson,6,2002340
24,0,02206,David Toms,6,2002360
31,0,12661,Todd Barranger,5,2000290
31,0,01326,Nick Faldo,5,2002130
31,0,20763,Pierre Fulke,5,2001370
31,0,12662,Thomas Levet,5,1999290
31,0,01920,Craig Parry,5,2002360
31,0,22405,Justin Rose,5,2001310
31,0,02190,Doug Tewell,5,1999230
31,0,06431,Jean Van de Velde,5,2001330
39,0,01098,Jay Don Blake,4,2002460
39,0,24925,Jonathan Byrd,4,2002450
39,0,12823,Carlos Franco,4,2002460
39,0,01475,Donnie Hammond,4,2002400
39,0,23624,Soren Hansen,4,2002310
39,0,21961,Charles Howell III,4,2002450
39,0,11032,Frank Lickliter II,4,2002460
39,0,10585,Scott McCarron,4,2002460
39,0,01824,Yoshinori Mizumaki,4,2000360
39,0,01876,Greg Norman,4,2002310
39,0,01938,David Peoples,4,2002460
39,0,23621,Rory Sabbatini,4,2002420
39,0,12663,Phil Tataurangi,4,2002380
52,0,01024,Billy Andrade,3,2002460
52,0,20029,Notah Begay III,3,2002460
52,0,01118,Gordon Brand Jr.,3,1998295
52,0,20848,Ángel Cabrera,3,2002350
52,0,12510,Chad Campbell,3,2002470
52,0,20400,Michael Campbell,3,2002350
52,0,19825,Darren Clarke,3,2002360
52,0,11653,Paul Curry,3,2000455
52,0,19881,Robert Damron,3,2002420
52,0,19906,Gary Evans,3,1998295
52,0,01374,Robin Freeman,3,2002450
52,0,01388,Robert Gamez,3,2002430
52,0,22075,Ricardo Gonzalez,3,2002330
52,0,01527,Scott Hoch,3,2002410
52,0,01555,Stu Ingraham,3,1993340
52,0,10821,Toshi Izawa,3,2002310
52,0,01619,Skip Kendall,3,2002470
52,0,06012,Greg Kraft,3,2002470
52,0,10565,Ian Leggatt,3,2002470
52,0,01761,Len Mattiace,3,2002470
52,0,06350,Bob May,3,2002470
52,0,25572,Graeme McDowell,3,2002360
52,0,20650,Jarrod Moseley,3,1999470
52,0,01968,Nick Price,3,2002360
52,0,02002,John Riegger,3,2002470
52,0,02084,Bob Shearer,3,1984320
52,0,02101,Joey Sindelar,3,2002470
52,0,07553,Roger Wessels,3,1991360
80,0,10885,Robert Allenby,2,2002480
80,0,10944,Thomas Bjørn,2,2002360
80,0,06214,Guy Boros,2,2002430
80,0,01175,Jim Carter,2,2002470
80,0,20229,Stewart Cink,2,2002480
80,0,23135,Tim Clark,2,2002470
80,0,08931,Glen Day,2,2002480
80,0,01261,Jay Delsing,2,2002320
80,0,20104,Ken Duke,2,2002420
80,0,20585,Niclas Fasth,2,2002360
80,0,01329,Brad Faxon,2,2002480
80,0,06741,Gene Fieger,2,2001110
80,0,01381,Fred Funk,2,2002480
80,0,19957,Ian Garbutt,2,2000310
80,0,12645,Brent Geiberger,2,2002460
80,0,08725,Tom Gillis,2,2002250
80,0,25900,Lucas Glover,2,2002290
80,0,23338,David Gossett,2,2002480
80,0,20105,Jeff Gove,2,2002480
80,0,21806,Paul Gow,2,2002480
80,0,20569,Richard Green,2,2001310
80,0,20859,Anders Hansen,2,2002360
80,0,08537,J.P. Hayes,2,2002450
80,0,06617,Brian Henninger,2,2002450
80,0,12782,Tim Herron,2,2002470
80,0,21259,Jason Hill,2,2002450
80,0,12449,Ryan Howison,2,2000455
80,0,24956,Mikko Ilonen,2,2001310
80,0,22378,Trevor Immelman,2,2002310
80,0,01577,Lee Janzen,2,2002480
80,0,12705,Cliff Kresge,2,2002300
80,0,20940,Kenichi Kuboya,2,2002310
80,0,12389,Barry Lane,2,2001310
80,0,06016,Brad Lardon,2,2002450
80,0,19904,Paul Lawrie,2,2002360
80,0,20382,Stephen Leaney,2,2002310
80,0,10860,Justin Leonard,2,2002460
80,0,08547,John Maginnes,2,2002180
80,0,01793,Mac McLendon,2,1980430
80,0,01797,Rocco Mediate,2,2002480
80,0,08635,Colin Montgomerie,2,2002360
80,0,01866,Jack Newton,2,1982420
80,0,01886,Peter O'Malley,2,2002370
80,0,01925,Jerry Pate,2,2002270
80,0,01948,Tim Petrovic,2,2002480
80,0,08553,Lee Porter,2,2002480
80,0,24138,Ian Poulter,2,2001370
80,0,21959,Ted Purdy,2,1999450
80,0,02020,Eduardo Romero,2,2002360
80,0,02064,John Schroeder,2,1995300
80,0,24502,Adam Scott,2,2002350
80,0,02091,Charles Sifford,2,1983020
80,0,02105,Bob Smith,2,1985280
80,0,11246,Des Smyth,2,2001310
80,0,11011,Mike Sposa,2,2002480
80,0,02170,Hal Sutton,2,2002420
80,0,12454,Mario Tiziani,2,2002290
80,0,02224,Greg Twiggs,2,2001300
80,0,10425,Jay Williamson,2,2002480
