RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE DISTANCE (YARDS),AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST DIST. EFFICIENCY
1,0,20472,Alex Cejka,2.700,290.901,107.756,52,0226303119
2,0,33410,Andrew Landry,2.695,297.373,110.354,28,0233002944
3,0,02206,David Toms,2.684,270.814,100.906,64,0224903116
4,0,29485,Brett Stegmaier,2.676,300.622,112.338,84,0228103282
5,0,24461,Thomas Aiken,2.667,297.452,111.530,46,0228503163
5,0,25493,Nick Taylor,2.667,297.191,111.435,66,0215803124
7,0,06522,Ernie Els,2.665,293.675,110.182,58,0234602973
7,0,30692,Scott Stallings,2.665,299.655,112.454,66,0224803086
9,0,24140,Sean O'Hair,2.664,304.223,114.211,74,0228203251
10,0,23621,Rory Sabbatini,2.663,295.535,110.987,29,0228803068
11,0,32876,Martin Piller,2.656,291.146,109.623,46,0221203166
12,0,35732,Wes Roach,2.655,298.235,112.318,41,0222903010
13,0,26596,Ryan Moore,2.653,284.383,107.184,65,0229502971
14,0,35545,Blayne Barber,2.652,290.722,109.643,74,0229503007
15,0,29478,Kevin Kisner,2.651,292.074,110.183,74,0172903113
15,0,25349,Tim Wilkinson,2.651,282.794,106.691,44,0183603049
17,0,28475,Jeff Overton,2.649,287.679,108.600,70,0223703185
18,0,31560,Brian Stuard,2.648,276.801,104.544,59,0213103148
19,0,23541,Ben Crane,2.647,280.188,105.864,73,0196603109
20,0,27770,Camilo Villegas,2.646,291.205,110.063,78,0193103002
21,0,34046,Jordan Spieth,2.642,295.484,111.856,56,0230103053
21,0,23325,Vaughn Taylor,2.642,282.824,107.066,72,0224903160
23,0,23320,Ryan Palmer,2.641,303.509,114.931,80,0230202954
24,0,25632,Jimmy Walker,2.634,303.714,115.303,68,0202603097
25,0,29223,Sam Saunders,2.633,295.224,112.104,52,0200003081
26,0,31420,Anirban Lahiri,2.632,295.507,112.260,55,0223703195
27,0,29926,Danny Lee,2.630,289.725,110.161,74,0192903072
28,0,27895,Jonas Blixt,2.627,291.234,110.863,69,0200503010
28,0,24912,Will MacKenzie,2.627,288.406,109.767,70,0202303211
30,0,24357,K.J. Choi,2.626,278.920,106.229,69,0196603235
30,0,24024,Zach Johnson,2.626,278.677,106.125,72,0225702981
32,0,23353,J.J. Henry,2.625,291.601,111.105,60,0225003090
32,0,23108,Matt Kuchar,2.625,285.827,108.894,85,0225603182
34,0,28089,Jason Day,2.624,310.334,118.257,56,0234303054
34,0,34563,Chesson Hadley,2.624,298.327,113.694,74,0230403154
34,0,33448,Justin Thomas,2.624,306.518,116.792,80,0198603253
37,0,27141,J.B. Holmes,2.622,317.691,121.157,62,0213003241
38,0,01810,Phil Mickelson,2.621,302.506,115.414,54,0233403056
