RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX RANGE,TOTAL ATTEMPTS
1,0,35300,Andrew Loupe,206.3,14025.3,68
2,0,29725,Tony Finau,202.6,14590.4,72
3,0,30925,Dustin Johnson,202.2,12331.6,61
4,0,27141,J.B. Holmes,201.8,12308.0,61
5,0,25804,Bubba Watson,200.7,8831.3,44
6,0,27129,Luke List,199.2,13348.7,67
7,0,30944,Jason Kokrak,199.1,13339.3,67
7,0,31323,Gary Woodland,199.1,12939.3,65
9,0,28237,Rory McIlroy,198.4,9919.4,50
9,0,27064,Jhonattan Vegas,198.4,13691.7,69
11,0,29461,Jamie Lovemark,197.6,15612.8,79
11,0,34264,Hudson Swafford,197.6,13635.5,69
13,0,46440,Smylie Kaufman,195.6,12908.2,66
13,0,36689,Brooks Koepka,195.6,10367.5,53
15,0,36699,Patrick Rodgers,193.9,12217.5,63
16,0,28089,Jason Day,192.9,10223.9,53
16,0,21209,Sergio Garcia,192.9,3857.0,20
18,0,21961,Charles Howell III,192.6,15795.7,82
19,0,24502,Adam Scott,192.5,10007.5,52
20,0,33141,Keegan Bradley,192.1,12103.5,63
21,0,27936,Martin Laird,192.0,12094.7,63
22,0,35451,Scott Pinckney,191.9,12860.1,67
22,0,33448,Justin Thomas,191.9,15156.8,79
24,0,26331,Charl Schwartzel,191.7,9966.3,52
25,0,32102,Rickie Fowler,191.3,11475.3,60
26,0,34099,Harris English,191.1,13566.6,71
26,0,29518,Brendan Steele,191.1,11081.8,58
28,0,32366,Kevin Chappell,190.0,12540.3,66
28,0,01810,Phil Mickelson,190.0,10068.2,53
30,0,22405,Justin Rose,189.8,7590.5,40
31,0,27436,Graham DeLaet,189.7,11001.7,58
31,0,37273,Derek Ernst,189.7,7777.0,41
33,0,33667,Carlos Ortiz,189.1,12105.4,64
34,0,34360,Patrick Reed,188.8,15480.3,82
35,0,23320,Ryan Palmer,188.7,14911.0,79
36,0,20691,Greg Owen,188.5,13197.2,70
37,0,22371,Aaron Baddeley,188.4,12809.9,68
37,0,37189,Harold Varner III,188.4,14692.3,78
39,0,29289,S.Y. Noh,188.2,13925.3,74
40,0,26300,Matt Jones,188.1,8462.6,45
41,0,12716,Charley Hoffman,187.8,14273.8,76
42,0,24358,Robert Garrigus,187.2,9546.6,51
42,0,32618,Rhein Gibson,187.2,7489.8,40
44,0,32839,Hideki Matsuyama,186.9,10465.1,56
44,0,24140,Sean O'Hair,186.9,13643.5,73
46,0,24924,Bill Haas,186.4,11370.1,61
46,0,29420,Billy Horschel,186.4,11371.2,61
48,0,28158,Steve Marino,186.0,9113.6,49
49,0,20848,Ángel Cabrera,185.8,9288.2,50
50,0,34098,Russell Henley,185.7,12628.9,68
50,0,26851,Marc Leishman,185.7,12440.5,67
50,0,28114,Dawie van der Walt,185.7,9286.6,50
53,0,24846,Ricky Barnes,185.6,13923.0,75
54,0,25364,Paul Casey,185.5,10019.2,54
55,0,29720,Andres Gonzales,185.3,10563.7,57
56,0,33204,Shane Lowry,184.9,7025.7,38
57,0,29485,Brett Stegmaier,184.8,15156.6,82
58,0,33410,Andrew Landry,184.3,4975.4,27
58,0,24781,Hunter Mahan,184.3,10318.0,56
58,0,34431,Robert Streb,184.3,12901.5,70
61,0,20229,Stewart Cink,184.2,8473.1,46
61,0,25818,Scott Piercy,184.2,11605.7,63
63,0,29268,Bronson Burgoon,183.8,10845.2,59
63,0,20645,John Senden,183.8,9192.0,50
63,0,33418,Shawn Stefani,183.8,15256.7,83
66,0,37455,Si Woo Kim,183.6,17079.3,93
66,0,25632,Jimmy Walker,183.6,12485.2,68
68,0,30692,Scott Stallings,183.3,12095.8,66
69,0,40026,Daniel Berger,183.1,13000.8,71
69,0,33413,Ben Martin,183.1,15381.9,84
71,0,25274,Steven Bowditch,183.0,10067.5,55
71,0,33399,Adam Hadwin,183.0,16287.0,89
73,0,35732,Wes Roach,182.9,7498.5,41
74,0,35539,Luke Guthrie,182.7,8037.7,44
74,0,26329,Louis Oosthuizen,182.7,8221.1,45
74,0,32150,Michael Thompson,182.7,9500.4,52
77,0,32448,James Hahn,182.5,11494.4,63
78,0,20766,Padraig Harrington,182.3,7654.9,42
79,0,32757,Patton Kizzire,182.2,14027.4,77
79,0,34046,Jordan Spieth,182.2,10205.1,56
81,0,27747,Hiroshi Iwata,182.1,13107.8,72
82,0,25900,Lucas Glover,181.8,13269.6,73
83,0,27649,Brandt Snedeker,181.2,12138.2,67
84,0,34563,Chesson Hadley,180.9,13387.7,74
85,0,35532,Tom Hoge,180.7,10661.0,59
85,0,32876,Martin Piller,180.7,8129.6,45
87,0,20157,Retief Goosen,180.5,10109.4,56
87,0,22892,Jason Gore,180.5,12273.3,68
87,0,31646,Emiliano Grillo,180.5,12996.3,72
87,0,31202,William McGirt,180.5,13895.1,77
91,0,27974,Sung Kang,180.4,12265.9,68
92,0,24490,George McNeill,180.2,8648.2,48
93,0,31416,Derek Fathauer,180.1,14944.9,83
93,0,29223,Sam Saunders,180.1,9186.3,51
93,0,34265,Will Wilcox,180.1,10085.2,56
96,0,23983,Luke Donald,179.8,11150.2,62
96,0,27963,Chris Stroud,179.8,12228.0,68
98,0,35545,Blayne Barber,179.7,12578.1,70
98,0,22046,Geoff Ogilvy,179.7,10241.7,57
100,0,35879,Kelly Kraft,179.6,7542.1,42
101,0,28679,Fabián Gómez,179.5,13104.1,73
102,0,29974,Branden Grace,179.4,6996.6,39
102,0,33461,Morgan Hoffmann,179.4,11478.6,64
102,0,36801,Mark Hubbard,179.4,16322.7,91
102,0,27770,Camilo Villegas,179.4,13991.5,78
106,0,25493,Nick Taylor,179.3,11476.8,64
107,0,31420,Anirban Lahiri,179.2,9676.5,54
107,0,29926,Danny Lee,179.2,13084.5,73
109,0,32200,Roberto Castro,179.0,15391.7,86
109,0,34409,David Lingmerth,179.0,12349.5,69
111,0,27895,Jonas Blixt,178.7,12327.7,69
111,0,23621,Rory Sabbatini,178.7,5182.4,29
113,0,29479,Scott Brown,178.4,14448.2,81
114,0,30163,Henrik Norlander,178.2,9620.6,54
115,0,23353,J.J. Henry,178.0,10680.1,60
115,0,23108,Matt Kuchar,178.0,15133.2,85
115,0,28132,Tyrone Van Aswegen,178.0,14594.6,82
118,0,27942,Rob Oppenheim,177.9,8715.1,49
119,0,31557,Jim Herman,177.8,11914.0,67
120,0,26951,Johnson Wagner,177.7,14039.0,79
121,0,29221,Webb Simpson,177.6,9233.8,52
122,0,30110,Kyle Stanley,177.5,14732.4,83
123,0,35891,Cameron Smith,177.4,7628.5,43
124,0,27214,Kevin Streelman,177.3,10459.6,59
125,0,20572,Rod Pampling,177.2,6203.1,35
126,0,29745,Tyler Aldridge,177.0,11504.9,65
127,0,33419,Cameron Tringale,176.9,12207.9,69
128,0,21731,Freddie Jacobson,176.8,13256.4,75
129,0,24461,Thomas Aiken,176.7,8129.1,46
129,0,37454,Whee Kim,176.7,11663.9,66
129,0,30926,Chris Kirk,176.7,14139.1,80
132,0,25572,Graeme McDowell,176.3,8813.2,50
133,0,34261,Scott Langley,176.1,8979.3,51
134,0,25892,Steve Wheatcroft,176.0,12845.5,73
135,0,23638,Brendon de Jonge,175.6,11239.4,64
136,0,33122,Russell Knox,175.3,12796.7,73
137,0,25396,Kevin Na,175.2,11389.2,65
138,0,26758,David Hearn,175.1,15579.9,89
138,0,26289,Boo Weekley,175.1,13306.9,76
140,0,24494,Erik Compton,175.0,8927.2,51
141,0,32640,Troy Merritt,174.9,11371.7,65
142,0,06522,Ernie Els,174.6,10129.3,58
142,0,29478,Kevin Kisner,174.6,12921.6,74
144,0,06527,Steve Stricker,174.5,7853.4,45
145,0,29222,Billy Hurley III,174.1,9055.2,52
145,0,39975,Michael Kim,174.1,15493.8,89
145,0,29476,Kyle Reifers,174.1,16892.1,97
148,0,20472,Alex Cejka,173.8,9037.0,52
148,0,25686,Jason Dufner,173.8,14600.7,84
148,0,25834,Daniel Summerhays,173.8,14080.1,81
148,0,23325,Vaughn Taylor,173.8,12510.3,72
152,0,24912,Will MacKenzie,173.7,11986.4,69
152,0,25240,D.A. Points,173.7,5732.1,33
154,0,26476,Chez Reavie,173.3,13690.1,79
155,0,25198,Francesco Molinari,173.0,9517.6,55
156,0,27644,Brian Harman,172.8,15381.8,89
157,0,28475,Jeff Overton,172.3,12059.7,70
158,0,23800,Bryce Molder,171.8,12372.0,72
159,0,06567,Vijay Singh,171.7,12709.0,74
160,0,20098,Stuart Appleby,171.0,12142.9,71
160,0,25720,Chad Collins,171.0,10262.5,60
162,0,28092,D.H. Lee,170.9,7346.9,43
163,0,12510,Chad Campbell,170.8,13663.4,80
164,0,26596,Ryan Moore,170.6,11089.1,65
165,0,34174,John Huh,170.5,13643.0,80
166,0,34262,Jon Curran,170.2,15316.8,90
167,0,10885,Robert Allenby,170.0,6801.3,40
168,0,20104,Ken Duke,169.7,10183.4,60
169,0,34466,Peter Malnati,169.4,10669.8,63
169,0,30927,Brendon Todd,169.4,9995.6,59
171,0,23541,Ben Crane,169.3,12021.8,71
172,0,45526,Abraham Ancer,169.1,5410.2,32
173,0,25349,Tim Wilkinson,168.9,7432.8,44
174,0,24357,K.J. Choi,168.4,11619.9,69
174,0,24024,Zach Johnson,168.4,11953.5,71
176,0,10213,Dicky Pride,168.1,7226.2,43
177,0,10809,Jim Furyk,168.0,6216.6,37
178,0,24507,Jason Bohn,167.7,5703.4,34
179,0,31560,Brian Stuard,167.2,9695.4,58
180,0,27466,Spencer Levin,166.9,14851.6,89
181,0,40058,Zac Blair,164.9,12862.2,78
182,0,21878,Mark Wilson,164.8,8900.1,54
183,0,08075,Jerry Kelly,162.9,10101.9,62
184,0,02206,David Toms,161.0,10140.2,63
185,0,30711,Colt Knost,159.8,12305.9,77
