RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE CARRY DIST. YARDS,AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST CARRY EFFICIENCY
1,0,33410,Andrew Landry,2.564,282.9,110.314,25,0235202701
2,0,29485,Brett Stegmaier,2.540,285.2,112.314,75,0219902824
3,0,30692,Scott Stallings,2.529,284.4,112.467,60,0224302842
4,0,34563,Chesson Hadley,2.522,282.8,112.131,69,0212402838
4,0,24140,Sean O'Hair,2.522,287.6,114.026,69,0214702825
6,0,33448,Justin Thomas,2.517,294.1,116.851,70,0223202807
7,0,02206,David Toms,2.516,253.4,100.747,56,0228102706
8,0,20157,Retief Goosen,2.512,280.3,111.619,51,0218802778
8,0,23325,Vaughn Taylor,2.512,269.3,107.188,64,0226602727
10,0,06522,Ernie Els,2.508,276.2,110.164,50,0223702761
10,0,35732,Wes Roach,2.508,281.1,112.087,32,0212402658
12,0,27141,J.B. Holmes,2.507,303.7,121.128,55,0206502808
13,0,35545,Blayne Barber,2.504,274.5,109.608,62,0227302680
14,0,32876,Martin Piller,2.503,274.3,109.584,41,0228702685
15,0,27936,Martin Laird,2.502,288.6,115.366,56,0220002680
15,0,23320,Ryan Palmer,2.502,287.6,114.963,70,0214902703
17,0,33141,Keegan Bradley,2.500,291.9,116.760,55,0223202851
17,0,20472,Alex Cejka,2.500,269.1,107.647,47,0220902797
17,0,25240,D.A. Points,2.500,272.0,108.783,28,0224702777
20,0,29268,Bronson Burgoon,2.498,281.4,112.646,49,0224802703
21,0,31416,Derek Fathauer,2.494,276.4,110.797,70,0216202754
22,0,28089,Jason Day,2.492,295.0,118.379,47,0226802770
23,0,25349,Tim Wilkinson,2.491,265.7,106.644,35,0224702698
24,0,27770,Camilo Villegas,2.490,274.1,110.094,68,0197002740
25,0,33667,Carlos Ortiz,2.489,288.7,116.000,50,0195702771
26,0,29926,Danny Lee,2.488,274.1,110.167,62,0225402739
26,0,34046,Jordan Spieth,2.488,278.2,111.797,52,0224802793
26,0,25493,Nick Taylor,2.488,277.4,111.500,61,0227902727
29,0,32150,Michael Thompson,2.486,278.9,112.202,50,0230502769
30,0,32839,Hideki Matsuyama,2.485,280.3,112.809,50,0212602731
31,0,20766,Padraig Harrington,2.484,278.9,112.257,40,0208602731
31,0,26758,David Hearn,2.484,267.7,107.765,83,0225102778
33,0,34099,Harris English,2.483,287.5,115.790,67,0221102714
33,0,24912,Will MacKenzie,2.483,272.5,109.750,60,0207202682
33,0,24781,Hunter Mahan,2.483,281.6,113.416,51,0215002726
36,0,33461,Morgan Hoffmann,2.482,279.4,112.579,57,0210802807
37,0,36699,Patrick Rodgers,2.481,294.9,118.861,55,0213202870
38,0,27895,Jonas Blixt,2.479,275.1,110.957,60,0216102812
39,0,33204,Shane Lowry,2.476,281.2,113.583,33,0215702667
40,0,28237,Rory McIlroy,2.474,296.5,119.859,45,0208502792
41,0,35539,Luke Guthrie,2.473,273.9,110.754,43,0227302618
41,0,24024,Zach Johnson,2.473,262.3,106.056,60,0218702702
43,0,10885,Robert Allenby,2.472,265.3,107.321,33,0219802635
43,0,35879,Kelly Kraft,2.472,275.0,111.238,36,0223102681
43,0,23108,Matt Kuchar,2.472,269.2,108.903,79,0219602803
43,0,29461,Jamie Lovemark,2.472,297.4,120.314,65,0220602745
43,0,25818,Scott Piercy,2.472,280.8,113.606,56,0214202703
43,0,25804,Bubba Watson,2.472,300.6,121.629,41,0224002758
49,0,31420,Anirban Lahiri,2.471,277.3,112.215,50,0218502694
49,0,26596,Ryan Moore,2.471,264.8,107.180,60,0221002710
51,0,29745,Tyler Aldridge,2.470,272.1,110.160,60,0216102678
51,0,29420,Billy Horschel,2.470,280.0,113.338,53,0197802693
51,0,23621,Rory Sabbatini,2.470,274.4,111.092,27,0219102663
54,0,01810,Phil Mickelson,2.468,284.6,115.330,49,0227802673
55,0,24461,Thomas Aiken,2.467,275.0,111.463,41,0215602711
55,0,29289,S.Y. Noh,2.467,283.8,114.999,66,0195102668
55,0,22405,Justin Rose,2.467,292.1,118.394,36,0219802818
55,0,29223,Sam Saunders,2.467,276.4,112.042,43,0220002653
59,0,23541,Ben Crane,2.466,261.3,105.952,59,0222802670
60,0,20848,Ángel Cabrera,2.465,285.2,115.661,41,0210102735
60,0,28475,Jeff Overton,2.465,267.7,108.565,66,0202502711
62,0,24358,Robert Garrigus,2.462,287.7,116.858,44,0224402706
62,0,31560,Brian Stuard,2.462,257.4,104.517,51,0227502646
64,0,29479,Scott Brown,2.461,275.1,111.772,74,0213202740
64,0,22892,Jason Gore,2.461,276.7,112.448,66,0216702703
64,0,32448,James Hahn,2.461,278.3,113.047,54,0225002745
67,0,24357,K.J. Choi,2.460,261.1,106.147,64,0227402691
68,0,39975,Michael Kim,2.459,272.4,110.757,79,0219102731
68,0,30944,Jason Kokrak,2.459,296.1,120.437,64,0206102833
70,0,23353,J.J. Henry,2.458,273.3,111.163,52,0215602665
71,0,30926,Chris Kirk,2.457,270.2,109.983,65,0215502683
72,0,12716,Charley Hoffman,2.456,284.9,116.019,66,0210802667
72,0,26476,Chez Reavie,2.456,267.0,108.700,70,0228302660
74,0,34409,David Lingmerth,2.455,268.5,109.383,61,0212502731
75,0,27963,Chris Stroud,2.452,274.9,112.104,64,0215702771
76,0,32102,Rickie Fowler,2.450,288.6,117.813,54,0200102645
76,0,32618,Rhein Gibson,2.450,284.5,116.094,33,0209102673
78,0,32757,Patton Kizzire,2.448,277.1,113.171,63,0213502720
79,0,30925,Dustin Johnson,2.447,299.7,122.437,56,0217302819
79,0,26951,Johnson Wagner,2.447,270.9,110.714,67,0218602637
81,0,29478,Kevin Kisner,2.446,269.3,110.104,66,0224702687
81,0,27649,Brandt Snedeker,2.446,274.1,112.050,61,0214102689
81,0,28132,Tyrone Van Aswegen,2.446,275.1,112.484,73,0205202735
84,0,28158,Steve Marino,2.445,279.2,114.211,45,0210702647
85,0,27974,Sung Kang,2.444,276.8,113.232,59,0174102706
85,0,35451,Scott Pinckney,2.444,285.7,116.907,57,0218702779
87,0,34174,John Huh,2.443,267.1,109.335,73,0203402731
87,0,37454,Whee Kim,2.443,271.9,111.277,61,0220802737
87,0,29518,Brendan Steele,2.443,289.2,118.375,52,0216902677
90,0,23983,Luke Donald,2.441,269.6,110.435,58,0212202704
91,0,28092,D.H. Lee,2.440,263.4,107.940,36,0223502628
91,0,33418,Shawn Stefani,2.440,279.1,114.389,73,0213802632
93,0,40026,Daniel Berger,2.439,284.0,116.428,60,0203302727
94,0,20098,Stuart Appleby,2.437,263.3,108.055,62,0210702741
94,0,06567,Vijay Singh,2.437,268.0,109.999,63,0210702712
94,0,25632,Jimmy Walker,2.437,280.9,115.282,64,0203902736
97,0,24924,Bill Haas,2.436,278.5,114.317,52,0218002616
98,0,29221,Webb Simpson,2.435,271.9,111.626,46,0215902626
99,0,27644,Brian Harman,2.434,269.3,110.608,76,0211902681
99,0,46440,Smylie Kaufman,2.434,291.8,119.891,59,0222102617
99,0,33419,Cameron Tringale,2.434,268.7,110.380,63,0223102687
102,0,34261,Scott Langley,2.433,269.1,110.607,45,0216102673
102,0,27129,Luke List,2.433,298.0,122.500,56,0224902793
104,0,34098,Russell Henley,2.431,277.1,114.020,60,0203502684
105,0,37189,Harold Varner III,2.430,287.2,118.197,69,0218802664
106,0,24507,Jason Bohn,2.429,261.5,107.654,30,0230202589
107,0,29720,Andres Gonzales,2.427,281.2,115.877,49,0205502725
107,0,31202,William McGirt,2.427,271.1,111.699,69,0220102673
109,0,24502,Adam Scott,2.424,289.9,119.554,44,0213602653
110,0,22371,Aaron Baddeley,2.423,281.3,116.124,59,0220402611
111,0,30110,Kyle Stanley,2.422,270.3,111.617,70,0198202720
112,0,33399,Adam Hadwin,2.421,276.2,114.094,79,0206902645
112,0,26851,Marc Leishman,2.421,278.5,115.026,55,0204702649
112,0,27214,Kevin Streelman,2.421,270.2,111.579,48,0200702726
115,0,32366,Kevin Chappell,2.420,282.9,116.893,51,0223402713
115,0,27747,Hiroshi Iwata,2.420,273.8,113.129,61,0196802658
117,0,34466,Peter Malnati,2.419,260.9,107.871,56,0213602558
117,0,32640,Troy Merritt,2.419,267.5,110.578,57,0221402615
119,0,35300,Andrew Loupe,2.418,303.5,125.530,58,0220502662
120,0,24494,Erik Compton,2.417,271.1,112.161,45,0210302708
121,0,29222,Billy Hurley III,2.416,263.1,108.913,47,0225802526
121,0,37455,Si Woo Kim,2.416,277.1,114.698,83,0203702732
121,0,29476,Kyle Reifers,2.416,267.8,110.831,91,0211702656
124,0,21961,Charles Howell III,2.415,286.0,118.416,68,0209102650
124,0,21878,Mark Wilson,2.415,259.2,107.310,48,0214402555
126,0,32200,Roberto Castro,2.413,268.5,111.256,79,0216702746
127,0,30927,Brendon Todd,2.411,259.3,107.575,53,0216902643
128,0,27436,Graham DeLaet,2.410,285.0,118.223,53,0224702659
128,0,29725,Tony Finau,2.410,298.1,123.699,66,0207002634
128,0,30163,Henrik Norlander,2.410,272.3,112.988,47,0209602604
131,0,31323,Gary Woodland,2.409,300.6,124.818,61,0206402716
132,0,08075,Jerry Kelly,2.407,255.0,105.918,53,0220602614
133,0,20104,Ken Duke,2.406,258.9,107.583,56,0211602673
133,0,35891,Cameron Smith,2.406,268.7,111.656,40,0216802563
135,0,26329,Louis Oosthuizen,2.405,272.5,113.296,40,0211002713
136,0,36801,Mark Hubbard,2.402,268.9,111.974,77,0201402632
137,0,45526,Abraham Ancer,2.401,256.4,106.782,28,0219602565
137,0,26331,Charl Schwartzel,2.401,284.4,118.441,47,0200602646
137,0,34264,Hudson Swafford,2.401,296.9,123.654,63,0208402644
140,0,40058,Zac Blair,2.399,256.9,107.096,69,0213502583
141,0,25900,Lucas Glover,2.397,277.0,115.578,69,0208402685
