RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE CARRY DIST. YARDS,AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST CARRY EFFICIENCY
142,0,28679,Fabián Gómez,2.396,269.8,112.594,68,0217202677
142,0,33413,Ben Martin,2.396,272.2,113.565,77,0210602614
144,0,22046,Geoff Ogilvy,2.395,272.1,113.589,50,0215902612
144,0,10213,Dicky Pride,2.395,257.2,107.381,42,0218902623
146,0,35532,Tom Hoge,2.394,275.5,115.069,51,0218302653
146,0,28114,Dawie van der Walt,2.394,280.8,117.307,46,0203402602
148,0,31646,Emiliano Grillo,2.392,274.4,114.702,61,0211502781
148,0,25892,Steve Wheatcroft,2.392,267.8,111.980,66,0218002567
150,0,25720,Chad Collins,2.390,262.9,109.986,47,0212602698
150,0,27942,Rob Oppenheim,2.390,269.4,112.727,34,0214102712
152,0,25198,Francesco Molinari,2.389,267.0,111.791,54,0209202583
153,0,34262,Jon Curran,2.387,259.4,108.657,83,0220302658
153,0,26289,Boo Weekley,2.387,267.5,112.077,65,0206202643
155,0,12510,Chad Campbell,2.386,266.0,111.462,72,0202502632
156,0,23638,Brendon de Jonge,2.385,268.7,112.683,55,0209402588
156,0,20691,Greg Owen,2.385,282.5,118.453,61,0210002604
158,0,25572,Graeme McDowell,2.382,264.5,111.058,46,0211902578
159,0,26300,Matt Jones,2.381,278.3,116.865,42,0220102548
159,0,34431,Robert Streb,2.381,276.6,116.158,61,0207602617
161,0,06527,Steve Stricker,2.380,259.9,109.206,41,0207102627
161,0,34265,Will Wilcox,2.380,273.9,115.089,49,0176602602
163,0,20229,Stewart Cink,2.376,278.9,117.369,41,0210002658
164,0,36689,Brooks Koepka,2.375,289.6,121.926,51,0202102575
165,0,33122,Russell Knox,2.372,264.3,111.442,63,0201702690
166,0,34360,Patrick Reed,2.369,280.7,118.504,76,0203202729
167,0,23800,Bryce Molder,2.368,260.4,109.973,67,0203502563
168,0,25364,Paul Casey,2.367,277.7,117.345,42,0217402633
169,0,25834,Daniel Summerhays,2.364,263.8,111.594,68,0212702556
170,0,25686,Jason Dufner,2.359,268.2,113.700,78,0195302639
171,0,31557,Jim Herman,2.357,270.0,114.531,64,0205602590
172,0,30711,Colt Knost,2.356,248.3,105.394,71,0210102574
172,0,27466,Spencer Levin,2.356,256.3,108.770,78,0203102578
172,0,20572,Rod Pampling,2.356,267.8,113.666,32,0198602497
175,0,25274,Steven Bowditch,2.349,275.1,117.147,49,0200002660
175,0,10809,Jim Furyk,2.349,254.8,108.454,36,0205702483
177,0,27064,Jhonattan Vegas,2.347,290.8,123.907,60,0214302544
178,0,37273,Derek Ernst,2.342,283.2,120.893,32,0215802471
179,0,21731,Freddie Jacobson,2.340,263.9,112.752,67,0213102484
180,0,25396,Kevin Na,2.326,261.1,112.252,56,0206202567
181,0,24490,George McNeill,2.315,266.1,114.948,39,0198802654
181,0,20645,John Senden,2.315,272.7,117.799,43,0202302551
183,0,24846,Ricky Barnes,2.302,271.1,117.770,60,0196602561
184,0,21209,Sergio Garcia,2.301,282.6,122.806,18,0203302468
185,0,29974,Branden Grace,2.284,264.5,115.807,36,0198102517
