RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL BALL SPEED,TOTAL ATTEMPTS
1,0,35300,Andrew Loupe,184.57,13104.44,71
2,0,29725,Tony Finau,182.46,13137.04,72
3,0,30944,Jason Kokrak,182.23,12573.93,69
4,0,25804,Bubba Watson,182.06,8374.59,46
5,0,31323,Gary Woodland,181.50,11797.23,65
6,0,30925,Dustin Johnson,181.49,11433.96,63
7,0,27141,J.B. Holmes,180.74,11205.57,62
7,0,27064,Jhonattan Vegas,180.74,12652.07,70
9,0,24502,Adam Scott,180.23,9372.04,52
10,0,27129,Luke List,179.91,12413.89,69
11,0,28237,Rory McIlroy,179.30,8964.89,50
12,0,34264,Hudson Swafford,178.17,12472.21,70
13,0,21961,Charles Howell III,177.93,14767.83,83
14,0,29461,Jamie Lovemark,177.83,14048.74,79
15,0,36699,Patrick Rodgers,177.48,11358.95,64
16,0,28089,Jason Day,176.91,9907.13,56
17,0,36689,Brooks Koepka,176.68,9540.87,54
18,0,24358,Robert Garrigus,175.92,8972.16,51
19,0,29518,Brendan Steele,175.80,10723.86,61
20,0,32102,Rickie Fowler,175.78,10722.64,61
21,0,21209,Sergio Garcia,175.75,3515.02,20
22,0,26331,Charl Schwartzel,175.63,9132.72,52
23,0,34099,Harris English,175.27,12619.29,72
24,0,46440,Smylie Kaufman,175.24,12091.48,69
25,0,37273,Derek Ernst,174.89,7170.51,41
26,0,33448,Justin Thomas,174.83,13986.09,80
27,0,20691,Greg Owen,174.04,12182.66,70
28,0,25632,Jimmy Walker,174.01,11832.73,68
29,0,33141,Keegan Bradley,173.98,10960.75,63
30,0,23320,Ryan Palmer,173.89,13910.94,80
31,0,37189,Harold Varner III,173.76,13726.72,79
32,0,25274,Steven Bowditch,173.61,10069.23,58
33,0,27936,Martin Laird,173.60,11110.61,64
34,0,22405,Justin Rose,173.58,7116.58,41
35,0,29720,Andres Gonzales,173.55,9892.14,57
36,0,33667,Carlos Ortiz,173.54,11280.05,65
37,0,20229,Stewart Cink,173.49,8154.14,47
38,0,26300,Matt Jones,173.44,7978.27,46
39,0,24846,Ricky Barnes,173.42,13179.77,76
39,0,27436,Graham DeLaet,173.42,10232.07,59
41,0,25364,Paul Casey,173.38,9535.79,55
42,0,29974,Branden Grace,173.24,6756.35,39
43,0,35451,Scott Pinckney,173.10,11770.92,68
44,0,12716,Charley Hoffman,172.97,13145.69,76
44,0,34360,Patrick Reed,172.97,14529.77,84
46,0,01810,Phil Mickelson,172.91,9337.30,54
47,0,22371,Aaron Baddeley,172.75,11747.06,68
48,0,26851,Marc Leishman,172.72,11571.99,67
49,0,29289,S.Y. Noh,172.38,13100.97,76
50,0,32618,Rhein Gibson,172.06,7054.59,41
51,0,40026,Daniel Berger,172.03,12214.04,71
52,0,32366,Kevin Chappell,171.78,11337.48,66
53,0,25900,Lucas Glover,171.67,12703.74,74
54,0,34431,Robert Streb,171.66,12359.29,72
55,0,20848,Ángel Cabrera,171.61,8752.10,51
56,0,31557,Jim Herman,171.50,11661.81,68
57,0,24140,Sean O'Hair,171.08,12659.56,74
58,0,33204,Shane Lowry,171.06,6500.37,38
59,0,25818,Scott Piercy,170.97,10942.27,64
60,0,20645,John Senden,170.93,8546.50,50
61,0,26329,Louis Oosthuizen,170.65,7679.13,45
62,0,34265,Will Wilcox,170.26,9875.03,58
63,0,34098,Russell Henley,170.14,11739.42,69
63,0,27974,Sung Kang,170.14,11739.66,69
65,0,28114,Dawie van der Walt,170.11,8675.67,51
66,0,29420,Billy Horschel,169.45,10505.94,62
67,0,29268,Bronson Burgoon,169.42,10165.11,60
68,0,30692,Scott Stallings,169.30,11174.07,66
69,0,25686,Jason Dufner,169.09,14541.33,86
70,0,28158,Steve Marino,169.04,8790.27,52
71,0,29485,Brett Stegmaier,169.03,14198.15,84
72,0,32839,Hideki Matsuyama,169.00,9633.22,57
73,0,37455,Si Woo Kim,168.97,15883.46,94
74,0,32757,Patton Kizzire,168.88,13003.90,77
74,0,24781,Hunter Mahan,168.88,9457.44,56
76,0,34563,Chesson Hadley,168.86,12664.64,75
77,0,31646,Emiliano Grillo,168.82,12323.79,73
78,0,20766,Padraig Harrington,168.78,7426.32,44
79,0,24924,Bill Haas,168.55,10449.87,62
80,0,35732,Wes Roach,168.52,6909.27,41
81,0,28132,Tyrone Van Aswegen,168.51,13986.53,83
82,0,34046,Jordan Spieth,168.42,9431.34,56
83,0,33413,Ben Martin,168.27,14134.68,84
84,0,24490,George McNeill,168.11,8069.10,48
85,0,33399,Adam Hadwin,167.96,14948.13,89
86,0,25493,Nick Taylor,167.90,11081.12,66
87,0,22046,Geoff Ogilvy,167.74,9561.25,57
88,0,32448,James Hahn,167.68,10563.96,63
89,0,31420,Anirban Lahiri,167.40,9207.26,55
90,0,33418,Shawn Stefani,167.32,13887.55,83
91,0,33461,Morgan Hoffmann,167.31,10707.69,64
92,0,31416,Derek Fathauer,167.29,14219.63,85
93,0,27942,Rob Oppenheim,167.16,8190.89,49
94,0,32150,Michael Thompson,167.15,8691.63,52
95,0,22892,Jason Gore,166.96,11353.39,68
96,0,28679,Fabián Gómez,166.87,12348.21,74
97,0,35539,Luke Guthrie,166.75,7336.84,44
98,0,27747,Hiroshi Iwata,166.65,12165.45,73
99,0,33410,Andrew Landry,166.55,4663.42,28
100,0,26289,Boo Weekley,166.54,12823.55,77
101,0,30163,Henrik Norlander,166.50,8991.22,54
102,0,29479,Scott Brown,166.46,13483.25,81
103,0,29223,Sam Saunders,166.42,8653.64,52
104,0,12510,Chad Campbell,166.32,13471.58,81
105,0,23353,J.J. Henry,166.11,9966.55,60
106,0,29476,Kyle Reifers,166.08,16275.70,98
107,0,20157,Retief Goosen,166.07,9632.31,58
108,0,35532,Tom Hoge,166.06,9963.78,60
109,0,35879,Kelly Kraft,166.02,7138.71,43
110,0,06522,Ernie Els,165.99,9627.52,58
111,0,31202,William McGirt,165.95,12777.86,77
112,0,20572,Rod Pampling,165.93,5807.63,35
113,0,27649,Brandt Snedeker,165.92,11448.20,69
114,0,24461,Thomas Aiken,165.77,7625.61,46
115,0,24494,Erik Compton,165.75,8618.97,52
116,0,30110,Kyle Stanley,165.68,14083.03,85
117,0,27214,Kevin Streelman,165.66,9939.49,60
118,0,37454,Whee Kim,165.65,11098.63,67
119,0,35545,Blayne Barber,165.59,12253.72,74
120,0,36801,Mark Hubbard,165.58,15067.68,91
121,0,27770,Camilo Villegas,165.57,12914.08,78
122,0,29926,Danny Lee,165.48,12245.78,74
123,0,23638,Brendon de Jonge,165.47,10920.88,66
124,0,26951,Johnson Wagner,165.45,13070.38,79
125,0,27895,Jonas Blixt,165.43,11414.94,69
126,0,27963,Chris Stroud,165.29,11239.60,68
127,0,32876,Martin Piller,165.11,7595.06,46
128,0,32200,Roberto Castro,165.06,14525.29,88
129,0,30926,Chris Kirk,165.03,13202.49,80
130,0,29745,Tyler Aldridge,164.96,10887.30,66
130,0,25834,Daniel Summerhays,164.96,13526.91,82
132,0,23983,Luke Donald,164.73,10213.48,62
133,0,21731,Freddie Jacobson,164.65,12513.35,76
134,0,29221,Webb Simpson,164.62,8724.79,53
135,0,32640,Troy Merritt,164.58,10862.44,66
136,0,33122,Russell Knox,164.54,12011.62,73
137,0,24912,Will MacKenzie,164.25,11497.34,70
138,0,25198,Francesco Molinari,164.06,9515.67,58
139,0,35891,Cameron Smith,163.92,7048.62,43
140,0,39975,Michael Kim,163.86,15075.52,92
141,0,25572,Graeme McDowell,163.83,8191.57,50
142,0,06527,Steve Stricker,163.72,7367.43,45
143,0,29478,Kevin Kisner,163.71,12114.19,74
144,0,34174,John Huh,163.65,13092.26,80
145,0,34261,Scott Langley,163.60,8343.84,51
146,0,06567,Vijay Singh,163.59,12105.77,74
147,0,25240,D.A. Points,163.47,5394.44,33
148,0,23621,Rory Sabbatini,163.39,4738.41,29
149,0,34409,David Lingmerth,163.25,11264.43,69
150,0,25720,Chad Collins,163.19,10118.03,62
151,0,23108,Matt Kuchar,162.97,13852.03,85
151,0,33419,Cameron Tringale,162.97,11733.98,72
153,0,28475,Jeff Overton,162.96,11407.33,70
154,0,27644,Brian Harman,162.94,14827.85,91
155,0,25892,Steve Wheatcroft,162.75,12205.91,75
156,0,25396,Kevin Na,162.58,10730.42,66
157,0,23800,Bryce Molder,162.45,11696.06,72
158,0,26476,Chez Reavie,162.02,12961.72,80
159,0,23325,Vaughn Taylor,161.92,11657.94,72
160,0,20104,Ken Duke,161.85,9711.28,60
161,0,20098,Stuart Appleby,161.62,11475.22,71
162,0,10885,Robert Allenby,161.40,6617.31,41
163,0,27466,Spencer Levin,161.30,14517.20,90
164,0,20472,Alex Cejka,161.22,8383.45,52
165,0,26596,Ryan Moore,161.11,10472.41,65
166,0,26758,David Hearn,160.74,14305.72,89
167,0,29222,Billy Hurley III,160.35,8498.76,53
168,0,34466,Peter Malnati,160.26,10256.52,64
169,0,25349,Tim Wilkinson,160.17,7047.50,44
170,0,24507,Jason Bohn,159.79,5592.81,35
171,0,45526,Abraham Ancer,159.60,5266.75,33
