RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL BALL SPEED,TOTAL ATTEMPTS
172,0,28092,D.H. Lee,159.33,7010.31,44
173,0,23541,Ben Crane,159.21,11622.55,73
174,0,10809,Jim Furyk,159.17,6048.64,38
175,0,10213,Dicky Pride,158.86,6831.08,43
176,0,24024,Zach Johnson,158.62,11420.99,72
177,0,24357,K.J. Choi,158.46,10933.63,69
178,0,30927,Brendon Todd,157.87,9314.42,59
179,0,31560,Brian Stuard,157.81,9310.56,59
180,0,21878,Mark Wilson,157.39,8656.47,55
181,0,34262,Jon Curran,157.34,14160.54,90
182,0,08075,Jerry Kelly,156.51,9859.95,63
183,0,40058,Zac Blair,156.36,12352.53,79
184,0,30711,Colt Knost,154.48,11894.88,77
185,0,02206,David Toms,152.55,9763.33,64
