RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF BIRDIE OR BETTER,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
151,0,30163,Henrik Norlander,51.43,54,105,-58,-12.00
152,0,27214,Kevin Streelman,51.28,60,117,-66,-7.00
153,0,33667,Carlos Ortiz,51.13,68,133,-72,+9.00
154,0,45526,Abraham Ancer,50.98,26,51,-26,-7.00
155,0,10809,Jim Furyk,50.91,28,55,-30,-15.00
156,0,29479,Scott Brown,50.83,61,120,-65,+3.00
157,0,22892,Jason Gore,50.53,48,95,-55,-4.00
158,0,22046,Geoff Ogilvy,50.52,49,97,-54,-7.00
159,0,24924,Bill Haas,50.44,57,113,-61,-9.00
160,0,39975,Michael Kim,50.39,64,127,-67,-16.00
161,0,10885,Robert Allenby,50.00,30,60,-32,+3.00
161,0,37273,Derek Ernst,50.00,45,90,-47,+5.00
161,0,31557,Jim Herman,50.00,62,124,-64,-18.00
164,0,31416,Derek Fathauer,49.61,64,129,-66,-10.00
165,0,24912,Will MacKenzie,49.47,47,95,-47,-7.00
166,0,29476,Kyle Reifers,49.42,85,172,-93,-29.00
167,0,34563,Chesson Hadley,49.22,63,128,-64,+2.00
168,0,28158,Steve Marino,49.09,54,110,-56,-2.00
169,0,24781,Hunter Mahan,49.06,52,106,-57,-3.00
170,0,32618,Rhein Gibson,48.91,45,92,-48,-6.00
171,0,35532,Tom Hoge,48.51,49,101,-54,-4.00
172,0,21878,Mark Wilson,48.48,32,66,-35,-14.00
173,0,33410,Andrew Landry,48.21,27,56,-30,-1.00
174,0,27963,Chris Stroud,47.97,59,123,-65,-8.00
175,0,30927,Brendon Todd,47.83,33,69,-36,-20.00
176,0,23621,Rory Sabbatini,47.67,41,86,-42,+1.00
177,0,20572,Rod Pampling,46.77,29,62,-30,-10.00
178,0,25240,D.A. Points,46.43,26,56,-27,+1.00
179,0,20645,John Senden,46.32,63,136,-68,-26.00
180,0,20691,Greg Owen,45.64,68,149,-72,+3.00
181,0,34466,Peter Malnati,44.57,41,92,-43,-35.00
182,0,24490,George McNeill,44.44,32,72,-33,E
182,0,27942,Rob Oppenheim,44.44,32,72,-34,-11.00
184,0,28475,Jeff Overton,43.12,47,109,-49,-16.00
185,0,06522,Ernie Els,42.86,48,112,-53,-14.00
