RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
1,0,29221,Webb Simpson,4.43,487,110
2,0,06527,Steve Stricker,4.45,289,65
3,0,29518,Brendan Steele,4.50,625,139
3,0,02206,David Toms,4.50,495,110
5,0,32102,Rickie Fowler,4.52,479,106
5,0,25900,Lucas Glover,4.52,461,102
5,0,25804,Bubba Watson,4.52,610,135
8,0,27649,Brandt Snedeker,4.53,489,108
9,0,31323,Gary Woodland,4.54,540,119
10,0,20848,Ángel Cabrera,4.55,346,76
10,0,21961,Charles Howell III,4.55,605,133
10,0,24024,Zach Johnson,4.55,564,124
10,0,01810,Phil Mickelson,4.55,560,123
10,0,22405,Justin Rose,4.55,641,141
10,0,24502,Adam Scott,4.55,273,60
10,0,30110,Kyle Stanley,4.55,724,159
17,0,23638,Brendon de Jonge,4.56,703,154
17,0,21209,Sergio Garcia,4.56,356,78
17,0,27466,Spencer Levin,4.56,693,152
17,0,27095,Nick Watney,4.56,406,89
21,0,22371,Aaron Baddeley,4.57,452,99
22,0,11123,Chris Couch,4.58,549,120
22,0,27974,Sung Kang,4.58,458,100
22,0,27933,John Merrick,4.58,440,96
22,0,25396,Kevin Na,4.58,651,142
26,0,20229,Stewart Cink,4.59,560,122
26,0,23108,Matt Kuchar,4.59,454,99
26,0,23621,Rory Sabbatini,4.59,688,150
29,0,10505,Shane Bertsch,4.60,419,91
29,0,24781,Hunter Mahan,4.60,570,124
29,0,23320,Ryan Palmer,4.60,571,124
32,0,28089,Jason Day,4.61,470,102
32,0,06573,Brandt Jobe,4.61,752,163
32,0,08075,Jerry Kelly,4.61,539,117
32,0,30926,Chris Kirk,4.61,595,129
32,0,26331,Charl Schwartzel,4.61,401,87
32,0,22293,Heath Slocum,4.61,673,146
32,0,30692,Scott Stallings,4.61,627,136
32,0,27330,Josh Teater,4.61,793,172
32,0,23623,Bo Van Pelt,4.61,595,129
41,0,07867,Woody Austin,4.62,508,110
41,0,24924,Bill Haas,4.62,587,127
41,0,12716,Charley Hoffman,4.62,794,172
41,0,25345,Carl Pettersson,4.62,665,144
41,0,33419,Cameron Tringale,4.62,739,160
41,0,26289,Boo Weekley,4.62,568,123
47,0,25274,Steven Bowditch,4.63,616,133
47,0,32366,Kevin Chappell,4.63,518,112
47,0,23983,Luke Donald,4.63,333,72
47,0,19846,Brian Gay,4.63,629,136
47,0,01766,Billy Mayfair,4.63,759,164
47,0,28475,Jeff Overton,4.63,746,161
47,0,23497,Tag Ridings,4.63,708,153
47,0,22913,John Rollins,4.63,621,134
55,0,28087,Kris Blanks,4.64,692,149
55,0,12782,Tim Herron,4.64,617,133
55,0,27141,J.B. Holmes,4.64,399,86
55,0,19970,Robert Karlsson,4.64,436,94
55,0,35087,Bio Kim,4.64,510,110
55,0,25240,D.A. Points,4.64,677,146
55,0,27064,Jhonattan Vegas,4.64,585,126
62,0,29910,Blake Adams,4.65,940,202
62,0,24507,Jason Bohn,4.65,669,144
62,0,21805,Harrison Frazar,4.65,409,88
62,0,23353,J.J. Henry,4.65,753,162
62,0,10733,Kent Jones,4.65,591,127
62,0,29478,Kevin Kisner,4.65,530,114
62,0,08375,Paul Stankowski,4.65,628,135
62,0,27214,Kevin Streelman,4.65,753,162
62,0,26287,Roland Thatcher,4.65,516,111
62,0,20160,Charlie Wi,4.65,647,139
62,0,21878,Mark Wilson,4.65,619,133
73,0,24358,Robert Garrigus,4.66,634,136
73,0,23548,Bill Lunde,4.66,792,170
73,0,25457,Alexandre Rocha,4.66,513,110
73,0,23788,D.J. Trahan,4.66,638,137
