RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
1,0,50484,Hayden Springer,40.52%,153,62
2,0,51977,Max Greyserman,39.74%,156,62
3,0,33653,Thomas Detry,39.26%,163,64
4,0,59836,Pierceson Coody,38.80%,183,71
5,0,50188,S.H. Kim,38.46%,208,80
6,0,35506,Mackenzie Hughes,38.33%,180,69
7,0,34099,Harris English,38.22%,191,73
8,0,32333,Kevin Tway,38.10%,105,40
9,0,52372,Cameron Champ,37.90%,124,47
10,0,27349,Alex Noren,37.41%,147,55
11,0,47995,Davis Riley,37.16%,183,68
12,0,35461,Beau Hossler,37.07%,205,76
13,0,28089,Jason Day,37.04%,135,50
14,0,52215,Robert MacIntyre,36.81%,163,60
15,0,49960,Sepp Straka,36.78%,174,64
16,0,27936,Martin Laird,36.69%,139,51
17,0,32791,K.H. Lee,36.41%,195,71
18,0,23108,Matt Kuchar,36.31%,157,57
19,0,35450,Patrick Cantlay,36.11%,144,52
19,0,47993,Denny McCarthy,36.11%,216,78
21,0,24502,Adam Scott,36.08%,158,57
22,0,34098,Russell Henley,35.85%,159,57
23,0,40250,Taylor Pendrith,35.80%,162,58
24,0,40006,Erik van Rooyen,35.61%,205,73
25,0,35617,Martin Trainer,35.51%,107,38
26,0,47983,Chad Ramey,35.50%,200,71
27,0,55789,Taylor Montgomery,35.34%,133,47
28,0,52955,Ludvig Ãberg,35.29%,187,66
28,0,30927,Brendon Todd,35.29%,238,84
30,0,29936,Ryan Fox,35.26%,190,67
31,0,34046,Jordan Spieth,35.09%,171,60
32,0,33399,Adam Hadwin,35.03%,197,69
33,0,48081,Xander Schauffele,35.00%,200,70
34,0,48887,Matt Wallace,34.90%,149,52
35,0,45522,Christiaan Bezuidenhout,34.83%,201,70
35,0,31646,Emiliano Grillo,34.83%,201,70
37,0,34466,Peter Malnati,34.78%,161,56
38,0,47504,Sam Burns,34.73%,167,58
39,0,58168,Davis Thompson,34.65%,202,70
40,0,39997,Corey Conners,34.50%,200,69
41,0,46046,Scottie Scheffler,34.46%,177,61
42,0,46442,Maverick McNealy,34.35%,230,79
43,0,33948,Byeong Hun An,34.25%,181,62
44,0,46414,Aaron Rai,34.17%,199,68
45,0,55182,Tom Kim,33.97%,209,71
46,0,47483,Will Zalatoris,33.95%,162,55
47,0,52453,Nicolai HÃ¸jgaard,33.90%,118,40
48,0,12716,Charley Hoffman,33.71%,175,59
49,0,51766,Wyndham Clark,33.69%,187,63
50,0,59442,Parker Coody,33.58%,137,46
51,0,55708,Hayden Buckley,33.55%,155,52
52,0,22371,Aaron Baddeley,33.33%,135,45
52,0,49947,Taylor Moore,33.33%,213,71
54,0,57900,Chandler Phillips,33.17%,199,66
55,0,27129,Luke List,33.16%,187,62
56,0,46441,Robby Shelton,33.13%,160,53
57,0,33968,ThorbjÃ¸rn Olesen,32.99%,97,32
57,0,34256,Andrew Putnam,32.99%,197,65
59,0,39971,Sungjae Im,32.86%,213,70
60,0,51287,Ryo Hisatsune,32.70%,211,69
61,0,40162,Justin Lower,32.55%,255,83
62,0,46113,Ryan McCormick,32.54%,126,41
63,0,32366,Kevin Chappell,32.52%,123,40
63,0,52666,Sami Valimaki,32.52%,163,53
65,0,25900,Lucas Glover,32.49%,237,77
66,0,28237,Rory McIlroy,32.30%,161,52
67,0,56630,Akshay Bhatia,32.29%,223,72
67,0,47806,Raul Pereda,32.29%,96,31
69,0,39327,Ben Silverman,32.26%,186,60
70,0,34021,Bud Cauley,32.21%,149,48
71,0,47420,Jake Knapp,32.16%,199,64
72,0,50525,Collin Morikawa,32.14%,168,54
73,0,27139,David Skinns,32.09%,187,60
74,0,23320,Ryan Palmer,32.00%,75,24
75,0,29725,Tony Finau,31.98%,197,63
76,0,48867,Matti Schmid,31.93%,166,53
77,0,38991,Alejandro Tosti,31.88%,138,44
78,0,59866,Nick Dunlap,31.87%,182,58
79,0,35532,Tom Hoge,31.83%,289,92
80,0,60004,Jacob Bridgeman,31.82%,176,56
81,0,37378,Min Woo Lee,31.65%,158,50
82,0,29478,Kevin Kisner,31.62%,117,37
83,0,32367,Jorge Campillo,31.58%,95,30
83,0,24024,Zach Johnson,31.58%,114,36
85,0,29420,Billy Horschel,31.55%,187,59
86,0,49771,J.T. Poston,31.52%,184,58
86,0,57366,Cameron Young,31.52%,184,58
88,0,56149,Wilson Furr,31.45%,124,39
89,0,34374,Erik Barnes,31.37%,102,32
90,0,32839,Hideki Matsuyama,31.36%,169,53
91,0,60767,Blaine Hale Jr.,31.25%,96,30
91,0,36799,Stephan Jaeger,31.25%,192,60
91,0,47679,Victor Perez,31.25%,160,50
94,0,33408,Tyson Alexander,31.20%,125,39
94,0,36699,Patrick Rodgers,31.20%,234,73
96,0,34563,Chesson Hadley,31.15%,183,57
97,0,35310,Lanto Griffin,31.13%,151,47
98,0,59095,Chris Gotterup,31.11%,180,56
99,0,27214,Kevin Streelman,31.08%,148,46
100,0,33141,Keegan Bradley,30.95%,210,65
100,0,30163,Henrik Norlander,30.95%,126,39
102,0,45242,Kevin Yu,30.86%,175,54
103,0,48699,Callum Tarren,30.66%,137,42
104,0,22405,Justin Rose,30.61%,147,45
105,0,47591,Eric Cole,30.50%,259,79
106,0,30911,Tommy Fleetwood,30.41%,171,52
107,0,39977,Max Homa,30.30%,198,60
108,0,57975,Harry Hall,30.26%,195,59
109,0,50493,Justin Suh,30.25%,162,49
110,0,47663,Kevin Dougherty,30.22%,139,42
111,0,30926,Chris Kirk,30.16%,189,57
112,0,47347,Adam Schenk,30.13%,239,72
113,0,51349,Nico Echavarria,30.05%,203,61
114,0,29535,Brice Garnett,30.00%,110,33
115,0,39324,J.J. Spaun,29.85%,201,60
116,0,36801,Mark Hubbard,29.77%,215,64
117,0,51894,Vince Whaley,29.75%,158,47
118,0,32757,Patton Kizzire,29.73%,148,44
119,0,27649,Brandt Snedeker,29.69%,128,38
120,0,37275,Sam Ryder,29.68%,155,46
121,0,33204,Shane Lowry,29.63%,162,48
122,0,51634,Sahith Theegala,29.61%,233,69
123,0,40098,Matt Fitzpatrick,29.52%,166,49
124,0,28775,Nate Lashley,29.48%,173,51
125,0,36884,Ben Kohles,29.47%,190,56
126,0,47988,Nick Hardy,29.36%,218,64
127,0,52514,Trace Crowe,29.30%,157,46
127,0,27064,Jhonattan Vegas,29.30%,157,46
129,0,54783,Dylan Wu,29.19%,185,54
130,0,27330,Josh Teater,29.09%,110,32
131,0,32102,Rickie Fowler,29.07%,172,50
132,0,50497,Adrien Dumont de Chassart,29.01%,162,47
133,0,37455,Si Woo Kim,28.57%,196,56
134,0,57362,Austin Eckroat,28.50%,207,59
134,0,34587,Chan Kim,28.50%,193,55
136,0,46717,Viktor Hovland,28.46%,130,37
136,0,29221,Webb Simpson,28.46%,123,35
138,0,37212,Paul Barjon,28.45%,116,33
139,0,40115,Adam Svensson,28.42%,278,79
140,0,26596,Ryan Moore,28.40%,162,46
141,0,34076,Joel Dahmen,28.38%,229,65
142,0,54591,Ben Griffin,28.33%,233,66
143,0,48117,Kurt Kitayama,28.27%,191,54
144,0,28252,Seamus Power,28.21%,234,66
145,0,48084,Wesley Bryan,28.16%,103,29
146,0,54421,Garrick Higgo,28.08%,146,41
147,0,33486,Roger Sloan,27.97%,143,40
148,0,36871,Matt NeSmith,27.96%,186,52
148,0,25493,Nick Taylor,27.96%,211,59
150,0,31323,Gary Woodland,27.81%,187,52
